pt,Ridge,Jet
5.4665,0.000317144,0
5.50267,0.000306393,0
5.53883,0.000296019,0
5.575,0.00028601,0
5.61117,0.000276351,0
5.64733,0.00026703,0
5.6835,0.000258035,0
5.71967,0.000249354,0
5.75583,0.000240975,0
5.792,0.000232887,0
5.82817,0.000225079,0
5.86433,0.000217543,0
5.9005,0.000210267,0
5.93667,0.000203243,0
5.97283,0.000196461,0
6.009,0.000189913,0
6.04517,0.00018359,0
6.08133,0.000177484,0
6.1175,0.000171588,0
6.15367,0.000165894,0
6.18983,0.000160395,0
6.226,0.000155084,0
6.26217,0.000149953,0
6.29833,0.000144998,0
6.3345,0.000140212,0
6.37067,0.000135588,0
6.40683,0.000131121,0
6.443,0.000126806,0
6.47917,0.000122636,0
6.51533,0.000118608,0
6.5515,0.000114716,0
6.58767,0.000110955,0
6.62383,0.000107321,0
6.66,0.000103809,0
6.69617,0.000100416,0
6.73233,9.71358e-05,0
6.7685,9.39661e-05,0
6.80467,9.09026e-05,0
6.84083,8.79416e-05,0
6.877,8.50796e-05,0
6.91317,8.23131e-05,0
6.94933,7.9639e-05,0
6.9855,7.70539e-05,0
7.02167,7.45549e-05,0
7.05783,7.2139e-05,0
7.094,6.98033e-05,0
7.13017,6.75451e-05,0
7.16633,6.53618e-05,0
7.2025,6.32507e-05,0
7.23867,6.12095e-05,0
7.27483,5.92358e-05,0
7.311,5.73272e-05,0
7.34717,5.54815e-05,0
7.38333,5.36967e-05,0
7.4195,5.19706e-05,0
7.45567,5.03012e-05,0
7.49183,4.86867e-05,0
7.528,4.71253e-05,0
7.56417,4.5615e-05,0
7.60033,4.41541e-05,0
7.6365,4.27411e-05,0
7.67267,4.13744e-05,0
7.70883,4.00522e-05,0
7.745,3.87733e-05,0
7.78117,3.7536e-05,0
7.81733,3.63391e-05,0
7.8535,3.51811e-05,0
7.88967,3.40608e-05,0
7.92583,3.29769e-05,0
7.962,3.19282e-05,0
7.99817,3.09136e-05,0
8.03433,2.99318e-05,0
8.0705,2.89819e-05,0
8.10667,2.80627e-05,0
8.14283,2.71732e-05,0
8.179,2.63125e-05,0
8.21517,2.54796e-05,0
8.25133,2.46735e-05,0
8.2875,2.38935e-05,0
8.32367,2.31386e-05,0
8.35983,2.24079e-05,0
8.396,2.17008e-05,0
8.43217,2.10164e-05,0
8.46833,2.0354e-05,0
8.5045,1.97129e-05,0
8.54067,1.90923e-05,0
8.57683,1.84916e-05,0
8.613,1.79102e-05,0
8.64917,1.73473e-05,0
8.68533,1.68025e-05,0
8.7215,1.62751e-05,0
8.75767,1.57645e-05,0
8.79383,1.52702e-05,0
8.83,1.47917e-05,0
8.86617,1.43284e-05,0
8.90233,1.38799e-05,0
8.9385,1.34457e-05,0
8.97467,1.30252e-05,0
9.01083,1.26182e-05,0
9.047,1.2224e-05,0
9.08317,1.18424e-05,0
9.11933,1.14729e-05,0
9.1555,1.11151e-05,0
9.19167,1.07687e-05,0
9.22783,1.04332e-05,0
9.264,1.01083e-05,0
9.30017,9.79373e-06,0
9.33633,9.48909e-06,0
9.3725,9.19406e-06,0
9.40867,8.90835e-06,0
9.44483,8.63165e-06,0
9.481,8.36368e-06,0
9.51717,8.10416e-06,0
9.55333,7.8528e-06,0
9.5895,7.60936e-06,0
9.62567,7.37358e-06,0
9.66183,7.14521e-06,0
9.698,6.92402e-06,0
9.73417,6.70977e-06,0
9.77033,6.50225e-06,0
9.8065,6.30124e-06,0
9.84267,6.10653e-06,0
9.87883,5.91793e-06,0
9.915,5.73523e-06,0
9.95117,5.55825e-06,0
9.98733,5.3868e-06,0
10.0235,5.22072e-06,0
10.0597,5.05983e-06,0
10.0958,4.90396e-06,0
10.132,4.75296e-06,0
10.1682,4.60668e-06,0
10.2043,4.46495e-06,0
10.2405,4.32764e-06,0
10.2767,4.19462e-06,0
10.3128,4.06573e-06,0
10.349,3.94085e-06,0
10.3852,3.81987e-06,0
10.4213,3.70264e-06,0
10.4575,3.58906e-06,0
10.4937,3.479e-06,0
10.5298,3.37236e-06,0
10.566,3.26904e-06,0
10.6022,3.16891e-06,0
10.6383,3.07189e-06,0
10.6745,2.97788e-06,0
10.7107,2.88678e-06,0
10.7468,2.79851e-06,0
10.783,2.71296e-06,0
10.8192,2.63006e-06,0
10.8553,2.54973e-06,0
10.8915,2.47187e-06,0
10.9277,2.39642e-06,0
10.9638,2.32331e-06,0
11,2.25245e-06,0
