pt,Ridge,Jet
0.15,0.01236,0
0.186167,0.0141322,0
0.222333,0.0158756,0
0.2585,0.0176372,0
0.294667,0.0194421,0
0.330833,0.0213016,0
0.367,0.0232176,0
0.403167,0.0251843,0
0.439333,0.0271883,0
0.4755,0.0292089,0
0.511667,0.0312163,0
0.547833,0.0331708,0
0.584,0.0350203,0
0.620167,0.0367002,0
0.656333,0.0381362,0
0.6925,0.0392569,0
0.728667,0.0400155,0
0.764833,0.0404069,0
0.801,0.0404644,0
0.837167,0.040239,0
0.873333,0.0397837,0
0.9095,0.0391454,0
0.945667,0.0383636,0
0.981833,0.0374708,0
1.018,0.0364938,0
1.05417,0.035455,0
1.09033,0.0343726,0
1.1265,0.0332621,0
1.16267,0.032136,0
1.19883,0.031005,0
1.235,0.0298778,0
1.27117,0.0287614,0
1.30733,0.0276615,0
1.3435,0.0265829,0
1.37967,0.025529,0
1.41583,0.0245028,0
1.452,0.0235062,0
1.48817,0.0225407,0
1.52433,0.0216073,0
1.5605,0.0207066,0
1.59667,0.0198387,0
1.63283,0.0190037,0
1.669,0.0182011,0
1.70517,0.0174305,0
1.74133,0.0166912,0
1.7775,0.0159825,0
1.81367,0.0153035,0
1.84983,0.0146534,0
1.886,0.0140311,0
1.92217,0.0134358,0
1.95833,0.0128664,0
1.9945,0.0123219,0
2.03067,0.0118014,0
2.06683,0.0113038,0
2.103,0.0108283,0
2.13917,0.0103738,0
2.17533,0.00993945,0
2.2115,0.00952438,0
2.24767,0.00912772,0
2.28383,0.00874865,0
2.32,0.00838638,0
2.35617,0.00804013,0
2.39233,0.00770918,0
2.4285,0.00739282,0
2.46467,0.00709038,0
2.50083,0.00680122,0
2.537,0.00652472,0
2.57317,0.0062603,0
2.60933,0.0060074,0
2.6455,0.00576548,0
2.68167,0.00553403,0
2.71783,0.00531258,0
2.754,0.00510066,0
2.79017,0.00489783,0
2.82633,0.00470367,0
2.8625,0.00451779,0
2.89867,0.0043398,0
2.93483,0.00416934,0
2.971,0.00400608,0
3.00717,0.00384968,0
3.04333,0.00369984,0
3.0795,0.00355625,0
3.11567,0.00341864,0
3.15183,0.00328674,0
3.188,0.00316029,0
3.22417,0.00303905,0
3.26033,0.00292278,0
3.2965,0.00281128,0
3.33267,0.00270432,0
3.36883,0.00260171,0
3.405,0.00250326,0
3.44117,0.00240879,0
3.47733,0.00231811,0
3.5135,0.00223108,0
3.54967,0.00214753,0
3.58583,0.00206731,0
3.622,0.00199028,0
3.65817,0.0019163,0
3.69433,0.00184524,0
3.7305,0.00177698,0
3.76667,0.0017114,0
3.80283,0.0016484,0
3.839,0.00158785,0
3.87517,0.00152965,0
3.91133,0.00147372,0
3.9475,0.00141995,0
3.98367,0.00136826,0
4.01983,0.00131855,0
4.056,0.00127076,0
4.09217,0.00122479,0
4.12833,0.00118058,0
4.1645,0.00113805,0
4.20067,0.00109714,0
4.23683,0.00105778,0
4.273,0.0010199,0
4.30917,0.000983454,0
4.34533,0.000948376,0
4.3815,0.000914614,0
4.41767,0.000882116,0
4.45383,0.00085083,0
4.49,0.000820709,0
4.52617,0.000791708,0
4.56233,0.000763781,0
4.5985,0.000736887,0
4.63467,0.000710985,0
4.67083,0.000686037,0
4.707,0.000662005,0
4.74317,0.000638854,0
4.77933,0.00061655,0
4.8155,0.000595059,0
4.85167,0.000574352,0
4.88783,0.000554397,0
4.924,0.000535166,0
4.96017,0.000516631,0
4.99633,0.000498765,0
5.0325,0.000481544,0
5.06867,0.000464943,0
5.10483,0.000448937,0
5.141,0.000433506,0
5.17717,0.000418626,0
5.21333,0.000404278,0
5.2495,0.000390442,0
5.28567,0.000377098,0
5.32183,0.000364228,0
5.358,0.000351814,0
5.39417,0.000339839,0
5.43033,0.000328288,0
