phi,Ridge,Jet
-1,4.04784e-05,0
-0.995,4.12218e-05,0
-0.99,4.19792e-05,0
-0.985,4.2751e-05,0
-0.98,4.35373e-05,0
-0.975,4.43385e-05,0
-0.97,4.51547e-05,0
-0.965,4.59864e-05,0
-0.96,4.68336e-05,0
-0.955,4.76968e-05,0
-0.95,4.85763e-05,0
-0.945,4.94722e-05,0
-0.94,5.03849e-05,0
-0.935,5.13146e-05,0
-0.93,5.22618e-05,0
-0.925,5.32267e-05,0
-0.92,5.42096e-05,0
-0.915,5.52108e-05,0
-0.91,5.62306e-05,0
-0.905,5.72694e-05,0
-0.9,5.83275e-05,0
-0.895,5.94052e-05,0
-0.89,6.05028e-05,0
-0.885,6.16207e-05,0
-0.88,6.27593e-05,0
-0.875,6.39188e-05,0
-0.87,6.50997e-05,0
-0.865,6.63023e-05,0
-0.86,6.75269e-05,0
-0.855,6.87739e-05,0
-0.85,7.00437e-05,0
-0.845,7.13367e-05,0
-0.84,7.26532e-05,0
-0.835,7.39936e-05,0
-0.83,7.53583e-05,0
-0.825,7.67476e-05,0
-0.82,7.81621e-05,0
-0.815,7.9602e-05,0
-0.81,8.10677e-05,0
-0.805,8.25597e-05,0
-0.8,8.40784e-05,0
-0.795,8.56241e-05,0
-0.79,8.71974e-05,0
-0.785,8.87985e-05,0
-0.78,9.04279e-05,0
-0.775,9.20861e-05,0
-0.77,9.37734e-05,0
-0.765,9.54903e-05,0
-0.76,9.72372e-05,0
-0.755,9.90145e-05,0
-0.75,0.000100823,0
-0.745,0.000102662,0
-0.74,0.000104533,0
-0.735,0.000106436,0
-0.73,0.000108372,0
-0.725,0.000110341,0
-0.72,0.000112343,0
-0.715,0.00011438,0
-0.71,0.00011645,0
-0.705,0.000118555,0
-0.7,0.000120696,0
-0.695,0.000122872,0
-0.69,0.000125084,0
-0.685,0.000127332,0
-0.68,0.000129617,0
-0.675,0.00013194,0
-0.67,0.0001343,0
-0.665,0.000136698,0
-0.66,0.000139135,0
-0.655,0.000141611,0
-0.65,0.000144126,0
-0.645,0.000146681,0
-0.64,0.000149276,0
-0.635,0.000151911,0
-0.63,0.000154587,0
-0.625,0.000157304,0
-0.62,0.000160063,0
-0.615,0.000162864,0
-0.61,0.000165707,0
-0.605,0.000168592,0
-0.6,0.000171521,0
-0.595,0.000174492,0
-0.59,0.000177507,0
-0.585,0.000180565,0
-0.58,0.000183668,0
-0.575,0.000186814,0
-0.57,0.000190005,0
-0.565,0.000193241,0
-0.56,0.000196521,0
-0.555,0.000199847,0
-0.55,0.000203217,0
-0.545,0.000206633,0
-0.54,0.000210094,0
-0.535,0.0002136,0
-0.53,0.000217152,0
-0.525,0.000220749,0
-0.52,0.000224391,0
-0.515,0.000228079,0
-0.51,0.000231813,0
-0.505,0.000235592,0
-0.5,0.000239416,0
-0.495,0.000243285,0
-0.49,0.000247198,0
-0.485,0.000251157,0
-0.48,0.00025516,0
-0.475,0.000259207,0
-0.47,0.000263297,0
-0.465,0.000267431,0
