ptf, etaf, rapidity
-0.840000, 0.342500, -0.788402
-0.840000, 0.381000, -0.797546
-0.840000, 0.419500, -0.804504
-0.840000, 0.458000, -0.809909
-0.840000, 0.496500, -0.814184
-0.840000, 0.535000, -0.817620
-0.840000, 0.573500, -0.820420
-0.840000, 0.612000, -0.822731
-0.840000, 0.650500, -0.824659
-0.840000, 0.689000, -0.826284
-0.840000, 0.727500, -0.827665
-0.840000, 0.766000, -0.828849
-0.840000, 0.804500, -0.829872
-0.840000, 0.843000, -0.830760
-0.840000, 0.881500, -0.831538
-0.840000, 0.920000, -0.832221
-0.840000, 0.958500, -0.832825
-0.840000, 0.997000, -0.833362
-0.840000, 1.035500, -0.833841
-0.840000, 1.074000, -0.834270
-0.840000, 1.112500, -0.834656
-0.840000, 1.151000, -0.835004
-0.840000, 1.189500, -0.835320
-0.840000, 1.228000, -0.835606
-0.840000, 1.266500, -0.835867
-0.840000, 1.305000, -0.836106
-0.840000, 1.343500, -0.836324
-0.840000, 1.382000, -0.836525
-0.840000, 1.420500, -0.836710
-0.840000, 1.459000, -0.836880
-0.840000, 1.497500, -0.837038
-0.840000, 1.536000, -0.837183
-0.840000, 1.574500, -0.837319
-0.840000, 1.613000, -0.837445
-0.840000, 1.651500, -0.837562
-0.840000, 1.690000, -0.837671
-0.840000, 1.728500, -0.837773
-0.840000, 1.767000, -0.837869
-0.840000, 1.805500, -0.837959
-0.840000, 1.844000, -0.838043
-0.840000, 1.882500, -0.838122
-0.840000, 1.921000, -0.838196
-0.840000, 1.959500, -0.838266
-0.840000, 1.998000, -0.838332
-0.840000, 2.036500, -0.838394
-0.840000, 2.075000, -0.838453
-0.840000, 2.113500, -0.838509
-0.840000, 2.152000, -0.838561
-0.840000, 2.190500, -0.838611
-0.840000, 2.229000, -0.838659
-0.840000, 2.267500, -0.838704
-0.840000, 2.306000, -0.838747
-0.840000, 2.344500, -0.838787
-0.840000, 2.383000, -0.838826
-0.840000, 2.421500, -0.838863
-0.840000, 2.460000, -0.838898
-0.840000, 2.498500, -0.838932
-0.840000, 2.537000, -0.838964
-0.840000, 2.575500, -0.838995
-0.840000, 2.614000, -0.839024
-0.840000, 2.652500, -0.839052
-0.840000, 2.691000, -0.839079
-0.840000, 2.729500, -0.839105
-0.840000, 2.768000, -0.839130
-0.840000, 2.806500, -0.839153
-0.840000, 2.845000, -0.839176
-0.840000, 2.883500, -0.839198
-0.840000, 2.922000, -0.839219
-0.840000, 2.960500, -0.839239
-0.840000, 2.999000, -0.839258
-0.840000, 3.037500, -0.839277
-0.840000, 3.076000, -0.839295
-0.840000, 3.114500, -0.839312
-0.840000, 3.153000, -0.839329
-0.840000, 3.191500, -0.839345
-0.840000, 3.230000, -0.839360
-0.840000, 3.268500, -0.839375
-0.840000, 3.307000, -0.839390
-0.840000, 3.345500, -0.839404
-0.840000, 3.384000, -0.839417
-0.840000, 3.422500, -0.839430
-0.840000, 3.461000, -0.839443
-0.840000, 3.499500, -0.839455
-0.840000, 3.538000, -0.839467
-0.840000, 3.576500, -0.839478
-0.840000, 3.615000, -0.839489
-0.840000, 3.653500, -0.839500
-0.840000, 3.692000, -0.839510
-0.840000, 3.730500, -0.839520
-0.840000, 3.769000, -0.839530
-0.840000, 3.807500, -0.839540
-0.840000, 3.846000, -0.839549
-0.840000, 3.884500, -0.839558
-0.840000, 3.923000, -0.839566
-0.840000, 3.961500, -0.839575
-0.812000, 0.150000, -0.621241
-0.812000, 0.188500, -0.674404
-0.812000, 0.227000, -0.709285
-0.812000, 0.265500, -0.732955
-0.812000, 0.304000, -0.749563
-0.812000, 0.342500, -0.761578
-0.812000, 0.381000, -0.770509
-0.812000, 0.419500, -0.777305
-0.812000, 0.458000, -0.782586
-0.812000, 0.496500, -0.786763
-0.812000, 0.535000, -0.790121
-0.812000, 0.573500, -0.792858
-0.812000, 0.612000, -0.795116
-0.812000, 0.650500, -0.797001
-0.812000, 0.689000, -0.798589
-0.812000, 0.727500, -0.799939
-0.812000, 0.766000, -0.801097
-0.812000, 0.804500, -0.802096
-0.812000, 0.843000, -0.802965
-0.812000, 0.881500, -0.803725
-0.812000, 0.920000, -0.804393
-0.812000, 0.958500, -0.804984
-0.812000, 0.997000, -0.805509
-0.812000, 1.035500, -0.805977
-0.812000, 1.074000, -0.806397
-0.812000, 1.112500, -0.806774
-0.812000, 1.151000, -0.807115
-0.812000, 1.189500, -0.807423
-0.812000, 1.228000, -0.807703
-0.812000, 1.266500, -0.807959
-0.812000, 1.305000, -0.808192
-0.812000, 1.343500, -0.808406
-0.812000, 1.382000, -0.808602
-0.812000, 1.420500, -0.808782
-0.812000, 1.459000, -0.808949
-0.812000, 1.497500, -0.809103
-0.812000, 1.536000, -0.809246
-0.812000, 1.574500, -0.809378
-0.812000, 1.613000, -0.809501
-0.812000, 1.651500, -0.809616
-0.812000, 1.690000, -0.809723
-0.812000, 1.728500, -0.809823
-0.812000, 1.767000, -0.809916
-0.812000, 1.805500, -0.810004
-0.812000, 1.844000, -0.810086
-0.812000, 1.882500, -0.810163
-0.812000, 1.921000, -0.810236
-0.812000, 1.959500, -0.810304
-0.812000, 1.998000, -0.810369
-0.812000, 2.036500, -0.810430
-0.812000, 2.075000, -0.810487
-0.812000, 2.113500, -0.810542
-0.812000, 2.152000, -0.810593
-0.812000, 2.190500, -0.810642
-0.812000, 2.229000, -0.810688
-0.812000, 2.267500, -0.810733
-0.812000, 2.306000, -0.810774
-0.812000, 2.344500, -0.810814
-0.812000, 2.383000, -0.810852
-0.812000, 2.421500, -0.810888
-0.812000, 2.460000, -0.810923
-0.812000, 2.498500, -0.810956
-0.812000, 2.537000, -0.810987
-0.812000, 2.575500, -0.811017
-0.812000, 2.614000, -0.811046
-0.812000, 2.652500, -0.811073
-0.812000, 2.691000, -0.811099
-0.812000, 2.729500, -0.811125
-0.812000, 2.768000, -0.811149
-0.812000, 2.806500, -0.811172
-0.812000, 2.845000, -0.811194
-0.812000, 2.883500, -0.811216
-0.812000, 2.922000, -0.811236
-0.812000, 2.960500, -0.811256
-0.812000, 2.999000, -0.811275
-0.812000, 3.037500, -0.811293
-0.812000, 3.076000, -0.811310
-0.812000, 3.114500, -0.811327
-0.812000, 3.153000, -0.811344
-0.812000, 3.191500, -0.811359
-0.812000, 3.230000, -0.811375
-0.812000, 3.268500, -0.811389
-0.812000, 3.307000, -0.811403
-0.812000, 3.345500, -0.811417
-0.812000, 3.384000, -0.811430
-0.812000, 3.422500, -0.811443
-0.812000, 3.461000, -0.811455
-0.812000, 3.499500, -0.811467
-0.812000, 3.538000, -0.811479
-0.812000, 3.576500, -0.811490
-0.812000, 3.615000, -0.811501
-0.812000, 3.653500, -0.811511
-0.812000, 3.692000, -0.811521
-0.812000, 3.730500, -0.811531
-0.812000, 3.769000, -0.811541
-0.812000, 3.807500, -0.811550
-0.812000, 3.846000, -0.811559
-0.812000, 3.884500, -0.811567
-0.812000, 3.923000, -0.811576
-0.812000, 3.961500, -0.811584
-0.784000, 0.150000, -0.598266
-0.784000, 0.188500, -0.649915
-0.784000, 0.227000, -0.683851
-0.784000, 0.265500, -0.706900
-0.784000, 0.304000, -0.723084
-0.784000, 0.342500, -0.734797
-0.784000, 0.381000, -0.743506
-0.784000, 0.419500, -0.750135
-0.784000, 0.458000, -0.755287
-0.784000, 0.496500, -0.759364
-0.784000, 0.535000, -0.762640
-0.784000, 0.573500, -0.765311
-0.784000, 0.612000, -0.767516
-0.784000, 0.650500, -0.769355
-0.784000, 0.689000, -0.770905
-0.784000, 0.727500, -0.772224
-0.784000, 0.766000, -0.773354
-0.784000, 0.804500, -0.774330
-0.784000, 0.843000, -0.775178
-0.784000, 0.881500, -0.775920
-0.784000, 0.920000, -0.776572
-0.784000, 0.958500, -0.777149
-0.784000, 0.997000, -0.777662
-0.784000, 1.035500, -0.778119
-0.784000, 1.074000, -0.778529
-0.784000, 1.112500, -0.778897
-0.784000, 1.151000, -0.779230
-0.784000, 1.189500, -0.779531
-0.784000, 1.228000, -0.779804
-0.784000, 1.266500, -0.780054
-0.784000, 1.305000, -0.780281
-0.784000, 1.343500, -0.780490
-0.784000, 1.382000, -0.780681
-0.784000, 1.420500, -0.780858
-0.784000, 1.459000, -0.781021
-0.784000, 1.497500, -0.781171
-0.784000, 1.536000, -0.781310
-0.784000, 1.574500, -0.781440
-0.784000, 1.613000, -0.781560
-0.784000, 1.651500, -0.781672
-0.784000, 1.690000, -0.781776
-0.784000, 1.728500, -0.781874
-0.784000, 1.767000, -0.781965
-0.784000, 1.805500, -0.782050
-0.784000, 1.844000, -0.782131
-0.784000, 1.882500, -0.782206
-0.784000, 1.921000, -0.782277
-0.784000, 1.959500, -0.782344
-0.784000, 1.998000, -0.782407
-0.784000, 2.036500, -0.782466
-0.784000, 2.075000, -0.782523
-0.784000, 2.113500, -0.782576
-0.784000, 2.152000, -0.782626
-0.784000, 2.190500, -0.782674
-0.784000, 2.229000, -0.782719
-0.784000, 2.267500, -0.782762
-0.784000, 2.306000, -0.782803
-0.784000, 2.344500, -0.782842
-0.784000, 2.383000, -0.782879
-0.784000, 2.421500, -0.782914
-0.784000, 2.460000, -0.782948
-0.784000, 2.498500, -0.782980
-0.784000, 2.537000, -0.783011
-0.784000, 2.575500, -0.783040
-0.784000, 2.614000, -0.783068
-0.784000, 2.652500, -0.783095
-0.784000, 2.691000, -0.783121
-0.784000, 2.729500, -0.783145
-0.784000, 2.768000, -0.783169
-0.784000, 2.806500, -0.783191
-0.784000, 2.845000, -0.783213
-0.784000, 2.883500, -0.783234
-0.784000, 2.922000, -0.783254
-0.784000, 2.960500, -0.783273
-0.784000, 2.999000, -0.783292
-0.784000, 3.037500, -0.783309
-0.784000, 3.076000, -0.783327
-0.784000, 3.114500, -0.783343
-0.784000, 3.153000, -0.783359
-0.784000, 3.191500, -0.783374
-0.784000, 3.230000, -0.783389
-0.784000, 3.268500, -0.783404
-0.784000, 3.307000, -0.783417
-0.784000, 3.345500, -0.783431
-0.784000, 3.384000, -0.783444
-0.784000, 3.422500, -0.783456
-0.784000, 3.461000, -0.783468
-0.784000, 3.499500, -0.783480
-0.784000, 3.538000, -0.783491
-0.784000, 3.576500, -0.783502
-0.784000, 3.615000, -0.783512
-0.784000, 3.653500, -0.783523
-0.784000, 3.692000, -0.783532
-0.784000, 3.730500, -0.783542
-0.784000, 3.769000, -0.783551
-0.784000, 3.807500, -0.783560
-0.784000, 3.846000, -0.783569
-0.784000, 3.884500, -0.783578
-0.784000, 3.923000, -0.783586
-0.784000, 3.961500, -0.783594
-0.756000, 0.150000, -0.575431
-0.756000, 0.188500, -0.625533
-0.756000, 0.227000, -0.658499
-0.756000, 0.265500, -0.680911
-0.756000, 0.304000, -0.696657
-0.756000, 0.342500, -0.708058
-0.756000, 0.381000, -0.716538
-0.756000, 0.419500, -0.722995
-0.756000, 0.458000, -0.728014
-0.756000, 0.496500, -0.731985
-0.756000, 0.535000, -0.735178
-0.756000, 0.573500, -0.737781
-0.756000, 0.612000, -0.739930
-0.756000, 0.650500, -0.741723
-0.756000, 0.689000, -0.743234
-0.756000, 0.727500, -0.744519
-0.756000, 0.766000, -0.745620
-0.756000, 0.804500, -0.746571
-0.756000, 0.843000, -0.747398
-0.756000, 0.881500, -0.748122
-0.756000, 0.920000, -0.748758
-0.756000, 0.958500, -0.749320
-0.756000, 0.997000, -0.749820
-0.756000, 1.035500, -0.750266
-0.756000, 1.074000, -0.750665
-0.756000, 1.112500, -0.751024
-0.756000, 1.151000, -0.751348
-0.756000, 1.189500, -0.751642
-0.756000, 1.228000, -0.751909
-0.756000, 1.266500, -0.752152
-0.756000, 1.305000, -0.752374
-0.756000, 1.343500, -0.752577
-0.756000, 1.382000, -0.752764
-0.756000, 1.420500, -0.752936
-0.756000, 1.459000, -0.753095
-0.756000, 1.497500, -0.753241
-0.756000, 1.536000, -0.753377
-0.756000, 1.574500, -0.753503
-0.756000, 1.613000, -0.753620
-0.756000, 1.651500, -0.753730
-0.756000, 1.690000, -0.753831
-0.756000, 1.728500, -0.753927
-0.756000, 1.767000, -0.754016
-0.756000, 1.805500, -0.754099
-0.756000, 1.844000, -0.754177
-0.756000, 1.882500, -0.754251
-0.756000, 1.921000, -0.754320
-0.756000, 1.959500, -0.754385
-0.756000, 1.998000, -0.754447
-0.756000, 2.036500, -0.754505
-0.756000, 2.075000, -0.754559
-0.756000, 2.113500, -0.754611
-0.756000, 2.152000, -0.754660
-0.756000, 2.190500, -0.754707
-0.756000, 2.229000, -0.754751
-0.756000, 2.267500, -0.754793
-0.756000, 2.306000, -0.754833
-0.756000, 2.344500, -0.754871
-0.756000, 2.383000, -0.754907
-0.756000, 2.421500, -0.754941
-0.756000, 2.460000, -0.754974
-0.756000, 2.498500, -0.755005
-0.756000, 2.537000, -0.755035
-0.756000, 2.575500, -0.755064
-0.756000, 2.614000, -0.755091
-0.756000, 2.652500, -0.755117
-0.756000, 2.691000, -0.755142
-0.756000, 2.729500, -0.755166
-0.756000, 2.768000, -0.755189
-0.756000, 2.806500, -0.755211
-0.756000, 2.845000, -0.755233
-0.756000, 2.883500, -0.755253
-0.756000, 2.922000, -0.755272
-0.756000, 2.960500, -0.755291
-0.756000, 2.999000, -0.755309
-0.756000, 3.037500, -0.755327
-0.756000, 3.076000, -0.755343
-0.756000, 3.114500, -0.755359
-0.756000, 3.153000, -0.755375
-0.756000, 3.191500, -0.755390
-0.756000, 3.230000, -0.755404
-0.756000, 3.268500, -0.755418
-0.756000, 3.307000, -0.755432
-0.756000, 3.345500, -0.755445
-0.756000, 3.384000, -0.755457
-0.756000, 3.422500, -0.755469
-0.756000, 3.461000, -0.755481
-0.756000, 3.499500, -0.755493
-0.756000, 3.538000, -0.755504
-0.756000, 3.576500, -0.755514
-0.756000, 3.615000, -0.755524
-0.756000, 3.653500, -0.755534
-0.756000, 3.692000, -0.755544
-0.756000, 3.730500, -0.755553
-0.756000, 3.769000, -0.755562
-0.756000, 3.807500, -0.755571
-0.756000, 3.846000, -0.755580
-0.756000, 3.884500, -0.755588
-0.756000, 3.923000, -0.755596
-0.756000, 3.961500, -0.755604
-0.728000, 0.150000, -0.552733
-0.728000, 0.188500, -0.601258
-0.728000, 0.227000, -0.633230
-0.728000, 0.265500, -0.654987
-0.728000, 0.304000, -0.670282
-0.728000, 0.342500, -0.681362
-0.728000, 0.381000, -0.689606
-0.728000, 0.419500, -0.695885
-0.728000, 0.458000, -0.700766
-0.728000, 0.496500, -0.704629
-0.728000, 0.535000, -0.707735
-0.728000, 0.573500, -0.710268
-0.728000, 0.612000, -0.712358
-0.728000, 0.650500, -0.714103
-0.728000, 0.689000, -0.715574
-0.728000, 0.727500, -0.716824
-0.728000, 0.766000, -0.717896
-0.728000, 0.804500, -0.718822
-0.728000, 0.843000, -0.719627
-0.728000, 0.881500, -0.720331
-0.728000, 0.920000, -0.720950
-0.728000, 0.958500, -0.721497
-0.728000, 0.997000, -0.721984
-0.728000, 1.035500, -0.722418
-0.728000, 1.074000, -0.722806
-0.728000, 1.112500, -0.723156
-0.728000, 1.151000, -0.723472
-0.728000, 1.189500, -0.723758
-0.728000, 1.228000, -0.724017
-0.728000, 1.266500, -0.724254
-0.728000, 1.305000, -0.724470
-0.728000, 1.343500, -0.724668
-0.728000, 1.382000, -0.724850
-0.728000, 1.420500, -0.725017
-0.728000, 1.459000, -0.725172
-0.728000, 1.497500, -0.725314
-0.728000, 1.536000, -0.725447
-0.728000, 1.574500, -0.725569
-0.728000, 1.613000, -0.725683
-0.728000, 1.651500, -0.725790
-0.728000, 1.690000, -0.725889
-0.728000, 1.728500, -0.725981
-0.728000, 1.767000, -0.726068
-0.728000, 1.805500, -0.726149
-0.728000, 1.844000, -0.726225
-0.728000, 1.882500, -0.726297
-0.728000, 1.921000, -0.726364
-0.728000, 1.959500, -0.726428
-0.728000, 1.998000, -0.726488
-0.728000, 2.036500, -0.726544
-0.728000, 2.075000, -0.726597
-0.728000, 2.113500, -0.726648
-0.728000, 2.152000, -0.726696
-0.728000, 2.190500, -0.726741
-0.728000, 2.229000, -0.726784
-0.728000, 2.267500, -0.726825
-0.728000, 2.306000, -0.726864
-0.728000, 2.344500, -0.726901
-0.728000, 2.383000, -0.726936
-0.728000, 2.421500, -0.726969
-0.728000, 2.460000, -0.727001
-0.728000, 2.498500, -0.727032
-0.728000, 2.537000, -0.727061
-0.728000, 2.575500, -0.727089
-0.728000, 2.614000, -0.727115
-0.728000, 2.652500, -0.727141
-0.728000, 2.691000, -0.727165
-0.728000, 2.729500, -0.727188
-0.728000, 2.768000, -0.727211
-0.728000, 2.806500, -0.727232
-0.728000, 2.845000, -0.727253
-0.728000, 2.883500, -0.727273
-0.728000, 2.922000, -0.727292
-0.728000, 2.960500, -0.727310
-0.728000, 2.999000, -0.727328
-0.728000, 3.037500, -0.727344
-0.728000, 3.076000, -0.727361
-0.728000, 3.114500, -0.727376
-0.728000, 3.153000, -0.727392
-0.728000, 3.191500, -0.727406
-0.728000, 3.230000, -0.727420
-0.728000, 3.268500, -0.727434
-0.728000, 3.307000, -0.727447
-0.728000, 3.345500, -0.727459
-0.728000, 3.384000, -0.727472
-0.728000, 3.422500, -0.727483
-0.728000, 3.461000, -0.727495
-0.728000, 3.499500, -0.727506
-0.728000, 3.538000, -0.727517
-0.728000, 3.576500, -0.727527
-0.728000, 3.615000, -0.727537
-0.728000, 3.653500, -0.727547
-0.728000, 3.692000, -0.727556
-0.728000, 3.730500, -0.727565
-0.728000, 3.769000, -0.727574
-0.728000, 3.807500, -0.727583
-0.728000, 3.846000, -0.727591
-0.728000, 3.884500, -0.727599
-0.728000, 3.923000, -0.727607
-0.728000, 3.961500, -0.727614
-0.700000, 0.150000, -0.530171
-0.700000, 0.188500, -0.577088
-0.700000, 0.227000, -0.608043
-0.700000, 0.265500, -0.629127
-0.700000, 0.304000, -0.643960
-0.700000, 0.342500, -0.654709
-0.700000, 0.381000, -0.662710
-0.700000, 0.419500, -0.668805
-0.700000, 0.458000, -0.673544
-0.700000, 0.496500, -0.677295
-0.700000, 0.535000, -0.680312
-0.700000, 0.573500, -0.682771
-0.700000, 0.612000, -0.684802
-0.700000, 0.650500, -0.686497
-0.700000, 0.689000, -0.687925
-0.700000, 0.727500, -0.689140
-0.700000, 0.766000, -0.690182
-0.700000, 0.804500, -0.691081
-0.700000, 0.843000, -0.691863
-0.700000, 0.881500, -0.692547
-0.700000, 0.920000, -0.693149
-0.700000, 0.958500, -0.693681
-0.700000, 0.997000, -0.694153
-0.700000, 1.035500, -0.694575
-0.700000, 1.074000, -0.694953
-0.700000, 1.112500, -0.695293
-0.700000, 1.151000, -0.695599
-0.700000, 1.189500, -0.695877
-0.700000, 1.228000, -0.696129
-0.700000, 1.266500, -0.696359
-0.700000, 1.305000, -0.696569
-0.700000, 1.343500, -0.696762
-0.700000, 1.382000, -0.696938
-0.700000, 1.420500, -0.697101
-0.700000, 1.459000, -0.697251
-0.700000, 1.497500, -0.697390
-0.700000, 1.536000, -0.697518
-0.700000, 1.574500, -0.697638
-0.700000, 1.613000, -0.697749
-0.700000, 1.651500, -0.697852
-0.700000, 1.690000, -0.697948
-0.700000, 1.728500, -0.698038
-0.700000, 1.767000, -0.698122
-0.700000, 1.805500, -0.698201
-0.700000, 1.844000, -0.698275
-0.700000, 1.882500, -0.698345
-0.700000, 1.921000, -0.698410
-0.700000, 1.959500, -0.698472
-0.700000, 1.998000, -0.698530
-0.700000, 2.036500, -0.698585
-0.700000, 2.075000, -0.698637
-0.700000, 2.113500, -0.698686
-0.700000, 2.152000, -0.698732
-0.700000, 2.190500, -0.698776
-0.700000, 2.229000, -0.698818
-0.700000, 2.267500, -0.698858
-0.700000, 2.306000, -0.698896
-0.700000, 2.344500, -0.698932
-0.700000, 2.383000, -0.698966
-0.700000, 2.421500, -0.698998
-0.700000, 2.460000, -0.699029
-0.700000, 2.498500, -0.699059
-0.700000, 2.537000, -0.699087
-0.700000, 2.575500, -0.699114
-0.700000, 2.614000, -0.699140
-0.700000, 2.652500, -0.699165
-0.700000, 2.691000, -0.699189
-0.700000, 2.729500, -0.699211
-0.700000, 2.768000, -0.699233
-0.700000, 2.806500, -0.699254
-0.700000, 2.845000, -0.699274
-0.700000, 2.883500, -0.699293
-0.700000, 2.922000, -0.699312
-0.700000, 2.960500, -0.699329
-0.700000, 2.999000, -0.699346
-0.700000, 3.037500, -0.699363
-0.700000, 3.076000, -0.699379
-0.700000, 3.114500, -0.699394
-0.700000, 3.153000, -0.699409
-0.700000, 3.191500, -0.699423
-0.700000, 3.230000, -0.699436
-0.700000, 3.268500, -0.699450
-0.700000, 3.307000, -0.699462
-0.700000, 3.345500, -0.699475
-0.700000, 3.384000, -0.699487
-0.700000, 3.422500, -0.699498
-0.700000, 3.461000, -0.699509
-0.700000, 3.499500, -0.699520
-0.700000, 3.538000, -0.699530
-0.700000, 3.576500, -0.699540
-0.700000, 3.615000, -0.699550
-0.700000, 3.653500, -0.699559
-0.700000, 3.692000, -0.699569
-0.700000, 3.730500, -0.699577
-0.700000, 3.769000, -0.699586
-0.700000, 3.807500, -0.699594
-0.700000, 3.846000, -0.699602
-0.700000, 3.884500, -0.699610
-0.700000, 3.923000, -0.699618
-0.700000, 3.961500, -0.699625
-0.672000, 0.150000, -0.507745
-0.672000, 0.188500, -0.553024
-0.672000, 0.227000, -0.582939
-0.672000, 0.265500, -0.603334
-0.672000, 0.304000, -0.617690
-0.672000, 0.342500, -0.628099
-0.672000, 0.381000, -0.635849
-0.672000, 0.419500, -0.641754
-0.672000, 0.458000, -0.646347
-0.672000, 0.496500, -0.649983
-0.672000, 0.535000, -0.652907
-0.672000, 0.573500, -0.655292
-0.672000, 0.612000, -0.657260
-0.672000, 0.650500, -0.658904
-0.672000, 0.689000, -0.660289
-0.672000, 0.727500, -0.661467
-0.672000, 0.766000, -0.662477
-0.672000, 0.804500, -0.663349
-0.672000, 0.843000, -0.664108
-0.672000, 0.881500, -0.664771
-0.672000, 0.920000, -0.665355
-0.672000, 0.958500, -0.665871
-0.672000, 0.997000, -0.666329
-0.672000, 1.035500, -0.666738
-0.672000, 1.074000, -0.667104
-0.672000, 1.112500, -0.667434
-0.672000, 1.151000, -0.667731
-0.672000, 1.189500, -0.668001
-0.672000, 1.228000, -0.668245
-0.672000, 1.266500, -0.668468
-0.672000, 1.305000, -0.668672
-0.672000, 1.343500, -0.668859
-0.672000, 1.382000, -0.669030
-0.672000, 1.420500, -0.669188
-0.672000, 1.459000, -0.669334
-0.672000, 1.497500, -0.669468
-0.672000, 1.536000, -0.669593
-0.672000, 1.574500, -0.669708
-0.672000, 1.613000, -0.669816
-0.672000, 1.651500, -0.669916
-0.672000, 1.690000, -0.670010
-0.672000, 1.728500, -0.670097
-0.672000, 1.767000, -0.670179
-0.672000, 1.805500, -0.670255
-0.672000, 1.844000, -0.670327
-0.672000, 1.882500, -0.670394
-0.672000, 1.921000, -0.670458
-0.672000, 1.959500, -0.670518
-0.672000, 1.998000, -0.670574
-0.672000, 2.036500, -0.670627
-0.672000, 2.075000, -0.670678
-0.672000, 2.113500, -0.670725
-0.672000, 2.152000, -0.670770
-0.672000, 2.190500, -0.670813
-0.672000, 2.229000, -0.670854
-0.672000, 2.267500, -0.670892
-0.672000, 2.306000, -0.670929
-0.672000, 2.344500, -0.670964
-0.672000, 2.383000, -0.670997
-0.672000, 2.421500, -0.671028
-0.672000, 2.460000, -0.671058
-0.672000, 2.498500, -0.671087
-0.672000, 2.537000, -0.671115
-0.672000, 2.575500, -0.671141
-0.672000, 2.614000, -0.671166
-0.672000, 2.652500, -0.671190
-0.672000, 2.691000, -0.671213
-0.672000, 2.729500, -0.671235
-0.672000, 2.768000, -0.671256
-0.672000, 2.806500, -0.671276
-0.672000, 2.845000, -0.671296
-0.672000, 2.883500, -0.671314
-0.672000, 2.922000, -0.671332
-0.672000, 2.960500, -0.671349
-0.672000, 2.999000, -0.671366
-0.672000, 3.037500, -0.671382
-0.672000, 3.076000, -0.671397
-0.672000, 3.114500, -0.671412
-0.672000, 3.153000, -0.671426
-0.672000, 3.191500, -0.671440
-0.672000, 3.230000, -0.671453
-0.672000, 3.268500, -0.671466
-0.672000, 3.307000, -0.671478
-0.672000, 3.345500, -0.671490
-0.672000, 3.384000, -0.671502
-0.672000, 3.422500, -0.671513
-0.672000, 3.461000, -0.671524
-0.672000, 3.499500, -0.671534
-0.672000, 3.538000, -0.671544
-0.672000, 3.576500, -0.671554
-0.672000, 3.615000, -0.671563
-0.672000, 3.653500, -0.671573
-0.672000, 3.692000, -0.671581
-0.672000, 3.730500, -0.671590
-0.672000, 3.769000, -0.671598
-0.672000, 3.807500, -0.671606
-0.672000, 3.846000, -0.671614
-0.672000, 3.884500, -0.671622
-0.672000, 3.923000, -0.671629
-0.672000, 3.961500, -0.671636
-0.644000, 0.150000, -0.485452
-0.644000, 0.188500, -0.529064
-0.644000, 0.227000, -0.557917
-0.644000, 0.265500, -0.577605
-0.644000, 0.304000, -0.591472
-0.644000, 0.342500, -0.601532
-0.644000, 0.381000, -0.609024
-0.644000, 0.419500, -0.614734
-0.644000, 0.458000, -0.619176
-0.644000, 0.496500, -0.622693
-0.644000, 0.535000, -0.625522
-0.644000, 0.573500, -0.627829
-0.644000, 0.612000, -0.629734
-0.644000, 0.650500, -0.631324
-0.644000, 0.689000, -0.632664
-0.644000, 0.727500, -0.633805
-0.644000, 0.766000, -0.634782
-0.644000, 0.804500, -0.635626
-0.644000, 0.843000, -0.636360
-0.644000, 0.881500, -0.637002
-0.644000, 0.920000, -0.637567
-0.644000, 0.958500, -0.638066
-0.644000, 0.997000, -0.638510
-0.644000, 1.035500, -0.638906
-0.644000, 1.074000, -0.639261
-0.644000, 1.112500, -0.639580
-0.644000, 1.151000, -0.639868
-0.644000, 1.189500, -0.640128
-0.644000, 1.228000, -0.640365
-0.644000, 1.266500, -0.640581
-0.644000, 1.305000, -0.640778
-0.644000, 1.343500, -0.640959
-0.644000, 1.382000, -0.641125
-0.644000, 1.420500, -0.641278
-0.644000, 1.459000, -0.641419
-0.644000, 1.497500, -0.641549
-0.644000, 1.536000, -0.641670
-0.644000, 1.574500, -0.641782
-0.644000, 1.613000, -0.641886
-0.644000, 1.651500, -0.641983
-0.644000, 1.690000, -0.642073
-0.644000, 1.728500, -0.642158
-0.644000, 1.767000, -0.642237
-0.644000, 1.805500, -0.642311
-0.644000, 1.844000, -0.642380
-0.644000, 1.882500, -0.642446
-0.644000, 1.921000, -0.642507
-0.644000, 1.959500, -0.642565
-0.644000, 1.998000, -0.642620
-0.644000, 2.036500, -0.642671
-0.644000, 2.075000, -0.642720
-0.644000, 2.113500, -0.642766
-0.644000, 2.152000, -0.642810
-0.644000, 2.190500, -0.642851
-0.644000, 2.229000, -0.642890
-0.644000, 2.267500, -0.642927
-0.644000, 2.306000, -0.642963
-0.644000, 2.344500, -0.642997
-0.644000, 2.383000, -0.643029
-0.644000, 2.421500, -0.643059
-0.644000, 2.460000, -0.643088
-0.644000, 2.498500, -0.643116
-0.644000, 2.537000, -0.643143
-0.644000, 2.575500, -0.643168
-0.644000, 2.614000, -0.643192
-0.644000, 2.652500, -0.643216
-0.644000, 2.691000, -0.643238
-0.644000, 2.729500, -0.643259
-0.644000, 2.768000, -0.643280
-0.644000, 2.806500, -0.643299
-0.644000, 2.845000, -0.643318
-0.644000, 2.883500, -0.643336
-0.644000, 2.922000, -0.643353
-0.644000, 2.960500, -0.643370
-0.644000, 2.999000, -0.643386
-0.644000, 3.037500, -0.643402
-0.644000, 3.076000, -0.643417
-0.644000, 3.114500, -0.643431
-0.644000, 3.153000, -0.643445
-0.644000, 3.191500, -0.643458
-0.644000, 3.230000, -0.643471
-0.644000, 3.268500, -0.643483
