ptf, etaf, rapidity
-0.140000, 1.343500, -0.139255
-0.140000, 1.382000, -0.139296
-0.140000, 1.420500, -0.139333
-0.140000, 1.459000, -0.139368
-0.140000, 1.497500, -0.139400
-0.140000, 1.536000, -0.139429
-0.140000, 1.574500, -0.139457
-0.140000, 1.613000, -0.139482
-0.140000, 1.651500, -0.139506
-0.140000, 1.690000, -0.139528
-0.140000, 1.728500, -0.139549
-0.140000, 1.767000, -0.139568
-0.140000, 1.805500, -0.139586
-0.140000, 1.844000, -0.139603
-0.140000, 1.882500, -0.139619
-0.140000, 1.921000, -0.139634
-0.140000, 1.959500, -0.139648
-0.140000, 1.998000, -0.139662
-0.140000, 2.036500, -0.139674
-0.140000, 2.075000, -0.139686
-0.140000, 2.113500, -0.139698
-0.140000, 2.152000, -0.139708
-0.140000, 2.190500, -0.139719
-0.140000, 2.229000, -0.139728
-0.140000, 2.267500, -0.139737
-0.140000, 2.306000, -0.139746
-0.140000, 2.344500, -0.139754
-0.140000, 2.383000, -0.139762
-0.140000, 2.421500, -0.139770
-0.140000, 2.460000, -0.139777
-0.140000, 2.498500, -0.139783
-0.140000, 2.537000, -0.139790
-0.140000, 2.575500, -0.139796
-0.140000, 2.614000, -0.139802
-0.140000, 2.652500, -0.139808
-0.140000, 2.691000, -0.139813
-0.140000, 2.729500, -0.139819
-0.140000, 2.768000, -0.139824
-0.140000, 2.806500, -0.139828
-0.140000, 2.845000, -0.139833
-0.140000, 2.883500, -0.139837
-0.140000, 2.922000, -0.139842
-0.140000, 2.960500, -0.139846
-0.140000, 2.999000, -0.139850
-0.140000, 3.037500, -0.139853
-0.140000, 3.076000, -0.139857
-0.140000, 3.114500, -0.139861
-0.140000, 3.153000, -0.139864
-0.140000, 3.191500, -0.139867
-0.140000, 3.230000, -0.139870
-0.140000, 3.268500, -0.139873
-0.140000, 3.307000, -0.139876
-0.140000, 3.345500, -0.139879
-0.140000, 3.384000, -0.139882
-0.140000, 3.422500, -0.139884
-0.140000, 3.461000, -0.139887
-0.140000, 3.499500, -0.139890
-0.140000, 3.538000, -0.139892
-0.140000, 3.576500, -0.139894
-0.140000, 3.615000, -0.139896
-0.140000, 3.653500, -0.139899
-0.140000, 3.692000, -0.139901
-0.140000, 3.730500, -0.139903
-0.140000, 3.769000, -0.139905
-0.140000, 3.807500, -0.139907
-0.140000, 3.846000, -0.139909
-0.140000, 3.884500, -0.139910
-0.140000, 3.923000, -0.139912
-0.140000, 3.961500, -0.139914
-0.112000, 0.150000, -0.082075
-0.112000, 0.188500, -0.090078
-0.112000, 0.227000, -0.095463
-0.112000, 0.265500, -0.099181
-0.112000, 0.304000, -0.101822
-0.112000, 0.342500, -0.103750
-0.112000, 0.381000, -0.105192
-0.112000, 0.419500, -0.106295
-0.112000, 0.458000, -0.107155
-0.112000, 0.496500, -0.107837
-0.112000, 0.535000, -0.108387
-0.112000, 0.573500, -0.108836
-0.112000, 0.612000, -0.109208
-0.112000, 0.650500, -0.109518
-0.112000, 0.689000, -0.109779
-0.112000, 0.727500, -0.110002
-0.112000, 0.766000, -0.110193
-0.112000, 0.804500, -0.110358
-0.112000, 0.843000, -0.110502
-0.112000, 0.881500, -0.110628
-0.112000, 0.920000, -0.110738
-0.112000, 0.958500, -0.110836
-0.112000, 0.997000, -0.110923
-0.112000, 1.035500, -0.111000
-0.112000, 1.074000, -0.111070
-0.112000, 1.112500, -0.111132
-0.112000, 1.151000, -0.111189
-0.112000, 1.189500, -0.111240
-0.112000, 1.228000, -0.111286
-0.112000, 1.266500, -0.111329
-0.112000, 1.305000, -0.111368
-0.112000, 1.343500, -0.111403
-0.112000, 1.382000, -0.111436
-0.112000, 1.420500, -0.111465
-0.112000, 1.459000, -0.111493
-0.112000, 1.497500, -0.111519
-0.112000, 1.536000, -0.111542
-0.112000, 1.574500, -0.111564
-0.112000, 1.613000, -0.111585
-0.112000, 1.651500, -0.111604
-0.112000, 1.690000, -0.111622
-0.112000, 1.728500, -0.111638
-0.112000, 1.767000, -0.111654
-0.112000, 1.805500, -0.111668
-0.112000, 1.844000, -0.111682
-0.112000, 1.882500, -0.111695
-0.112000, 1.921000, -0.111707
-0.112000, 1.959500, -0.111718
-0.112000, 1.998000, -0.111729
-0.112000, 2.036500, -0.111739
-0.112000, 2.075000, -0.111749
-0.112000, 2.113500, -0.111758
-0.112000, 2.152000, -0.111766
-0.112000, 2.190500, -0.111774
-0.112000, 2.229000, -0.111782
-0.112000, 2.267500, -0.111789
-0.112000, 2.306000, -0.111796
-0.112000, 2.344500, -0.111803
-0.112000, 2.383000, -0.111809
-0.112000, 2.421500, -0.111815
-0.112000, 2.460000, -0.111821
-0.112000, 2.498500, -0.111826
-0.112000, 2.537000, -0.111832
-0.112000, 2.575500, -0.111837
-0.112000, 2.614000, -0.111841
-0.112000, 2.652500, -0.111846
-0.112000, 2.691000, -0.111850
-0.112000, 2.729500, -0.111854
-0.112000, 2.768000, -0.111858
-0.112000, 2.806500, -0.111862
-0.112000, 2.845000, -0.111866
-0.112000, 2.883500, -0.111870
-0.112000, 2.922000, -0.111873
-0.112000, 2.960500, -0.111876
-0.112000, 2.999000, -0.111879
-0.112000, 3.037500, -0.111882
-0.112000, 3.076000, -0.111885
-0.112000, 3.114500, -0.111888
-0.112000, 3.153000, -0.111891
-0.112000, 3.191500, -0.111893
-0.112000, 3.230000, -0.111896
-0.112000, 3.268500, -0.111898
-0.112000, 3.307000, -0.111901
-0.112000, 3.345500, -0.111903
-0.112000, 3.384000, -0.111905
-0.112000, 3.422500, -0.111907
-0.112000, 3.461000, -0.111909
-0.112000, 3.499500, -0.111911
-0.112000, 3.538000, -0.111913
-0.112000, 3.576500, -0.111915
-0.112000, 3.615000, -0.111917
-0.112000, 3.653500, -0.111919
-0.112000, 3.692000, -0.111920
-0.112000, 3.730500, -0.111922
-0.112000, 3.769000, -0.111924
-0.112000, 3.807500, -0.111925
-0.112000, 3.846000, -0.111927
-0.112000, 3.884500, -0.111928
-0.112000, 3.923000, -0.111929
-0.112000, 3.961500, -0.111931
-0.084000, 0.150000, -0.061530
-0.084000, 0.188500, -0.067537
-0.084000, 0.227000, -0.071580
-0.084000, 0.265500, -0.074371
-0.084000, 0.304000, -0.076354
-0.084000, 0.342500, -0.077802
-0.084000, 0.381000, -0.078885
-0.084000, 0.419500, -0.079714
-0.084000, 0.458000, -0.080360
-0.084000, 0.496500, -0.080873
-0.084000, 0.535000, -0.081286
-0.084000, 0.573500, -0.081623
-0.084000, 0.612000, -0.081902
-0.084000, 0.650500, -0.082135
-0.084000, 0.689000, -0.082332
-0.084000, 0.727500, -0.082499
-0.084000, 0.766000, -0.082643
-0.084000, 0.804500, -0.082767
-0.084000, 0.843000, -0.082874
-0.084000, 0.881500, -0.082969
-0.084000, 0.920000, -0.083052
-0.084000, 0.958500, -0.083125
-0.084000, 0.997000, -0.083191
-0.084000, 1.035500, -0.083249
-0.084000, 1.074000, -0.083301
-0.084000, 1.112500, -0.083348
-0.084000, 1.151000, -0.083391
-0.084000, 1.189500, -0.083429
-0.084000, 1.228000, -0.083464
-0.084000, 1.266500, -0.083496
-0.084000, 1.305000, -0.083525
-0.084000, 1.343500, -0.083551
-0.084000, 1.382000, -0.083576
-0.084000, 1.420500, -0.083598
-0.084000, 1.459000, -0.083619
-0.084000, 1.497500, -0.083638
-0.084000, 1.536000, -0.083656
-0.084000, 1.574500, -0.083673
-0.084000, 1.613000, -0.083688
-0.084000, 1.651500, -0.083702
-0.084000, 1.690000, -0.083716
-0.084000, 1.728500, -0.083728
-0.084000, 1.767000, -0.083740
-0.084000, 1.805500, -0.083751
-0.084000, 1.844000, -0.083761
-0.084000, 1.882500, -0.083771
-0.084000, 1.921000, -0.083780
-0.084000, 1.959500, -0.083788
-0.084000, 1.998000, -0.083796
-0.084000, 2.036500, -0.083804
-0.084000, 2.075000, -0.083811
-0.084000, 2.113500, -0.083818
-0.084000, 2.152000, -0.083824
-0.084000, 2.190500, -0.083830
-0.084000, 2.229000, -0.083836
-0.084000, 2.267500, -0.083842
-0.084000, 2.306000, -0.083847
-0.084000, 2.344500, -0.083852
-0.084000, 2.383000, -0.083857
-0.084000, 2.421500, -0.083861
-0.084000, 2.460000, -0.083865
-0.084000, 2.498500, -0.083870
-0.084000, 2.537000, -0.083873
-0.084000, 2.575500, -0.083877
-0.084000, 2.614000, -0.083881
-0.084000, 2.652500, -0.083884
-0.084000, 2.691000, -0.083888
-0.084000, 2.729500, -0.083891
-0.084000, 2.768000, -0.083894
-0.084000, 2.806500, -0.083897
-0.084000, 2.845000, -0.083899
-0.084000, 2.883500, -0.083902
-0.084000, 2.922000, -0.083905
-0.084000, 2.960500, -0.083907
-0.084000, 2.999000, -0.083909
-0.084000, 3.037500, -0.083912
-0.084000, 3.076000, -0.083914
-0.084000, 3.114500, -0.083916
-0.084000, 3.153000, -0.083918
-0.084000, 3.191500, -0.083920
-0.084000, 3.230000, -0.083922
-0.084000, 3.268500, -0.083924
-0.084000, 3.307000, -0.083925
-0.084000, 3.345500, -0.083927
-0.084000, 3.384000, -0.083929
-0.084000, 3.422500, -0.083930
-0.084000, 3.461000, -0.083932
-0.084000, 3.499500, -0.083933
-0.084000, 3.538000, -0.083935
-0.084000, 3.576500, -0.083936
-0.084000, 3.615000, -0.083938
-0.084000, 3.653500, -0.083939
-0.084000, 3.692000, -0.083940
-0.084000, 3.730500, -0.083941
-0.084000, 3.769000, -0.083943
-0.084000, 3.807500, -0.083944
-0.084000, 3.846000, -0.083945
-0.084000, 3.884500, -0.083946
-0.084000, 3.923000, -0.083947
-0.084000, 3.961500, -0.083948
-0.056000, 0.150000, -0.041008
-0.056000, 0.188500, -0.045014
-0.056000, 0.227000, -0.047711
-0.056000, 0.265500, -0.049574
-0.056000, 0.304000, -0.050897
-0.056000, 0.342500, -0.051863
-0.056000, 0.381000, -0.052586
-0.056000, 0.419500, -0.053139
-0.056000, 0.458000, -0.053570
-0.056000, 0.496500, -0.053913
-0.056000, 0.535000, -0.054188
-0.056000, 0.573500, -0.054413
-0.056000, 0.612000, -0.054600
-0.056000, 0.650500, -0.054755
-0.056000, 0.689000, -0.054886
-0.056000, 0.727500, -0.054998
-0.056000, 0.766000, -0.055094
-0.056000, 0.804500, -0.055177
-0.056000, 0.843000, -0.055249
-0.056000, 0.881500, -0.055312
-0.056000, 0.920000, -0.055367
-0.056000, 0.958500, -0.055416
-0.056000, 0.997000, -0.055460
-0.056000, 1.035500, -0.055499
-0.056000, 1.074000, -0.055534
-0.056000, 1.112500, -0.055565
-0.056000, 1.151000, -0.055593
-0.056000, 1.189500, -0.055619
-0.056000, 1.228000, -0.055642
-0.056000, 1.266500, -0.055663
-0.056000, 1.305000, -0.055683
-0.056000, 1.343500, -0.055701
-0.056000, 1.382000, -0.055717
-0.056000, 1.420500, -0.055732
-0.056000, 1.459000, -0.055746
-0.056000, 1.497500, -0.055759
-0.056000, 1.536000, -0.055770
-0.056000, 1.574500, -0.055781
-0.056000, 1.613000, -0.055792
-0.056000, 1.651500, -0.055801
-0.056000, 1.690000, -0.055810
-0.056000, 1.728500, -0.055819
-0.056000, 1.767000, -0.055826
-0.056000, 1.805500, -0.055834
-0.056000, 1.844000, -0.055840
-0.056000, 1.882500, -0.055847
-0.056000, 1.921000, -0.055853
-0.056000, 1.959500, -0.055859
-0.056000, 1.998000, -0.055864
-0.056000, 2.036500, -0.055869
-0.056000, 2.075000, -0.055874
-0.056000, 2.113500, -0.055878
-0.056000, 2.152000, -0.055883
-0.056000, 2.190500, -0.055887
-0.056000, 2.229000, -0.055891
-0.056000, 2.267500, -0.055894
-0.056000, 2.306000, -0.055898
-0.056000, 2.344500, -0.055901
-0.056000, 2.383000, -0.055904
-0.056000, 2.421500, -0.055907
-0.056000, 2.460000, -0.055910
-0.056000, 2.498500, -0.055913
-0.056000, 2.537000, -0.055916
-0.056000, 2.575500, -0.055918
-0.056000, 2.614000, -0.055920
-0.056000, 2.652500, -0.055923
-0.056000, 2.691000, -0.055925
-0.056000, 2.729500, -0.055927
-0.056000, 2.768000, -0.055929
-0.056000, 2.806500, -0.055931
-0.056000, 2.845000, -0.055933
-0.056000, 2.883500, -0.055935
-0.056000, 2.922000, -0.055936
-0.056000, 2.960500, -0.055938
-0.056000, 2.999000, -0.055940
-0.056000, 3.037500, -0.055941
-0.056000, 3.076000, -0.055943
-0.056000, 3.114500, -0.055944
-0.056000, 3.153000, -0.055945
-0.056000, 3.191500, -0.055947
-0.056000, 3.230000, -0.055948
-0.056000, 3.268500, -0.055949
-0.056000, 3.307000, -0.055950
-0.056000, 3.345500, -0.055951
-0.056000, 3.384000, -0.055952
-0.056000, 3.422500, -0.055954
-0.056000, 3.461000, -0.055955
-0.056000, 3.499500, -0.055956
-0.056000, 3.538000, -0.055957
-0.056000, 3.576500, -0.055957
-0.056000, 3.615000, -0.055958
-0.056000, 3.653500, -0.055959
-0.056000, 3.692000, -0.055960
-0.056000, 3.730500, -0.055961
-0.056000, 3.769000, -0.055962
-0.056000, 3.807500, -0.055962
-0.056000, 3.846000, -0.055963
-0.056000, 3.884500, -0.055964
-0.056000, 3.923000, -0.055965
-0.056000, 3.961500, -0.055965
-0.028000, 0.150000, -0.020500
-0.028000, 0.188500, -0.022504
-0.028000, 0.227000, -0.023853
-0.028000, 0.265500, -0.024785
-0.028000, 0.304000, -0.025447
-0.028000, 0.342500, -0.025930
-0.028000, 0.381000, -0.026292
-0.028000, 0.419500, -0.026568
-0.028000, 0.458000, -0.026784
-0.028000, 0.496500, -0.026955
-0.028000, 0.535000, -0.027093
-0.028000, 0.573500, -0.027206
-0.028000, 0.612000, -0.027299
-0.028000, 0.650500, -0.027377
-0.028000, 0.689000, -0.027443
-0.028000, 0.727500, -0.027499
-0.028000, 0.766000, -0.027547
-0.028000, 0.804500, -0.027588
-0.028000, 0.843000, -0.027624
-0.028000, 0.881500, -0.027656
-0.028000, 0.920000, -0.027683
-0.028000, 0.958500, -0.027708
-0.028000, 0.997000, -0.027730
-0.028000, 1.035500, -0.027749
-0.028000, 1.074000, -0.027767
-0.028000, 1.112500, -0.027782
-0.028000, 1.151000, -0.027796
-0.028000, 1.189500, -0.027809
-0.028000, 1.228000, -0.027821
-0.028000, 1.266500, -0.027832
-0.028000, 1.305000, -0.027841
-0.028000, 1.343500, -0.027850
-0.028000, 1.382000, -0.027858
-0.028000, 1.420500, -0.027866
-0.028000, 1.459000, -0.027873
-0.028000, 1.497500, -0.027879
-0.028000, 1.536000, -0.027885
-0.028000, 1.574500, -0.027891
-0.028000, 1.613000, -0.027896
-0.028000, 1.651500, -0.027901
-0.028000, 1.690000, -0.027905
-0.028000, 1.728500, -0.027909
-0.028000, 1.767000, -0.027913
-0.028000, 1.805500, -0.027917
-0.028000, 1.844000, -0.027920
-0.028000, 1.882500, -0.027923
-0.028000, 1.921000, -0.027926
-0.028000, 1.959500, -0.027929
-0.028000, 1.998000, -0.027932
-0.028000, 2.036500, -0.027934
-0.028000, 2.075000, -0.027937
-0.028000, 2.113500, -0.027939
-0.028000, 2.152000, -0.027941
-0.028000, 2.190500, -0.027943
-0.028000, 2.229000, -0.027945
-0.028000, 2.267500, -0.027947
-0.028000, 2.306000, -0.027949
-0.028000, 2.344500, -0.027951
-0.028000, 2.383000, -0.027952
-0.028000, 2.421500, -0.027954
-0.028000, 2.460000, -0.027955
-0.028000, 2.498500, -0.027956
-0.028000, 2.537000, -0.027958
-0.028000, 2.575500, -0.027959
-0.028000, 2.614000, -0.027960
-0.028000, 2.652500, -0.027961
-0.028000, 2.691000, -0.027962
-0.028000, 2.729500, -0.027963
-0.028000, 2.768000, -0.027964
-0.028000, 2.806500, -0.027965
-0.028000, 2.845000, -0.027966
-0.028000, 2.883500, -0.027967
-0.028000, 2.922000, -0.027968
-0.028000, 2.960500, -0.027969
-0.028000, 2.999000, -0.027970
-0.028000, 3.037500, -0.027970
-0.028000, 3.076000, -0.027971
-0.028000, 3.114500, -0.027972
-0.028000, 3.153000, -0.027973
-0.028000, 3.191500, -0.027973
-0.028000, 3.230000, -0.027974
-0.028000, 3.268500, -0.027975
-0.028000, 3.307000, -0.027975
-0.028000, 3.345500, -0.027976
-0.028000, 3.384000, -0.027976
-0.028000, 3.422500, -0.027977
-0.028000, 3.461000, -0.027977
-0.028000, 3.499500, -0.027978
-0.028000, 3.538000, -0.027978
-0.028000, 3.576500, -0.027979
-0.028000, 3.615000, -0.027979
-0.028000, 3.653500, -0.027980
-0.028000, 3.692000, -0.027980
-0.028000, 3.730500, -0.027980
-0.028000, 3.769000, -0.027981
-0.028000, 3.807500, -0.027981
-0.028000, 3.846000, -0.027982
-0.028000, 3.884500, -0.027982
-0.028000, 3.923000, -0.027982
-0.028000, 3.961500, -0.027983
0.000000, 0.150000, 0.000000
0.000000, 0.188500, 0.000000
0.000000, 0.227000, 0.000000
0.000000, 0.265500, 0.000000
0.000000, 0.304000, 0.000000
0.000000, 0.342500, 0.000000
0.000000, 0.381000, 0.000000
0.000000, 0.419500, 0.000000
0.000000, 0.458000, 0.000000
0.000000, 0.496500, 0.000000
0.000000, 0.535000, 0.000000
0.000000, 0.573500, 0.000000
0.000000, 0.612000, 0.000000
0.000000, 0.650500, 0.000000
0.000000, 0.689000, 0.000000
0.000000, 0.727500, 0.000000
0.000000, 0.766000, 0.000000
0.000000, 0.804500, 0.000000
0.000000, 0.843000, 0.000000
0.000000, 0.881500, 0.000000
0.000000, 0.920000, 0.000000
0.000000, 0.958500, 0.000000
0.000000, 0.997000, 0.000000
0.000000, 1.035500, 0.000000
0.000000, 1.074000, 0.000000
0.000000, 1.112500, 0.000000
0.000000, 1.151000, 0.000000
0.000000, 1.189500, 0.000000
0.000000, 1.228000, 0.000000
0.000000, 1.266500, 0.000000
0.000000, 1.305000, 0.000000
0.000000, 1.343500, 0.000000
0.000000, 1.382000, 0.000000
0.000000, 1.420500, 0.000000
0.000000, 1.459000, 0.000000
0.000000, 1.497500, 0.000000
0.000000, 1.536000, 0.000000
0.000000, 1.574500, 0.000000
0.000000, 1.613000, 0.000000
0.000000, 1.651500, 0.000000
0.000000, 1.690000, 0.000000
0.000000, 1.728500, 0.000000
0.000000, 1.767000, 0.000000
0.000000, 1.805500, 0.000000
0.000000, 1.844000, 0.000000
0.000000, 1.882500, 0.000000
0.000000, 1.921000, 0.000000
0.000000, 1.959500, 0.000000
0.000000, 1.998000, 0.000000
0.000000, 2.036500, 0.000000
0.000000, 2.075000, 0.000000
0.000000, 2.113500, 0.000000
0.000000, 2.152000, 0.000000
0.000000, 2.190500, 0.000000
0.000000, 2.229000, 0.000000
0.000000, 2.267500, 0.000000
0.000000, 2.306000, 0.000000
0.000000, 2.344500, 0.000000
0.000000, 2.383000, 0.000000
0.000000, 2.421500, 0.000000
0.000000, 2.460000, 0.000000
0.000000, 2.498500, 0.000000
0.000000, 2.537000, 0.000000
0.000000, 2.575500, 0.000000
0.000000, 2.614000, 0.000000
0.000000, 2.652500, 0.000000
0.000000, 2.691000, 0.000000
0.000000, 2.729500, 0.000000
0.000000, 2.768000, 0.000000
0.000000, 2.806500, 0.000000
0.000000, 2.845000, 0.000000
0.000000, 2.883500, 0.000000
0.000000, 2.922000, 0.000000
0.000000, 2.960500, 0.000000
0.000000, 2.999000, 0.000000
0.000000, 3.037500, 0.000000
0.000000, 3.076000, 0.000000
0.000000, 3.114500, 0.000000
0.000000, 3.153000, 0.000000
0.000000, 3.191500, 0.000000
0.000000, 3.230000, 0.000000
0.000000, 3.268500, 0.000000
0.000000, 3.307000, 0.000000
0.000000, 3.345500, 0.000000
0.000000, 3.384000, 0.000000
0.000000, 3.422500, 0.000000
0.000000, 3.461000, 0.000000
0.000000, 3.499500, 0.000000
0.000000, 3.538000, 0.000000
0.000000, 3.576500, 0.000000
0.000000, 3.615000, 0.000000
0.000000, 3.653500, 0.000000
0.000000, 3.692000, 0.000000
0.000000, 3.730500, 0.000000
0.000000, 3.769000, 0.000000
0.000000, 3.807500, 0.000000
0.000000, 3.846000, 0.000000
0.000000, 3.884500, 0.000000
0.000000, 3.923000, 0.000000
0.000000, 3.961500, 0.000000
0.028000, 0.150000, 0.020500
0.028000, 0.188500, 0.022504
0.028000, 0.227000, 0.023853
0.028000, 0.265500, 0.024785
0.028000, 0.304000, 0.025447
0.028000, 0.342500, 0.025930
0.028000, 0.381000, 0.026292
0.028000, 0.419500, 0.026568
0.028000, 0.458000, 0.026784
0.028000, 0.496500, 0.026955
0.028000, 0.535000, 0.027093
0.028000, 0.573500, 0.027206
0.028000, 0.612000, 0.027299
0.028000, 0.650500, 0.027377
0.028000, 0.689000, 0.027443
0.028000, 0.727500, 0.027499
0.028000, 0.766000, 0.027547
0.028000, 0.804500, 0.027588
0.028000, 0.843000, 0.027624
0.028000, 0.881500, 0.027656
0.028000, 0.920000, 0.027683
0.028000, 0.958500, 0.027708
0.028000, 0.997000, 0.027730
0.028000, 1.035500, 0.027749
0.028000, 1.074000, 0.027767
0.028000, 1.112500, 0.027782
0.028000, 1.151000, 0.027796
0.028000, 1.189500, 0.027809
0.028000, 1.228000, 0.027821
0.028000, 1.266500, 0.027832
0.028000, 1.305000, 0.027841
0.028000, 1.343500, 0.027850
0.028000, 1.382000, 0.027858
0.028000, 1.420500, 0.027866
0.028000, 1.459000, 0.027873
0.028000, 1.497500, 0.027879
0.028000, 1.536000, 0.027885
0.028000, 1.574500, 0.027891
0.028000, 1.613000, 0.027896
0.028000, 1.651500, 0.027901
0.028000, 1.690000, 0.027905
0.028000, 1.728500, 0.027909
0.028000, 1.767000, 0.027913
0.028000, 1.805500, 0.027917
0.028000, 1.844000, 0.027920
0.028000, 1.882500, 0.027923
0.028000, 1.921000, 0.027926
0.028000, 1.959500, 0.027929
0.028000, 1.998000, 0.027932
0.028000, 2.036500, 0.027934
0.028000, 2.075000, 0.027937
0.028000, 2.113500, 0.027939
0.028000, 2.152000, 0.027941
0.028000, 2.190500, 0.027943
0.028000, 2.229000, 0.027945
0.028000, 2.267500, 0.027947
0.028000, 2.306000, 0.027949
0.028000, 2.344500, 0.027951
0.028000, 2.383000, 0.027952
0.028000, 2.421500, 0.027954
0.028000, 2.460000, 0.027955
0.028000, 2.498500, 0.027956
0.028000, 2.537000, 0.027958
0.028000, 2.575500, 0.027959
0.028000, 2.614000, 0.027960
0.028000, 2.652500, 0.027961
0.028000, 2.691000, 0.027962
0.028000, 2.729500, 0.027963
0.028000, 2.768000, 0.027964
0.028000, 2.806500, 0.027965
0.028000, 2.845000, 0.027966
0.028000, 2.883500, 0.027967
0.028000, 2.922000, 0.027968
0.028000, 2.960500, 0.027969
0.028000, 2.999000, 0.027970
0.028000, 3.037500, 0.027970
0.028000, 3.076000, 0.027971
0.028000, 3.114500, 0.027972
0.028000, 3.153000, 0.027973
0.028000, 3.191500, 0.027973
0.028000, 3.230000, 0.027974
0.028000, 3.268500, 0.027975
0.028000, 3.307000, 0.027975
0.028000, 3.345500, 0.027976
0.028000, 3.384000, 0.027976
0.028000, 3.422500, 0.027977
0.028000, 3.461000, 0.027977
0.028000, 3.499500, 0.027978
0.028000, 3.538000, 0.027978
0.028000, 3.576500, 0.027979
0.028000, 3.615000, 0.027979
0.028000, 3.653500, 0.027980
0.028000, 3.692000, 0.027980
0.028000, 3.730500, 0.027980
0.028000, 3.769000, 0.027981
0.028000, 3.807500, 0.027981
0.028000, 3.846000, 0.027982
0.028000, 3.884500, 0.027982
0.028000, 3.923000, 0.027982
0.028000, 3.961500, 0.027983
0.056000, 0.150000, 0.041008
0.056000, 0.188500, 0.045014
0.056000, 0.227000, 0.047711
0.056000, 0.265500, 0.049574
0.056000, 0.304000, 0.050897
0.056000, 0.342500, 0.051863
0.056000, 0.381000, 0.052586
0.056000, 0.419500, 0.053139
0.056000, 0.458000, 0.053570
0.056000, 0.496500, 0.053913
0.056000, 0.535000, 0.054188
0.056000, 0.573500, 0.054413
0.056000, 0.612000, 0.054600
0.056000, 0.650500, 0.054755
0.056000, 0.689000, 0.054886
0.056000, 0.727500, 0.054998
0.056000, 0.766000, 0.055094
0.056000, 0.804500, 0.055177
0.056000, 0.843000, 0.055249
0.056000, 0.881500, 0.055312
0.056000, 0.920000, 0.055367
0.056000, 0.958500, 0.055416
0.056000, 0.997000, 0.055460
0.056000, 1.035500, 0.055499
0.056000, 1.074000, 0.055534
0.056000, 1.112500, 0.055565
0.056000, 1.151000, 0.055593
0.056000, 1.189500, 0.055619
0.056000, 1.228000, 0.055642
0.056000, 1.266500, 0.055663
0.056000, 1.305000, 0.055683
0.056000, 1.343500, 0.055701
0.056000, 1.382000, 0.055717
0.056000, 1.420500, 0.055732
0.056000, 1.459000, 0.055746
0.056000, 1.497500, 0.055759
0.056000, 1.536000, 0.055770
0.056000, 1.574500, 0.055781
0.056000, 1.613000, 0.055792
0.056000, 1.651500, 0.055801
0.056000, 1.690000, 0.055810
0.056000, 1.728500, 0.055819
0.056000, 1.767000, 0.055826
0.056000, 1.805500, 0.055834
0.056000, 1.844000, 0.055840
0.056000, 1.882500, 0.055847
0.056000, 1.921000, 0.055853
0.056000, 1.959500, 0.055859
0.056000, 1.998000, 0.055864
0.056000, 2.036500, 0.055869
0.056000, 2.075000, 0.055874
0.056000, 2.113500, 0.055878
0.056000, 2.152000, 0.055883
0.056000, 2.190500, 0.055887
0.056000, 2.229000, 0.055891
0.056000, 2.267500, 0.055894
0.056000, 2.306000, 0.055898
0.056000, 2.344500, 0.055901
0.056000, 2.383000, 0.055904
0.056000, 2.421500, 0.055907
0.056000, 2.460000, 0.055910
0.056000, 2.498500, 0.055913
0.056000, 2.537000, 0.055916
0.056000, 2.575500, 0.055918
0.056000, 2.614000, 0.055920
0.056000, 2.652500, 0.055923
0.056000, 2.691000, 0.055925
0.056000, 2.729500, 0.055927
0.056000, 2.768000, 0.055929
0.056000, 2.806500, 0.055931
0.056000, 2.845000, 0.055933
0.056000, 2.883500, 0.055935
0.056000, 2.922000, 0.055936
0.056000, 2.960500, 0.055938
0.056000, 2.999000, 0.055940
0.056000, 3.037500, 0.055941
0.056000, 3.076000, 0.055943
0.056000, 3.114500, 0.055944
0.056000, 3.153000, 0.055945
0.056000, 3.191500, 0.055947
0.056000, 3.230000, 0.055948
0.056000, 3.268500, 0.055949
0.056000, 3.307000, 0.055950
0.056000, 3.345500, 0.055951
0.056000, 3.384000, 0.055952
0.056000, 3.422500, 0.055954
0.056000, 3.461000, 0.055955
0.056000, 3.499500, 0.055956
0.056000, 3.538000, 0.055957
0.056000, 3.576500, 0.055957
0.056000, 3.615000, 0.055958
0.056000, 3.653500, 0.055959
0.056000, 3.692000, 0.055960
0.056000, 3.730500, 0.055961
0.056000, 3.769000, 0.055962
0.056000, 3.807500, 0.055962
0.056000, 3.846000, 0.055963
0.056000, 3.884500, 0.055964
0.056000, 3.923000, 0.055965
0.056000, 3.961500, 0.055965
0.084000, 0.150000, 0.061530
0.084000, 0.188500, 0.067537
0.084000, 0.227000, 0.071580
0.084000, 0.265500, 0.074371
0.084000, 0.304000, 0.076354
0.084000, 0.342500, 0.077802
0.084000, 0.381000, 0.078885
0.084000, 0.419500, 0.079714
0.084000, 0.458000, 0.080360
0.084000, 0.496500, 0.080873
0.084000, 0.535000, 0.081286
0.084000, 0.573500, 0.081623
0.084000, 0.612000, 0.081902
0.084000, 0.650500, 0.082135
0.084000, 0.689000, 0.082332
0.084000, 0.727500, 0.082499
0.084000, 0.766000, 0.082643
0.084000, 0.804500, 0.082767
0.084000, 0.843000, 0.082874
0.084000, 0.881500, 0.082969
0.084000, 0.920000, 0.083052
0.084000, 0.958500, 0.083125
0.084000, 0.997000, 0.083191
0.084000, 1.035500, 0.083249
0.084000, 1.074000, 0.083301
0.084000, 1.112500, 0.083348
