ptf, phif, pti
1.320000, 0.062832, 0.120972
1.320000, 0.125664, 0.124902
1.320000, 0.188496, 0.131173
1.320000, 0.251327, 0.139449
1.320000, 0.314159, 0.149366
1.320000, 0.376991, 0.160586
1.320000, 0.439823, 0.172815
1.320000, 0.502655, 0.185812
1.320000, 0.565487, 0.199379
1.320000, 0.628319, 0.213360
1.320000, 0.691150, 0.227629
1.320000, 0.753982, 0.242083
1.320000, 0.816814, 0.256639
1.320000, 0.879646, 0.271228
1.320000, 0.942478, 0.285791
1.320000, 1.005310, 0.300279
1.320000, 1.068142, 0.314650
1.320000, 1.130973, 0.328865
1.320000, 1.193805, 0.342891
1.320000, 1.256637, 0.356698
1.320000, 1.319469, 0.370260
1.320000, 1.382301, 0.383551
1.320000, 1.445133, 0.396549
1.320000, 1.507964, 0.409234
1.320000, 1.570796, 0.421584
1.320000, 1.633628, 0.433584
1.320000, 1.696460, 0.445214
1.320000, 1.759292, 0.456460
1.320000, 1.822124, 0.467306
1.320000, 1.884956, 0.477738
1.320000, 1.947787, 0.487743
1.320000, 2.010619, 0.497308
1.320000, 2.073451, 0.506421
1.320000, 2.136283, 0.515072
1.320000, 2.199115, 0.523250
1.320000, 2.261947, 0.530945
1.320000, 2.324779, 0.538148
1.320000, 2.387610, 0.544851
1.320000, 2.450442, 0.551046
1.320000, 2.513274, 0.556727
1.320000, 2.576106, 0.561885
1.320000, 2.638938, 0.566517
1.320000, 2.701770, 0.570615
1.320000, 2.764602, 0.574177
1.320000, 2.827433, 0.577197
1.320000, 2.890265, 0.579673
1.320000, 2.953097, 0.581602
1.320000, 3.015929, 0.582981
1.320000, 3.078761, 0.583809
1.330000, -3.141593, 0.585844
1.330000, -3.078761, 0.585567
1.330000, -3.015929, 0.584735
1.330000, -2.953097, 0.583350
1.330000, -2.890265, 0.581412
1.330000, -2.827433, 0.578925
1.330000, -2.764602, 0.575891
1.330000, -2.701770, 0.572313
1.330000, -2.638938, 0.568195
1.330000, -2.576106, 0.563543
1.330000, -2.513274, 0.558360
1.330000, -2.450442, 0.552654
1.330000, -2.387610, 0.546430
1.330000, -2.324779, 0.539695
1.330000, -2.261947, 0.532458
1.330000, -2.199115, 0.524727
1.330000, -2.136283, 0.516510
1.330000, -2.073451, 0.507818
1.330000, -2.010619, 0.498661
1.330000, -1.947787, 0.489049
1.330000, -1.884956, 0.478995
1.330000, -1.822124, 0.468511
1.330000, -1.759292, 0.457611
1.330000, -1.696460, 0.446308
1.330000, -1.633628, 0.434618
1.330000, -1.570796, 0.422556
1.330000, -1.507964, 0.410140
1.330000, -1.445133, 0.397387
1.330000, -1.382301, 0.384317
1.330000, -1.319469, 0.370951
1.330000, -1.256637, 0.357311
1.330000, -1.193805, 0.343422
1.330000, -1.130973, 0.329310
1.330000, -1.068142, 0.315005
1.330000, -1.005310, 0.300540
1.330000, -0.942478, 0.285953
1.330000, -0.879646, 0.271285
1.330000, -0.816814, 0.256586
1.330000, -0.753982, 0.241913
1.330000, -0.691150, 0.227335
1.330000, -0.628319, 0.212935
1.330000, -0.565487, 0.198814
1.330000, -0.502655, 0.185098
1.330000, -0.439823, 0.171945
1.330000, -0.376991, 0.159552
1.330000, -0.314159, 0.148165
1.330000, -0.251327, 0.138083
1.330000, -0.188496, 0.129655
1.330000, -0.125664, 0.123257
1.330000, -0.062832, 0.119243
1.330000, 0.000000, 0.117873
1.330000, 0.062832, 0.119243
1.330000, 0.125664, 0.123257
1.330000, 0.188496, 0.129655
1.330000, 0.251327, 0.138083
1.330000, 0.314159, 0.148165
1.330000, 0.376991, 0.159552
1.330000, 0.439823, 0.171945
1.330000, 0.502655, 0.185098
1.330000, 0.565487, 0.198814
1.330000, 0.628319, 0.212935
1.330000, 0.691150, 0.227335
1.330000, 0.753982, 0.241913
1.330000, 0.816814, 0.256586
1.330000, 0.879646, 0.271285
1.330000, 0.942478, 0.285953
1.330000, 1.005310, 0.300540
1.330000, 1.068142, 0.315005
1.330000, 1.130973, 0.329310
1.330000, 1.193805, 0.343422
1.330000, 1.256637, 0.357311
1.330000, 1.319469, 0.370951
1.330000, 1.382301, 0.384317
1.330000, 1.445133, 0.397387
1.330000, 1.507964, 0.410140
1.330000, 1.570796, 0.422556
1.330000, 1.633628, 0.434618
1.330000, 1.696460, 0.446308
1.330000, 1.759292, 0.457611
1.330000, 1.822124, 0.468511
1.330000, 1.884956, 0.478995
1.330000, 1.947787, 0.489049
1.330000, 2.010619, 0.498661
1.330000, 2.073451, 0.507818
1.330000, 2.136283, 0.516510
1.330000, 2.199115, 0.524727
1.330000, 2.261947, 0.532458
1.330000, 2.324779, 0.539695
1.330000, 2.387610, 0.546430
1.330000, 2.450442, 0.552654
1.330000, 2.513274, 0.558360
1.330000, 2.576106, 0.563543
1.330000, 2.638938, 0.568195
1.330000, 2.701770, 0.572313
1.330000, 2.764602, 0.575891
1.330000, 2.827433, 0.578925
1.330000, 2.890265, 0.581412
1.330000, 2.953097, 0.583350
1.330000, 3.015929, 0.584735
1.330000, 3.078761, 0.585567
1.340000, -3.141593, 0.587603
1.340000, -3.078761, 0.587325
1.340000, -3.015929, 0.586489
1.340000, -2.953097, 0.585098
1.340000, -2.890265, 0.583152
1.340000, -2.827433, 0.580653
1.340000, -2.764602, 0.577605
1.340000, -2.701770, 0.574011
1.340000, -2.638938, 0.569875
1.340000, -2.576106, 0.565201
1.340000, -2.513274, 0.559995
1.340000, -2.450442, 0.554262
1.340000, -2.387610, 0.548009
1.340000, -2.324779, 0.541244
1.340000, -2.261947, 0.533973
1.340000, -2.199115, 0.526206
1.340000, -2.136283, 0.517950
1.340000, -2.073451, 0.509217
1.340000, -2.010619, 0.500016
1.340000, -1.947787, 0.490358
1.340000, -1.884956, 0.480255
1.340000, -1.822124, 0.469720
1.340000, -1.759292, 0.458766
1.340000, -1.696460, 0.447407
1.340000, -1.633628, 0.435657
1.340000, -1.570796, 0.423533
1.340000, -1.507964, 0.411051
1.340000, -1.445133, 0.398231
1.340000, -1.382301, 0.385090
1.340000, -1.319469, 0.371649
1.340000, -1.256637, 0.357931
1.340000, -1.193805, 0.343961
1.340000, -1.130973, 0.329764
1.340000, -1.068142, 0.315370
1.340000, -1.005310, 0.300812
1.340000, -0.942478, 0.286126
1.340000, -0.879646, 0.271354
1.340000, -0.816814, 0.256545
1.340000, -0.753982, 0.241756
1.340000, -0.691150, 0.227054
1.340000, -0.628319, 0.212523
1.340000, -0.565487, 0.198262
1.340000, -0.502655, 0.184398
1.340000, -0.439823, 0.171088
1.340000, -0.376991, 0.158531
1.340000, -0.314159, 0.146976
1.340000, -0.251327, 0.136727
1.340000, -0.188496, 0.128144
1.340000, -0.125664, 0.121616
1.340000, -0.062832, 0.117514
1.340000, 0.000000, 0.116113
1.340000, 0.062832, 0.117514
1.340000, 0.125664, 0.121616
1.340000, 0.188496, 0.128144
1.340000, 0.251327, 0.136727
1.340000, 0.314159, 0.146976
1.340000, 0.376991, 0.158531
1.340000, 0.439823, 0.171088
1.340000, 0.502655, 0.184398
1.340000, 0.565487, 0.198262
1.340000, 0.628319, 0.212523
1.340000, 0.691150, 0.227054
1.340000, 0.753982, 0.241756
1.340000, 0.816814, 0.256545
1.340000, 0.879646, 0.271354
1.340000, 0.942478, 0.286126
1.340000, 1.005310, 0.300812
1.340000, 1.068142, 0.315370
1.340000, 1.130973, 0.329764
1.340000, 1.193805, 0.343961
1.340000, 1.256637, 0.357931
1.340000, 1.319469, 0.371649
1.340000, 1.382301, 0.385090
1.340000, 1.445133, 0.398231
1.340000, 1.507964, 0.411051
1.340000, 1.570796, 0.423533
1.340000, 1.633628, 0.435657
1.340000, 1.696460, 0.447407
1.340000, 1.759292, 0.458766
1.340000, 1.822124, 0.469720
1.340000, 1.884956, 0.480255
1.340000, 1.947787, 0.490358
1.340000, 2.010619, 0.500016
1.340000, 2.073451, 0.509217
1.340000, 2.136283, 0.517950
1.340000, 2.199115, 0.526206
1.340000, 2.261947, 0.533973
1.340000, 2.324779, 0.541244
1.340000, 2.387610, 0.548009
1.340000, 2.450442, 0.554262
1.340000, 2.513274, 0.559995
1.340000, 2.576106, 0.565201
1.340000, 2.638938, 0.569875
1.340000, 2.701770, 0.574011
1.340000, 2.764602, 0.577605
1.340000, 2.827433, 0.580653
1.340000, 2.890265, 0.583152
1.340000, 2.953097, 0.585098
1.340000, 3.015929, 0.586489
1.340000, 3.078761, 0.587325
1.350000, -3.141593, 0.589363
1.350000, -3.078761, 0.589083
1.350000, -3.015929, 0.588244
1.350000, -2.953097, 0.586846
1.350000, -2.890265, 0.584891
1.350000, -2.827433, 0.582382
1.350000, -2.764602, 0.579320
1.350000, -2.701770, 0.575710
1.350000, -2.638938, 0.571555
1.350000, -2.576106, 0.566860
1.350000, -2.513274, 0.561630
1.350000, -2.450442, 0.555871
1.350000, -2.387610, 0.549590
1.350000, -2.324779, 0.542794
1.350000, -2.261947, 0.535490
1.350000, -2.199115, 0.527686
1.350000, -2.136283, 0.519392
1.350000, -2.073451, 0.510618
1.350000, -2.010619, 0.501374
1.350000, -1.947787, 0.491670
1.350000, -1.884956, 0.481519
1.350000, -1.822124, 0.470933
1.350000, -1.759292, 0.459925
1.350000, -1.696460, 0.448509
1.350000, -1.633628, 0.436700
1.350000, -1.570796, 0.424515
1.350000, -1.507964, 0.411969
1.350000, -1.445133, 0.399080
1.350000, -1.382301, 0.385869
1.350000, -1.319469, 0.372354
1.350000, -1.256637, 0.358559
1.350000, -1.193805, 0.344508
1.350000, -1.130973, 0.330227
1.350000, -1.068142, 0.315744
1.350000, -1.005310, 0.301093
1.350000, -0.942478, 0.286309
1.350000, -0.879646, 0.271434
1.350000, -0.816814, 0.256516
1.350000, -0.753982, 0.241611
1.350000, -0.691150, 0.226787
1.350000, -0.628319, 0.212125
1.350000, -0.565487, 0.197725
1.350000, -0.502655, 0.183713
1.350000, -0.439823, 0.170246
1.350000, -0.376991, 0.157524
1.350000, -0.314159, 0.145798
1.350000, -0.251327, 0.135380
1.350000, -0.188496, 0.126638
1.350000, -0.125664, 0.119978
1.350000, -0.062832, 0.115787
1.350000, 0.000000, 0.114354
1.350000, 0.062832, 0.115787
1.350000, 0.125664, 0.119978
1.350000, 0.188496, 0.126638
1.350000, 0.251327, 0.135380
1.350000, 0.314159, 0.145798
1.350000, 0.376991, 0.157524
1.350000, 0.439823, 0.170246
1.350000, 0.502655, 0.183713
1.350000, 0.565487, 0.197725
1.350000, 0.628319, 0.212125
1.350000, 0.691150, 0.226787
1.350000, 0.753982, 0.241611
1.350000, 0.816814, 0.256516
1.350000, 0.879646, 0.271434
1.350000, 0.942478, 0.286309
1.350000, 1.005310, 0.301093
1.350000, 1.068142, 0.315744
1.350000, 1.130973, 0.330227
1.350000, 1.193805, 0.344508
1.350000, 1.256637, 0.358559
1.350000, 1.319469, 0.372354
1.350000, 1.382301, 0.385869
1.350000, 1.445133, 0.399080
1.350000, 1.507964, 0.411969
1.350000, 1.570796, 0.424515
1.350000, 1.633628, 0.436700
1.350000, 1.696460, 0.448509
1.350000, 1.759292, 0.459925
1.350000, 1.822124, 0.470933
1.350000, 1.884956, 0.481519
1.350000, 1.947787, 0.491670
1.350000, 2.010619, 0.501374
1.350000, 2.073451, 0.510618
1.350000, 2.136283, 0.519392
1.350000, 2.199115, 0.527686
1.350000, 2.261947, 0.535490
1.350000, 2.324779, 0.542794
1.350000, 2.387610, 0.549590
1.350000, 2.450442, 0.555871
1.350000, 2.513274, 0.561630
1.350000, 2.576106, 0.566860
1.350000, 2.638938, 0.571555
1.350000, 2.701770, 0.575710
1.350000, 2.764602, 0.579320
1.350000, 2.827433, 0.582382
1.350000, 2.890265, 0.584891
1.350000, 2.953097, 0.586846
1.350000, 3.015929, 0.588244
1.350000, 3.078761, 0.589083
1.360000, -3.141593, 0.591122
1.360000, -3.078761, 0.590841
1.360000, -3.015929, 0.589998
1.360000, -2.953097, 0.588594
1.360000, -2.890265, 0.586631
1.360000, -2.827433, 0.584110
1.360000, -2.764602, 0.581035
1.360000, -2.701770, 0.577409
1.360000, -2.638938, 0.573235
1.360000, -2.576106, 0.568519
1.360000, -2.513274, 0.563266
1.360000, -2.450442, 0.557482
1.360000, -2.387610, 0.551172
1.360000, -2.324779, 0.544345
1.360000, -2.261947, 0.537007
1.360000, -2.199115, 0.529168
1.360000, -2.136283, 0.520837
1.360000, -2.073451, 0.512022
1.360000, -2.010619, 0.502734
1.360000, -1.947787, 0.492985
1.360000, -1.884956, 0.482785
1.360000, -1.822124, 0.472149
1.360000, -1.759292, 0.461087
1.360000, -1.696460, 0.449616
1.360000, -1.633628, 0.437748
1.360000, -1.570796, 0.425501
1.360000, -1.507964, 0.412891
1.360000, -1.445133, 0.399936
1.360000, -1.382301, 0.386654
1.360000, -1.319469, 0.373066
1.360000, -1.256637, 0.359195
1.360000, -1.193805, 0.345064
1.360000, -1.130973, 0.330698
1.360000, -1.068142, 0.316128
1.360000, -1.005310, 0.301384
1.360000, -0.942478, 0.286503
1.360000, -0.879646, 0.271525
1.360000, -0.816814, 0.256499
1.360000, -0.753982, 0.241479
1.360000, -0.691150, 0.226533
1.360000, -0.628319, 0.211741
1.360000, -0.565487, 0.197202
1.360000, -0.502655, 0.183042
1.360000, -0.439823, 0.169417
1.360000, -0.376991, 0.156529
1.360000, -0.314159, 0.144632
1.360000, -0.251327, 0.134042
1.360000, -0.188496, 0.125140
1.360000, -0.125664, 0.118344
1.360000, -0.062832, 0.114061
1.360000, 0.000000, 0.112595
1.360000, 0.062832, 0.114061
1.360000, 0.125664, 0.118344
1.360000, 0.188496, 0.125140
1.360000, 0.251327, 0.134042
1.360000, 0.314159, 0.144632
1.360000, 0.376991, 0.156529
1.360000, 0.439823, 0.169417
1.360000, 0.502655, 0.183042
1.360000, 0.565487, 0.197202
1.360000, 0.628319, 0.211741
1.360000, 0.691150, 0.226533
1.360000, 0.753982, 0.241479
1.360000, 0.816814, 0.256499
1.360000, 0.879646, 0.271525
1.360000, 0.942478, 0.286503
1.360000, 1.005310, 0.301384
1.360000, 1.068142, 0.316128
1.360000, 1.130973, 0.330698
1.360000, 1.193805, 0.345064
1.360000, 1.256637, 0.359195
1.360000, 1.319469, 0.373066
1.360000, 1.382301, 0.386654
1.360000, 1.445133, 0.399936
1.360000, 1.507964, 0.412891
1.360000, 1.570796, 0.425501
1.360000, 1.633628, 0.437748
1.360000, 1.696460, 0.449616
1.360000, 1.759292, 0.461087
1.360000, 1.822124, 0.472149
1.360000, 1.884956, 0.482785
1.360000, 1.947787, 0.492985
1.360000, 2.010619, 0.502734
1.360000, 2.073451, 0.512022
1.360000, 2.136283, 0.520837
1.360000, 2.199115, 0.529168
1.360000, 2.261947, 0.537007
1.360000, 2.324779, 0.544345
1.360000, 2.387610, 0.551172
1.360000, 2.450442, 0.557482
1.360000, 2.513274, 0.563266
1.360000, 2.576106, 0.568519
1.360000, 2.638938, 0.573235
1.360000, 2.701770, 0.577409
1.360000, 2.764602, 0.581035
1.360000, 2.827433, 0.584110
1.360000, 2.890265, 0.586631
1.360000, 2.953097, 0.588594
1.360000, 3.015929, 0.589998
1.360000, 3.078761, 0.590841
1.370000, -3.141593, 0.592881
1.370000, -3.078761, 0.592599
1.370000, -3.015929, 0.591752
1.370000, -2.953097, 0.590342
1.370000, -2.890265, 0.588370
1.370000, -2.827433, 0.585839
1.370000, -2.764602, 0.582750
1.370000, -2.701770, 0.579108
1.370000, -2.638938, 0.574916
1.370000, -2.576106, 0.570179
1.370000, -2.513274, 0.564903
1.370000, -2.450442, 0.559093
1.370000, -2.387610, 0.552755
1.370000, -2.324779, 0.545897
1.370000, -2.261947, 0.538527
1.370000, -2.199115, 0.530652
1.370000, -2.136283, 0.522282
1.370000, -2.073451, 0.513427
1.370000, -2.010619, 0.504097
1.370000, -1.947787, 0.494302
1.370000, -1.884956, 0.484055
1.370000, -1.822124, 0.473368
1.370000, -1.759292, 0.462254
1.370000, -1.696460, 0.450727
1.370000, -1.633628, 0.438801
1.370000, -1.570796, 0.426493
1.370000, -1.507964, 0.413819
1.370000, -1.445133, 0.400797
1.370000, -1.382301, 0.387446
1.370000, -1.319469, 0.373786
1.370000, -1.256637, 0.359838
1.370000, -1.193805, 0.345627
1.370000, -1.130973, 0.331178
1.370000, -1.068142, 0.316521
1.370000, -1.005310, 0.301685
1.370000, -0.942478, 0.286707
1.370000, -0.879646, 0.271628
1.370000, -0.816814, 0.256494
1.370000, -0.753982, 0.241360
1.370000, -0.691150, 0.226292
1.370000, -0.628319, 0.211370
1.370000, -0.565487, 0.196693
1.370000, -0.502655, 0.182385
1.370000, -0.439823, 0.168603
1.370000, -0.376991, 0.155548
1.370000, -0.314159, 0.143478
1.370000, -0.251327, 0.132715
1.370000, -0.188496, 0.123648
1.370000, -0.125664, 0.116713
1.370000, -0.062832, 0.112335
1.370000, 0.000000, 0.110835
1.370000, 0.062832, 0.112335
1.370000, 0.125664, 0.116713
1.370000, 0.188496, 0.123648
1.370000, 0.251327, 0.132715
1.370000, 0.314159, 0.143478
1.370000, 0.376991, 0.155548
1.370000, 0.439823, 0.168603
1.370000, 0.502655, 0.182385
1.370000, 0.565487, 0.196693
1.370000, 0.628319, 0.211370
1.370000, 0.691150, 0.226292
1.370000, 0.753982, 0.241360
1.370000, 0.816814, 0.256494
1.370000, 0.879646, 0.271628
1.370000, 0.942478, 0.286707
1.370000, 1.005310, 0.301685
1.370000, 1.068142, 0.316521
1.370000, 1.130973, 0.331178
1.370000, 1.193805, 0.345627
1.370000, 1.256637, 0.359838
1.370000, 1.319469, 0.373786
1.370000, 1.382301, 0.387446
1.370000, 1.445133, 0.400797
1.370000, 1.507964, 0.413819
1.370000, 1.570796, 0.426493
1.370000, 1.633628, 0.438801
1.370000, 1.696460, 0.450727
1.370000, 1.759292, 0.462254
1.370000, 1.822124, 0.473368
1.370000, 1.884956, 0.484055
1.370000, 1.947787, 0.494302
1.370000, 2.010619, 0.504097
1.370000, 2.073451, 0.513427
1.370000, 2.136283, 0.522282
1.370000, 2.199115, 0.530652
1.370000, 2.261947, 0.538527
1.370000, 2.324779, 0.545897
1.370000, 2.387610, 0.552755
1.370000, 2.450442, 0.559093
1.370000, 2.513274, 0.564903
1.370000, 2.576106, 0.570179
1.370000, 2.638938, 0.574916
1.370000, 2.701770, 0.579108
1.370000, 2.764602, 0.582750
1.370000, 2.827433, 0.585839
1.370000, 2.890265, 0.588370
1.370000, 2.953097, 0.590342
1.370000, 3.015929, 0.591752
1.370000, 3.078761, 0.592599
1.380000, -3.141593, 0.594641
1.380000, -3.078761, 0.594357
1.380000, -3.015929, 0.593507
1.380000, -2.953097, 0.592091
1.380000, -2.890265, 0.590110
1.380000, -2.827433, 0.587567
1.380000, -2.764602, 0.584465
1.380000, -2.701770, 0.580807
1.380000, -2.638938, 0.576597
1.380000, -2.576106, 0.571840
1.380000, -2.513274, 0.566540
1.380000, -2.450442, 0.560705
1.380000, -2.387610, 0.554339
1.380000, -2.324779, 0.547451
1.380000, -2.261947, 0.540048
1.380000, -2.199115, 0.532138
1.380000, -2.136283, 0.523730
1.380000, -2.073451, 0.514835
1.380000, -2.010619, 0.505462
1.380000, -1.947787, 0.495622
1.380000, -1.884956, 0.485328
1.380000, -1.822124, 0.474591
1.380000, -1.759292, 0.463424
1.380000, -1.696460, 0.451841
1.380000, -1.633628, 0.439858
1.380000, -1.570796, 0.427490
1.380000, -1.507964, 0.414753
1.380000, -1.445133, 0.401665
1.380000, -1.382301, 0.388244
1.380000, -1.319469, 0.374512
1.380000, -1.256637, 0.360489
1.380000, -1.193805, 0.346199
1.380000, -1.130973, 0.331667
1.380000, -1.068142, 0.316923
1.380000, -1.005310, 0.301996
1.380000, -0.942478, 0.286922
1.380000, -0.879646, 0.271742
1.380000, -0.816814, 0.256501
1.380000, -0.753982, 0.241254
1.380000, -0.691150, 0.226065
1.380000, -0.628319, 0.211014
1.380000, -0.565487, 0.196199
1.380000, -0.502655, 0.181743
1.380000, -0.439823, 0.167803
1.380000, -0.376991, 0.154581
1.380000, -0.314159, 0.142336
1.380000, -0.251327, 0.131397
1.380000, -0.188496, 0.122163
1.380000, -0.125664, 0.115086
1.380000, -0.062832, 0.110611
1.380000, 0.000000, 0.109076
1.380000, 0.062832, 0.110611
1.380000, 0.125664, 0.115086
1.380000, 0.188496, 0.122163
1.380000, 0.251327, 0.131397
1.380000, 0.314159, 0.142336
1.380000, 0.376991, 0.154581
1.380000, 0.439823, 0.167803
1.380000, 0.502655, 0.181743
1.380000, 0.565487, 0.196199
1.380000, 0.628319, 0.211014
1.380000, 0.691150, 0.226065
1.380000, 0.753982, 0.241254
1.380000, 0.816814, 0.256501
1.380000, 0.879646, 0.271742
1.380000, 0.942478, 0.286922
1.380000, 1.005310, 0.301996
1.380000, 1.068142, 0.316923
1.380000, 1.130973, 0.331667
1.380000, 1.193805, 0.346199
1.380000, 1.256637, 0.360489
1.380000, 1.319469, 0.374512
1.380000, 1.382301, 0.388244
1.380000, 1.445133, 0.401665
1.380000, 1.507964, 0.414753
1.380000, 1.570796, 0.427490
1.380000, 1.633628, 0.439858
1.380000, 1.696460, 0.451841
1.380000, 1.759292, 0.463424
1.380000, 1.822124, 0.474591
1.380000, 1.884956, 0.485328
1.380000, 1.947787, 0.495622
1.380000, 2.010619, 0.505462
1.380000, 2.073451, 0.514835
1.380000, 2.136283, 0.523730
1.380000, 2.199115, 0.532138
1.380000, 2.261947, 0.540048
1.380000, 2.324779, 0.547451
1.380000, 2.387610, 0.554339
1.380000, 2.450442, 0.560705
1.380000, 2.513274, 0.566540
1.380000, 2.576106, 0.571840
1.380000, 2.638938, 0.576597
1.380000, 2.701770, 0.580807
1.380000, 2.764602, 0.584465
1.380000, 2.827433, 0.587567
1.380000, 2.890265, 0.590110
1.380000, 2.953097, 0.592091
1.380000, 3.015929, 0.593507
1.380000, 3.078761, 0.594357
1.390000, -3.141593, 0.596400
1.390000, -3.078761, 0.596115
1.390000, -3.015929, 0.595261
1.390000, -2.953097, 0.593839
1.390000, -2.890265, 0.591850
1.390000, -2.827433, 0.589296
1.390000, -2.764602, 0.586181
1.390000, -2.701770, 0.582507
1.390000, -2.638938, 0.578279
1.390000, -2.576106, 0.573501
1.390000, -2.513274, 0.568179
1.390000, -2.450442, 0.562318
1.390000, -2.387610, 0.555924
1.390000, -2.324779, 0.549006
1.390000, -2.261947, 0.541570
1.390000, -2.199115, 0.533625
1.390000, -2.136283, 0.525180
1.390000, -2.073451, 0.516245
1.390000, -2.010619, 0.506830
1.390000, -1.947787, 0.496945
1.390000, -1.884956, 0.486604
1.390000, -1.822124, 0.475817
1.390000, -1.759292, 0.464598
1.390000, -1.696460, 0.452961
1.390000, -1.633628, 0.440920
1.390000, -1.570796, 0.428491
1.390000, -1.507964, 0.415691
1.390000, -1.445133, 0.402538
1.390000, -1.382301, 0.389049
1.390000, -1.319469, 0.375244
1.390000, -1.256637, 0.361146
1.390000, -1.193805, 0.346778
1.390000, -1.130973, 0.332165
1.390000, -1.068142, 0.317334
1.390000, -1.005310, 0.302317
1.390000, -0.942478, 0.287148
1.390000, -0.879646, 0.271867
1.390000, -0.816814, 0.256520
1.390000, -0.753982, 0.241160
1.390000, -0.691150, 0.225851
1.390000, -0.628319, 0.210672
1.390000, -0.565487, 0.195720
1.390000, -0.502655, 0.181116
1.390000, -0.439823, 0.167018
1.390000, -0.376991, 0.153628
1.390000, -0.314159, 0.141207
1.390000, -0.251327, 0.130090
1.390000, -0.188496, 0.120686
1.390000, -0.125664, 0.113463
1.390000, -0.062832, 0.108887
1.390000, 0.000000, 0.107317
1.390000, 0.062832, 0.108887
1.390000, 0.125664, 0.113463
1.390000, 0.188496, 0.120686
1.390000, 0.251327, 0.130090
1.390000, 0.314159, 0.141207
1.390000, 0.376991, 0.153628
1.390000, 0.439823, 0.167018
1.390000, 0.502655, 0.181116
1.390000, 0.565487, 0.195720
1.390000, 0.628319, 0.210672
1.390000, 0.691150, 0.225851
1.390000, 0.753982, 0.241160
1.390000, 0.816814, 0.256520
1.390000, 0.879646, 0.271867
1.390000, 0.942478, 0.287148
1.390000, 1.005310, 0.302317
1.390000, 1.068142, 0.317334
1.390000, 1.130973, 0.332165
1.390000, 1.193805, 0.346778
1.390000, 1.256637, 0.361146
1.390000, 1.319469, 0.375244
1.390000, 1.382301, 0.389049
1.390000, 1.445133, 0.402538
1.390000, 1.507964, 0.415691
1.390000, 1.570796, 0.428491
1.390000, 1.633628, 0.440920
1.390000, 1.696460, 0.452961
1.390000, 1.759292, 0.464598
1.390000, 1.822124, 0.475817
1.390000, 1.884956, 0.486604
1.390000, 1.947787, 0.496945
1.390000, 2.010619, 0.506830
1.390000, 2.073451, 0.516245
1.390000, 2.136283, 0.525180
1.390000, 2.199115, 0.533625
1.390000, 2.261947, 0.541570
1.390000, 2.324779, 0.549006
1.390000, 2.387610, 0.555924
1.390000, 2.450442, 0.562318
1.390000, 2.513274, 0.568179
1.390000, 2.576106, 0.573501
1.390000, 2.638938, 0.578279
1.390000, 2.701770, 0.582507
1.390000, 2.764602, 0.586181
1.390000, 2.827433, 0.589296
1.390000, 2.890265, 0.591850
1.390000, 2.953097, 0.593839
1.390000, 3.015929, 0.595261
1.390000, 3.078761, 0.596115
1.400000, -3.141593, 0.598159
1.400000, -3.078761, 0.597873
1.400000, -3.015929, 0.597016
1.400000, -2.953097, 0.595587
1.400000, -2.890265, 0.593590
1.400000, -2.827433, 0.591026
1.400000, -2.764602, 0.587897
1.400000, -2.701770, 0.584208
1.400000, -2.638938, 0.579961
1.400000, -2.576106, 0.575163
1.400000, -2.513274, 0.569818
1.400000, -2.450442, 0.563931
1.400000, -2.387610, 0.557510
1.400000, -2.324779, 0.550562
1.400000, -2.261947, 0.543094
1.400000, -2.199115, 0.535114
1.400000, -2.136283, 0.526632
1.400000, -2.073451, 0.517657
1.400000, -2.010619, 0.508200
1.400000, -1.947787, 0.498271
1.400000, -1.884956, 0.487882
1.400000, -1.822124, 0.477046
1.400000, -1.759292, 0.465775
1.400000, -1.696460, 0.454084
1.400000, -1.633628, 0.441986
1.400000, -1.570796, 0.429498
1.400000, -1.507964, 0.416636
1.400000, -1.445133, 0.403417
1.400000, -1.382301, 0.389859
1.400000, -1.319469, 0.375984
1.400000, -1.256637, 0.361812
1.400000, -1.193805, 0.347366
1.400000, -1.130973, 0.332671
1.400000, -1.068142, 0.317755
1.400000, -1.005310, 0.302648
1.400000, -0.942478, 0.287385
1.400000, -0.879646, 0.272004
1.400000, -0.816814, 0.256551
1.400000, -0.753982, 0.241079
1.400000, -0.691150, 0.225651
1.400000, -0.628319, 0.210344
1.400000, -0.565487, 0.195255
1.400000, -0.502655, 0.180504
1.400000, -0.439823, 0.166248
1.400000, -0.376991, 0.152689
1.400000, -0.314159, 0.140091
1.400000, -0.251327, 0.128793
1.400000, -0.188496, 0.119216
1.400000, -0.125664, 0.111844
1.400000, -0.062832, 0.107165
1.400000, 0.000000, 0.105558
1.400000, 0.062832, 0.107165
1.400000, 0.125664, 0.111844
1.400000, 0.188496, 0.119216
1.400000, 0.251327, 0.128793
1.400000, 0.314159, 0.140091
1.400000, 0.376991, 0.152689
1.400000, 0.439823, 0.166248
1.400000, 0.502655, 0.180504
1.400000, 0.565487, 0.195255
1.400000, 0.628319, 0.210344
1.400000, 0.691150, 0.225651
1.400000, 0.753982, 0.241079
1.400000, 0.816814, 0.256551
1.400000, 0.879646, 0.272004
1.400000, 0.942478, 0.287385
1.400000, 1.005310, 0.302648
1.400000, 1.068142, 0.317755
1.400000, 1.130973, 0.332671
1.400000, 1.193805, 0.347366
1.400000, 1.256637, 0.361812
1.400000, 1.319469, 0.375984
1.400000, 1.382301, 0.389859
