ptf, phif, pti
0.200000, 0.879646, 0.330544
0.200000, 0.942478, 0.332398
0.200000, 1.005310, 0.334327
0.200000, 1.068142, 0.336324
0.200000, 1.130973, 0.338378
0.200000, 1.193805, 0.340481
0.200000, 1.256637, 0.342623
0.200000, 1.319469, 0.344796
0.200000, 1.382301, 0.346991
0.200000, 1.445133, 0.349198
0.200000, 1.507964, 0.351408
0.200000, 1.570796, 0.353613
0.200000, 1.633628, 0.355805
0.200000, 1.696460, 0.357974
0.200000, 1.759292, 0.360114
0.200000, 1.822124, 0.362216
0.200000, 1.884956, 0.364272
0.200000, 1.947787, 0.366275
0.200000, 2.010619, 0.368219
0.200000, 2.073451, 0.370096
0.200000, 2.136283, 0.371900
0.200000, 2.199115, 0.373626
0.200000, 2.261947, 0.375267
0.200000, 2.324779, 0.376819
0.200000, 2.387610, 0.378275
0.200000, 2.450442, 0.379633
0.200000, 2.513274, 0.380886
0.200000, 2.576106, 0.382032
0.200000, 2.638938, 0.383067
0.200000, 2.701770, 0.383988
0.200000, 2.764602, 0.384791
0.200000, 2.827433, 0.385475
0.200000, 2.890265, 0.386038
0.200000, 2.953097, 0.386477
0.200000, 3.015929, 0.386792
0.200000, 3.078761, 0.386981
0.210000, -3.141593, 0.388804
0.210000, -3.078761, 0.388738
0.210000, -3.015929, 0.388540
0.210000, -2.953097, 0.388211
0.210000, -2.890265, 0.387752
0.210000, -2.827433, 0.387164
0.210000, -2.764602, 0.386448
0.210000, -2.701770, 0.385608
0.210000, -2.638938, 0.384646
0.210000, -2.576106, 0.383563
0.210000, -2.513274, 0.382365
0.210000, -2.450442, 0.381053
0.210000, -2.387610, 0.379634
0.210000, -2.324779, 0.378109
0.210000, -2.261947, 0.376486
0.210000, -2.199115, 0.374768
0.210000, -2.136283, 0.372961
0.210000, -2.073451, 0.371072
0.210000, -2.010619, 0.369106
0.210000, -1.947787, 0.367070
0.210000, -1.884956, 0.364970
0.210000, -1.822124, 0.362815
0.210000, -1.759292, 0.360612
0.210000, -1.696460, 0.358368
0.210000, -1.633628, 0.356092
0.210000, -1.570796, 0.353793
0.210000, -1.507964, 0.351478
0.210000, -1.445133, 0.349157
0.210000, -1.382301, 0.346839
0.210000, -1.319469, 0.344534
0.210000, -1.256637, 0.342250
0.210000, -1.193805, 0.339998
0.210000, -1.130973, 0.337786
0.210000, -1.068142, 0.335625
0.210000, -1.005310, 0.333524
0.210000, -0.942478, 0.331493
0.210000, -0.879646, 0.329540
0.210000, -0.816814, 0.327676
0.210000, -0.753982, 0.325909
0.210000, -0.691150, 0.324248
0.210000, -0.628319, 0.322701
0.210000, -0.565487, 0.321275
0.210000, -0.502655, 0.319979
0.210000, -0.439823, 0.318818
0.210000, -0.376991, 0.317799
0.210000, -0.314159, 0.316927
0.210000, -0.251327, 0.316207
0.210000, -0.188496, 0.315644
0.210000, -0.125664, 0.315239
0.210000, -0.062832, 0.314995
0.210000, 0.000000, 0.314913
0.210000, 0.062832, 0.314995
0.210000, 0.125664, 0.315239
0.210000, 0.188496, 0.315644
0.210000, 0.251327, 0.316207
0.210000, 0.314159, 0.316927
0.210000, 0.376991, 0.317799
0.210000, 0.439823, 0.318818
0.210000, 0.502655, 0.319979
0.210000, 0.565487, 0.321275
0.210000, 0.628319, 0.322701
0.210000, 0.691150, 0.324248
0.210000, 0.753982, 0.325909
0.210000, 0.816814, 0.327676
0.210000, 0.879646, 0.329540
0.210000, 0.942478, 0.331493
0.210000, 1.005310, 0.333524
0.210000, 1.068142, 0.335625
0.210000, 1.130973, 0.337786
0.210000, 1.193805, 0.339998
0.210000, 1.256637, 0.342250
0.210000, 1.319469, 0.344534
0.210000, 1.382301, 0.346839
0.210000, 1.445133, 0.349157
0.210000, 1.507964, 0.351478
0.210000, 1.570796, 0.353793
0.210000, 1.633628, 0.356092
0.210000, 1.696460, 0.358368
0.210000, 1.759292, 0.360612
0.210000, 1.822124, 0.362815
0.210000, 1.884956, 0.364970
0.210000, 1.947787, 0.367070
0.210000, 2.010619, 0.369106
0.210000, 2.073451, 0.371072
0.210000, 2.136283, 0.372961
0.210000, 2.199115, 0.374768
0.210000, 2.261947, 0.376486
0.210000, 2.324779, 0.378109
0.210000, 2.387610, 0.379634
0.210000, 2.450442, 0.381053
0.210000, 2.513274, 0.382365
0.210000, 2.576106, 0.383563
0.210000, 2.638938, 0.384646
0.210000, 2.701770, 0.385608
0.210000, 2.764602, 0.386448
0.210000, 2.827433, 0.387164
0.210000, 2.890265, 0.387752
0.210000, 2.953097, 0.388211
0.210000, 3.015929, 0.388540
0.210000, 3.078761, 0.388738
0.220000, -3.141593, 0.390563
0.220000, -3.078761, 0.390494
0.220000, -3.015929, 0.390288
0.220000, -2.953097, 0.389945
0.220000, -2.890265, 0.389466
0.220000, -2.827433, 0.388852
0.220000, -2.764602, 0.388106
0.220000, -2.701770, 0.387230
0.220000, -2.638938, 0.386226
0.220000, -2.576106, 0.385096
0.220000, -2.513274, 0.383846
0.220000, -2.450442, 0.382477
0.220000, -2.387610, 0.380995
0.220000, -2.324779, 0.379404
0.220000, -2.261947, 0.377709
0.220000, -2.199115, 0.375915
0.220000, -2.136283, 0.374028
0.220000, -2.073451, 0.372054
0.220000, -2.010619, 0.369999
0.220000, -1.947787, 0.367871
0.220000, -1.884956, 0.365676
0.220000, -1.822124, 0.363422
0.220000, -1.759292, 0.361118
0.220000, -1.696460, 0.358770
0.220000, -1.633628, 0.356388
0.220000, -1.570796, 0.353981
0.220000, -1.507964, 0.351557
0.220000, -1.445133, 0.349126
0.220000, -1.382301, 0.346697
0.220000, -1.319469, 0.344280
0.220000, -1.256637, 0.341885
0.220000, -1.193805, 0.339523
0.220000, -1.130973, 0.337202
0.220000, -1.068142, 0.334934
0.220000, -1.005310, 0.332728
0.220000, -0.942478, 0.330595
0.220000, -0.879646, 0.328544
0.220000, -0.816814, 0.326584
0.220000, -0.753982, 0.324727
0.220000, -0.691150, 0.322980
0.220000, -0.628319, 0.321352
0.220000, -0.565487, 0.319852
0.220000, -0.502655, 0.318488
0.220000, -0.439823, 0.317266
0.220000, -0.376991, 0.316193
0.220000, -0.314159, 0.315275
0.220000, -0.251327, 0.314517
0.220000, -0.188496, 0.313923
0.220000, -0.125664, 0.313497
0.220000, -0.062832, 0.313240
0.220000, 0.000000, 0.313154
0.220000, 0.062832, 0.313240
0.220000, 0.125664, 0.313497
0.220000, 0.188496, 0.313923
0.220000, 0.251327, 0.314517
0.220000, 0.314159, 0.315275
0.220000, 0.376991, 0.316193
0.220000, 0.439823, 0.317266
0.220000, 0.502655, 0.318488
0.220000, 0.565487, 0.319852
0.220000, 0.628319, 0.321352
0.220000, 0.691150, 0.322980
0.220000, 0.753982, 0.324727
0.220000, 0.816814, 0.326584
0.220000, 0.879646, 0.328544
0.220000, 0.942478, 0.330595
0.220000, 1.005310, 0.332728
0.220000, 1.068142, 0.334934
0.220000, 1.130973, 0.337202
0.220000, 1.193805, 0.339523
0.220000, 1.256637, 0.341885
0.220000, 1.319469, 0.344280
0.220000, 1.382301, 0.346697
0.220000, 1.445133, 0.349126
0.220000, 1.507964, 0.351557
0.220000, 1.570796, 0.353981
0.220000, 1.633628, 0.356388
0.220000, 1.696460, 0.358770
0.220000, 1.759292, 0.361118
0.220000, 1.822124, 0.363422
0.220000, 1.884956, 0.365676
0.220000, 1.947787, 0.367871
0.220000, 2.010619, 0.369999
0.220000, 2.073451, 0.372054
0.220000, 2.136283, 0.374028
0.220000, 2.199115, 0.375915
0.220000, 2.261947, 0.377709
0.220000, 2.324779, 0.379404
0.220000, 2.387610, 0.380995
0.220000, 2.450442, 0.382477
0.220000, 2.513274, 0.383846
0.220000, 2.576106, 0.385096
0.220000, 2.638938, 0.386226
0.220000, 2.701770, 0.387230
0.220000, 2.764602, 0.388106
0.220000, 2.827433, 0.388852
0.220000, 2.890265, 0.389466
0.220000, 2.953097, 0.389945
0.220000, 3.015929, 0.390288
0.220000, 3.078761, 0.390494
0.230000, -3.141593, 0.392322
0.230000, -3.078761, 0.392250
0.230000, -3.015929, 0.392036
0.230000, -2.953097, 0.391679
0.230000, -2.890265, 0.391180
0.230000, -2.827433, 0.390542
0.230000, -2.764602, 0.389765
0.230000, -2.701770, 0.388853
0.230000, -2.638938, 0.387807
0.230000, -2.576106, 0.386631
0.230000, -2.513274, 0.385329
0.230000, -2.450442, 0.383904
0.230000, -2.387610, 0.382360
0.230000, -2.324779, 0.380702
0.230000, -2.261947, 0.378936
0.230000, -2.199115, 0.377066
0.230000, -2.136283, 0.375099
0.230000, -2.073451, 0.373041
0.230000, -2.010619, 0.370898
0.230000, -1.947787, 0.368679
0.230000, -1.884956, 0.366389
