etaf, phif, dF
-1.400000, -2.500000, 0.000684
-1.400000, -2.450000, 0.000689
-1.400000, -2.400000, 0.000694
-1.400000, -2.350000, 0.000700
-1.400000, -2.300000, 0.000706
-1.400000, -2.250000, 0.000713
-1.400000, -2.200000, 0.000719
-1.400000, -2.150000, 0.000727
-1.400000, -2.100000, 0.000734
-1.400000, -2.050000, 0.000742
-1.400000, -2.000000, 0.000750
-1.400000, -1.950000, 0.000758
-1.400000, -1.900000, 0.000767
-1.400000, -1.850000, 0.000776
-1.400000, -1.800000, 0.000785
-1.400000, -1.750000, 0.000795
-1.400000, -1.700000, 0.000805
-1.400000, -1.650000, 0.000814
-1.400000, -1.600000, 0.000825
-1.400000, -1.550000, 0.000835
-1.400000, -1.500000, 0.000845
-1.400000, -1.450000, 0.000856
-1.400000, -1.400000, 0.000866
-1.400000, -1.350000, 0.000877
-1.400000, -1.300000, 0.000888
-1.400000, -1.250000, 0.000898
-1.400000, -1.200000, 0.000909
-1.400000, -1.150000, 0.000920
-1.400000, -1.100000, 0.000930
-1.400000, -1.050000, 0.000941
-1.400000, -1.000000, 0.000951
-1.400000, -0.950000, 0.000961
-1.400000, -0.900000, 0.000971
-1.400000, -0.850000, 0.000980
-1.400000, -0.800000, 0.000990
-1.400000, -0.750000, 0.000999
-1.400000, -0.700000, 0.001007
-1.400000, -0.650000, 0.001015
-1.400000, -0.600000, 0.001023
-1.400000, -0.550000, 0.001030
-1.400000, -0.500000, 0.001037
-1.400000, -0.450000, 0.001043
-1.400000, -0.400000, 0.001049
-1.400000, -0.350000, 0.001053
-1.400000, -0.300000, 0.001058
-1.400000, -0.250000, 0.001062
-1.400000, -0.200000, 0.001065
-1.400000, -0.150000, 0.001067
-1.400000, -0.100000, 0.001069
-1.400000, -0.050000, 0.001070
-1.400000, -0.000000, 0.001070
-1.400000, 0.050000, 0.001070
-1.400000, 0.100000, 0.001069
-1.400000, 0.150000, 0.001067
-1.400000, 0.200000, 0.001065
-1.400000, 0.250000, 0.001062
-1.400000, 0.300000, 0.001058
-1.400000, 0.350000, 0.001053
-1.400000, 0.400000, 0.001049
-1.400000, 0.450000, 0.001043
-1.400000, 0.500000, 0.001037
-1.400000, 0.550000, 0.001030
-1.400000, 0.600000, 0.001023
-1.400000, 0.650000, 0.001015
-1.400000, 0.700000, 0.001007
-1.400000, 0.750000, 0.000999
-1.400000, 0.800000, 0.000990
-1.400000, 0.850000, 0.000980
-1.400000, 0.900000, 0.000971
-1.400000, 0.950000, 0.000961
-1.400000, 1.000000, 0.000951
-1.400000, 1.050000, 0.000941
-1.400000, 1.100000, 0.000930
-1.400000, 1.150000, 0.000920
-1.400000, 1.200000, 0.000909
-1.400000, 1.250000, 0.000898
-1.400000, 1.300000, 0.000888
-1.400000, 1.350000, 0.000877
-1.400000, 1.400000, 0.000866
-1.400000, 1.450000, 0.000856
-1.400000, 1.500000, 0.000845
-1.400000, 1.550000, 0.000835
-1.400000, 1.600000, 0.000825
