etaf, phif, dF
-1.400000, -2.500000, 0.000053
-1.400000, -2.450000, 0.000053
-1.400000, -2.400000, 0.000054
-1.400000, -2.350000, 0.000054
-1.400000, -2.300000, 0.000055
-1.400000, -2.250000, 0.000055
-1.400000, -2.200000, 0.000056
-1.400000, -2.150000, 0.000056
-1.400000, -2.100000, 0.000057
-1.400000, -2.050000, 0.000057
-1.400000, -2.000000, 0.000058
-1.400000, -1.950000, 0.000058
-1.400000, -1.900000, 0.000059
-1.400000, -1.850000, 0.000060
-1.400000, -1.800000, 0.000060
-1.400000, -1.750000, 0.000061
-1.400000, -1.700000, 0.000062
-1.400000, -1.650000, 0.000062
-1.400000, -1.600000, 0.000063
-1.400000, -1.550000, 0.000064
-1.400000, -1.500000, 0.000064
-1.400000, -1.450000, 0.000065
-1.400000, -1.400000, 0.000066
-1.400000, -1.350000, 0.000067
-1.400000, -1.300000, 0.000067
-1.400000, -1.250000, 0.000068
-1.400000, -1.200000, 0.000069
-1.400000, -1.150000, 0.000070
-1.400000, -1.100000, 0.000070
-1.400000, -1.050000, 0.000071
-1.400000, -1.000000, 0.000072
-1.400000, -0.950000, 0.000073
-1.400000, -0.900000, 0.000073
-1.400000, -0.850000, 0.000074
-1.400000, -0.800000, 0.000074
-1.400000, -0.750000, 0.000075
-1.400000, -0.700000, 0.000076
-1.400000, -0.650000, 0.000076
-1.400000, -0.600000, 0.000077
-1.400000, -0.550000, 0.000077
-1.400000, -0.500000, 0.000078
-1.400000, -0.450000, 0.000078
-1.400000, -0.400000, 0.000078
-1.400000, -0.350000, 0.000079
-1.400000, -0.300000, 0.000079
-1.400000, -0.250000, 0.000079
-1.400000, -0.200000, 0.000080
-1.400000, -0.150000, 0.000080
-1.400000, -0.100000, 0.000080
-1.400000, -0.050000, 0.000080
-1.400000, -0.000000, 0.000080
-1.400000, 0.050000, 0.000080
-1.400000, 0.100000, 0.000080
-1.400000, 0.150000, 0.000080
-1.400000, 0.200000, 0.000080
-1.400000, 0.250000, 0.000079
-1.400000, 0.300000, 0.000079
-1.400000, 0.350000, 0.000079
-1.400000, 0.400000, 0.000078
-1.400000, 0.450000, 0.000078
-1.400000, 0.500000, 0.000078
-1.400000, 0.550000, 0.000077
-1.400000, 0.600000, 0.000077
-1.400000, 0.650000, 0.000076
-1.400000, 0.700000, 0.000076
-1.400000, 0.750000, 0.000075
-1.400000, 0.800000, 0.000074
-1.400000, 0.850000, 0.000074
-1.400000, 0.900000, 0.000073
-1.400000, 0.950000, 0.000073
-1.400000, 1.000000, 0.000072
-1.400000, 1.050000, 0.000071
-1.400000, 1.100000, 0.000070
-1.400000, 1.150000, 0.000070
-1.400000, 1.200000, 0.000069
-1.400000, 1.250000, 0.000068
-1.400000, 1.300000, 0.000067
-1.400000, 1.350000, 0.000067
-1.400000, 1.400000, 0.000066
-1.400000, 1.450000, 0.000065
-1.400000, 1.500000, 0.000064
-1.400000, 1.550000, 0.000064
-1.400000, 1.600000, 0.000063
-1.400000, 1.650000, 0.000062
-1.400000, 1.700000, 0.000062
-1.400000, 1.750000, 0.000061
-1.400000, 1.800000, 0.000060
-1.400000, 1.850000, 0.000060
-1.400000, 1.900000, 0.000059
-1.400000, 1.950000, 0.000058
-1.400000, 2.000000, 0.000058
-1.400000, 2.050000, 0.000057
-1.400000, 2.100000, 0.000057
-1.400000, 2.150000, 0.000056
-1.400000, 2.200000, 0.000056
-1.400000, 2.250000, 0.000055
-1.400000, 2.300000, 0.000055
-1.400000, 2.350000, 0.000054
-1.400000, 2.400000, 0.000054
-1.400000, 2.450000, 0.000053
-1.400000, 2.500000, 0.000053
-1.372000, -2.500000, 0.000053
-1.372000, -2.450000, 0.000054
-1.372000, -2.400000, 0.000054
-1.372000, -2.350000, 0.000055
-1.372000, -2.300000, 0.000055
-1.372000, -2.250000, 0.000056
-1.372000, -2.200000, 0.000056
-1.372000, -2.150000, 0.000057
-1.372000, -2.100000, 0.000057
-1.372000, -2.050000, 0.000058
-1.372000, -2.000000, 0.000058
-1.372000, -1.950000, 0.000059
-1.372000, -1.900000, 0.000059
-1.372000, -1.850000, 0.000060
-1.372000, -1.800000, 0.000061
-1.372000, -1.750000, 0.000061
-1.372000, -1.700000, 0.000062
-1.372000, -1.650000, 0.000063
-1.372000, -1.600000, 0.000064
-1.372000, -1.550000, 0.000064
-1.372000, -1.500000, 0.000065
-1.372000, -1.450000, 0.000066
-1.372000, -1.400000, 0.000067
-1.372000, -1.350000, 0.000067
-1.372000, -1.300000, 0.000068
-1.372000, -1.250000, 0.000069
-1.372000, -1.200000, 0.000070
-1.372000, -1.150000, 0.000070
-1.372000, -1.100000, 0.000071
-1.372000, -1.050000, 0.000072
-1.372000, -1.000000, 0.000072
-1.372000, -0.950000, 0.000073
-1.372000, -0.900000, 0.000074
-1.372000, -0.850000, 0.000075
-1.372000, -0.800000, 0.000075
-1.372000, -0.750000, 0.000076
-1.372000, -0.700000, 0.000076
-1.372000, -0.650000, 0.000077
-1.372000, -0.600000, 0.000077
-1.372000, -0.550000, 0.000078
-1.372000, -0.500000, 0.000078
-1.372000, -0.450000, 0.000079
-1.372000, -0.400000, 0.000079
-1.372000, -0.350000, 0.000080
-1.372000, -0.300000, 0.000080
-1.372000, -0.250000, 0.000080
-1.372000, -0.200000, 0.000080
-1.372000, -0.150000, 0.000080
-1.372000, -0.100000, 0.000081
-1.372000, -0.050000, 0.000081
-1.372000, -0.000000, 0.000081
-1.372000, 0.050000, 0.000081
-1.372000, 0.100000, 0.000081
-1.372000, 0.150000, 0.000080
-1.372000, 0.200000, 0.000080
-1.372000, 0.250000, 0.000080
-1.372000, 0.300000, 0.000080
-1.372000, 0.350000, 0.000080
-1.372000, 0.400000, 0.000079
-1.372000, 0.450000, 0.000079
-1.372000, 0.500000, 0.000078
-1.372000, 0.550000, 0.000078
-1.372000, 0.600000, 0.000077
-1.372000, 0.650000, 0.000077
-1.372000, 0.700000, 0.000076
-1.372000, 0.750000, 0.000076
-1.372000, 0.800000, 0.000075
-1.372000, 0.850000, 0.000075
-1.372000, 0.900000, 0.000074
-1.372000, 0.950000, 0.000073
-1.372000, 1.000000, 0.000072
-1.372000, 1.050000, 0.000072
-1.372000, 1.100000, 0.000071
-1.372000, 1.150000, 0.000070
-1.372000, 1.200000, 0.000070
-1.372000, 1.250000, 0.000069
-1.372000, 1.300000, 0.000068
-1.372000, 1.350000, 0.000067
-1.372000, 1.400000, 0.000067
-1.372000, 1.450000, 0.000066
-1.372000, 1.500000, 0.000065
-1.372000, 1.550000, 0.000064
-1.372000, 1.600000, 0.000064
-1.372000, 1.650000, 0.000063
-1.372000, 1.700000, 0.000062
-1.372000, 1.750000, 0.000061
-1.372000, 1.800000, 0.000061
-1.372000, 1.850000, 0.000060
-1.372000, 1.900000, 0.000059
-1.372000, 1.950000, 0.000059
-1.372000, 2.000000, 0.000058
-1.372000, 2.050000, 0.000058
-1.372000, 2.100000, 0.000057
-1.372000, 2.150000, 0.000057
-1.372000, 2.200000, 0.000056
-1.372000, 2.250000, 0.000056
-1.372000, 2.300000, 0.000055
-1.372000, 2.350000, 0.000055
-1.372000, 2.400000, 0.000054
-1.372000, 2.450000, 0.000054
-1.372000, 2.500000, 0.000053
-1.344000, -2.500000, 0.000054
-1.344000, -2.450000, 0.000054
-1.344000, -2.400000, 0.000055
-1.344000, -2.350000, 0.000055
-1.344000, -2.300000, 0.000056
-1.344000, -2.250000, 0.000056
-1.344000, -2.200000, 0.000057
-1.344000, -2.150000, 0.000057
-1.344000, -2.100000, 0.000058
-1.344000, -2.050000, 0.000058
-1.344000, -2.000000, 0.000059
-1.344000, -1.950000, 0.000059
-1.344000, -1.900000, 0.000060
-1.344000, -1.850000, 0.000061
-1.344000, -1.800000, 0.000061
-1.344000, -1.750000, 0.000062
-1.344000, -1.700000, 0.000063
-1.344000, -1.650000, 0.000063
-1.344000, -1.600000, 0.000064
-1.344000, -1.550000, 0.000065
-1.344000, -1.500000, 0.000066
-1.344000, -1.450000, 0.000066
-1.344000, -1.400000, 0.000067
-1.344000, -1.350000, 0.000068
-1.344000, -1.300000, 0.000069
-1.344000, -1.250000, 0.000069
-1.344000, -1.200000, 0.000070
-1.344000, -1.150000, 0.000071
-1.344000, -1.100000, 0.000072
-1.344000, -1.050000, 0.000072
-1.344000, -1.000000, 0.000073
-1.344000, -0.950000, 0.000074
-1.344000, -0.900000, 0.000075
-1.344000, -0.850000, 0.000075
-1.344000, -0.800000, 0.000076
-1.344000, -0.750000, 0.000076
-1.344000, -0.700000, 0.000077
-1.344000, -0.650000, 0.000078
-1.344000, -0.600000, 0.000078
-1.344000, -0.550000, 0.000079
-1.344000, -0.500000, 0.000079
-1.344000, -0.450000, 0.000080
-1.344000, -0.400000, 0.000080
-1.344000, -0.350000, 0.000080
-1.344000, -0.300000, 0.000081
-1.344000, -0.250000, 0.000081
-1.344000, -0.200000, 0.000081
-1.344000, -0.150000, 0.000081
-1.344000, -0.100000, 0.000081
-1.344000, -0.050000, 0.000081
-1.344000, -0.000000, 0.000081
-1.344000, 0.050000, 0.000081
-1.344000, 0.100000, 0.000081
-1.344000, 0.150000, 0.000081
-1.344000, 0.200000, 0.000081
-1.344000, 0.250000, 0.000081
-1.344000, 0.300000, 0.000081
-1.344000, 0.350000, 0.000080
-1.344000, 0.400000, 0.000080
-1.344000, 0.450000, 0.000080
-1.344000, 0.500000, 0.000079
-1.344000, 0.550000, 0.000079
-1.344000, 0.600000, 0.000078
-1.344000, 0.650000, 0.000078
-1.344000, 0.700000, 0.000077
-1.344000, 0.750000, 0.000076
-1.344000, 0.800000, 0.000076
-1.344000, 0.850000, 0.000075
-1.344000, 0.900000, 0.000075
-1.344000, 0.950000, 0.000074
-1.344000, 1.000000, 0.000073
-1.344000, 1.050000, 0.000072
-1.344000, 1.100000, 0.000072
-1.344000, 1.150000, 0.000071
-1.344000, 1.200000, 0.000070
-1.344000, 1.250000, 0.000069
-1.344000, 1.300000, 0.000069
-1.344000, 1.350000, 0.000068
-1.344000, 1.400000, 0.000067
-1.344000, 1.450000, 0.000066
-1.344000, 1.500000, 0.000066
-1.344000, 1.550000, 0.000065
-1.344000, 1.600000, 0.000064
-1.344000, 1.650000, 0.000063
-1.344000, 1.700000, 0.000063
-1.344000, 1.750000, 0.000062
-1.344000, 1.800000, 0.000061
-1.344000, 1.850000, 0.000061
-1.344000, 1.900000, 0.000060
-1.344000, 1.950000, 0.000059
-1.344000, 2.000000, 0.000059
-1.344000, 2.050000, 0.000058
-1.344000, 2.100000, 0.000058
-1.344000, 2.150000, 0.000057
-1.344000, 2.200000, 0.000057
-1.344000, 2.250000, 0.000056
-1.344000, 2.300000, 0.000056
-1.344000, 2.350000, 0.000055
-1.344000, 2.400000, 0.000055
-1.344000, 2.450000, 0.000054
-1.344000, 2.500000, 0.000054
-1.316000, -2.500000, 0.000054
-1.316000, -2.450000, 0.000055
-1.316000, -2.400000, 0.000055
-1.316000, -2.350000, 0.000056
-1.316000, -2.300000, 0.000056
-1.316000, -2.250000, 0.000057
-1.316000, -2.200000, 0.000057
-1.316000, -2.150000, 0.000058
-1.316000, -2.100000, 0.000058
-1.316000, -2.050000, 0.000059
-1.316000, -2.000000, 0.000059
-1.316000, -1.950000, 0.000060
-1.316000, -1.900000, 0.000061
-1.316000, -1.850000, 0.000061
-1.316000, -1.800000, 0.000062
-1.316000, -1.750000, 0.000063
-1.316000, -1.700000, 0.000063
-1.316000, -1.650000, 0.000064
-1.316000, -1.600000, 0.000065
-1.316000, -1.550000, 0.000065
-1.316000, -1.500000, 0.000066
-1.316000, -1.450000, 0.000067
-1.316000, -1.400000, 0.000068
-1.316000, -1.350000, 0.000068
-1.316000, -1.300000, 0.000069
-1.316000, -1.250000, 0.000070
-1.316000, -1.200000, 0.000071
-1.316000, -1.150000, 0.000072
-1.316000, -1.100000, 0.000072
-1.316000, -1.050000, 0.000073
-1.316000, -1.000000, 0.000074
-1.316000, -0.950000, 0.000074
-1.316000, -0.900000, 0.000075
-1.316000, -0.850000, 0.000076
-1.316000, -0.800000, 0.000076
-1.316000, -0.750000, 0.000077
-1.316000, -0.700000, 0.000078
-1.316000, -0.650000, 0.000078
-1.316000, -0.600000, 0.000079
-1.316000, -0.550000, 0.000079
-1.316000, -0.500000, 0.000080
-1.316000, -0.450000, 0.000080
-1.316000, -0.400000, 0.000081
-1.316000, -0.350000, 0.000081
-1.316000, -0.300000, 0.000081
-1.316000, -0.250000, 0.000081
-1.316000, -0.200000, 0.000082
-1.316000, -0.150000, 0.000082
-1.316000, -0.100000, 0.000082
-1.316000, -0.050000, 0.000082
-1.316000, -0.000000, 0.000082
-1.316000, 0.050000, 0.000082
-1.316000, 0.100000, 0.000082
-1.316000, 0.150000, 0.000082
-1.316000, 0.200000, 0.000082
-1.316000, 0.250000, 0.000081
-1.316000, 0.300000, 0.000081
-1.316000, 0.350000, 0.000081
-1.316000, 0.400000, 0.000081
-1.316000, 0.450000, 0.000080
-1.316000, 0.500000, 0.000080
-1.316000, 0.550000, 0.000079
-1.316000, 0.600000, 0.000079
-1.316000, 0.650000, 0.000078
-1.316000, 0.700000, 0.000078
-1.316000, 0.750000, 0.000077
-1.316000, 0.800000, 0.000076
-1.316000, 0.850000, 0.000076
-1.316000, 0.900000, 0.000075
-1.316000, 0.950000, 0.000074
-1.316000, 1.000000, 0.000074
-1.316000, 1.050000, 0.000073
-1.316000, 1.100000, 0.000072
-1.316000, 1.150000, 0.000072
-1.316000, 1.200000, 0.000071
-1.316000, 1.250000, 0.000070
-1.316000, 1.300000, 0.000069
-1.316000, 1.350000, 0.000068
-1.316000, 1.400000, 0.000068
-1.316000, 1.450000, 0.000067
-1.316000, 1.500000, 0.000066
-1.316000, 1.550000, 0.000065
-1.316000, 1.600000, 0.000065
-1.316000, 1.650000, 0.000064
-1.316000, 1.700000, 0.000063
-1.316000, 1.750000, 0.000063
-1.316000, 1.800000, 0.000062
-1.316000, 1.850000, 0.000061
-1.316000, 1.900000, 0.000061
-1.316000, 1.950000, 0.000060
-1.316000, 2.000000, 0.000059
-1.316000, 2.050000, 0.000059
-1.316000, 2.100000, 0.000058
-1.316000, 2.150000, 0.000058
-1.316000, 2.200000, 0.000057
-1.316000, 2.250000, 0.000057
-1.316000, 2.300000, 0.000056
-1.316000, 2.350000, 0.000056
-1.316000, 2.400000, 0.000055
-1.316000, 2.450000, 0.000055
-1.316000, 2.500000, 0.000054
-1.288000, -2.500000, 0.000055
-1.288000, -2.450000, 0.000055
-1.288000, -2.400000, 0.000056
-1.288000, -2.350000, 0.000056
-1.288000, -2.300000, 0.000057
-1.288000, -2.250000, 0.000057
-1.288000, -2.200000, 0.000058
-1.288000, -2.150000, 0.000058
-1.288000, -2.100000, 0.000059
-1.288000, -2.050000, 0.000059
-1.288000, -2.000000, 0.000060
-1.288000, -1.950000, 0.000060
-1.288000, -1.900000, 0.000061
-1.288000, -1.850000, 0.000062
-1.288000, -1.800000, 0.000062
-1.288000, -1.750000, 0.000063
-1.288000, -1.700000, 0.000064
-1.288000, -1.650000, 0.000065
-1.288000, -1.600000, 0.000065
-1.288000, -1.550000, 0.000066
-1.288000, -1.500000, 0.000067
-1.288000, -1.450000, 0.000068
-1.288000, -1.400000, 0.000068
-1.288000, -1.350000, 0.000069
-1.288000, -1.300000, 0.000070
-1.288000, -1.250000, 0.000071
-1.288000, -1.200000, 0.000071
-1.288000, -1.150000, 0.000072
-1.288000, -1.100000, 0.000073
-1.288000, -1.050000, 0.000074
-1.288000, -1.000000, 0.000074
-1.288000, -0.950000, 0.000075
-1.288000, -0.900000, 0.000076
-1.288000, -0.850000, 0.000076
-1.288000, -0.800000, 0.000077
-1.288000, -0.750000, 0.000078
-1.288000, -0.700000, 0.000078
-1.288000, -0.650000, 0.000079
-1.288000, -0.600000, 0.000079
-1.288000, -0.550000, 0.000080
-1.288000, -0.500000, 0.000080
-1.288000, -0.450000, 0.000081
-1.288000, -0.400000, 0.000081
-1.288000, -0.350000, 0.000082
-1.288000, -0.300000, 0.000082
-1.288000, -0.250000, 0.000082
-1.288000, -0.200000, 0.000082
-1.288000, -0.150000, 0.000082
-1.288000, -0.100000, 0.000083
-1.288000, -0.050000, 0.000083
-1.288000, -0.000000, 0.000083
-1.288000, 0.050000, 0.000083
-1.288000, 0.100000, 0.000083
-1.288000, 0.150000, 0.000082
-1.288000, 0.200000, 0.000082
-1.288000, 0.250000, 0.000082
-1.288000, 0.300000, 0.000082
-1.288000, 0.350000, 0.000082
-1.288000, 0.400000, 0.000081
-1.288000, 0.450000, 0.000081
-1.288000, 0.500000, 0.000080
-1.288000, 0.550000, 0.000080
-1.288000, 0.600000, 0.000079
-1.288000, 0.650000, 0.000079
-1.288000, 0.700000, 0.000078
-1.288000, 0.750000, 0.000078
-1.288000, 0.800000, 0.000077
-1.288000, 0.850000, 0.000076
-1.288000, 0.900000, 0.000076
-1.288000, 0.950000, 0.000075
-1.288000, 1.000000, 0.000074
-1.288000, 1.050000, 0.000074
-1.288000, 1.100000, 0.000073
-1.288000, 1.150000, 0.000072
-1.288000, 1.200000, 0.000071
-1.288000, 1.250000, 0.000071
-1.288000, 1.300000, 0.000070
-1.288000, 1.350000, 0.000069
-1.288000, 1.400000, 0.000068
-1.288000, 1.450000, 0.000068
-1.288000, 1.500000, 0.000067
-1.288000, 1.550000, 0.000066
-1.288000, 1.600000, 0.000065
-1.288000, 1.650000, 0.000065
-1.288000, 1.700000, 0.000064
-1.288000, 1.750000, 0.000063
-1.288000, 1.800000, 0.000062
-1.288000, 1.850000, 0.000062
-1.288000, 1.900000, 0.000061
-1.288000, 1.950000, 0.000060
-1.288000, 2.000000, 0.000060
-1.288000, 2.050000, 0.000059
-1.288000, 2.100000, 0.000059
-1.288000, 2.150000, 0.000058
-1.288000, 2.200000, 0.000058
-1.288000, 2.250000, 0.000057
-1.288000, 2.300000, 0.000057
-1.288000, 2.350000, 0.000056
-1.288000, 2.400000, 0.000056
-1.288000, 2.450000, 0.000055
-1.288000, 2.500000, 0.000055
-1.260000, -2.500000, 0.000055
-1.260000, -2.450000, 0.000056
-1.260000, -2.400000, 0.000056
-1.260000, -2.350000, 0.000057
-1.260000, -2.300000, 0.000057
-1.260000, -2.250000, 0.000058
-1.260000, -2.200000, 0.000058
-1.260000, -2.150000, 0.000059
-1.260000, -2.100000, 0.000059
-1.260000, -2.050000, 0.000060
-1.260000, -2.000000, 0.000060
-1.260000, -1.950000, 0.000061
-1.260000, -1.900000, 0.000062
-1.260000, -1.850000, 0.000062
-1.260000, -1.800000, 0.000063
-1.260000, -1.750000, 0.000064
-1.260000, -1.700000, 0.000064
-1.260000, -1.650000, 0.000065
-1.260000, -1.600000, 0.000066
-1.260000, -1.550000, 0.000067
-1.260000, -1.500000, 0.000067
-1.260000, -1.450000, 0.000068
-1.260000, -1.400000, 0.000069
-1.260000, -1.350000, 0.000070
-1.260000, -1.300000, 0.000070
-1.260000, -1.250000, 0.000071
-1.260000, -1.200000, 0.000072
-1.260000, -1.150000, 0.000073
-1.260000, -1.100000, 0.000073
-1.260000, -1.050000, 0.000074
-1.260000, -1.000000, 0.000075
-1.260000, -0.950000, 0.000076
-1.260000, -0.900000, 0.000076
-1.260000, -0.850000, 0.000077
-1.260000, -0.800000, 0.000078
-1.260000, -0.750000, 0.000078
-1.260000, -0.700000, 0.000079
-1.260000, -0.650000, 0.000079
-1.260000, -0.600000, 0.000080
-1.260000, -0.550000, 0.000081
-1.260000, -0.500000, 0.000081
-1.260000, -0.450000, 0.000081
-1.260000, -0.400000, 0.000082
-1.260000, -0.350000, 0.000082
-1.260000, -0.300000, 0.000082
-1.260000, -0.250000, 0.000083
-1.260000, -0.200000, 0.000083
-1.260000, -0.150000, 0.000083
-1.260000, -0.100000, 0.000083
-1.260000, -0.050000, 0.000083
-1.260000, -0.000000, 0.000083
-1.260000, 0.050000, 0.000083
-1.260000, 0.100000, 0.000083
-1.260000, 0.150000, 0.000083
-1.260000, 0.200000, 0.000083
-1.260000, 0.250000, 0.000083
-1.260000, 0.300000, 0.000082
-1.260000, 0.350000, 0.000082
-1.260000, 0.400000, 0.000082
-1.260000, 0.450000, 0.000081
-1.260000, 0.500000, 0.000081
-1.260000, 0.550000, 0.000081
-1.260000, 0.600000, 0.000080
-1.260000, 0.650000, 0.000079
-1.260000, 0.700000, 0.000079
-1.260000, 0.750000, 0.000078
-1.260000, 0.800000, 0.000078
-1.260000, 0.850000, 0.000077
-1.260000, 0.900000, 0.000076
-1.260000, 0.950000, 0.000076
-1.260000, 1.000000, 0.000075
-1.260000, 1.050000, 0.000074
-1.260000, 1.100000, 0.000073
-1.260000, 1.150000, 0.000073
-1.260000, 1.200000, 0.000072
-1.260000, 1.250000, 0.000071
-1.260000, 1.300000, 0.000070
-1.260000, 1.350000, 0.000070
-1.260000, 1.400000, 0.000069
-1.260000, 1.450000, 0.000068
-1.260000, 1.500000, 0.000067
-1.260000, 1.550000, 0.000067
-1.260000, 1.600000, 0.000066
-1.260000, 1.650000, 0.000065
-1.260000, 1.700000, 0.000064
-1.260000, 1.750000, 0.000064
-1.260000, 1.800000, 0.000063
-1.260000, 1.850000, 0.000062
-1.260000, 1.900000, 0.000062
-1.260000, 1.950000, 0.000061
-1.260000, 2.000000, 0.000060
-1.260000, 2.050000, 0.000060
-1.260000, 2.100000, 0.000059
-1.260000, 2.150000, 0.000059
-1.260000, 2.200000, 0.000058
-1.260000, 2.250000, 0.000058
-1.260000, 2.300000, 0.000057
-1.260000, 2.350000, 0.000057
-1.260000, 2.400000, 0.000056
-1.260000, 2.450000, 0.000056
-1.260000, 2.500000, 0.000055
-1.232000, -2.500000, 0.000056
-1.232000, -2.450000, 0.000056
-1.232000, -2.400000, 0.000057
