phi,Ridge,Jet
-1.1781,0.00309749,0
-1.15454,0.00321436,0
-1.13097,0.0033354,0
-1.10741,0.00346065,0
-1.08385,0.00359019,0
-1.06029,0.00372403,1.97626e-323
-1.03673,0.0038622,2.50115e-318
-1.01316,0.00400473,3.94111e-314
-0.989601,0.0041516,4.97255e-310
-0.96604,0.00430279,5.02397e-306
-0.942478,0.00445828,4.06464e-302
-0.918916,0.00461798,2.63333e-298
-0.895354,0.00478184,1.36614e-294
-0.871792,0.00494974,5.67534e-291
-0.84823,0.00512156,1.88797e-287
-0.824668,0.00529713,5.0293e-284
-0.801106,0.00547628,1.07282e-280
-0.777544,0.00565879,1.83253e-277
-0.753982,0.00584442,2.50659e-274
-0.73042,0.00603289,2.74551e-271
-0.706858,0.00622388,2.40807e-268
-0.683296,0.00641706,1.69131e-265
-0.659734,0.00661203,9.51223e-263
-0.636172,0.0068084,4.284e-260
-0.61261,0.00700569,1.54498e-257
-0.589048,0.00720344,4.46174e-255
-0.565487,0.00740111,1.03179e-252
-0.541925,0.00759815,1.91067e-250
-0.518363,0.00779398,2.83327e-248
-0.494801,0.00798798,3.36431e-246
-0.471239,0.0081795,3.19897e-244
-0.447677,0.00836789,2.43574e-242
-0.424115,0.00855245,1.48511e-240
-0.400553,0.00873248,7.25094e-239
-0.376991,0.00890727,2.83489e-237
-0.353429,0.0090761,8.87532e-236
-0.329867,0.00923823,2.22504e-234
-0.306305,0.00939297,4.46684e-233
-0.282743,0.00953959,7.18072e-232
-0.259181,0.00967741,9.24363e-231
-0.235619,0.00980577,9.52849e-230
-0.212057,0.00992403,7.86523e-229
-0.188496,0.0100316,5.19883e-228
-0.164934,0.0101279,2.75174e-227
-0.141372,0.0102124,1.16631e-226
-0.11781,0.0102848,3.95848e-226
-0.0942478,0.0103445,1.07584e-225
-0.0706858,0.0103913,2.3414e-225
-0.0471239,0.0104249,4.08047e-225
-0.0235619,0.0104452,5.69443e-225
2.15106e-16,0.0104519,6.36351e-225
0.0235619,0.0104452,5.69443e-225
0.0471239,0.0104249,4.08047e-225
0.0706858,0.0103913,2.3414e-225
0.0942478,0.0103445,1.07584e-225
0.11781,0.0102848,3.95848e-226
0.141372,0.0102124,1.16631e-226
0.164934,0.0101279,2.75174e-227
0.188496,0.0100316,5.19883e-228
0.212057,0.00992403,7.86523e-229
0.235619,0.00980577,9.52849e-230
0.259181,0.00967741,9.24363e-231
0.282743,0.00953959,7.18072e-232
0.306305,0.00939297,4.46684e-233
0.329867,0.00923823,2.22504e-234
0.353429,0.0090761,8.87532e-236
0.376991,0.00890727,2.83489e-237
0.400553,0.00873248,7.25094e-239
0.424115,0.00855245,1.48511e-240
0.447677,0.00836789,2.43574e-242
0.471239,0.0081795,3.19897e-244
0.494801,0.00798798,3.36431e-246
0.518363,0.00779398,2.83327e-248
0.541925,0.00759815,1.91067e-250
0.565487,0.00740111,1.03179e-252
0.589049,0.00720344,4.46174e-255
0.61261,0.00700569,1.54498e-257
0.636172,0.0068084,4.284e-260
0.659734,0.00661203,9.51223e-263
0.683296,0.00641706,1.69131e-265
0.706858,0.00622388,2.40807e-268
0.73042,0.00603289,2.74551e-271
0.753982,0.00584442,2.50659e-274
0.777544,0.00565879,1.83253e-277
0.801106,0.00547628,1.07282e-280
0.824668,0.00529713,5.0293e-284
0.84823,0.00512156,1.88797e-287
0.871792,0.00494974,5.67534e-291
0.895354,0.00478184,1.36614e-294
0.918916,0.00461798,2.63333e-298
0.942478,0.00445828,4.06464e-302
0.96604,0.00430279,5.02397e-306
0.989601,0.0041516,4.97255e-310
1.01316,0.00400473,3.94111e-314
1.03673,0.0038622,2.50115e-318
1.06029,0.00372403,1.97626e-323
1.08385,0.00359019,0
1.10741,0.00346065,0
1.13097,0.0033354,0
1.15454,0.00321436,0
1.1781,0.00309749,0
