phi,Ridge,Jet
-1.1781,0.00514012,0
-1.15454,0.0053456,0
-1.13097,0.00555992,0
-1.10741,0.00578339,0
-1.08385,0.00601631,0
-1.06029,0.00625895,1.45749e-321
-1.03673,0.00651161,3.13619e-317
-1.01316,0.00677455,4.92481e-313
-0.989601,0.00704803,6.1932e-309
-0.96604,0.0073323,6.23709e-305
-0.942478,0.00762759,5.03024e-301
-0.918916,0.00793409,3.24891e-297
-0.895354,0.00825197,1.68045e-293
-0.871792,0.00858137,6.96074e-290
-0.84823,0.0089224,2.30901e-286
-0.824668,0.00927512,6.1339e-283
-0.801106,0.00963951,1.30493e-279
-0.777544,0.0100155,2.22321e-276
-0.753982,0.0104031,3.03328e-273
-0.73042,0.010802,3.31426e-270
-0.706858,0.0112119,2.90002e-267
-0.683296,0.0116326,2.03215e-264
-0.659734,0.0120635,1.14038e-261
-0.636172,0.0125041,5.12491e-259
-0.61261,0.0129537,1.84443e-256
-0.589048,0.0134115,5.31594e-254
-0.565487,0.0138765,1.22698e-251
-0.541925,0.0143478,2.26796e-249
-0.518363,0.0148241,3.35718e-247
-0.494801,0.0153039,3.97974e-245
-0.471239,0.0157857,3.77811e-243
-0.447677,0.0162679,2.87233e-241
-0.424115,0.0167485,1.74878e-239
-0.400553,0.0172254,8.52663e-238
-0.376991,0.0176965,3.32935e-236
-0.353429,0.0181594,1.04107e-234
-0.329867,0.0186115,2.60702e-233
-0.306305,0.0190502,5.22815e-232
-0.282743,0.0194727,8.39638e-231
-0.259181,0.0198761,1.07988e-229
-0.235619,0.0202574,1.11225e-228
-0.212057,0.0206138,9.17418e-228
-0.188496,0.0209424,6.06001e-227
-0.164934,0.0212402,3.20568e-226
-0.141372,0.0215046,1.35802e-225
-0.11781,0.0217331,4.60717e-225
-0.0942478,0.0219233,1.25171e-224
-0.0706858,0.0220735,2.72339e-224
-0.0471239,0.0221819,4.74525e-224
-0.0235619,0.0222474,6.62138e-224
2.15106e-16,0.0222693,7.39909e-224
0.0235619,0.0222474,6.62138e-224
0.0471239,0.0221819,4.74525e-224
0.0706858,0.0220735,2.72339e-224
0.0942478,0.0219233,1.25171e-224
0.11781,0.0217331,4.60717e-225
0.141372,0.0215046,1.35802e-225
0.164934,0.0212402,3.20568e-226
0.188496,0.0209424,6.06001e-227
0.212057,0.0206138,9.17418e-228
0.235619,0.0202574,1.11225e-228
0.259181,0.0198761,1.07988e-229
0.282743,0.0194727,8.39638e-231
0.306305,0.0190502,5.22815e-232
0.329867,0.0186115,2.60702e-233
0.353429,0.0181594,1.04107e-234
0.376991,0.0176965,3.32935e-236
0.400553,0.0172254,8.52663e-238
0.424115,0.0167485,1.74878e-239
0.447677,0.0162679,2.87233e-241
0.471239,0.0157857,3.77811e-243
0.494801,0.0153039,3.97974e-245
0.518363,0.0148241,3.35718e-247
0.541925,0.0143478,2.26796e-249
0.565487,0.0138765,1.22698e-251
0.589049,0.0134115,5.31594e-254
0.61261,0.0129537,1.84443e-256
0.636172,0.0125041,5.12491e-259
0.659734,0.0120635,1.14038e-261
0.683296,0.0116326,2.03215e-264
0.706858,0.0112119,2.90002e-267
0.73042,0.010802,3.31426e-270
0.753982,0.0104031,3.03328e-273
0.777544,0.0100155,2.22321e-276
0.801106,0.00963951,1.30493e-279
0.824668,0.00927512,6.1339e-283
0.84823,0.0089224,2.30901e-286
0.871792,0.00858137,6.96074e-290
0.895354,0.00825197,1.68045e-293
0.918916,0.00793409,3.24891e-297
0.942478,0.00762759,5.03024e-301
0.96604,0.0073323,6.23709e-305
0.989601,0.00704803,6.1932e-309
1.01316,0.00677455,4.92481e-313
1.03673,0.00651161,3.13619e-317
1.06029,0.00625895,1.45749e-321
1.08385,0.00601631,0
1.10741,0.00578339,0
1.13097,0.00555992,0
1.15454,0.0053456,0
1.1781,0.00514012,0
