phi,ALICE,CMS
-1.28,0.00422345,0.00419191
-1.2544,0.00443768,0.00439837
-1.2288,0.00466398,0.00461622
-1.2032,0.00490297,0.00484604
-1.1776,0.0051553,0.00508843
-1.152,0.00542162,0.00534399
-1.1264,0.00570262,0.00561334
-1.1008,0.00599897,0.00589713
-1.0752,0.0063114,0.006196
-1.0496,0.00664061,0.0065106
-1.024,0.00698731,0.0068416
-0.9984,0.00735223,0.00718964
-0.9728,0.00773608,0.00755538
-0.9472,0.00813955,0.00793945
-0.9216,0.00856332,0.00834247
-0.896,0.00900805,0.00876503
-0.8704,0.00947434,0.00920768
-0.8448,0.00996277,0.00967093
-0.8192,0.0104738,0.0101552
-0.7936,0.011008,0.010661
-0.768,0.0115655,0.0111884
-0.7424,0.0121467,0.0117378
-0.7168,0.0127515,0.0123092
-0.6912,0.0133801,0.0129024
-0.6656,0.0140322,0.0135175
-0.64,0.0147074,0.0141538
-0.6144,0.0154051,0.0148108
-0.5888,0.0161243,0.0154878
-0.5632,0.0168641,0.0161836
-0.5376,0.0176229,0.0168968
-0.512,0.0183989,0.0176259
-0.4864,0.0191902,0.0183688
-0.4608,0.0199941,0.0191232
-0.4352,0.0208077,0.0198863
-0.4096,0.0216276,0.0206549
-0.384,0.02245,0.0214255
-0.3584,0.0232705,0.022194
-0.3328,0.0240841,0.0229558
-0.3072,0.0248854,0.0237059
-0.2816,0.0256685,0.0244385
-0.256,0.0264267,0.0251477
-0.2304,0.0271528,0.0258267
-0.2048,0.0278391,0.0264684
-0.1792,0.0284773,0.027065
-0.1536,0.0290587,0.0276084
-0.128,0.029574,0.02809
-0.1024,0.0300138,0.0285009
-0.0768,0.0303686,0.0288325
-0.0512,0.0306298,0.0290765
-0.0256,0.0307899,0.0292261
-6.245e-17,0.0308439,0.0292766
0.0256,0.0307899,0.0292261
0.0512,0.0306298,0.0290765
0.0768,0.0303686,0.0288325
0.1024,0.0300138,0.0285009
0.128,0.029574,0.02809
0.1536,0.0290587,0.0276084
0.1792,0.0284773,0.027065
0.2048,0.0278391,0.0264684
0.2304,0.0271528,0.0258267
0.256,0.0264267,0.0251477
0.2816,0.0256685,0.0244385
0.3072,0.0248854,0.0237059
0.3328,0.0240841,0.0229558
0.3584,0.0232705,0.022194
0.384,0.02245,0.0214255
0.4096,0.0216276,0.0206549
0.4352,0.0208077,0.0198863
0.4608,0.0199941,0.0191232
0.4864,0.0191902,0.0183688
0.512,0.0183989,0.0176259
0.5376,0.0176229,0.0168968
0.5632,0.0168641,0.0161836
0.5888,0.0161243,0.0154878
0.6144,0.0154051,0.0148108
0.64,0.0147074,0.0141538
0.6656,0.0140322,0.0135175
0.6912,0.0133801,0.0129024
0.7168,0.0127515,0.0123092
0.7424,0.0121467,0.0117378
0.768,0.0115655,0.0111884
0.7936,0.011008,0.010661
0.8192,0.0104738,0.0101552
0.8448,0.00996277,0.00967093
0.8704,0.00947434,0.00920768
0.896,0.00900805,0.00876503
0.9216,0.00856332,0.00834247
0.9472,0.00813955,0.00793945
0.9728,0.00773608,0.00755538
0.9984,0.00735223,0.00718964
1.024,0.00698731,0.0068416
1.0496,0.00664061,0.0065106
1.0752,0.0063114,0.006196
1.1008,0.00599897,0.00589713
1.1264,0.00570262,0.00561334
1.152,0.00542162,0.00534399
1.1776,0.0051553,0.00508843
1.2032,0.00490297,0.00484604
1.2288,0.00466398,0.00461622
1.2544,0.00443768,0.00439837
1.28,0.00422345,0.00419191
