phi,dN/dphi
-1.18,0.00387664
-1.175,0.00390562
-1.17,0.00393487
-1.165,0.00396441
-1.16,0.00399424
-1.155,0.00402436
-1.15,0.00405476
-1.145,0.00408547
-1.14,0.00411647
-1.135,0.00414777
-1.13,0.00417938
-1.125,0.0042113
-1.12,0.00424352
-1.115,0.00427607
-1.11,0.00430892
-1.105,0.0043421
-1.1,0.00437561
-1.095,0.00440944
-1.09,0.0044436
-1.085,0.00447809
-1.08,0.00451292
-1.075,0.0045481
-1.07,0.00458362
-1.065,0.00461948
-1.06,0.0046557
-1.055,0.00469227
-1.05,0.0047292
-1.045,0.00476649
-1.04,0.00480415
-1.035,0.00484218
-1.03,0.00488059
-1.025,0.00491937
-1.02,0.00495853
-1.015,0.00499807
-1.01,0.00503801
-1.005,0.00507833
-1,0.00511906
-0.995,0.00516018
-0.99,0.00520171
-0.985,0.00524365
-0.98,0.005286
-0.975,0.00532877
-0.97,0.00537196
-0.965,0.00541557
-0.96,0.00545962
-0.955,0.00550409
-0.95,0.00554901
-0.945,0.00559436
-0.94,0.00564017
-0.935,0.00568642
-0.93,0.00573313
-0.925,0.0057803
-0.92,0.00582793
-0.915,0.00587604
-0.91,0.00592461
-0.905,0.00597366
-0.9,0.0060232
-0.895,0.00607322
-0.89,0.00612373
-0.885,0.00617474
-0.88,0.00622625
-0.875,0.00627826
-0.87,0.00633079
-0.865,0.00638383
-0.86,0.00643739
-0.855,0.00649147
-0.85,0.00654608
-0.845,0.00660122
-0.84,0.00665691
-0.835,0.00671313
-0.83,0.00676991
-0.825,0.00682724
-0.82,0.00688512
-0.815,0.00694357
-0.81,0.00700259
-0.805,0.00706217
-0.8,0.00712234
-0.795,0.00718309
-0.79,0.00724442
-0.785,0.00730635
-0.78,0.00736887
-0.775,0.007432
-0.77,0.00749573
-0.765,0.00756007
-0.76,0.00762503
-0.755,0.00769062
-0.75,0.00775682
-0.745,0.00782366
-0.74,0.00789114
-0.735,0.00795925
-0.73,0.00802801
-0.725,0.00809742
-0.72,0.00816748
-0.715,0.00823821
-0.71,0.00830959
-0.705,0.00838165
-0.7,0.00845438
-0.695,0.00852778
-0.69,0.00860187
-0.685,0.00867665
-0.68,0.00875211
-0.675,0.00882827
-0.67,0.00890513
-0.665,0.00898269
-0.66,0.00906096
-0.655,0.00913993
-0.65,0.00921963
-0.645,0.00930004
-0.64,0.00938117
-0.635,0.00946303
-0.63,0.00954562
-0.625,0.00962894
-0.62,0.00971299
-0.615,0.00979779
-0.61,0.00988332
-0.605,0.0099696
-0.6,0.0100566
-0.595,0.0101444
-0.59,0.0102329
-0.585,0.0103222
-0.58,0.0104122
-0.575,0.010503
-0.57,0.0105946
-0.565,0.0106869
-0.56,0.01078
-0.555,0.0108738
-0.55,0.0109684
-0.545,0.0110637
-0.54,0.0111599
-0.535,0.0112568
-0.53,0.0113544
-0.525,0.0114528
-0.52,0.011552
-0.515,0.0116519
-0.51,0.0117526
-0.505,0.011854
-0.5,0.0119562
-0.495,0.0120592
-0.49,0.0121629
-0.485,0.0122673
-0.48,0.0123725
-0.475,0.0124784
-0.47,0.0125851
-0.465,0.0126924
-0.46,0.0128005
-0.455,0.0129093
-0.45,0.0130189
-0.445,0.0131291
-0.44,0.01324
-0.435,0.0133516
-0.43,0.0134639
-0.425,0.0135768
-0.42,0.0136904
-0.415,0.0138047
-0.41,0.0139196
-0.405,0.0140351
-0.4,0.0141512
-0.395,0.0142679
-0.39,0.0143852
-0.385,0.0145031
-0.38,0.0146216
-0.375,0.0147405
-0.37,0.01486
-0.365,0.0149801
-0.36,0.0151006
-0.355,0.0152215
-0.35,0.0153429
-0.345,0.0154648
-0.34,0.015587
-0.335,0.0157096
-0.33,0.0158326
-0.325,0.0159559
-0.32,0.0160795
-0.315,0.0162034
-0.31,0.0163275
-0.305,0.0164519
-0.3,0.0165764
-0.295,0.0167011
-0.29,0.016826
-0.285,0.0169509
-0.28,0.0170758
-0.275,0.0172008
-0.27,0.0173258
-0.265,0.0174506
-0.26,0.0175754
-0.255,0.0177
-0.25,0.0178245
-0.245,0.0179487
-0.24,0.0180726
-0.235,0.0181961
-0.23,0.0183193
-0.225,0.018442
-0.22,0.0185642
-0.215,0.0186858
-0.21,0.0188068
-0.205,0.0189271
-0.2,0.0190467
-0.195,0.0191655
-0.19,0.0192833
-0.185,0.0194002
-0.18,0.0195161
-0.175,0.0196309
-0.17,0.0197444
-0.165,0.0198567
-0.16,0.0199676
-0.155,0.0200771
-0.15,0.020185
-0.145,0.0202913
-0.14,0.0203958
-0.135,0.0204985
-0.13,0.0205992
-0.125,0.0206978
-0.12,0.0207943
-0.115,0.0208885
-0.11,0.0209802
-0.105,0.0210694
-0.1,0.0211559
-0.095,0.0212396
-0.09,0.0213203
-0.085,0.0213979
-0.08,0.0214723
-0.075,0.0215433
-0.07,0.0216106
-0.065,0.0216743
-0.06,0.0217341
-0.055,0.0217899
-0.05,0.0218414
-0.045,0.0218887
-0.04,0.0219314
-0.035,0.0219695
-0.03,0.0220028
-0.025,0.0220312
-0.02,0.0220546
-0.015,0.022073
-0.01,0.0220861
-0.005,0.022094
-2.95423e-15,-nan
0.005,0.022094
0.01,0.0220861
0.015,0.022073
0.02,0.0220546
0.025,0.0220312
0.03,0.0220028
0.035,0.0219695
0.04,0.0219314
0.045,0.0218887
0.05,0.0218414
0.055,0.0217899
0.06,0.0217341
0.065,0.0216743
0.07,0.0216106
0.075,0.0215433
0.08,0.0214723
0.085,0.0213979
0.09,0.0213203
0.095,0.0212396
0.1,0.0211559
0.105,0.0210694
0.11,0.0209802
0.115,0.0208885
0.12,0.0207943
0.125,0.0206978
0.13,0.0205992
0.135,0.0204985
0.14,0.0203958
0.145,0.0202913
0.15,0.020185
0.155,0.0200771
0.16,0.0199676
0.165,0.0198567
0.17,0.0197444
0.175,0.0196309
0.18,0.0195161
0.185,0.0194002
0.19,0.0192833
0.195,0.0191655
0.2,0.0190467
0.205,0.0189271
0.21,0.0188068
0.215,0.0186858
0.22,0.0185642
0.225,0.018442
0.23,0.0183193
0.235,0.0181961
0.24,0.0180726
0.245,0.0179487
0.25,0.0178245
0.255,0.0177
0.26,0.0175754
0.265,0.0174506
0.27,0.0173258
0.275,0.0172008
0.28,0.0170758
0.285,0.0169509
0.29,0.016826
0.295,0.0167011
0.3,0.0165764
0.305,0.0164519
0.31,0.0163275
0.315,0.0162034
0.32,0.0160795
0.325,0.0159559
0.33,0.0158326
0.335,0.0157096
0.34,0.015587
0.345,0.0154648
0.35,0.0153429
0.355,0.0152215
0.36,0.0151006
0.365,0.0149801
0.37,0.01486
0.375,0.0147405
0.38,0.0146216
0.385,0.0145031
0.39,0.0143852
0.395,0.0142679
0.4,0.0141512
0.405,0.0140351
0.41,0.0139196
0.415,0.0138047
0.42,0.0136904
0.425,0.0135768
0.43,0.0134639
0.435,0.0133516
0.44,0.01324
0.445,0.0131291
0.45,0.0130189
0.455,0.0129093
0.46,0.0128005
0.465,0.0126924
0.47,0.0125851
0.475,0.0124784
0.48,0.0123725
0.485,0.0122673
0.49,0.0121629
0.495,0.0120592
0.5,0.0119562
0.505,0.011854
0.51,0.0117526
0.515,0.0116519
0.52,0.011552
0.525,0.0114528
0.53,0.0113544
0.535,0.0112568
0.54,0.0111599
0.545,0.0110637
0.55,0.0109684
0.555,0.0108738
0.56,0.01078
0.565,0.0106869
0.57,0.0105946
0.575,0.010503
0.58,0.0104122
0.585,0.0103222
0.59,0.0102329
0.595,0.0101444
0.6,0.0100566
0.605,0.0099696
0.61,0.00988332
0.615,0.00979779
0.62,0.00971299
0.625,0.00962894
0.63,0.00954562
0.635,0.00946303
0.64,0.00938117
0.645,0.00930004
0.65,0.00921963
0.655,0.00913993
0.66,0.00906096
0.665,0.00898269
0.67,0.00890513
0.675,0.00882827
0.68,0.00875211
0.685,0.00867665
0.69,0.00860187
0.695,0.00852778
0.7,0.00845438
0.705,0.00838165
0.71,0.00830959
0.715,0.00823821
