phi,dN/dphi
-1.18,0.00466487
-1.175,0.00469581
-1.17,0.00472702
-1.165,0.00475849
-1.16,0.00479023
-1.155,0.00482224
-1.15,0.00485453
-1.145,0.00488709
-1.14,0.00491993
-1.135,0.00495306
-1.13,0.00498646
-1.125,0.00502016
-1.12,0.00505414
-1.115,0.00508841
-1.11,0.00512298
-1.105,0.00515784
-1.1,0.005193
-1.095,0.00522845
-1.09,0.00526422
-1.085,0.00530028
-1.08,0.00533666
-1.075,0.00537334
-1.07,0.00541034
-1.065,0.00544766
-1.06,0.00548529
-1.055,0.00552324
-1.05,0.00556152
-1.045,0.00560012
-1.04,0.00563905
-1.035,0.00567831
-1.03,0.0057179
-1.025,0.00575783
-1.02,0.0057981
-1.015,0.00583871
-1.01,0.00587966
-1.005,0.00592096
-1,0.00596261
-0.995,0.00600461
-0.99,0.00604696
-0.985,0.00608968
-0.98,0.00613275
-0.975,0.00617618
-0.97,0.00621998
-0.965,0.00626415
-0.96,0.00630869
-0.955,0.0063536
-0.95,0.00639888
-0.945,0.00644455
-0.94,0.0064906
-0.935,0.00653703
-0.93,0.00658384
-0.925,0.00663105
-0.92,0.00667865
-0.915,0.00672664
-0.91,0.00677503
-0.905,0.00682381
-0.9,0.00687301
-0.895,0.0069226
-0.89,0.0069726
-0.885,0.00702302
-0.88,0.00707384
-0.875,0.00712508
-0.87,0.00717674
-0.865,0.00722882
-0.86,0.00728133
-0.855,0.00733425
-0.85,0.00738761
-0.845,0.00744139
-0.84,0.00749561
-0.835,0.00755027
-0.83,0.00760536
-0.825,0.00766089
-0.82,0.00771686
-0.815,0.00777328
-0.81,0.00783014
-0.805,0.00788745
-0.8,0.00794521
-0.795,0.00800343
-0.79,0.0080621
-0.785,0.00812123
-0.78,0.00818081
-0.775,0.00824086
-0.77,0.00830137
-0.765,0.00836235
-0.76,0.00842379
-0.755,0.0084857
-0.75,0.00854808
-0.745,0.00861093
-0.74,0.00867426
-0.735,0.00873806
-0.73,0.00880233
-0.725,0.00886708
-0.72,0.00893231
-0.715,0.00899802
-0.71,0.00906421
-0.705,0.00913088
-0.7,0.00919804
-0.695,0.00926568
-0.69,0.0093338
-0.685,0.0094024
-0.68,0.00947149
-0.675,0.00954107
-0.67,0.00961113
-0.665,0.00968167
-0.66,0.0097527
-0.655,0.00982422
-0.65,0.00989622
-0.645,0.00996871
-0.64,0.0100417
-0.635,0.0101151
-0.63,0.0101891
-0.625,0.0102635
-0.62,0.0103384
-0.615,0.0104138
-0.61,0.0104896
-0.605,0.010566
-0.6,0.0106428
-0.595,0.0107201
-0.59,0.0107978
-0.585,0.0108761
-0.58,0.0109547
-0.575,0.0110339
-0.57,0.0111135
-0.565,0.0111936
-0.56,0.0112741
-0.555,0.0113551
-0.55,0.0114365
-0.545,0.0115184
-0.54,0.0116007
-0.535,0.0116834
-0.53,0.0117666
-0.525,0.0118502
-0.52,0.0119342
-0.515,0.0120186
-0.51,0.0121034
-0.505,0.0121886
-0.5,0.0122743
-0.495,0.0123603
-0.49,0.0124467
-0.485,0.0125334
-0.48,0.0126206
-0.475,0.0127081
-0.47,0.0127959
-0.465,0.0128841
-0.46,0.0129726
-0.455,0.0130614
-0.45,0.0131506
-0.445,0.01324
-0.44,0.0133298
-0.435,0.0134198
-0.43,0.0135101
-0.425,0.0136006
-0.42,0.0136914
-0.415,0.0137824
-0.41,0.0138737
-0.405,0.0139651
-0.4,0.0140567
-0.395,0.0141486
-0.39,0.0142405
-0.385,0.0143327
-0.38,0.0144249
-0.375,0.0145173
-0.37,0.0146098
-0.365,0.0147023
-0.36,0.014795
-0.355,0.0148876
-0.35,0.0149803
-0.345,0.015073
-0.34,0.0151657
-0.335,0.0152583
-0.33,0.0153509
-0.325,0.0154434
-0.32,0.0155358
-0.315,0.0156281
-0.31,0.0157202
-0.305,0.0158122
-0.3,0.0159039
-0.295,0.0159955
-0.29,0.0160868
-0.285,0.0161778
-0.28,0.0162685
-0.275,0.0163589
-0.27,0.0164489
-0.265,0.0165385
-0.26,0.0166277
-0.255,0.0167164
-0.25,0.0168047
-0.245,0.0168924
-0.24,0.0169796
-0.235,0.0170661
-0.23,0.0171521
-0.225,0.0172374
-0.22,0.017322
-0.215,0.0174058
-0.21,0.0174889
-0.205,0.0175711
-0.2,0.0176525
-0.195,0.0177329
-0.19,0.0178125
-0.185,0.017891
-0.18,0.0179685
-0.175,0.0180449
-0.17,0.0181201
-0.165,0.0181942
-0.16,0.018267
-0.155,0.0183386
-0.15,0.0184088
-0.145,0.0184776
-0.14,0.0185449
-0.135,0.0186107
-0.13,0.018675
-0.125,0.0187376
-0.12,0.0187986
-0.115,0.0188578
-0.11,0.0189152
-0.105,0.0189707
-0.1,0.0190242
-0.095,0.0190757
-0.09,0.0191252
-0.085,0.0191725
-0.08,0.0192176
-0.075,0.0192604
-0.07,0.0193008
-0.065,0.0193388
-0.06,0.0193744
-0.055,0.0194073
-0.05,0.0194377
-0.045,0.0194654
-0.04,0.0194903
-0.035,0.0195124
-0.03,0.0195317
-0.025,0.0195482
-0.02,0.0195616
-0.015,0.0195722
-0.01,0.0195797
-0.005,0.0195842
-2.95423e-15,0.0195857
0.005,0.0195842
0.01,0.0195797
0.015,0.0195722
0.02,0.0195616
0.025,0.0195482
0.03,0.0195317
0.035,0.0195124
0.04,0.0194903
0.045,0.0194654
0.05,0.0194377
0.055,0.0194073
0.06,0.0193744
0.065,0.0193388
0.07,0.0193008
0.075,0.0192604
0.08,0.0192176
0.085,0.0191725
0.09,0.0191252
0.095,0.0190757
0.1,0.0190242
0.105,0.0189707
0.11,0.0189152
0.115,0.0188578
0.12,0.0187986
0.125,0.0187376
0.13,0.018675
0.135,0.0186107
0.14,0.0185449
0.145,0.0184776
0.15,0.0184088
0.155,0.0183386
0.16,0.018267
0.165,0.0181942
0.17,0.0181201
0.175,0.0180449
0.18,0.0179685
0.185,0.017891
0.19,0.0178125
0.195,0.0177329
0.2,0.0176525
0.205,0.0175711
0.21,0.0174889
0.215,0.0174058
0.22,0.017322
0.225,0.0172374
0.23,0.0171521
0.235,0.0170661
0.24,0.0169796
0.245,0.0168924
0.25,0.0168047
0.255,0.0167164
0.26,0.0166277
0.265,0.0165385
0.27,0.0164489
0.275,0.0163589
0.28,0.0162685
0.285,0.0161778
0.29,0.0160868
0.295,0.0159955
0.3,0.0159039
0.305,0.0158122
0.31,0.0157202
0.315,0.0156281
0.32,0.0155358
0.325,0.0154434
0.33,0.0153509
0.335,0.0152583
0.34,0.0151657
0.345,0.015073
0.35,0.0149803
0.355,0.0148876
0.36,0.014795
0.365,0.0147023
0.37,0.0146098
0.375,0.0145173
0.38,0.0144249
0.385,0.0143327
0.39,0.0142405
0.395,0.0141486
0.4,0.0140567
0.405,0.0139651
