phi,dN/dphi
-1.18,0.00501599
-1.175,0.00504926
-1.17,0.00508281
-1.165,0.00511665
-1.16,0.00515078
-1.155,0.00518521
-1.15,0.00521992
-1.145,0.00525494
-1.14,0.00529025
-1.135,0.00532587
-1.13,0.00536179
-1.125,0.00539802
-1.12,0.00543456
-1.115,0.00547141
-1.11,0.00550858
-1.105,0.00554606
-1.1,0.00558387
-1.095,0.00562199
-1.09,0.00566045
-1.085,0.00569923
-1.08,0.00573834
-1.075,0.00577779
-1.07,0.00581757
-1.065,0.0058577
-1.06,0.00589816
-1.055,0.00593897
-1.05,0.00598012
-1.045,0.00602163
-1.04,0.00606349
-1.035,0.00610571
-1.03,0.00614828
-1.025,0.00619121
-1.02,0.00623451
-1.015,0.00627818
-1.01,0.00632221
-1.005,0.00636662
-1,0.00641141
-0.995,0.00645657
-0.99,0.00650211
-0.985,0.00654804
-0.98,0.00659435
-0.975,0.00664106
-0.97,0.00668815
-0.965,0.00673564
-0.96,0.00678353
-0.955,0.00683183
-0.95,0.00688052
-0.945,0.00692962
-0.94,0.00697914
-0.935,0.00702906
-0.93,0.0070794
-0.925,0.00713016
-0.92,0.00718134
-0.915,0.00723294
-0.91,0.00728497
-0.905,0.00733743
-0.9,0.00739033
-0.895,0.00744366
-0.89,0.00749742
-0.885,0.00755163
-0.88,0.00760628
-0.875,0.00766138
-0.87,0.00771693
-0.865,0.00777293
-0.86,0.00782938
-0.855,0.00788629
-0.85,0.00794366
-0.845,0.0080015
-0.84,0.0080598
-0.835,0.00811856
-0.83,0.0081778
-0.825,0.00823751
-0.82,0.0082977
-0.815,0.00835836
-0.81,0.0084195
-0.805,0.00848113
-0.8,0.00854324
-0.795,0.00860584
-0.79,0.00866892
-0.785,0.0087325
-0.78,0.00879658
-0.775,0.00886114
-0.77,0.00892621
-0.765,0.00899177
-0.76,0.00905784
-0.755,0.00912441
-0.75,0.00919149
-0.745,0.00925907
-0.74,0.00932716
-0.735,0.00939576
-0.73,0.00946487
-0.725,0.0095345
-0.72,0.00960464
-0.715,0.00967529
-0.71,0.00974647
-0.705,0.00981816
-0.7,0.00989036
-0.695,0.00996309
-0.69,0.0100363
-0.685,0.0101101
-0.68,0.0101844
-0.675,0.0102592
-0.67,0.0103345
-0.665,0.0104104
-0.66,0.0104868
-0.655,0.0105637
-0.65,0.0106411
-0.645,0.010719
-0.64,0.0107975
-0.635,0.0108765
-0.63,0.010956
-0.625,0.011036
-0.62,0.0111166
-0.615,0.0111976
-0.61,0.0112792
-0.605,0.0113613
-0.6,0.0114439
-0.595,0.011527
-0.59,0.0116106
-0.585,0.0116947
-0.58,0.0117793
-0.575,0.0118644
-0.57,0.01195
-0.565,0.0120361
-0.56,0.0121227
-0.555,0.0122098
-0.55,0.0122973
-0.545,0.0123853
-0.54,0.0124738
-0.535,0.0125628
-0.53,0.0126522
-0.525,0.0127421
-0.52,0.0128324
-0.515,0.0129232
-0.51,0.0130144
-0.505,0.0131061
-0.5,0.0131981
-0.495,0.0132906
-0.49,0.0133835
-0.485,0.0134768
-0.48,0.0135705
-0.475,0.0136646
-0.47,0.013759
-0.465,0.0138539
-0.46,0.013949
-0.455,0.0140445
-0.45,0.0141404
-0.445,0.0142366
-0.44,0.0143331
-0.435,0.0144299
-0.43,0.0145269
-0.425,0.0146243
-0.42,0.0147219
-0.415,0.0148198
-0.41,0.0149179
-0.405,0.0150162
-0.4,0.0151148
-0.395,0.0152135
-0.39,0.0153124
-0.385,0.0154115
-0.38,0.0155107
-0.375,0.01561
-0.37,0.0157094
-0.365,0.015809
-0.36,0.0159085
-0.355,0.0160082
-0.35,0.0161078
-0.345,0.0162075
-0.34,0.0163072
-0.335,0.0164068
-0.33,0.0165063
-0.325,0.0166058
-0.32,0.0167052
-0.315,0.0168044
-0.31,0.0169035
-0.305,0.0170023
-0.3,0.017101
-0.295,0.0171994
-0.29,0.0172976
-0.285,0.0173955
-0.28,0.017493
-0.275,0.0175902
-0.27,0.017687
-0.265,0.0177833
-0.26,0.0178792
-0.255,0.0179746
-0.25,0.0180695
-0.245,0.0181639
-0.24,0.0182576
-0.235,0.0183507
-0.23,0.0184431
-0.225,0.0185348
-0.22,0.0186258
-0.215,0.0187159
-0.21,0.0188052
-0.205,0.0188937
-0.2,0.0189812
-0.195,0.0190677
-0.19,0.0191532
-0.185,0.0192376
-0.18,0.0193209
-0.175,0.0194031
-0.17,0.019484
-0.165,0.0195636
-0.16,0.019642
-0.155,0.0197189
-0.15,0.0197944
-0.145,0.0198683
-0.14,0.0199408
-0.135,0.0200116
-0.13,0.0200807
-0.125,0.020148
-0.12,0.0202135
-0.115,0.0202772
-0.11,0.0203389
-0.105,0.0203986
-0.1,0.0204561
-0.095,0.0205115
-0.09,0.0205647
-0.085,0.0206156
-0.08,0.0206641
-0.075,0.0207101
-0.07,0.0207536
-0.065,0.0207944
-0.06,0.0208327
-0.055,0.0208681
-0.05,0.0209007
-0.045,0.0209305
-0.04,0.0209573
-0.035,0.0209811
-0.03,0.0210019
-0.025,0.0210195
-0.02,0.021034
-0.015,0.0210453
-0.01,0.0210534
-0.005,0.0210583
-2.95423e-15,0.0210599
0.005,0.0210583
0.01,0.0210534
0.015,0.0210453
0.02,0.021034
0.025,0.0210195
0.03,0.0210019
0.035,0.0209811
0.04,0.0209573
0.045,0.0209305
0.05,0.0209007
0.055,0.0208681
0.06,0.0208327
0.065,0.0207944
0.07,0.0207536
0.075,0.0207101
0.08,0.0206641
0.085,0.0206156
0.09,0.0205647
0.095,0.0205115
0.1,0.0204561
0.105,0.0203986
0.11,0.0203389
0.115,0.0202772
0.12,0.0202135
0.125,0.020148
0.13,0.0200807
0.135,0.0200116
0.14,0.0199408
0.145,0.0198683
0.15,0.0197944
0.155,0.0197189
0.16,0.019642
0.165,0.0195636
0.17,0.019484
0.175,0.0194031
0.18,0.0193209
0.185,0.0192376
0.19,0.0191532
0.195,0.0190677
0.2,0.0189812
0.205,0.0188937
0.21,0.0188052
0.215,0.0187159
0.22,0.0186258
0.225,0.0185348
0.23,0.0184431
0.235,0.0183507
0.24,0.0182576
0.245,0.0181639
0.25,0.0180695
0.255,0.0179746
0.26,0.0178792
0.265,0.0177833
0.27,0.017687
0.275,0.0175902
0.28,0.017493
0.285,0.0173955
0.29,0.0172976
0.295,0.0171994
0.3,0.017101
0.305,0.0170023
0.31,0.0169035
0.315,0.0168044
0.32,0.0167052
0.325,0.0166058
0.33,0.0165063
0.335,0.0164068
0.34,0.0163072
0.345,0.0162075
0.35,0.0161078
0.355,0.0160082
0.36,0.0159085
0.365,0.015809
0.37,0.0157094
0.375,0.01561
0.38,0.0155107
0.385,0.0154115
0.39,0.0153124
0.395,0.0152135
0.4,0.0151148
0.405,0.0150162
0.41,0.0149179
0.415,0.0148198
0.42,0.0147219
0.425,0.0146243
0.43,0.0145269
0.435,0.0144299
0.44,0.0143331
0.445,0.0142366
0.45,0.0141404
0.455,0.0140445
0.46,0.013949
0.465,0.0138539
0.47,0.013759
0.475,0.0136646
0.48,0.0135705
0.485,0.0134768
0.49,0.0133835
0.495,0.0132906
0.5,0.0131981
0.505,0.0131061
0.51,0.0130144
0.515,0.0129232
0.52,0.0128324
0.525,0.0127421
0.53,0.0126522
0.535,0.0125628
0.54,0.0124738
0.545,0.0123853
0.55,0.0122973
0.555,0.0122098
0.56,0.0121227
0.565,0.0120361
0.57,0.01195
0.575,0.0118644
0.58,0.0117793
0.585,0.0116947
0.59,0.0116106
0.595,0.011527
0.6,0.0114439
0.605,0.0113613
0.61,0.0112792
0.615,0.0111976
0.62,0.0111166
0.625,0.011036
0.63,0.010956
0.635,0.0108765
0.64,0.0107975
0.645,0.010719
0.65,0.0106411
0.655,0.0105637
0.66,0.0104868
0.665,0.0104104
0.67,0.0103345
0.675,0.0102592
0.68,0.0101844
0.685,0.0101101
0.69,0.0100363
0.695,0.00996309
0.7,0.00989036
0.705,0.00981816
0.71,0.00974647
0.715,0.00967529
0.72,0.00960464
0.725,0.0095345
0.73,0.00946487
0.735,0.00939576
0.74,0.00932716
0.745,0.00925907
0.75,0.00919149
0.755,0.00912441
0.76,0.00905784
0.765,0.00899177
0.77,0.00892621
0.775,0.00886114
0.78,0.00879658
0.785,0.0087325
0.79,0.00866892
0.795,0.00860584
0.8,0.00854324
0.805,0.00848113
0.81,0.0084195
0.815,0.00835836
0.82,0.0082977
0.825,0.00823751
0.83,0.0081778
0.835,0.00811856
0.84,0.0080598
0.845,0.0080015
0.85,0.00794366
0.855,0.00788629
0.86,0.00782938
0.865,0.00777293
0.87,0.00771693
0.875,0.00766138
0.88,0.00760628
0.885,0.00755163
0.89,0.00749742
0.895,0.00744366
0.9,0.00739033
0.905,0.00733743
0.91,0.00728497
0.915,0.00723294
0.92,0.00718134
0.925,0.00713016
0.93,0.0070794
0.935,0.00702906
0.94,0.00697914
0.945,0.00692962
0.95,0.00688052
0.955,0.00683183
0.96,0.00678353
