phi,dN/dphi
-1.18,0.00401279
-1.175,0.00403941
-1.17,0.00406625
-1.165,0.00409332
-1.16,0.00412063
-1.155,0.00414816
-1.15,0.00417594
-1.145,0.00420395
-1.14,0.0042322
-1.135,0.00426069
-1.13,0.00428943
-1.125,0.00431842
-1.12,0.00434765
-1.115,0.00437713
-1.11,0.00440686
-1.105,0.00443685
-1.1,0.00446709
-1.095,0.00449759
-1.09,0.00452836
-1.085,0.00455938
-1.08,0.00459067
-1.075,0.00462223
-1.07,0.00465406
-1.065,0.00468616
-1.06,0.00471853
-1.055,0.00475117
-1.05,0.0047841
-1.045,0.0048173
-1.04,0.00485079
-1.035,0.00488456
-1.03,0.00491862
-1.025,0.00495297
-1.02,0.00498761
-1.015,0.00502254
-1.01,0.00505777
-1.005,0.0050933
-1,0.00512913
-0.995,0.00516526
-0.99,0.00520169
-0.985,0.00523843
-0.98,0.00527548
-0.975,0.00531285
-0.97,0.00535052
-0.965,0.00538852
-0.96,0.00542683
-0.955,0.00546546
-0.95,0.00550442
-0.945,0.0055437
-0.94,0.00558331
-0.935,0.00562325
-0.93,0.00566352
-0.925,0.00570413
-0.92,0.00574507
-0.915,0.00578635
-0.91,0.00582798
-0.905,0.00586995
-0.9,0.00591226
-0.895,0.00595493
-0.89,0.00599794
-0.885,0.00604131
-0.88,0.00608503
-0.875,0.00612911
-0.87,0.00617354
-0.865,0.00621834
-0.86,0.00626351
-0.855,0.00630903
-0.85,0.00635493
-0.845,0.0064012
-0.84,0.00644784
-0.835,0.00649485
-0.83,0.00654224
-0.825,0.00659001
-0.82,0.00663816
-0.815,0.00668669
-0.81,0.0067356
-0.805,0.0067849
-0.8,0.00683459
-0.795,0.00688467
-0.79,0.00693514
-0.785,0.006986
-0.78,0.00703726
-0.775,0.00708891
-0.77,0.00714097
-0.765,0.00719342
-0.76,0.00724627
-0.755,0.00729953
-0.75,0.00735319
-0.745,0.00740725
-0.74,0.00746173
-0.735,0.00751661
-0.73,0.0075719
-0.725,0.0076276
-0.72,0.00768371
-0.715,0.00774024
-0.71,0.00779717
-0.705,0.00785452
-0.7,0.00791229
-0.695,0.00797047
-0.69,0.00802907
-0.685,0.00808809
-0.68,0.00814752
-0.675,0.00820737
-0.67,0.00826764
-0.665,0.00832832
-0.66,0.00838942
-0.655,0.00845094
-0.65,0.00851288
-0.645,0.00857524
-0.64,0.00863801
-0.635,0.00870119
-0.63,0.0087648
-0.625,0.00882882
-0.62,0.00889325
-0.615,0.00895809
-0.61,0.00902335
-0.605,0.00908901
-0.6,0.00915509
-0.595,0.00922157
-0.59,0.00928845
-0.585,0.00935574
-0.58,0.00942343
-0.575,0.00949152
-0.57,0.00956001
-0.565,0.00962889
-0.56,0.00969816
-0.555,0.00976781
-0.55,0.00983785
-0.545,0.00990827
-0.54,0.00997907
-0.535,0.0100502
-0.53,0.0101218
-0.525,0.0101937
-0.52,0.010266
-0.515,0.0103386
-0.51,0.0104115
-0.505,0.0104849
-0.5,0.0105585
-0.495,0.0106325
-0.49,0.0107068
-0.485,0.0107815
-0.48,0.0108564
-0.475,0.0109317
-0.47,0.0110072
-0.465,0.0110831
-0.46,0.0111592
-0.455,0.0112356
-0.45,0.0113123
-0.445,0.0113893
-0.44,0.0114665
-0.435,0.0115439
-0.43,0.0116216
-0.425,0.0116994
-0.42,0.0117775
-0.415,0.0118558
-0.41,0.0119343
-0.405,0.012013
-0.4,0.0120918
-0.395,0.0121708
-0.39,0.0122499
-0.385,0.0123292
-0.38,0.0124085
-0.375,0.012488
-0.37,0.0125676
-0.365,0.0126472
-0.36,0.0127268
-0.355,0.0128065
-0.35,0.0128863
-0.345,0.012966
-0.34,0.0130457
-0.335,0.0131254
-0.33,0.0132051
-0.325,0.0132846
-0.32,0.0133641
-0.315,0.0134435
-0.31,0.0135228
-0.305,0.0136019
-0.3,0.0136808
-0.295,0.0137596
-0.29,0.0138381
-0.285,0.0139164
-0.28,0.0139944
-0.275,0.0140721
-0.27,0.0141496
-0.265,0.0142267
-0.26,0.0143034
-0.255,0.0143797
-0.25,0.0144556
-0.245,0.0145311
-0.24,0.0146061
-0.235,0.0146806
-0.23,0.0147545
-0.225,0.0148279
-0.22,0.0149006
-0.215,0.0149727
-0.21,0.0150442
-0.205,0.0151149
-0.2,0.0151849
-0.195,0.0152541
-0.19,0.0153226
-0.185,0.0153901
-0.18,0.0154567
-0.175,0.0155225
-0.17,0.0155872
-0.165,0.0156509
-0.16,0.0157136
-0.155,0.0157751
-0.15,0.0158355
-0.145,0.0158947
-0.14,0.0159526
-0.135,0.0160092
-0.13,0.0160645
-0.125,0.0161184
-0.12,0.0161708
-0.115,0.0162218
-0.11,0.0162711
-0.105,0.0163188
-0.1,0.0163649
-0.095,0.0164092
-0.09,0.0164518
-0.085,0.0164925
-0.08,0.0165312
-0.075,0.0165681
-0.07,0.0166029
-0.065,0.0166356
-0.06,0.0166661
-0.055,0.0166945
-0.05,0.0167206
-0.045,0.0167444
-0.04,0.0167659
-0.035,0.0167849
-0.03,0.0168015
-0.025,0.0168156
-0.02,0.0168272
-0.015,0.0168363
-0.01,0.0168428
-0.005,0.0168466
-2.95423e-15,0.0168479
0.005,0.0168466
0.01,0.0168428
0.015,0.0168363
0.02,0.0168272
0.025,0.0168156
0.03,0.0168015
0.035,0.0167849
0.04,0.0167659
0.045,0.0167444
0.05,0.0167206
0.055,0.0166945
0.06,0.0166661
0.065,0.0166356
0.07,0.0166029
0.075,0.0165681
0.08,0.0165312
0.085,0.0164925
0.09,0.0164518
0.095,0.0164092
0.1,0.0163649
0.105,0.0163188
0.11,0.0162711
0.115,0.0162218
0.12,0.0161708
0.125,0.0161184
0.13,0.0160645
0.135,0.0160092
0.14,0.0159526
0.145,0.0158947
0.15,0.0158355
0.155,0.0157751
0.16,0.0157136
0.165,0.0156509
0.17,0.0155872
0.175,0.0155225
0.18,0.0154567
0.185,0.0153901
0.19,0.0153226
0.195,0.0152541
0.2,0.0151849
0.205,0.0151149
0.21,0.0150442
0.215,0.0149727
0.22,0.0149006
0.225,0.0148279
0.23,0.0147545
