phi,dN/dphi
-1.18,0.00477151
-1.175,0.00480316
-1.17,0.00483508
-1.165,0.00486727
-1.16,0.00489973
-1.155,0.00493248
-1.15,0.0049655
-1.145,0.00499881
-1.14,0.0050324
-1.135,0.00506628
-1.13,0.00510046
-1.125,0.00513492
-1.12,0.00516968
-1.115,0.00520473
-1.11,0.00524009
-1.105,0.00527574
-1.1,0.00531171
-1.095,0.00534797
-1.09,0.00538455
-1.085,0.00542145
-1.08,0.00545865
-1.075,0.00549618
-1.07,0.00553402
-1.065,0.00557219
-1.06,0.00561068
-1.055,0.0056495
-1.05,0.00568865
-1.045,0.00572813
-1.04,0.00576795
-1.035,0.00580811
-1.03,0.0058486
-1.025,0.00588945
-1.02,0.00593063
-1.015,0.00597217
-1.01,0.00601406
-1.005,0.0060563
-1,0.00609891
-0.995,0.00614187
-0.99,0.00618519
-0.985,0.00622888
-0.98,0.00627293
-0.975,0.00631736
-0.97,0.00636216
-0.965,0.00640734
-0.96,0.00645289
-0.955,0.00649883
-0.95,0.00654515
-0.945,0.00659186
-0.94,0.00663896
-0.935,0.00668645
-0.93,0.00673433
-0.925,0.00678262
-0.92,0.0068313
-0.915,0.00688039
-0.91,0.00692989
-0.905,0.00697979
-0.9,0.0070301
-0.895,0.00708083
-0.89,0.00713198
-0.885,0.00718354
-0.88,0.00723553
-0.875,0.00728794
-0.87,0.00734078
-0.865,0.00739405
-0.86,0.00744775
-0.855,0.00750189
-0.85,0.00755647
-0.845,0.00761148
-0.84,0.00766694
-0.835,0.00772284
-0.83,0.00777919
-0.825,0.00783599
-0.82,0.00789324
-0.815,0.00795094
-0.81,0.00800911
-0.805,0.00806773
-0.8,0.00812681
-0.795,0.00818636
-0.79,0.00824637
-0.785,0.00830685
-0.78,0.0083678
-0.775,0.00842922
-0.77,0.00849111
-0.765,0.00855348
-0.76,0.00861633
-0.755,0.00867965
-0.75,0.00874346
-0.745,0.00880774
-0.74,0.00887251
-0.735,0.00893777
-0.73,0.00900351
-0.725,0.00906975
-0.72,0.00913647
-0.715,0.00920368
-0.71,0.00927138
-0.705,0.00933957
-0.7,0.00940826
-0.695,0.00947745
-0.69,0.00954712
-0.685,0.0096173
-0.68,0.00968796
-0.675,0.00975913
-0.67,0.00983079
-0.665,0.00990295
-0.66,0.0099756
-0.655,0.0100488
-0.65,0.0101224
-0.645,0.0101965
-0.64,0.0102712
-0.635,0.0103463
-0.63,0.0104219
-0.625,0.0104981
-0.62,0.0105747
-0.615,0.0106518
-0.61,0.0107294
-0.605,0.0108075
-0.6,0.010886
-0.595,0.0109651
-0.59,0.0110446
-0.585,0.0111246
-0.58,0.0112051
-0.575,0.0112861
-0.57,0.0113675
-0.565,0.0114494
-0.56,0.0115318
-0.555,0.0116146
-0.55,0.0116979
-0.545,0.0117816
-0.54,0.0118658
-0.535,0.0119504
-0.53,0.0120355
-0.525,0.012121
-0.52,0.0122069
-0.515,0.0122933
-0.51,0.01238
-0.505,0.0124672
-0.5,0.0125548
-0.495,0.0126428
-0.49,0.0127312
-0.485,0.0128199
-0.48,0.012909
-0.475,0.0129985
-0.47,0.0130884
-0.465,0.0131786
-0.46,0.0132691
-0.455,0.01336
-0.45,0.0134511
-0.445,0.0135426
-0.44,0.0136344
-0.435,0.0137265
-0.43,0.0138188
-0.425,0.0139115
-0.42,0.0140043
-0.415,0.0140974
-0.41,0.0141908
-0.405,0.0142843
-0.4,0.014378
-0.395,0.014472
-0.39,0.014566
-0.385,0.0146603
-0.38,0.0147547
-0.375,0.0148491
-0.37,0.0149437
-0.365,0.0150384
-0.36,0.0151331
-0.355,0.0152279
-0.35,0.0153227
-0.345,0.0154175
-0.34,0.0155123
-0.335,0.0156071
-0.33,0.0157018
-0.325,0.0157964
-0.32,0.0158909
-0.315,0.0159853
-0.31,0.0160796
-0.305,0.0161737
-0.3,0.0162675
-0.295,0.0163612
-0.29,0.0164545
-0.285,0.0165476
-0.28,0.0166404
-0.275,0.0167329
-0.27,0.0168249
-0.265,0.0169166
-0.26,0.0170078
-0.255,0.0170986
-0.25,0.0171889
-0.245,0.0172786
-0.24,0.0173678
-0.235,0.0174563
-0.23,0.0175443
-0.225,0.0176315
-0.22,0.017718
-0.215,0.0178038
-0.21,0.0178888
-0.205,0.0179729
-0.2,0.0180561
-0.195,0.0181384
-0.19,0.0182198
-0.185,0.0183001
-0.18,0.0183794
-0.175,0.0184575
-0.17,0.0185345
