phi,dN/dphi
-1.18,0.00464336
-1.175,0.00467982
-1.17,0.00471664
-1.165,0.00475382
-1.16,0.00479136
-1.155,0.00482926
-1.15,0.00486754
-1.145,0.00490619
-1.14,0.00494521
-1.135,0.00498461
-1.13,0.0050244
-1.125,0.00506457
-1.12,0.00510514
-1.115,0.0051461
-1.11,0.00518745
-1.105,0.00522922
-1.1,0.00527138
-1.095,0.00531396
-1.09,0.00535695
-1.085,0.00540037
-1.08,0.0054442
-1.075,0.00548846
-1.07,0.00553315
-1.065,0.00557827
-1.06,0.00562384
-1.055,0.00566985
-1.05,0.0057163
-1.045,0.00576321
-1.04,0.00581057
-1.035,0.00585839
-1.03,0.00590667
-1.025,0.00595543
-1.02,0.00600465
-1.015,0.00605436
-1.01,0.00610454
-1.005,0.00615522
-1,0.00620638
-0.995,0.00625804
-0.99,0.00631019
-0.985,0.00636285
-0.98,0.00641602
-0.975,0.00646971
-0.97,0.00652391
-0.965,0.00657863
-0.96,0.00663388
-0.955,0.00668966
-0.95,0.00674598
-0.945,0.00680284
-0.94,0.00686024
-0.935,0.0069182
-0.93,0.00697671
-0.925,0.00703578
-0.92,0.00709541
-0.915,0.00715562
-0.91,0.00721639
-0.905,0.00727775
-0.9,0.00733969
-0.895,0.00740222
-0.89,0.00746534
-0.885,0.00752906
-0.88,0.00759339
-0.875,0.00765832
-0.87,0.00772386
-0.865,0.00779002
-0.86,0.00785681
-0.855,0.00792422
-0.85,0.00799226
-0.845,0.00806094
-0.84,0.00813025
-0.835,0.00820022
-0.83,0.00827083
-0.825,0.00834211
-0.82,0.00841404
-0.815,0.00848663
-0.81,0.0085599
-0.805,0.00863384
-0.8,0.00870845
-0.795,0.00878375
-0.79,0.00885974
-0.785,0.00893642
-0.78,0.0090138
-0.775,0.00909187
-0.77,0.00917065
-0.765,0.00925015
-0.76,0.00933035
-0.755,0.00941127
-0.75,0.00949292
-0.745,0.00957529
-0.74,0.00965839
-0.735,0.00974222
-0.73,0.00982679
-0.725,0.0099121
-0.72,0.00999816
-0.715,0.010085
-0.71,0.0101725
-0.705,0.0102608
-0.7,0.0103499
-0.695,0.0104397
-0.69,0.0105303
-0.685,0.0106217
-0.68,0.0107138
-0.675,0.0108067
-0.67,0.0109004
-0.665,0.0109949
-0.66,0.0110901
-0.655,0.0111862
-0.65,0.011283
-0.645,0.0113806
-0.64,0.0114789
-0.635,0.0115781
-0.63,0.0116781
-0.625,0.0117788
-0.62,0.0118804
-0.615,0.0119827
-0.61,0.0120858
