phi,ALICE,CMS
-1.28,0.00470163,0.00460439
-1.2544,0.0049167,0.00480924
-1.2288,0.00514249,0.00502409
-1.2032,0.00537944,0.00524935
-1.1776,0.005628,0.00548543
-1.152,0.00588862,0.00573275
-1.1264,0.00616175,0.0059917
-1.1008,0.00644785,0.00626271
-1.0752,0.00674735,0.00654617
-1.0496,0.00706068,0.00684246
-1.024,0.00738826,0.00715196
-0.9984,0.00773049,0.00747504
-0.9728,0.00808774,0.00781201
-0.9472,0.00846035,0.00816319
-0.9216,0.00884863,0.00852884
-0.896,0.00925282,0.00890918
-0.8704,0.00967314,0.0093044
-0.8448,0.0101097,0.00971461
-0.8192,0.0105627,0.0101399
-0.7936,0.0110319,0.0105801
-0.768,0.0115174,0.0110353
-0.7424,0.0120189,0.0115051
-0.7168,0.012536,0.0119894
-0.6912,0.0130684,0.0124875
-0.6656,0.0136155,0.012999
-0.64,0.0141763,0.0135232
-0.6144,0.0147501,0.0140591
-0.5888,0.0153357,0.0146058
-0.5632,0.0159318,0.0151619
-0.5376,0.0165369,0.0157261
-0.512,0.0171491,0.0162967
-0.4864,0.0177664,0.0168718
-0.4608,0.0183867,0.0174494
-0.4352,0.0190073,0.018027
-0.4096,0.0196255,0.0186022
-0.384,0.0202382,0.0191721
-0.3584,0.020842,0.0197335
-0.3328,0.0214334,0.0202831
-0.3072,0.0220084,0.0208174
-0.2816,0.0225629,0.0213326
-0.256,0.0230926,0.0218245
-0.2304,0.0235928,0.0222889
-0.2048,0.0240589,0.0227216
-0.1792,0.024486,0.023118
-0.1536,0.0248692,0.0234737
-0.128,0.0252037,0.0237841
-0.1024,0.025485,0.0240452
-0.0768,0.0257089,0.0242529
-0.0512,0.0258717,0.0244039
-0.0256,0.0259705,0.0244957
-6.245e-17,0.0260037,0.0245264
0.0256,0.0259705,0.0244957
0.0512,0.0258717,0.0244039
0.0768,0.0257089,0.0242529
0.1024,0.025485,0.0240452
0.128,0.0252037,0.0237841
0.1536,0.0248692,0.0234737
0.1792,0.024486,0.023118
0.2048,0.0240589,0.0227216
0.2304,0.0235928,0.0222889
0.256,0.0230926,0.0218245
0.2816,0.0225629,0.0213326
0.3072,0.0220084,0.0208174
0.3328,0.0214334,0.0202831
0.3584,0.020842,0.0197335
0.384,0.0202382,0.0191721
0.4096,0.0196255,0.0186022
0.4352,0.0190073,0.018027
0.4608,0.0183867,0.0174494
0.4864,0.0177664,0.0168718
0.512,0.0171491,0.0162967
0.5376,0.0165369,0.0157261
0.5632,0.0159318,0.0151619
0.5888,0.0153357,0.0146058
0.6144,0.0147501,0.0140591
0.64,0.0141763,0.0135232
0.6656,0.0136155,0.012999
0.6912,0.0130684,0.0124875
0.7168,0.012536,0.0119894
0.7424,0.0120189,0.0115051
0.768,0.0115174,0.0110353
0.7936,0.0110319,0.0105801
0.8192,0.0105627,0.0101399
0.8448,0.0101097,0.00971461
0.8704,0.00967314,0.0093044
0.896,0.00925282,0.00890918
0.9216,0.00884863,0.00852884
0.9472,0.00846035,0.00816319
0.9728,0.00808774,0.00781201
0.9984,0.00773049,0.00747504
1.024,0.00738826,0.00715196
1.0496,0.00706068,0.00684246
1.0752,0.00674735,0.00654617
1.1008,0.00644785,0.00626271
1.1264,0.00616175,0.0059917
1.152,0.00588862,0.00573275
1.1776,0.005628,0.00548543
1.2032,0.00537944,0.00524935
1.2288,0.00514249,0.00502409
1.2544,0.0049167,0.00480924
1.28,0.00470163,0.00460439
