a,1.2
T,0.92
q,0.95
pion mass,0.13957
beam mass,0.13957
m_d,2.8
sqrtSnn,7000
A_Ridge,0.0572207
f_R<N_k>(pt=0.1~1),1.3
f_R<N_k>(pt=1~2),0.5
f_R<N_k>(pt=2~3),0.6
f_R<N_k>(pt=3~4),0.8
f_R<N_k>(pt=1~4),0.54
