phi,dN/dphi
-1.18,0.013874
-1.175,0.0139541
-1.17,0.0140348
-1.165,0.0141159
-1.16,0.0141975
-1.155,0.0142796
-1.15,0.0143622
-1.145,0.0144453
-1.14,0.0145289
-1.135,0.0146131
-1.13,0.0146977
-1.125,0.0147828
-1.12,0.0148684
-1.115,0.0149546
-1.11,0.0150412
-1.105,0.0151284
-1.1,0.0152161
-1.095,0.0153043
-1.09,0.015393
-1.085,0.0154822
-1.08,0.0155719
-1.075,0.0156622
-1.07,0.0157529
-1.065,0.0158442
-1.06,0.015936
-1.055,0.0160283
-1.05,0.0161211
-1.045,0.0162145
-1.04,0.0163084
-1.035,0.0164028
-1.03,0.0164977
-1.025,0.0165931
-1.02,0.0166891
-1.015,0.0167856
-1.01,0.0168826
-1.005,0.0169801
-1,0.0170782
-0.995,0.0171768
-0.99,0.0172759
-0.985,0.0173755
-0.98,0.0174756
-0.975,0.0175763
-0.97,0.0176775
-0.965,0.0177792
-0.96,0.0178814
-0.955,0.0179842
-0.95,0.0180874
-0.945,0.0181912
-0.94,0.0182955
-0.935,0.0184004
-0.93,0.0185057
-0.925,0.0186116
-0.92,0.0187179
-0.915,0.0188248
-0.91,0.0189322
-0.905,0.0190401
-0.9,0.0191485
-0.895,0.0192574
-0.89,0.0193669
-0.885,0.0194768
-0.88,0.0195872
-0.875,0.0196982
-0.87,0.0198096
-0.865,0.0199215
-0.86,0.0200339
-0.855,0.0201468
-0.85,0.0202602
-0.845,0.0203741
-0.84,0.0204885
-0.835,0.0206033
-0.83,0.0207187
-0.825,0.0208345
-0.82,0.0209508
-0.815,0.0210675
-0.81,0.0211847
-0.805,0.0213024
-0.8,0.0214205
-0.795,0.0215391
-0.79,0.0216581
-0.785,0.0217776
-0.78,0.0218975
-0.775,0.0220179
-0.77,0.0221387
-0.765,0.0222599
-0.76,0.0223816
-0.755,0.0225037
-0.75,0.0226262
-0.745,0.0227491
-0.74,0.0228724
-0.735,0.0229961
-0.73,0.0231202
-0.725,0.0232447
-0.72,0.0233695
-0.715,0.0234948
-0.71,0.0236204
-0.705,0.0237464
-0.7,0.0238727
-0.695,0.0239994
-0.69,0.0241264
-0.685,0.0242538
-0.68,0.0243815
-0.675,0.0245095
-0.67,0.0246379
-0.665,0.0247665
-0.66,0.0248955
-0.655,0.0250247
-0.65,0.0251542
-0.645,0.025284
-0.64,0.0254141
-0.635,0.0255444
-0.63,0.025675
-0.625,0.0258058
-0.62,0.0259368
-0.615,0.0260681
-0.61,0.0261996
-0.605,0.0263312
-0.6,0.0264631
-0.595,0.0265952
-0.59,0.0267274
-0.585,0.0268597
-0.58,0.0269923
-0.575,0.0271249
-0.57,0.0272577
-0.565,0.0273906
-0.56,0.0275236
-0.555,0.0276567
-0.55,0.0277899
-0.545,0.0279231
-0.54,0.0280564
-0.535,0.0281897
-0.53,0.028323
-0.525,0.0284564
-0.52,0.0285897
-0.515,0.0287231
-0.51,0.0288564
-0.505,0.0289896
-0.5,0.0291228
-0.495,0.029256
-0.49,0.029389
-0.485,0.0295219
-0.48,0.0296547
-0.475,0.0297874
-0.47,0.0299199
-0.465,0.0300523
-0.46,0.0301844
-0.455,0.0303164
-0.45,0.0304481
-0.445,0.0305796
-0.44,0.0307108
-0.435,0.0308417
-0.43,0.0309724
-0.425,0.0311027
-0.42,0.0312327
-0.415,0.0313624
-0.41,0.0314916
-0.405,0.0316205
-0.4,0.031749
-0.395,0.031877
-0.39,0.0320046
-0.385,0.0321317
-0.38,0.0322583
-0.375,0.0323844
-0.37,0.0325099
-0.365,0.0326349
-0.36,0.0327593
-0.355,0.032883
-0.35,0.0330062
-0.345,0.0331286
-0.34,0.0332504
-0.335,0.0333715
-0.33,0.0334918
-0.325,0.0336114
-0.32,0.0337302
-0.315,0.0338482
-0.31,0.0339654
-0.305,0.0340817
-0.3,0.0341971
-0.295,0.0343115
-0.29,0.0344251
-0.285,0.0345376
-0.28,0.0346492
-0.275,0.0347597
-0.27,0.0348692
-0.265,0.0349775
-0.26,0.0350848
-0.255,0.0351909
-0.25,0.0352958
-0.245,0.0353995
-0.24,0.035502
-0.235,0.0356031
-0.23,0.035703
-0.225,0.0358015
-0.22,0.0358987
-0.215,0.0359944
-0.21,0.0360887
-0.205,0.0361816
-0.2,0.0362729
-0.195,0.0363626
-0.19,0.0364508
-0.185,0.0365374
-0.18,0.0366223
-0.175,0.0367055
-0.17,0.036787
-0.165,0.0368667
-0.16,0.0369446
-0.155,0.0370207
-0.15,0.0370949
-0.145,0.0371671
-0.14,0.0372374
-0.135,0.0373058
-0.13,0.0373721
-0.125,0.0374363
-0.12,0.0374984
-0.115,0.0375583
-0.11,0.0376161
-0.105,0.0376716
-0.1,0.0377249
-0.095,0.0377759
-0.09,0.0378245
-0.085,0.0378707
-0.08,0.0379145
-0.075,0.0379559
-0.07,0.0379948
-0.065,0.0380312
-0.06,0.038065
-0.055,0.0380962
-0.05,0.0381249
-0.045,0.0381509
-0.04,0.0381742
-0.035,0.0381948
-0.03,0.0382127
-0.025,0.0382279
-0.02,0.0382404
-0.015,0.0382501
-0.01,0.0382571
-0.005,0.0382612
-2.95423e-15,0.0382626
0.005,0.0382612
0.01,0.0382571
0.015,0.0382501
0.02,0.0382404
0.025,0.0382279
0.03,0.0382127
0.035,0.0381948
0.04,0.0381742
0.045,0.0381509
0.05,0.0381249
0.055,0.0380962
0.06,0.038065
0.065,0.0380312
0.07,0.0379948
0.075,0.0379559
0.08,0.0379145
0.085,0.0378707
0.09,0.0378245
0.095,0.0377759
0.1,0.0377249
0.105,0.0376716
0.11,0.0376161
0.115,0.0375583
0.12,0.0374984
0.125,0.0374363
0.13,0.0373721
0.135,0.0373058
0.14,0.0372374
0.145,0.0371671
0.15,0.0370949
0.155,0.0370207
0.16,0.0369446
0.165,0.0368667
0.17,0.036787
0.175,0.0367055
0.18,0.0366223
0.185,0.0365374
0.19,0.0364508
0.195,0.0363626
0.2,0.0362729
0.205,0.0361816
0.21,0.0360887
0.215,0.0359944
0.22,0.0358987
0.225,0.0358015
0.23,0.035703
0.235,0.0356031
0.24,0.035502
0.245,0.0353995
0.25,0.0352958
0.255,0.0351909
0.26,0.0350848
0.265,0.0349775
0.27,0.0348692
0.275,0.0347597
0.28,0.0346492
0.285,0.0345376
0.29,0.0344251
0.295,0.0343115
0.3,0.0341971
0.305,0.0340817
0.31,0.0339654
0.315,0.0338482
0.32,0.0337302
0.325,0.0336114
0.33,0.0334918
0.335,0.0333715
0.34,0.0332504
0.345,0.0331286
0.35,0.0330062
0.355,0.032883
0.36,0.0327593
0.365,0.0326349
0.37,0.0325099
0.375,0.0323844
