phi,Alice,CMS
-1.28,0.00170801,0.00174676
-1.27147,0.00174354,0.00178151
-1.26293,0.00177995,0.00181708
-1.2544,0.00181724,0.0018535
-1.24587,0.00185545,0.00189079
-1.23733,0.00189461,0.00192896
-1.2288,0.00193472,0.00196806
-1.22027,0.00197583,0.00200808
-1.21173,0.00201795,0.00204907
-1.2032,0.00206111,0.00209105
-1.19467,0.00210535,0.00213404
-1.18613,0.00215068,0.00217806
-1.1776,0.00219714,0.00222315
-1.16907,0.00224476,0.00226933
-1.16053,0.00229357,0.00231664
-1.152,0.0023436,0.00236509
-1.14347,0.00239488,0.00241472
-1.13493,0.00244745,0.00246557
-1.1264,0.00250133,0.00251765
-1.11787,0.00255658,0.00257102
-1.10933,0.00261321,0.00262568
-1.1008,0.00267127,0.0026817
-1.09227,0.0027308,0.00273908
-1.08373,0.00279183,0.00279789
-1.0752,0.00285441,0.00285814
-1.06667,0.00291857,0.00291988
-1.05813,0.00298436,0.00298314
-1.0496,0.00305182,0.00304798
-1.04107,0.003121,0.00311442
-1.03253,0.00319194,0.00318251
-1.024,0.00326469,0.00325229
-1.01547,0.0033393,0.00332381
-1.00693,0.00341581,0.00339711
-0.9984,0.00349428,0.00347224
-0.989867,0.00357475,0.00354925
-0.981333,0.00365729,0.00362818
-0.9728,0.00374194,0.00370909
-0.964267,0.00382876,0.00379203
-0.955733,0.00391781,0.00387705
-0.9472,0.00400915,0.0039642
-0.938667,0.00410284,0.00405353
-0.930133,0.00419894,0.00414512
-0.9216,0.00429751,0.00423901
-0.913067,0.00439861,0.00433526
-0.904533,0.00450232,0.00443394
-0.896,0.00460871,0.0045351
-0.887467,0.00471783,0.00463881
-0.878933,0.00482976,0.00474514
-0.8704,0.00494458,0.00485416
-0.861867,0.00506236,0.00496592
-0.853333,0.00518318,0.00508051
-0.8448,0.00530711,0.00519799
-0.836267,0.00543423,0.00531843
-0.827733,0.00556463,0.00544192
-0.8192,0.00569838,0.00556852
-0.810667,0.00583558,0.00569832
-0.802133,0.00597631,0.0058314
-0.7936,0.00612065,0.00596782
-0.785067,0.00626871,0.00610769
-0.776533,0.00642056,0.00625109
-0.768,0.00657631,0.00639809
-0.759467,0.00673605,0.00654879
-0.750933,0.00689987,0.00670328
-0.7424,0.00706789,0.00686164
-0.733867,0.00724019,0.00702398
-0.725333,0.00741688,0.00719038
-0.7168,0.00759806,0.00736094
-0.708267,0.00778384,0.00753576
-0.699733,0.00797433,0.00771494
-0.6912,0.00816964,0.00789857
-0.682667,0.00836987,0.00808676
-0.674133,0.00857515,0.00827961
-0.6656,0.00878557,0.00847722
-0.657067,0.00900126,0.00867971
-0.648533,0.00922233,0.00888716
-0.64,0.00944889,0.0090997
-0.631467,0.00968107,0.00931743
-0.622933,0.00991898,0.00954046
-0.6144,0.0101627,0.00976889
-0.605867,0.0104125,0.0100028
-0.597333,0.0106683,0.0102424
-0.5888,0.0109303,0.0104877
-0.580267,0.0111987,0.0107389
-0.571733,0.0114734,0.010996
-0.5632,0.0117548,0.0112591
-0.554667,0.0120428,0.0115284
-0.546133,0.0123376,0.011804
-0.5376,0.0126393,0.012086
-0.529067,0.0129481,0.0123744
-0.520533,0.0132639,0.0126695
-0.512,0.013587,0.0129712
-0.503467,0.0139174,0.0132796
-0.494933,0.0142553,0.013595
-0.4864,0.0146006,0.0139172
-0.477867,0.0149536,0.0142465
-0.469333,0.0153143,0.0145829
-0.4608,0.0156827,0.0149265
-0.452267,0.016059,0.0152773
-0.443733,0.0164431,0.0156354
-0.4352,0.0168353,0.0160009
-0.426667,0.0172354,0.0163737
-0.418133,0.0176435,0.016754
-0.4096,0.0180597,0.0171416
-0.401067,0.018484,0.0175368
-0.392533,0.0189163,0.0179393
-0.384,0.0193566,0.0183493
-0.375467,0.0198049,0.0187667
-0.366933,0.0202612,0.0191914
-0.3584,0.0207253,0.0196234
-0.349867,0.0211972,0.0200626
-0.341333,0.0216768,0.0205089
-0.3328,0.0221639,0.0209621
-0.324267,0.0226583,0.0214221
-0.315733,0.0231599,0.0218887
-0.3072,0.0236684,0.0223617
-0.298667,0.0241835,0.0228408
-0.290133,0.024705,0.0233259
-0.2816,0.0252325,0.0238166
-0.273067,0.0257657,0.0243124
-0.264533,0.0263041,0.0248132
-0.256,0.0268473,0.0253183
-0.247467,0.0273947,0.0258274
-0.238933,0.0279458,0.0263398
-0.2304,0.0284999,0.0268551
-0.221867,0.0290562,0.0273725
-0.213333,0.0296142,0.0278914
-0.2048,0.0301728,0.0284109
-0.196267,0.0307311,0.0289302
-0.187733,0.0312882,0.0294483
-0.1792,0.031843,0.0299642
-0.170667,0.0323941,0.0304768
-0.162133,0.0329402,0.0309849
-0.1536,0.03348,0.031487
-0.145067,0.0340119,0.0319818
-0.136533,0.0345341,0.0324676
-0.128,0.0350447,0.0329427
-0.119467,0.0355418,0.0334052
-0.110933,0.0360231,0.0338532
-0.1024,0.0364864,0.0342843
-0.0938667,0.036929,0.0346963
-0.0853333,0.0373484,0.0350867
-0.0768,0.0377415,0.0354527
-0.0682667,0.0381054,0.0357915
-0.0597333,0.038437,0.0361003
-0.0512,0.0387331,0.036376
-0.0426667,0.0389905,0.0366156
-0.0341333,0.0392061,0.0368164
-0.0256,0.0393771,0.0369757
-0.0170667,0.0395012,0.0370913
-0.00853333,0.0395764,0.0371614
-4.51028e-15,0.0396016,0.0371848
0.00853333,0.0395764,0.0371614
0.0170667,0.0395012,0.0370913
0.0256,0.0393771,0.0369757
0.0341333,0.0392061,0.0368164
0.0426667,0.0389905,0.0366156
0.0512,0.0387331,0.036376
0.0597333,0.038437,0.0361003
0.0682667,0.0381054,0.0357915
0.0768,0.0377415,0.0354527
0.0853333,0.0373484,0.0350867
0.0938667,0.036929,0.0346963
0.1024,0.0364864,0.0342843
0.110933,0.0360231,0.0338532
0.119467,0.0355418,0.0334052
0.128,0.0350447,0.0329427
0.136533,0.0345341,0.0324676
0.145067,0.0340119,0.0319818
0.1536,0.03348,0.031487
0.162133,0.0329402,0.0309849
