phi,Alice,CMS,ATLAS
-1.28,0.00764199,0.00762009,0.00752423
-1.27147,0.00775256,0.0077263,0.00762886
-1.26293,0.00786492,0.00783419,0.00773514
-1.2544,0.0079791,0.00794378,0.0078431
-1.24587,0.00809511,0.00805509,0.00795276
-1.23733,0.008213,0.00816816,0.00806414
-1.2288,0.00833277,0.008283,0.00817727
-1.22027,0.00845447,0.00839963,0.00829217
-1.21173,0.00857811,0.00851809,0.00840885
-1.2032,0.00870373,0.00863839,0.00852736
-1.19467,0.00883134,0.00876056,0.0086477
-1.18613,0.00896098,0.00888462,0.00876991
-1.1776,0.00909267,0.0090106,0.00889401
-1.16907,0.00922644,0.00913853,0.00902002
-1.16053,0.00936231,0.00926841,0.00914796
-1.152,0.00950031,0.00940029,0.00927786
-1.14347,0.00964048,0.00953418,0.00940974
-1.13493,0.00978282,0.00967011,0.00954363
-1.1264,0.00992738,0.00980811,0.00967956
-1.11787,0.0100742,0.00994819,0.00981753
-1.10933,0.0102232,0.0100904,0.00995759
-1.1008,0.0103746,0.0102347,0.0100997
-1.09227,0.0105283,0.0103812,0.010244
-1.08373,0.0106843,0.0105299,0.0103905
-1.0752,0.0108427,0.0106807,0.0105391
-1.06667,0.0110035,0.0108338,0.0106899
-1.05813,0.0111667,0.0109892,0.0108429
-1.0496,0.0113323,0.0111468,0.0109982
-1.04107,0.0115005,0.0113068,0.0111557
-1.03253,0.0116711,0.0114691,0.0113155
-1.024,0.0118442,0.0116337,0.0114776
-1.01547,0.0120199,0.0118006,0.0116421
-1.00693,0.0121982,0.01197,0.0118089
-0.9984,0.0123791,0.0121418,0.0119781
-0.989867,0.0125626,0.012316,0.0121497
-0.981333,0.0127487,0.0124926,0.0123237
-0.9728,0.0129375,0.0126718,0.0125001
-0.964267,0.013129,0.0128534,0.012679
-0.955733,0.0133232,0.0130375,0.0128603
-0.9472,0.0135202,0.0132242,0.0130442
-0.938667,0.0137199,0.0134134,0.0132305
-0.930133,0.0139223,0.0136052,0.0134194
-0.9216,0.0141276,0.0137995,0.0136108
-0.913067,0.0143356,0.0139965,0.0138048
-0.904533,0.0145465,0.0141961,0.0140014
-0.896,0.0147602,0.0143983,0.0142005
-0.887467,0.0149768,0.0146031,0.0144023
-0.878933,0.0151962,0.0148106,0.0146066
-0.8704,0.0154186,0.0150207,0.0148136
-0.861867,0.0156438,0.0152335,0.0150232
-0.853333,0.0158719,0.015449,0.0152355
-0.8448,0.0161029,0.0156672,0.0154504
-0.836267,0.0163369,0.0158881,0.0156679
-0.827733,0.0165738,0.0161117,0.0158881
-0.8192,0.0168136,0.016338,0.016111
-0.810667,0.0170564,0.016567,0.0163366
-0.802133,0.0173021,0.0167987,0.0165648
-0.7936,0.0175508,0.0170332,0.0167957
-0.785067,0.0178024,0.0172703,0.0170293
-0.776533,0.0180569,0.0175101,0.0172655
-0.768,0.0183144,0.0177527,0.0175044
-0.759467,0.0185748,0.0179979,0.017746
-0.750933,0.0188381,0.0182458,0.0179902
-0.7424,0.0191043,0.0184964,0.018237
-0.733867,0.0193735,0.0187497,0.0184865
-0.725333,0.0196455,0.0190056,0.0187385
-0.7168,0.0199204,0.0192641,0.0189932
-0.708267,0.0201981,0.0195252,0.0192504
-0.699733,0.0204786,0.019789,0.0195102
-0.6912,0.020762,0.0200553,0.0197725
-0.682667,0.0210481,0.0203241,0.0200373
-0.674133,0.0213369,0.0205954,0.0203046
-0.6656,0.0216285,0.0208692,0.0205743
-0.657067,0.0219227,0.0211455,0.0208465
-0.648533,0.0222196,0.0214242,0.021121
-0.64,0.022519,0.0217052,0.0213979
-0.631467,0.022821,0.0219885,0.021677
-0.622933,0.0231255,0.0222742,0.0219584
-0.6144,0.0234324,0.022562,0.022242
-0.605867,0.0237418,0.022852,0.0225277
-0.597333,0.0240534,0.0231442,0.0228155
-0.5888,0.0243673,0.0234384,0.0231053
-0.580267,0.0246834,0.0237345,0.0233971
-0.571733,0.0250015,0.0240326,0.0236908
-0.5632,0.0253218,0.0243326,0.0239864
-0.554667,0.025644,0.0246343,0.0242837
-0.546133,0.0259681,0.0249378,0.0245826
-0.5376,0.0262939,0.0252428,0.0248832
-0.529067,0.0266215,0.0255494,0.0251853
-0.520533,0.0269506,0.0258574,0.0254888
-0.512,0.0272813,0.0261667,0.0257936
-0.503467,0.0276133,0.0264773,0.0260996
-0.494933,0.0279466,0.026789,0.0264068
-0.4864,0.0282811,0.0271018,0.026715
-0.477867,0.0286165,0.0274154,0.0270241
-0.469333,0.0289529,0.0277298,0.0273339
-0.4608,0.02929,0.0280449,0.0276445
-0.452267,0.0296278,0.0283606,0.0279555
-0.443733,0.029966,0.0286766,0.028267
-0.4352,0.0303046,0.0289929,0.0285787
-0.426667,0.0306433,0.0293092,0.0288905
-0.418133,0.0309821,0.0296256,0.0292023
-0.4096,0.0313207,0.0299417,0.0295139
-0.401067,0.0316589,0.0302575,0.0298252
-0.392533,0.0319966,0.0305728,0.030136
-0.384,0.0323336,0.0308874,0.030446
-0.375467,0.0326697,0.031201,0.0307552
-0.366933,0.0330047,0.0315136,0.0310634
-0.3584,0.0333384,0.031825,0.0313703
-0.349867,0.0336706,0.0321349,0.0316758
-0.341333,0.034001,0.0324431,0.0319797
