phi,Alice,CMS,ATLAS
-1.28,0.00317498,0.00316709,0.00313943
-1.27147,0.00322269,0.00321283,0.00318468
-1.26293,0.00327123,0.00325936,0.0032307
-1.2544,0.00332063,0.00330669,0.00327751
-1.24587,0.00337089,0.00335483,0.00332512
-1.23733,0.00342204,0.00340379,0.00337355
-1.2288,0.00347409,0.0034536,0.00342281
-1.22027,0.00352705,0.00350426,0.00347291
-1.21173,0.00358095,0.00355578,0.00352387
-1.2032,0.00363578,0.00360819,0.0035757
-1.19467,0.00369158,0.00366149,0.00362842
-1.18613,0.00374835,0.00371571,0.00368203
-1.1776,0.00380611,0.00377084,0.00373656
-1.16907,0.00386488,0.00382692,0.00379201
-1.16053,0.00392468,0.00388395,0.00384841
-1.152,0.00398551,0.00394196,0.00390577
-1.14347,0.00404741,0.00400094,0.0039641
-1.13493,0.00411037,0.00406093,0.00402341
-1.1264,0.00417443,0.00412193,0.00408373
-1.11787,0.0042396,0.00418397,0.00414507
-1.10933,0.0043059,0.00424705,0.00420745
-1.1008,0.00437333,0.0043112,0.00427087
-1.09227,0.00444193,0.00437642,0.00433536
-1.08373,0.00451171,0.00444274,0.00440094
-1.0752,0.00458268,0.00451017,0.00446761
-1.06667,0.00465487,0.00457873,0.00453539
-1.05813,0.00472829,0.00464843,0.0046043
-1.0496,0.00480296,0.0047193,0.00467437
-1.04107,0.0048789,0.00479134,0.00474559
-1.03253,0.00495613,0.00486458,0.00481799
-1.024,0.00503466,0.00493902,0.00489159
-1.01547,0.00511451,0.0050147,0.0049664
-1.00693,0.00519571,0.00509162,0.00504245
-0.9984,0.00527827,0.00516979,0.00511973
-0.989867,0.00536221,0.00524925,0.00519828
-0.981333,0.00544754,0.00533,0.0052781
-0.9728,0.00553429,0.00541206,0.00535923
-0.964267,0.00562247,0.00549545,0.00544166
-0.955733,0.00571211,0.00558019,0.00552542
-0.9472,0.00580321,0.00566628,0.00561052
-0.938667,0.00589581,0.00575375,0.00569698
-0.930133,0.00598991,0.00584262,0.00578482
-0.9216,0.00608553,0.00593289,0.00587406
-0.913067,0.0061827,0.00602459,0.0059647
-0.904533,0.00628143,0.00611774,0.00605676
-0.896,0.00638173,0.00621234,0.00615026
-0.887467,0.00648363,0.00630841,0.00624522
-0.878933,0.00658714,0.00640597,0.00634165
-0.8704,0.00669227,0.00650503,0.00643955
-0.861867,0.00679905,0.0066056,0.00653896
-0.853333,0.00690748,0.00670771,0.00663988
-0.8448,0.00701759,0.00681137,0.00674232
-0.836267,0.00712939,0.00691658,0.00684631
-0.827733,0.00724289,0.00702336,0.00695184
-0.8192,0.00735811,0.00713172,0.00705894
-0.810667,0.00747506,0.00724168,0.00716761
-0.802133,0.00759374,0.00735325,0.00727787
-0.7936,0.00771419,0.00746643,0.00738973
-0.785067,0.0078364,0.00758125,0.00750319
-0.776533,0.00796039,0.00769769,0.00761827
-0.768,0.00808616,0.00781579,0.00773498
-0.759467,0.00821373,0.00793553,0.00785332
-0.750933,0.0083431,0.00805694,0.00797329
-0.7424,0.00847428,0.00818001,0.00809492
-0.733867,0.00860728,0.00830476,0.00821819
-0.725333,0.0087421,0.00843118,0.00834312
-0.7168,0.00887874,0.00855927,0.0084697
-0.708267,0.00901721,0.00868905,0.00859795
-0.699733,0.00915751,0.00882052,0.00872786
-0.6912,0.00929964,0.00895366,0.00885943
-0.682667,0.0094436,0.00908848,0.00899266
-0.674133,0.00958938,0.00922499,0.00912754
-0.6656,0.00973699,0.00936316,0.00926408
-0.657067,0.0098864,0.009503,0.00940226
-0.648533,0.0100376,0.0096445,0.00954208
-0.64,0.0101906,0.00978765,0.00968353
-0.631467,0.0103454,0.00993243,0.0098266
-0.622933,0.010502,0.0100788,0.00997127
-0.6144,0.0106604,0.0102269,0.0101175
-0.605867,0.0108204,0.0103765,0.0102654
-0.597333,0.0109822,0.0105277,0.0104148
-0.5888,0.0111457,0.0106804,0.0105657
-0.580267,0.0113109,0.0108347,0.0107182
-0.571733,0.0114777,0.0109905,0.0108721
-0.5632,0.0116461,0.0111478,0.0110275
-0.554667,0.0118161,0.0113065,0.0111843
-0.546133,0.0119876,0.0114666,0.0113425
-0.5376,0.0121607,0.0116281,0.0115021
-0.529067,0.0123352,0.011791,0.0116631
-0.520533,0.0125112,0.0119552,0.0118252
-0.512,0.0126885,0.0121206,0.0119887
-0.503467,0.0128671,0.0122872,0.0121533
-0.494933,0.013047,0.012455,0.0123191
-0.4864,0.0132281,0.0126238,0.012486
-0.477867,0.0134104,0.0127937,0.0126538
-0.469333,0.0135937,0.0129646,0.0128227
-0.4608,0.0137781,0.0131365,0.0129925
-0.452267,0.0139634,0.0133091,0.0131631
-0.443733,0.0141495,0.0134826,0.0133345
-0.4352,0.0143364,0.0136567,0.0135065
-0.426667,0.014524,0.0138315,0.0136792
-0.418133,0.0147122,0.0140068,0.0138524
-0.4096,0.0149009,0.0141825,0.0140261
-0.401067,0.01509,0.0143586,0.0142001
-0.392533,0.0152794,0.014535,0.0143743
-0.384,0.015469,0.0147115,0.0145487
-0.375467,0.0156586,0.014888,0.0147231
-0.366933,0.0158481,0.0150644,0.0148975
-0.3584,0.0160375,0.0152407,0.0150717
-0.349867,0.0162266,0.0154167,0.0152455
-0.341333,0.0164152,0.0155922,0.015419
-0.3328,0.0166031,0.0157671,0.0155918
-0.324267,0.0167904,0.0159413,0.015764
-0.315733,0.0169767,0.0161147,0.0159353
-0.3072,0.017162,0.0162871,0.0161056
-0.298667,0.017346,0.0164583,0.0162748
-0.290133,0.0175286,0.0166282,0.0164427
-0.2816,0.0177096,0.0167966,0.0166091
-0.273067,0.0178889,0.0169633,0.0167738
-0.264533,0.0180662,0.0171282,0.0169368
-0.256,0.0182413,0.0172911,0.0170977
-0.247467,0.018414,0.0174517,0.0172565
-0.238933,0.0185842,0.01761,0.0174129
-0.2304,0.0187516,0.0177657,0.0175667
-0.221867,0.0189159,0.0179185,0.0177178
-0.213333,0.0190771,0.0180684,0.0178659
-0.2048,0.0192348,0.018215,0.0180108
-0.196267,0.0193887,0.0183582,0.0181523
-0.187733,0.0195387,0.0184977,0.0182902
