phi,Alice,CMS,ATLAS
-1,0.0123575,0.0121442,0.0119659
-0.993333,0.0125397,0.0123177,0.0121365
-0.986667,0.0127245,0.0124937,0.0123096
-0.98,0.0129121,0.0126723,0.0124852
-0.973333,0.0131025,0.0128535,0.0126634
-0.966667,0.0132958,0.0130374,0.0128442
-0.96,0.0134919,0.0132238,0.0130276
-0.953333,0.0136908,0.013413,0.0132136
-0.946667,0.0138927,0.0136049,0.0134023
-0.94,0.0140976,0.0137996,0.0135938
-0.933333,0.0143054,0.013997,0.0137879
-0.926667,0.0145163,0.0141973,0.0139848
-0.92,0.0147302,0.0144004,0.0141846
-0.913333,0.0149473,0.0146064,0.0143871
-0.906667,0.0151674,0.0148152,0.0145925
-0.9,0.0153907,0.0150271,0.0148008
-0.893333,0.0156172,0.0152418,0.015012
-0.886667,0.0158469,0.0154596,0.0152261
-0.88,0.0160798,0.0156804,0.0154432
-0.873333,0.0163161,0.0159042,0.0156633
-0.866667,0.0165557,0.0161312,0.0158865
-0.86,0.0167986,0.0163612,0.0161127
-0.853333,0.0170449,0.0165944,0.0163419
-0.846667,0.0172946,0.0168307,0.0165743
-0.84,0.0175477,0.0170702,0.0168099
-0.833333,0.0178043,0.017313,0.0170486
-0.826667,0.0180644,0.017559,0.0172904
-0.82,0.0183281,0.0178082,0.0175355
-0.813333,0.0185953,0.0180608,0.0177839
-0.806667,0.018866,0.0183167,0.0180355
-0.8,0.0191404,0.0185759,0.0182904
-0.793333,0.0194185,0.0188385,0.0185486
-0.786667,0.0197002,0.0191045,0.0188102
-0.78,0.0199855,0.0193739,0.0190751
-0.773333,0.0202746,0.0196467,0.0193433
-0.766667,0.0205675,0.019923,0.019615
-0.76,0.0208641,0.0202028,0.0198901
-0.753333,0.0211644,0.0204861,0.0201687
-0.746667,0.0214686,0.0207729,0.0204507
-0.74,0.0217766,0.0210632,0.0207362
-0.733333,0.0220884,0.0213571,0.0210251
-0.726667,0.0224041,0.0216545,0.0213176
-0.72,0.0227237,0.0219555,0.0216136
-0.713333,0.0230471,0.0222601,0.0219131
-0.706667,0.0233744,0.0225683,0.0222162
-0.7,0.0237057,0.0228801,0.0225228
-0.693333,0.0240409,0.0231956,0.022833
-0.686667,0.02438,0.0235146,0.0231467
-0.68,0.024723,0.0238373,0.023464
-0.673333,0.02507,0.0241636,0.0237849
-0.666667,0.0254209,0.0244936,0.0241094
-0.66,0.0257758,0.0248272,0.0244374
-0.653333,0.0261346,0.0251644,0.0247691
-0.646667,0.0264973,0.0255053,0.0251043
-0.64,0.026864,0.0258498,0.0254431
-0.633333,0.0272346,0.0261979,0.0257854
-0.626667,0.0276092,0.0265497,0.0261313
-0.62,0.0279877,0.026905,0.0264808
-0.613333,0.02837,0.0272639,0.0268338
-0.606667,0.0287563,0.0276264,0.0271903
-0.6,0.0291464,0.0279925,0.0275503
-0.593333,0.0295404,0.0283621,0.0279138
-0.586667,0.0299381,0.0287352,0.0282807
-0.58,0.0303397,0.0291118,0.0286511
-0.573333,0.0307451,0.0294919,0.0290249
-0.566667,0.0311541,0.0298754,0.0294021
-0.56,0.0315669,0.0302623,0.0297826
-0.553333,0.0319833,0.0306525,0.0301664
-0.546667,0.0324034,0.0310461,0.0305535
-0.54,0.032827,0.0314429,0.0309438
-0.533333,0.0332541,0.031843,0.0313373
-0.526667,0.0336847,0.0322462,0.0317339
-0.52,0.0341187,0.0326526,0.0321336
-0.513333,0.034556,0.033062,0.0325363
-0.506667,0.0349967,0.0334744,0.032942
-0.5,0.0354405,0.0338898,0.0333506
-0.493333,0.0358875,0.0343081,0.033762
-0.486667,0.0363375,0.0347291,0.0341762
-0.48,0.0367906,0.0351529,0.034593
-0.473333,0.0372465,0.0355793,0.0350125
-0.466667,0.0377052,0.0360083,0.0354345
-0.46,0.0381667,0.0364397,0.0358589
-0.453333,0.0386307,0.0368736,0.0362857
-0.446667,0.0390972,0.0373097,0.0367148
-0.44,0.0395662,0.0377479,0.0371459
-0.433333,0.0400374,0.0381883,0.0375791
-0.426667,0.0405107,0.0386305,0.0380143
-0.42,0.0409861,0.0390747,0.0384512
-0.413333,0.0414634,0.0395205,0.0388899
-0.406667,0.0419424,0.0399679,0.0393301
-0.4,0.042423,0.0404168,0.0397718
-0.393333,0.0429051,0.0408669,0.0402147
-0.386667,0.0433885,0.0413183,0.0406588
-0.38,0.043873,0.0417706,0.0411039
-0.373333,0.0443585,0.0422238,0.0415498
-0.366667,0.0448447,0.0426776,0.0419965
-0.36,0.0453316,0.043132,0.0424436
-0.353333,0.0458189,0.0435868,0.0428911
-0.346667,0.0463064,0.0440417,0.0433388
-0.34,0.046794,0.0444965,0.0437865
-0.333333,0.0472813,0.0449512,0.0442339
-0.326667,0.0477682,0.0454054,0.0446809
-0.32,0.0482545,0.0458589,0.0451274
-0.313333,0.0487399,0.0463117,0.0455729
-0.306667,0.0492242,0.0467633,0.0460175
-0.3,0.0497071,0.0472136,0.0464608
-0.293333,0.0501884,0.0476624,0.0469025
-0.286667,0.0506678,0.0481094,0.0473425
-0.28,0.051145,0.0485543,0.0477805
-0.273333,0.0516198,0.0489969,0.0482162
-0.266667,0.0520919,0.049437,0.0486495
-0.26,0.0525609,0.0498742,0.0490799
-0.253333,0.0530265,0.0503082,0.0495072
-0.246667,0.0534885,0.0507388,0.0499311
-0.24,0.0539465,0.0511656,0.0503513
-0.233333,0.0544001,0.0515883,0.0507676
-0.226667,0.054849,0.0520067,0.0511796
-0.22,0.0552929,0.0524203,0.0515869
-0.213333,0.0557314,0.0528289,0.0519892
-0.206667,0.056164,0.053232,0.0523862
-0.2,0.0565905,0.0536294,0.0527775
-0.193333,0.0570103,0.0540206,0.0531628
-0.186667,0.0574231,0.0544052,0.0535416
-0.18,0.0578285,0.0547829,0.0539136
-0.173333,0.058226,0.0551533,0.0542784
-0.166667,0.0586152,0.0555159,0.0546355
-0.16,0.0589956,0.0558702,0.0549846
-0.153333,0.0593667,0.056216,0.0553252
-0.146667,0.059728,0.0565526,0.0556568
-0.14,0.0600791,0.0568797,0.055979
-0.133333,0.0604193,0.0571967,0.0562913
-0.126667,0.0607483,0.0575032,0.0565933
-0.12,0.0610654,0.0577986,0.0568844
-0.113333,0.0613701,0.0580824,0.0571641
-0.106667,0.0616618,0.0583542,0.0574319
-0.1,0.06194,0.0586134,0.0576872
-0.0933333,0.062204,0.0588594,0.0579296
-0.0866667,0.0624533,0.0590917,0.0581586
-0.08,0.0626873,0.0593097,0.0583734
-0.0733333,0.0629054,0.0595129,0.0585737
-0.0666667,0.063107,0.0597008,0.0587588
-0.06,0.0632915,0.0598727,0.0589283
-0.0533333,0.0634584,0.0600282,0.0590816
-0.0466667,0.0636072,0.0601668,0.0592181
-0.04,0.0637372,0.060288,0.0593376
-0.0333333,0.0638481,0.0603913,0.0594395
-0.0266667,0.0639395,0.0604765,0.0595234
-0.02,0.0640109,0.060543,0.059589
-0.0133333,0.0640621,0.0605908,0.059636
-0.00666667,0.064093,0.0606195,0.0596644
2.48239e-15,0.0641033,0.0606291,0.0596738
0.00666667,0.064093,0.0606195,0.0596644
0.0133333,0.0640621,0.0605908,0.059636
0.02,0.0640109,0.060543,0.059589
0.0266667,0.0639395,0.0604765,0.0595234
0.0333333,0.0638481,0.0603913,0.0594395
0.04,0.0637372,0.060288,0.0593376
0.0466667,0.0636072,0.0601668,0.0592181
