phi,Alice,CMS,ATLAS
-1,0.0121035,0.011878,0.0117168
-0.993333,0.0122517,0.0120189,0.0118555
-0.986667,0.0124018,0.0121615,0.0119959
-0.98,0.0125536,0.0123057,0.0121379
-0.973333,0.0127073,0.0124516,0.0122816
-0.966667,0.0128629,0.0125993,0.0124271
-0.96,0.0130203,0.0127487,0.0125742
-0.953333,0.0131795,0.0128998,0.012723
-0.946667,0.0133407,0.0130527,0.0128735
-0.94,0.0135037,0.0132073,0.0130258
-0.933333,0.0136687,0.0133637,0.0131799
-0.926667,0.0138356,0.0135219,0.0133356
-0.92,0.0140045,0.0136819,0.0134932
-0.913333,0.0141753,0.0138437,0.0136526
-0.906667,0.014348,0.0140073,0.0138137
-0.9,0.0145228,0.0141728,0.0139767
-0.893333,0.0146995,0.0143401,0.0141414
-0.886667,0.0148782,0.0145093,0.014308
-0.88,0.015059,0.0146803,0.0144764
-0.873333,0.0152418,0.0148532,0.0146467
-0.866667,0.0154266,0.015028,0.0148189
-0.86,0.0156134,0.0152047,0.0149929
-0.853333,0.0158023,0.0153833,0.0151687
-0.846667,0.0159933,0.0155638,0.0153465
-0.84,0.0161864,0.0157462,0.0155261
-0.833333,0.0163815,0.0159305,0.0157076
-0.826667,0.0165787,0.0161168,0.0158911
-0.82,0.0167781,0.016305,0.0160764
-0.813333,0.0169795,0.0164951,0.0162637
-0.806667,0.017183,0.0166872,0.0164529
-0.8,0.0173887,0.0168812,0.016644
-0.793333,0.0175965,0.0170772,0.016837
-0.786667,0.0178064,0.0172752,0.0170319
-0.78,0.0180184,0.0174751,0.0172288
-0.773333,0.0182325,0.017677,0.0174277
-0.766667,0.0184488,0.0178808,0.0176284
-0.76,0.0186672,0.0180867,0.0178311
-0.753333,0.0188878,0.0182945,0.0180358
-0.746667,0.0191105,0.0185042,0.0182424
-0.74,0.0193353,0.0187159,0.0184509
-0.733333,0.0195623,0.0189296,0.0186613
-0.726667,0.0197914,0.0191452,0.0188737
-0.72,0.0200226,0.0193628,0.019088
-0.713333,0.0202559,0.0195824,0.0193042
-0.706667,0.0204913,0.0198038,0.0195224
-0.7,0.0207289,0.0200272,0.0197424
-0.693333,0.0209685,0.0202526,0.0199644
-0.686667,0.0212103,0.0204799,0.0201882
-0.68,0.0214541,0.020709,0.0204139
-0.673333,0.0216999,0.0209401,0.0206415
-0.666667,0.0219479,0.0211731,0.020871
-0.66,0.0221978,0.0214079,0.0211023
-0.653333,0.0224498,0.0216446,0.0213354
-0.646667,0.0227038,0.0218831,0.0215704
-0.64,0.0229598,0.0221234,0.0218071
-0.633333,0.0232178,0.0223656,0.0220456
-0.626667,0.0234777,0.0226095,0.0222859
-0.62,0.0237395,0.0228552,0.022528
-0.613333,0.0240033,0.0231027,0.0227717
-0.606667,0.0242689,0.0233518,0.0230171
-0.6,0.0245364,0.0236027,0.0232642
-0.593333,0.0248056,0.0238552,0.023513
-0.586667,0.0250767,0.0241093,0.0237634
-0.58,0.0253496,0.0243651,0.0240153
-0.573333,0.0256241,0.0246224,0.0242688
-0.566667,0.0259004,0.0248813,0.0245238
-0.56,0.0261783,0.0251416,0.0247803
-0.553333,0.0264578,0.0254035,0.0250383
-0.546667,0.0267388,0.0256667,0.0252976
-0.54,0.0270214,0.0259314,0.0255584
-0.533333,0.0273055,0.0261974,0.0258204
-0.526667,0.027591,0.0264647,0.0260838
-0.52,0.0278779,0.0267332,0.0263484
-0.513333,0.0281661,0.0270029,0.0266141
-0.506667,0.0284556,0.0272738,0.026881
-0.5,0.0287463,0.0275458,0.027149
-0.493333,0.0290382,0.0278189,0.0274181
-0.486667,0.0293311,0.0280929,0.0276881
-0.48,0.0296251,0.0283679,0.027959
-0.473333,0.0299201,0.0286437,0.0282308
-0.466667,0.0302159,0.0289203,0.0285033
-0.46,0.0305126,0.0291976,0.0287766
-0.453333,0.03081,0.0294757,0.0290506
-0.446667,0.0311081,0.0297543,0.0293252
-0.44,0.0314068,0.0300334,0.0296002
-0.433333,0.031706,0.030313,0.0298757
-0.426667,0.0320056,0.0305929,0.0301516
-0.42,0.0323056,0.0308731,0.0304278
-0.413333,0.0326058,0.0311536,0.0307041
-0.406667,0.0329062,0.0314341,0.0309806
-0.4,0.0332066,0.0317147,0.0312571
-0.393333,0.033507,0.0319951,0.0315336
-0.386667,0.0338073,0.0322755,0.0318099
-0.38,0.0341073,0.0325555,0.0320859
-0.373333,0.0344069,0.0328352,0.0323616
-0.366667,0.034706,0.0331144,0.0326368
-0.36,0.0350046,0.0333931,0.0329115
-0.353333,0.0353025,0.0336711,0.0331855
-0.346667,0.0355995,0.0339482,0.0334587
-0.34,0.0358956,0.0342245,0.033731
-0.333333,0.0361906,0.0344997,0.0340024
-0.326667,0.0364844,0.0347738,0.0342725
-0.32,0.0367768,0.0350466,0.0345415
-0.313333,0.0370678,0.035318,0.034809
-0.306667,0.0373571,0.0355878,0.035075
-0.3,0.0376447,0.035856,0.0353394
-0.293333,0.0379303,0.0361223,0.035602
-0.286667,0.0382138,0.0363867,0.0358627
-0.28,0.0384951,0.036649,0.0361213
-0.273333,0.0387741,0.036909,0.0363777
-0.266667,0.0390504,0.0371667,0.0366318
-0.26,0.039324,0.0374217,0.0368833
-0.253333,0.0395948,0.0376741,0.0371322
-0.246667,0.0398624,0.0379236,0.0373782
-0.24,0.0401268,0.03817,0.0376212
-0.233333,0.0403877,0.0384132,0.0378611
-0.226667,0.0406451,0.0386531,0.0380976
-0.22,0.0408986,0.0388893,0.0383306
-0.213333,0.0411481,0.0391218,0.0385599
-0.206667,0.0413934,0.0393504,0.0387854
-0.2,0.0416342,0.0395749,0.0390067
-0.193333,0.0418705,0.039795,0.0392239
-0.186667,0.0421019,0.0400107,0.0394366
-0.18,0.0423282,0.0402216,0.0396446
-0.173333,0.0425493,0.0404276,0.0398479
-0.166667,0.0427649,0.0406285,0.040046
-0.16,0.0429748,0.040824,0.040239
-0.153333,0.0431788,0.0410141,0.0404264
-0.146667,0.0433765,0.0411983,0.0406082
-0.14,0.0435679,0.0413766,0.0407841
-0.133333,0.0437526,0.0415487,0.0409539
-0.126667,0.0439304,0.0417144,0.0411174
-0.12,0.0441011,0.0418734,0.0412743
-0.113333,0.0442644,0.0420255,0.0414244
-0.106667,0.04442,0.0421706,0.0415675
-0.1,0.0445679,0.0423083,0.0417034
-0.0933333,0.0447076,0.0424385,0.0418318
-0.0866667,0.0448389,0.0425608,0.0419526
-0.08,0.0449617,0.0426752,0.0420655
-0.0733333,0.0450756,0.0427814,0.0421702
-0.0666667,0.0451805,0.0428791,0.0422667
-0.06,0.0452762,0.0429683,0.0423547
-0.0533333,0.0453624,0.0430486,0.0424339
-0.0466667,0.0454389,0.0431199,0.0425043
-0.04,0.0455056,0.0431821,0.0425657
-0.0333333,0.0455624,0.0432349,0.0426179
-0.0266667,0.045609,0.0432784,0.0426607
-0.02,0.0456454,0.0433123,0.0426942
-0.0133333,0.0456714,0.0433366,0.0427182
-0.00666667,0.0456871,0.0433512,0.0427326
2.48239e-15,0.0456923,0.043356,0.0427374
0.00666667,0.0456871,0.0433512,0.0427326
0.0133333,0.0456714,0.0433366,0.0427182
0.02,0.0456454,0.0433123,0.0426942
