phi,Alice,CMS,ATLAS
-1,0.0119882,0.0117618,0.0116048
-0.993333,0.0121289,0.0118955,0.0117364
-0.986667,0.0122713,0.0120307,0.0118696
-0.98,0.0124153,0.0121673,0.0120042
-0.973333,0.0125609,0.0123056,0.0121404
-0.966667,0.0127082,0.0124453,0.0122781
-0.96,0.0128572,0.0125867,0.0124173
-0.953333,0.0130078,0.0127296,0.0125581
-0.946667,0.0131602,0.012874,0.0127004
-0.94,0.0133142,0.0130201,0.0128442
-0.933333,0.01347,0.0131677,0.0129897
-0.926667,0.0136275,0.0133169,0.0131367
-0.92,0.0137868,0.0134678,0.0132853
-0.913333,0.0139478,0.0136203,0.0134355
-0.906667,0.0141105,0.0137744,0.0135873
-0.9,0.0142751,0.0139301,0.0137407
-0.893333,0.0144414,0.0140875,0.0138958
-0.886667,0.0146095,0.0142465,0.0140525
-0.88,0.0147794,0.0144072,0.0142108
-0.873333,0.0149511,0.0145696,0.0143707
-0.866667,0.0151246,0.0147337,0.0145323
-0.86,0.0152999,0.0148994,0.0146956
-0.853333,0.015477,0.0150668,0.0148605
-0.846667,0.015656,0.0152359,0.0150271
-0.84,0.0158368,0.0154067,0.0151953
-0.833333,0.0160195,0.0155792,0.0153653
-0.826667,0.016204,0.0157534,0.0155369
-0.82,0.0163904,0.0159293,0.0157102
-0.813333,0.0165786,0.0161069,0.0158851
-0.806667,0.0167686,0.0162862,0.0160618
-0.8,0.0169606,0.0164673,0.0162402
-0.793333,0.0171544,0.0166501,0.0164202
-0.786667,0.01735,0.0168346,0.016602
-0.78,0.0175476,0.0170208,0.0167854
-0.773333,0.0177469,0.0172087,0.0169706
-0.766667,0.0179482,0.0173983,0.0171574
-0.76,0.0181513,0.0175897,0.0173459
-0.753333,0.0183563,0.0177828,0.0175362
-0.746667,0.0185632,0.0179776,0.0177281
-0.74,0.0187719,0.018174,0.0179216
-0.733333,0.0189824,0.0183722,0.0181169
-0.726667,0.0191948,0.0185721,0.0183138
-0.72,0.019409,0.0187737,0.0185124
-0.713333,0.0196251,0.018977,0.0187127
-0.706667,0.019843,0.0191819,0.0189146
-0.7,0.0200627,0.0193885,0.0191182
-0.693333,0.0202842,0.0195968,0.0193234
-0.686667,0.0205076,0.0198067,0.0195302
-0.68,0.0207326,0.0200183,0.0197387
-0.673333,0.0209595,0.0202314,0.0199487
-0.666667,0.0211881,0.0204462,0.0201603
-0.66,0.0214185,0.0206626,0.0203735
-0.653333,0.0216506,0.0208806,0.0205883
-0.646667,0.0218844,0.0211001,0.0208046
-0.64,0.0221199,0.0213211,0.0210224
-0.633333,0.022357,0.0215437,0.0212417
-0.626667,0.0225958,0.0217678,0.0214625
-0.62,0.0228362,0.0219934,0.0216848
-0.613333,0.0230782,0.0222204,0.0219085
-0.606667,0.0233218,0.0224489,0.0221337
-0.6,0.023567,0.0226788,0.0223602
-0.593333,0.0238136,0.0229101,0.0225881
-0.586667,0.0240618,0.0231427,0.0228173
-0.58,0.0243114,0.0233766,0.0230479
-0.573333,0.0245624,0.0236119,0.0232797
-0.566667,0.0248148,0.0238484,0.0235128
-0.56,0.0250685,0.0240861,0.0237471
-0.553333,0.0253236,0.024325,0.0239825
-0.546667,0.0255799,0.0245651,0.0242191
-0.54,0.0258375,0.0248063,0.0244568
-0.533333,0.0260962,0.0250486,0.0246956
-0.526667,0.0263561,0.0252919,0.0249354
-0.52,0.0266171,0.0255362,0.0251761
-0.513333,0.0268792,0.0257814,0.0254178
-0.506667,0.0271422,0.0260275,0.0256604
-0.5,0.0274062,0.0262745,0.0259038
-0.493333,0.027671,0.0265222,0.026148
-0.486667,0.0279367,0.0267707,0.026393
-0.48,0.0282031,0.0270199,0.0266386
-0.473333,0.0284703,0.0272697,0.0268848
-0.466667,0.0287381,0.0275201,0.0271316
-0.46,0.0290065,0.027771,0.0273789
-0.453333,0.0292753,0.0280223,0.0276267
-0.446667,0.0295447,0.028274,0.0278748
-0.44,0.0298143,0.0285261,0.0281232
-0.433333,0.0300843,0.0287783,0.0283719
-0.426667,0.0303545,0.0290307,0.0286208
-0.42,0.0306248,0.0292833,0.0288697
-0.413333,0.0308952,0.0295358,0.0291187
-0.406667,0.0311655,0.0297883,0.0293676
-0.4,0.0314357,0.0300406,0.0296164
-0.393333,0.0317057,0.0302927,0.0298649
-0.386667,0.0319754,0.0305445,0.0301132
-0.38,0.0322447,0.0307959,0.0303611
-0.373333,0.0325135,0.0310469,0.0306085
-0.366667,0.0327817,0.0312972,0.0308553
-0.36,0.0330492,0.0315468,0.0311015
-0.353333,0.0333159,0.0317957,0.0313469
-0.346667,0.0335817,0.0320437,0.0315914
-0.34,0.0338464,0.0322907,0.031835
-0.333333,0.03411,0.0325366,0.0320775
-0.326667,0.0343723,0.0327814,0.0323188
-0.32,0.0346333,0.0330248,0.0325589
-0.313333,0.0348927,0.0332668,0.0327975
-0.306667,0.0351506,0.0335072,0.0330347
-0.3,0.0354066,0.033746,0.0332702
-0.293333,0.0356608,0.0339831,0.033504
-0.286667,0.0359129,0.0342182,0.0337359
-0.28,0.0361629,0.0344513,0.0339658
-0.273333,0.0364106,0.0346822,0.0341935
-0.266667,0.0366559,0.0349109,0.0344191
-0.26,0.0368985,0.0351371,0.0346422
-0.253333,0.0371384,0.0353607,0.0348628
-0.246667,0.0373754,0.0355816,0.0350807
-0.24,0.0376094,0.0357997,0.0352958
-0.233333,0.0378401,0.0360147,0.035508
-0.226667,0.0380674,0.0362267,0.035717
-0.22,0.0382913,0.0364353,0.0359228
-0.213333,0.0385114,0.0366404,0.0361252
-0.206667,0.0387276,0.0368419,0.036324
-0.2,0.0389398,0.0370396,0.0365191
-0.193333,0.0391477,0.0372334,0.0367103
-0.186667,0.0393513,0.0374231,0.0368974
-0.18,0.0395502,0.0376084,0.0370803
-0.173333,0.0397444,0.0377893,0.0372588
-0.166667,0.0399335,0.0379656,0.0374328
-0.16,0.0401175,0.0381371,0.0376019
-0.153333,0.0402962,0.0383035,0.0377662
-0.146667,0.0404693,0.0384648,0.0379254
-0.14,0.0406367,0.0386207,0.0380793
-0.133333,0.0407981,0.0387711,0.0382277
-0.126667,0.0409533,0.0389158,0.0383704
-0.12,0.0411022,0.0390545,0.0385073
-0.113333,0.0412445,0.0391871,0.0386382
-0.106667,0.0413801,0.0393134,0.0387629
-0.1,0.0415087,0.0394333,0.0388812
-0.0933333,0.0416302,0.0395464,0.0389929
-0.0866667,0.0417443,0.0396528,0.0390979
-0.08,0.0418509,0.0397521,0.0391959
-0.0733333,0.0419498,0.0398442,0.0392868
-0.0666667,0.0420407,0.0399289,0.0393704
-0.06,0.0421236,0.0400061,0.0394466
-0.0533333,0.0421982,0.0400756,0.0395153
-0.0466667,0.0422644,0.0401373,0.0395762
