phi,Ridge,Jet
-1.28,0.00142266,0
-1.2544,0.00147787,0
-1.2288,0.00153509,0
-1.2032,0.00159433,0
-1.1776,0.00165563,0
-1.152,0.00171898,0
-1.1264,0.0017844,0
-1.1008,0.00185188,0
-1.0752,0.00192142,0
-1.0496,0.001993,5.18769e-322
-1.024,0.00206659,2.64615e-317
-0.9984,0.00214215,8.40323e-313
-0.9728,0.00221964,2.05262e-308
-0.9472,0.002299,3.85656e-304
-0.9216,0.00238015,5.57343e-300
-0.896,0.00246302,6.1955e-296
-0.8704,0.00254749,5.29736e-292
-0.8448,0.00263347,3.48397e-288
-0.8192,0.00272081,1.76246e-284
-0.7936,0.00280939,6.85793e-281
-0.768,0.00289905,2.05257e-277
-0.7424,0.0029896,4.72533e-274
-0.7168,0.00308087,8.36752e-271
-0.6912,0.00317264,1.1397e-267
-0.6656,0.00326471,1.19403e-264
-0.64,0.00335684,9.6221e-262
-0.6144,0.00344877,5.96422e-259
-0.5888,0.00354025,2.84359e-256
-0.5632,0.00363101,1.04282e-253
-0.5376,0.00372076,2.9416e-251
-0.512,0.00380921,6.38243e-249
-0.4864,0.00389604,1.06517e-246
-0.4608,0.00398096,1.36735e-244
-0.4352,0.00406365,1.35011e-242
-0.4096,0.00414378,1.02539e-240
-0.384,0.00422105,5.99016e-239
-0.3584,0.00429512,2.69164e-237
-0.3328,0.0043657,9.30303e-236
-0.3072,0.00443248,2.47321e-234
-0.2816,0.00449515,5.0574e-233
-0.256,0.00455343,7.95467e-232
-0.2304,0.00460706,9.6238e-231
-0.2048,0.00465578,8.95571e-230
-0.1792,0.00469935,6.41036e-229
-0.1536,0.00473756,3.52934e-228
-0.128,0.00477023,1.49463e-227
-0.1024,0.00479718,4.8686e-227
-0.0768,0.00481829,1.21984e-226
-0.0512,0.00483345,2.35088e-226
-0.0256,0.00484257,3.48487e-226
-6.245e-17,0.00484562,3.97349e-226
0.0256,0.00484257,3.48487e-226
0.0512,0.00483345,2.35088e-226
0.0768,0.00481829,1.21984e-226
0.1024,0.00479718,4.8686e-227
0.128,0.00477023,1.49463e-227
0.1536,0.00473756,3.52934e-228
0.1792,0.00469935,6.41036e-229
0.2048,0.00465578,8.95571e-230
0.2304,0.00460706,9.6238e-231
0.256,0.00455343,7.95467e-232
0.2816,0.00449515,5.0574e-233
0.3072,0.00443248,2.47321e-234
0.3328,0.0043657,9.30303e-236
0.3584,0.00429512,2.69164e-237
0.384,0.00422105,5.99016e-239
0.4096,0.00414378,1.02539e-240
0.4352,0.00406365,1.35011e-242
0.4608,0.00398096,1.36735e-244
0.4864,0.00389604,1.06517e-246
0.512,0.00380921,6.38243e-249
0.5376,0.00372076,2.9416e-251
0.5632,0.00363101,1.04282e-253
0.5888,0.00354025,2.84359e-256
0.6144,0.00344877,5.96422e-259
0.64,0.00335684,9.6221e-262
0.6656,0.00326471,1.19403e-264
0.6912,0.00317264,1.1397e-267
0.7168,0.00308087,8.36752e-271
0.7424,0.0029896,4.72533e-274
0.768,0.00289905,2.05257e-277
0.7936,0.00280939,6.85793e-281
0.8192,0.00272081,1.76246e-284
0.8448,0.00263347,3.48397e-288
0.8704,0.00254749,5.29736e-292
0.896,0.00246302,6.1955e-296
0.9216,0.00238015,5.57343e-300
0.9472,0.002299,3.85656e-304
0.9728,0.00221964,2.05262e-308
0.9984,0.00214215,8.40323e-313
1.024,0.00206659,2.64615e-317
1.0496,0.001993,5.18769e-322
1.0752,0.00192142,0
1.1008,0.00185188,0
1.1264,0.0017844,0
1.152,0.00171898,0
1.1776,0.00165563,0
1.2032,0.00159433,0
1.2288,0.00153509,0
1.2544,0.00147787,0
1.28,0.00142266,0
