phi,Ridge,Jet
-1.28,0.00265191,0
-1.2544,0.00276043,0
-1.2288,0.00287341,0
-1.2032,0.00299097,0
-1.1776,0.00311319,0
-1.152,0.00324017,0
-1.1264,0.00337199,0
-1.1008,0.0035087,0
-1.0752,0.00365037,0
-1.0496,0.00379702,1.14623e-320
-1.024,0.00394867,4.75461e-316
-0.9984,0.00410533,1.50136e-311
-0.9728,0.00426695,3.64708e-307
-0.9472,0.0044335,6.81551e-303
-0.9216,0.00460489,9.79817e-299
-0.896,0.00478102,1.08364e-294
-0.8704,0.00496175,9.21965e-291
-0.8448,0.0051469,6.03445e-287
-0.8192,0.00533626,3.03846e-283
-0.7936,0.00552959,1.17696e-279
-0.768,0.0057266,3.50721e-276
-0.7424,0.00592695,8.03996e-273
-0.7168,0.00613026,1.41788e-269
-0.6912,0.00633612,1.9236e-266
-0.6656,0.00654406,2.00763e-263
-0.64,0.00675356,1.61192e-260
-0.6144,0.00696405,9.95627e-258
-0.5888,0.00717494,4.73087e-255
-0.5632,0.00738556,1.72933e-252
-0.5376,0.00759522,4.86302e-250
-0.512,0.00780319,1.05203e-247
-0.4864,0.00800868,1.75081e-245
-0.4608,0.00821089,2.24152e-243
-0.4352,0.00840898,2.20769e-241
-0.4096,0.00860209,1.67273e-239
-0.384,0.00878935,9.75001e-238
-0.3584,0.00896986,4.37196e-236
-0.3328,0.00914274,1.50813e-234
-0.3072,0.00930711,4.00215e-233
-0.2816,0.00946209,8.17033e-232
-0.256,0.00960685,1.28315e-230
-0.2304,0.00974058,1.55027e-229
-0.2048,0.0098625,1.44088e-228
-0.1792,0.00997191,1.03025e-227
-0.1536,0.0100681,5.6669e-227
-0.128,0.0101506,2.39796e-226
-0.1024,0.0102188,7.80602e-226
-0.0768,0.0102723,1.95483e-225
-0.0512,0.0103108,3.766e-225
-0.0256,0.0103339,5.58139e-225
-6.245e-17,0.0103417,6.36351e-225
0.0256,0.0103339,5.58139e-225
0.0512,0.0103108,3.766e-225
0.0768,0.0102723,1.95483e-225
0.1024,0.0102188,7.80602e-226
0.128,0.0101506,2.39796e-226
0.1536,0.0100681,5.6669e-227
0.1792,0.00997191,1.03025e-227
0.2048,0.0098625,1.44088e-228
0.2304,0.00974058,1.55027e-229
0.256,0.00960685,1.28315e-230
0.2816,0.00946209,8.17033e-232
0.3072,0.00930711,4.00215e-233
0.3328,0.00914274,1.50813e-234
0.3584,0.00896986,4.37196e-236
0.384,0.00878935,9.75001e-238
0.4096,0.00860209,1.67273e-239
0.4352,0.00840898,2.20769e-241
0.4608,0.00821089,2.24152e-243
0.4864,0.00800868,1.75081e-245
0.512,0.00780319,1.05203e-247
0.5376,0.00759522,4.86302e-250
0.5632,0.00738556,1.72933e-252
0.5888,0.00717494,4.73087e-255
0.6144,0.00696405,9.95627e-258
0.64,0.00675356,1.61192e-260
0.6656,0.00654406,2.00763e-263
0.6912,0.00633612,1.9236e-266
0.7168,0.00613026,1.41788e-269
0.7424,0.00592695,8.03996e-273
0.768,0.0057266,3.50721e-276
0.7936,0.00552959,1.17696e-279
0.8192,0.00533626,3.03846e-283
0.8448,0.0051469,6.03445e-287
0.8704,0.00496175,9.21965e-291
0.896,0.00478102,1.08364e-294
0.9216,0.00460489,9.79817e-299
0.9472,0.0044335,6.81551e-303
0.9728,0.00426695,3.64708e-307
0.9984,0.00410533,1.50136e-311
1.024,0.00394867,4.75461e-316
1.0496,0.00379702,1.14623e-320
1.0752,0.00365037,0
1.1008,0.0035087,0
1.1264,0.00337199,0
1.152,0.00324017,0
1.1776,0.00311319,0
1.2032,0.00299097,0
1.2288,0.00287341,0
1.2544,0.00276043,0
1.28,0.00265191,0
