phi,Ridge,Jet
-1.1781,0.00211867,0
-1.15454,0.00222713,0
-1.13097,0.00234197,0
-1.10741,0.00246356,0
-1.08385,0.00259232,0
-1.06029,0.00272866,1.45255e-321
-1.03673,0.00287301,3.129e-317
-1.01316,0.00302585,4.91349e-313
-0.989601,0.00318764,6.17894e-309
-0.96604,0.00335891,6.22269e-305
-0.942478,0.00354016,5.01861e-301
-0.918916,0.00373194,3.24138e-297
-0.895354,0.00393482,1.67655e-293
-0.871792,0.00414936,6.94455e-290
-0.84823,0.00437617,2.30363e-286
-0.824668,0.00461584,6.11958e-283
-0.801106,0.004869,1.30188e-279
-0.777544,0.00513626,2.218e-276
-0.753982,0.00541824,3.02617e-273
-0.73042,0.00571556,3.30647e-270
-0.706858,0.0060288,2.8932e-267
-0.683296,0.00635855,2.02736e-264
-0.659734,0.00670536,1.13769e-261
-0.636172,0.00706971,5.11281e-259
-0.61261,0.00745206,1.84007e-256
-0.589048,0.00785277,5.30335e-254
-0.565487,0.00827212,1.22407e-251
-0.541925,0.00871027,2.26258e-249
-0.518363,0.00916725,3.34921e-247
-0.494801,0.00964293,3.97027e-245
-0.471239,0.010137,3.76911e-243
-0.447677,0.0106489,2.86549e-241
-0.424115,0.0111777,1.74461e-239
-0.400553,0.0117225,8.50627e-238
-0.376991,0.0122817,3.32139e-236
-0.353429,0.0128535,1.03859e-234
-0.329867,0.0134356,2.60078e-233
-0.306305,0.0140251,5.21564e-232
-0.282743,0.0146187,8.37627e-231
-0.259181,0.0152123,1.07729e-229
-0.235619,0.0158011,1.10958e-228
-0.212057,0.0163794,9.15217e-228
-0.188496,0.0169407,6.04546e-227
-0.164934,0.0174771,3.19798e-226
-0.141372,0.0179797,1.35476e-225
-0.11781,0.0184382,4.5961e-225
-0.0942478,0.0188408,1.2487e-224
-0.0706858,0.0191747,2.71685e-224
-0.0471239,0.0194264,4.73385e-224
-0.0235619,0.0195836,6.60546e-224
2.15106e-16,0.0196371,7.3813e-224
0.0235619,0.0195836,6.60546e-224
0.0471239,0.0194264,4.73385e-224
0.0706858,0.0191747,2.71685e-224
0.0942478,0.0188408,1.2487e-224
0.11781,0.0184382,4.5961e-225
0.141372,0.0179797,1.35476e-225
0.164934,0.0174771,3.19798e-226
0.188496,0.0169407,6.04546e-227
0.212057,0.0163794,9.15217e-228
0.235619,0.0158011,1.10958e-228
0.259181,0.0152123,1.07729e-229
0.282743,0.0146187,8.37627e-231
0.306305,0.0140251,5.21564e-232
0.329867,0.0134356,2.60078e-233
0.353429,0.0128535,1.03859e-234
0.376991,0.0122817,3.32139e-236
0.400553,0.0117225,8.50627e-238
0.424115,0.0111777,1.74461e-239
0.447677,0.0106489,2.86549e-241
0.471239,0.010137,3.76911e-243
0.494801,0.00964293,3.97027e-245
0.518363,0.00916725,3.34921e-247
0.541925,0.00871027,2.26258e-249
0.565487,0.00827212,1.22407e-251
0.589049,0.00785277,5.30335e-254
0.61261,0.00745206,1.84007e-256
0.636172,0.00706971,5.11281e-259
0.659734,0.00670536,1.13769e-261
0.683296,0.00635855,2.02736e-264
0.706858,0.0060288,2.8932e-267
0.73042,0.00571556,3.30647e-270
0.753982,0.00541824,3.02617e-273
0.777544,0.00513626,2.218e-276
0.801106,0.004869,1.30188e-279
0.824668,0.00461584,6.11958e-283
0.84823,0.00437617,2.30363e-286
0.871792,0.00414936,6.94455e-290
0.895354,0.00393482,1.67655e-293
0.918916,0.00373194,3.24138e-297
0.942478,0.00354016,5.01861e-301
0.96604,0.00335891,6.22269e-305
0.989601,0.00318764,6.17894e-309
1.01316,0.00302585,4.91349e-313
1.03673,0.00287301,3.129e-317
1.06029,0.00272866,1.45255e-321
1.08385,0.00259232,0
1.10741,0.00246356,0
1.13097,0.00234197,0
1.15454,0.00222713,0
