phi,ALICE,CMS
-1.28,0.000413352,0.000398756
-1.2544,0.000431439,0.000415916
-1.2288,0.000450304,0.000433805
-1.2032,0.000469967,0.000452439
-1.1776,0.000490445,0.000471835
-1.152,0.000511756,0.000492006
-1.1264,0.000533912,0.000512967
-1.1008,0.000556926,0.000534727
-1.0752,0.000580807,0.000557294
-1.0496,0.000605563,0.000580675
-1.024,0.000631195,0.000604871
-0.9984,0.000657705,0.000629882
-0.9728,0.000685087,0.000655702
-0.9472,0.000713332,0.000682322
-0.9216,0.000742427,0.00070973
-0.896,0.000772354,0.000737907
-0.8704,0.000803086,0.000766828
-0.8448,0.000834594,0.000796465
-0.8192,0.000866839,0.000826782
-0.7936,0.000899779,0.000857738
-0.768,0.000933362,0.000889284
-0.7424,0.000967528,0.000921364
-0.7168,0.00100221,0.000953917
-0.6912,0.00103734,0.000986872
-0.6656,0.00107283,0.00102015
-0.64,0.00110859,0.00105367
-0.6144,0.00114452,0.00108735
-0.5888,0.00118052,0.00112107
-0.5632,0.00121647,0.00115473
-0.5376,0.00125225,0.00118823
-0.512,0.00128773,0.00122144
-0.4864,0.00132279,0.00125423
-0.4608,0.00135728,0.00128649
-0.4352,0.00139105,0.00131807
-0.4096,0.00142397,0.00134883
-0.384,0.00145587,0.00137865
-0.3584,0.00148662,0.00140738
-0.3328,0.00151605,0.00143487
-0.3072,0.00154402,0.001461
-0.2816,0.00157039,0.00148562
-0.256,0.00159501,0.0015086
-0.2304,0.00161774,0.00152982
-0.2048,0.00163846,0.00154916
-0.1792,0.00165704,0.0015665
-0.1536,0.00167339,0.00158175
-0.128,0.00168739,0.00159481
-0.1024,0.00169897,0.00160561
-0.0768,0.00170805,0.00161408
-0.0512,0.00171457,0.00162017
-0.0256,0.0017185,0.00162384
-6.245e-17,0.00171982,0.00162506
0.0256,0.0017185,0.00162384
0.0512,0.00171457,0.00162017
0.0768,0.00170805,0.00161408
0.1024,0.00169897,0.00160561
0.128,0.00168739,0.00159481
0.1536,0.00167339,0.00158175
0.1792,0.00165704,0.0015665
0.2048,0.00163846,0.00154916
0.2304,0.00161774,0.00152982
0.256,0.00159501,0.0015086
0.2816,0.00157039,0.00148562
0.3072,0.00154402,0.001461
0.3328,0.00151605,0.00143487
0.3584,0.00148662,0.00140738
0.384,0.00145587,0.00137865
0.4096,0.00142397,0.00134883
0.4352,0.00139105,0.00131807
0.4608,0.00135728,0.00128649
0.4864,0.00132279,0.00125423
0.512,0.00128773,0.00122144
0.5376,0.00125225,0.00118823
0.5632,0.00121647,0.00115473
0.5888,0.00118052,0.00112107
0.6144,0.00114452,0.00108735
0.64,0.00110859,0.00105367
0.6656,0.00107283,0.00102015
0.6912,0.00103734,0.000986872
0.7168,0.00100221,0.000953917
0.7424,0.000967528,0.000921364
0.768,0.000933362,0.000889284
0.7936,0.000899779,0.000857738
0.8192,0.000866839,0.000826782
0.8448,0.000834594,0.000796465
0.8704,0.000803086,0.000766828
0.896,0.000772354,0.000737907
0.9216,0.000742427,0.00070973
0.9472,0.000713332,0.000682322
0.9728,0.000685087,0.000655702
0.9984,0.000657705,0.000629882
1.024,0.000631195,0.000604871
1.0496,0.000605563,0.000580675
1.0752,0.000580807,0.000557294
1.1008,0.000556926,0.000534727
1.1264,0.000533912,0.000512967
1.152,0.000511756,0.000492006
1.1776,0.000490445,0.000471835
1.2032,0.000469967,0.000452439
1.2288,0.000450304,0.000433805
1.2544,0.000431439,0.000415916
1.28,0.000413352,0.000398756
