phi,dN/dphi
-1,0.00184494
-0.995,0.00186381
-0.99,0.00188288
-0.985,0.00190215
-0.98,0.00192162
-0.975,0.00194129
-0.97,0.00196116
-0.965,0.00198124
-0.96,0.00200152
-0.955,0.002022
-0.95,0.0020427
-0.945,0.00206361
-0.94,0.00208472
-0.935,0.00210606
-0.93,0.0021276
-0.925,0.00214937
-0.92,0.00217135
-0.915,0.00219355
-0.91,0.00221598
-0.905,0.00223862
-0.9,0.00226149
-0.895,0.00228459
-0.89,0.00230791
-0.885,0.00233147
-0.88,0.00235525
-0.875,0.00237927
-0.87,0.00240352
-0.865,0.002428
-0.86,0.00245272
-0.855,0.00247768
-0.85,0.00250288
-0.845,0.00252832
-0.84,0.002554
-0.835,0.00257992
-0.83,0.00260609
-0.825,0.0026325
-0.82,0.00265916
-0.815,0.00268607
-0.81,0.00271323
-0.805,0.00274064
-0.8,0.0027683
-0.795,0.00279622
-0.79,0.00282438
-0.785,0.00285281
-0.78,0.00288149
-0.775,0.00291042
-0.77,0.00293961
-0.765,0.00296907
-0.76,0.00299878
-0.755,0.00302875
-0.75,0.00305898
-0.745,0.00308948
-0.74,0.00312023
-0.735,0.00315125
-0.73,0.00318254
-0.725,0.00321409
-0.72,0.0032459
-0.715,0.00327797
-0.71,0.00331031
-0.705,0.00334292
-0.7,0.00337579
-0.695,0.00340893
-0.69,0.00344233
-0.685,0.003476
-0.68,0.00350993
-0.675,0.00354413
-0.67,0.00357859
-0.665,0.00361332
-0.66,0.00364831
-0.655,0.00368356
-0.65,0.00371908
-0.645,0.00375486
-0.64,0.0037909
-0.635,0.0038272
-0.63,0.00386375
-0.625,0.00390057
-0.62,0.00393764
-0.615,0.00397497
-0.61,0.00401255
-0.605,0.00405038
-0.6,0.00408847
-0.595,0.0041268
-0.59,0.00416538
-0.585,0.0042042
-0.58,0.00424326
-0.575,0.00428257
-0.57,0.00432211
-0.565,0.00436188
-0.56,0.00440189
-0.555,0.00444212
-0.55,0.00448258
-0.545,0.00452327
-0.54,0.00456417
-0.535,0.00460528
-0.53,0.00464661
-0.525,0.00468815
-0.52,0.00472988
-0.515,0.00477182
-0.51,0.00481395
-0.505,0.00485627
-0.5,0.00489877
-0.495,0.00494146
-0.49,0.00498431
-0.485,0.00502734
-0.48,0.00507053
-0.475,0.00511388
-0.47,0.00515737
-0.465,0.00520101
-0.46,0.00524479
-0.455,0.0052887
-0.45,0.00533274
-0.445,0.00537689
-0.44,0.00542115
-0.435,0.00546551
-0.43,0.00550996
-0.425,0.0055545
-0.42,0.00559912
-0.415,0.0056438
-0.41,0.00568854
-0.405,0.00573334
-0.4,0.00577817
-0.395,0.00582303
-0.39,0.00586791
-0.385,0.0059128
-0.38,0.00595769
-0.375,0.00600257
-0.37,0.00604743
-0.365,0.00609225
-0.36,0.00613703
-0.355,0.00618174
-0.35,0.00622639
-0.345,0.00627096
