phi,dN/dphi
-1,0.00305712
-0.995,0.00308406
-0.99,0.00311126
-0.985,0.00313874
-0.98,0.00316648
-0.975,0.0031945
-0.97,0.00322279
-0.965,0.00325136
-0.96,0.00328021
-0.955,0.00330934
-0.95,0.00333876
-0.945,0.00336847
-0.94,0.00339846
-0.935,0.00342876
-0.93,0.00345935
-0.925,0.00349023
-0.92,0.00352142
-0.915,0.00355292
-0.91,0.00358472
-0.905,0.00361684
-0.9,0.00364926
-0.895,0.00368201
-0.89,0.00371507
-0.885,0.00374846
-0.88,0.00378217
-0.875,0.0038162
-0.87,0.00385057
-0.865,0.00388527
-0.86,0.00392031
-0.855,0.00395569
-0.85,0.00399142
-0.845,0.00402748
-0.84,0.0040639
-0.835,0.00410067
-0.83,0.00413779
-0.825,0.00417528
-0.82,0.00421312
-0.815,0.00425133
-0.81,0.0042899
-0.805,0.00432885
-0.8,0.00436817
-0.795,0.00440787
-0.79,0.00444794
-0.785,0.0044884
-0.78,0.00452925
-0.775,0.00457049
-0.77,0.00461212
-0.765,0.00465415
-0.76,0.00469657
-0.755,0.0047394
-0.75,0.00478264
-0.745,0.00482629
-0.74,0.00487034
-0.735,0.00491482
-0.73,0.00495971
-0.725,0.00500503
-0.72,0.00505077
-0.715,0.00509694
-0.71,0.00514354
-0.705,0.00519058
-0.7,0.00523806
-0.695,0.00528598
-0.69,0.00533434
-0.685,0.00538315
-0.68,0.00543242
-0.675,0.00548214
-0.67,0.00553232
-0.665,0.00558296
-0.66,0.00563407
-0.655,0.00568564
-0.65,0.00573769
-0.645,0.00579021
-0.64,0.0058432
-0.635,0.00589668
-0.63,0.00595064
-0.625,0.00600509
-0.62,0.00606003
-0.615,0.00611546
-0.61,0.00617139
-0.605,0.00622781
-0.6,0.00628474
-0.595,0.00634217
-0.59,0.00640011
-0.585,0.00645856
-0.58,0.00651752
-0.575,0.00657699
-0.57,0.00663698
-0.565,0.0066975
-0.56,0.00675853
-0.555,0.00682009
-0.55,0.00688218
-0.545,0.0069448
-0.54,0.00700795
-0.535,0.00707163
-0.53,0.00713585
-0.525,0.0072006
-0.52,0.00726589
-0.515,0.00733173
-0.51,0.0073981
-0.505,0.00746502
-0.5,0.00753248
-0.495,0.00760049
-0.49,0.00766905
-0.485,0.00773815
-0.48,0.0078078
-0.475,0.007878
-0.47,0.00794874
-0.465,0.00802004
-0.46,0.00809188
-0.455,0.00816427
-0.45,0.00823721
-0.445,0.0083107
-0.44,0.00838473
-0.435,0.00845931
-0.43,0.00853443
-0.425,0.00861009
-0.42,0.00868629
-0.415,0.00876302
-0.41,0.00884029
-0.405,0.00891809
-0.4,0.00899642
-0.395,0.00907527
-0.39,0.00915464
-0.385,0.00923452
-0.38,0.00931492
-0.375,0.00939582
-0.37,0.00947721
-0.365,0.0095591
-0.36,0.00964148
-0.355,0.00972433
-0.35,0.00980765
-0.345,0.00989143
-0.34,0.00997567
-0.335,0.0100603
-0.33,0.0101455
-0.325,0.010231
-0.32,0.0103169
-0.315,0.0104032
-0.31,0.01049
-0.305,0.010577
-0.3,0.0106645
-0.295,0.0107522
-0.29,0.0108403
-0.285,0.0109287
-0.28,0.0110174
-0.275,0.0111063
-0.27,0.0111954
-0.265,0.0112848
-0.26,0.0113744
-0.255,0.0114641
-0.25,0.011554
-0.245,0.0116439
-0.24,0.011734
-0.235,0.0118241
-0.23,0.0119142
-0.225,0.0120043
-0.22,0.0120943
-0.215,0.0121842
-0.21,0.012274
-0.205,0.0123636
-0.2,0.0124529
-0.195,0.012542
-0.19,0.0126308
-0.185,0.0127191
-0.18,0.012807
-0.175,0.0128944
-0.17,0.0129812
-0.165,0.0130674
-0.16,0.0131528
-0.155,0.0132375
-0.15,0.0133214
-0.145,0.0134042
-0.14,0.0134861
-0.135,0.0135668
-0.13,0.0136463
-0.125,0.0137245
-0.12,0.0138013
-0.115,0.0138765
-0.11,0.0139502
-0.105,0.014022
-0.1,0.0140919
-0.095,0.0141599
-0.09,0.0142256
-0.085,0.0142891
-0.08,0.0143501
-0.075,0.0144086
-0.07,0.0144643
-0.065,0.0145171
-0.06,0.0145668
-0.055,0.0146133
-0.05,0.0146565
-0.045,0.0146961
-0.04,0.014732
-0.035,0.0147641
-0.03,0.0147922
-0.025,0.0148163
-0.02,0.0148361
-0.015,0.0148516
-0.01,0.0148628
-0.005,0.0148695
8.20524e-16,0.0148717
0.005,0.0148695
0.01,0.0148628
0.015,0.0148516
0.02,0.0148361
0.025,0.0148163
0.03,0.0147922
0.035,0.0147641
0.04,0.014732
0.045,0.0146961
0.05,0.0146565
0.055,0.0146133
0.06,0.0145668
0.065,0.0145171
0.07,0.0144643
0.075,0.0144086
0.08,0.0143501
0.085,0.0142891
0.09,0.0142256
0.095,0.0141599
0.1,0.0140919
0.105,0.014022
0.11,0.0139502
0.115,0.0138765
0.12,0.0138013
0.125,0.0137245
0.13,0.0136463
0.135,0.0135668
0.14,0.0134861
0.145,0.0134042
0.15,0.0133214
0.155,0.0132375
0.16,0.0131528
0.165,0.0130674
0.17,0.0129812
0.175,0.0128944
0.18,0.012807
0.185,0.0127191
0.19,0.0126308
0.195,0.012542
0.2,0.0124529
0.205,0.0123636
0.21,0.012274
0.215,0.0121842
0.22,0.0120943
0.225,0.0120043
0.23,0.0119142
0.235,0.0118241
0.24,0.011734
0.245,0.0116439
0.25,0.011554
0.255,0.0114641
0.26,0.0113744
0.265,0.0112848
0.27,0.0111954
0.275,0.0111063
0.28,0.0110174
0.285,0.0109287
0.29,0.0108403
0.295,0.0107522
0.3,0.0106645
0.305,0.010577
0.31,0.01049
0.315,0.0104032
0.32,0.0103169
0.325,0.010231
0.33,0.0101455
0.335,0.0100603
0.34,0.00997567
0.345,0.00989143
0.35,0.00980765
0.355,0.00972433
0.36,0.00964148
0.365,0.0095591
0.37,0.00947721
0.375,0.00939582
0.38,0.00931492
0.385,0.00923452
0.39,0.00915464
0.395,0.00907527
0.4,0.00899642
0.405,0.00891809
0.41,0.00884029
0.415,0.00876302
0.42,0.00868629
0.425,0.00861009
0.43,0.00853443
0.435,0.00845931
0.44,0.00838473
0.445,0.0083107
0.45,0.00823721
0.455,0.00816427
0.46,0.00809188
0.465,0.00802004
0.47,0.00794874
0.475,0.007878
0.48,0.0078078
0.485,0.00773815
0.49,0.00766905
0.495,0.00760049
0.5,0.00753248
0.505,0.00746502
0.51,0.0073981
0.515,0.00733173
0.52,0.00726589
0.525,0.0072006
0.53,0.00713585
0.535,0.00707163
0.54,0.00700795
0.545,0.0069448
0.55,0.00688218
0.555,0.00682009
0.56,0.00675853
0.565,0.0066975
0.57,0.00663698
0.575,0.00657699
0.58,0.00651752
0.585,0.00645856
0.59,0.00640011
0.595,0.00634217
0.6,0.00628474
0.605,0.00622781
0.61,0.00617139
0.615,0.00611546
0.62,0.00606003
0.625,0.00600509
0.63,0.00595064
0.635,0.00589668
0.64,0.0058432
0.645,0.00579021
0.65,0.00573769
0.655,0.00568564
0.66,0.00563407
0.665,0.00558296
0.67,0.00553232
0.675,0.00548214
0.68,0.00543242
0.685,0.00538315
0.69,0.00533434
0.695,0.00528598
0.7,0.00523806
0.705,0.00519058
0.71,0.00514354
0.715,0.00509694
0.72,0.00505077
0.725,0.00500503
0.73,0.00495971
0.735,0.00491482
0.74,0.00487034
0.745,0.00482629
0.75,0.00478264
0.755,0.0047394
0.76,0.00469657
0.765,0.00465415
0.77,0.00461212
0.775,0.00457049
0.78,0.00452925
0.785,0.0044884
0.79,0.00444794
0.795,0.00440787
0.8,0.00436817
0.805,0.00432885
0.81,0.0042899
0.815,0.00425133
0.82,0.00421312
0.825,0.00417528
0.83,0.00413779
0.835,0.00410067
0.84,0.0040639
0.845,0.00402748
0.85,0.00399142
0.855,0.00395569
0.86,0.00392031
0.865,0.00388527
0.87,0.00385057
0.875,0.0038162
0.88,0.00378217
0.885,0.00374846
0.89,0.00371507
0.895,0.00368201
0.9,0.00364926
0.905,0.00361684
0.91,0.00358472
0.915,0.00355292
0.92,0.00352142
0.925,0.00349023
0.93,0.00345935
0.935,0.00342876
0.94,0.00339846
0.945,0.00336847
0.95,0.00333876
0.955,0.00330934
0.96,0.00328021
0.965,0.00325136
0.97,0.00322279
0.975,0.0031945
0.98,0.00316648
0.985,0.00313874
0.99,0.00311126
0.995,0.00308406
