phi,Alice,CMS,ATLAS
-1,0.012345,0.0121094,0.0112914
-0.993333,0.0124877,0.0122449,0.0114559
-0.986667,0.0126321,0.0123819,0.0116229
-0.98,0.0127781,0.0125205,0.0117924
-0.973333,0.0129257,0.0126605,0.0119645
-0.966667,0.0130749,0.0128021,0.0121392
-0.96,0.0132258,0.0129452,0.0123165
-0.953333,0.0133784,0.0130898,0.0124965
-0.946667,0.0135326,0.013236,0.0126791
-0.94,0.0136885,0.0133837,0.0128645
-0.933333,0.0138461,0.013533,0.0130526
-0.926667,0.0140054,0.0136838,0.0132435
-0.92,0.0141664,0.0138363,0.0134373
-0.913333,0.0143291,0.0139903,0.0136339
-0.906667,0.0144935,0.0141459,0.0138333
-0.9,0.0146597,0.0143032,0.0140357
-0.893333,0.0148276,0.014462,0.0142411
-0.886667,0.0149972,0.0146224,0.0144494
-0.88,0.0151687,0.0147845,0.0146608
-0.873333,0.0153418,0.0149482,0.0148752
-0.866667,0.0155167,0.0151135,0.0150927
-0.86,0.0156934,0.0152805,0.0153133
-0.853333,0.0158719,0.015449,0.015537
-0.846667,0.0160522,0.0156193,0.0157639
-0.84,0.0162342,0.0157912,0.0159941
-0.833333,0.016418,0.0159647,0.0162275
-0.826667,0.0166036,0.0161399,0.0164641
-0.82,0.016791,0.0163167,0.0167041
-0.813333,0.0169802,0.0164952,0.0169474
-0.806667,0.0171712,0.0166753,0.0171941
-0.8,0.017364,0.0168571,0.0174442
-0.793333,0.0175586,0.0170405,0.0176977
-0.786667,0.017755,0.0172256,0.0179546
-0.78,0.0179531,0.0174124,0.0182151
-0.773333,0.0181531,0.0176008,0.018479
-0.766667,0.0183549,0.0177908,0.0187465
-0.76,0.0185584,0.0179825,0.0190175
-0.753333,0.0187637,0.0181758,0.0192921
-0.746667,0.0189709,0.0183708,0.0195704
-0.74,0.0191797,0.0185674,0.0198523
-0.733333,0.0193904,0.0187656,0.0201378
-0.726667,0.0196028,0.0189654,0.020427
-0.72,0.0198169,0.0191668,0.0207199
-0.713333,0.0200328,0.0193699,0.0210166
-0.706667,0.0202505,0.0195745,0.021317
-0.7,0.0204698,0.0197807,0.0216211
-0.693333,0.0206909,0.0199884,0.021929
-0.686667,0.0209136,0.0201978,0.0222407
-0.68,0.0211381,0.0204086,0.0225562
-0.673333,0.0213642,0.020621,0.0228755
-0.666667,0.0215919,0.0208349,0.0231987
-0.66,0.0218213,0.0210503,0.0235257
-0.653333,0.0220523,0.0212671,0.0238565
-0.646667,0.0222849,0.0214854,0.0241911
-0.64,0.022519,0.0217052,0.0245297
-0.633333,0.0227548,0.0219264,0.024872
-0.626667,0.022992,0.0221489,0.0252182
-0.62,0.0232308,0.0223729,0.0255683
-0.613333,0.023471,0.0225981,0.0259222
-0.606667,0.0237127,0.0228248,0.02628
-0.6,0.0239558,0.0230527,0.0266415
-0.593333,0.0242002,0.0232818,0.0270069
-0.586667,0.0244461,0.0235122,0.0273761
-0.58,0.0246933,0.0237438,0.0277491
-0.573333,0.0249417,0.0239766,0.0281259
-0.566667,0.0251915,0.0242105,0.0285064
-0.56,0.0254424,0.0244455,0.0288906
-0.553333,0.0256945,0.0246816,0.0292785
-0.546667,0.0259478,0.0249187,0.02967
-0.54,0.0262021,0.0251569,0.0300652
-0.533333,0.0264575,0.0253959,0.030464
-0.526667,0.0267139,0.0256359,0.0308663
-0.52,0.0269713,0.0258767,0.0312721
-0.513333,0.0272295,0.0261183,0.0316814
-0.506667,0.0274887,0.0263607,0.0320941
-0.5,0.0277486,0.0266038,0.0325101
-0.493333,0.0280092,0.0268476,0.0329293
-0.486667,0.0282706,0.027092,0.0333518
-0.48,0.0285326,0.0273369,0.0337775
-0.473333,0.0287951,0.0275824,0.0342062
-0.466667,0.0290582,0.0278282,0.0346379
-0.46,0.0293217,0.0280745,0.0350725
-0.453333,0.0295856,0.0283211,0.0355099
-0.446667,0.0298497,0.0285679,0.03595
-0.44,0.0301141,0.0288149,0.0363928
-0.433333,0.0303787,0.0290621,0.036838
-0.426667,0.0306433,0.0293092,0.0372857
-0.42,0.030908,0.0295564,0.0377357
-0.413333,0.0311726,0.0298035,0.0381879
-0.406667,0.031437,0.0300503,0.0386421
-0.4,0.0317011,0.030297,0.0390982
-0.393333,0.031965,0.0305433,0.039556
-0.386667,0.0322284,0.0307891,0.0400155
-0.38,0.0324913,0.0310345,0.0404765
-0.373333,0.0327536,0.0312793,0.0409388
-0.366667,0.0330152,0.0315234,0.0414022
-0.36,0.0332759,0.0317667,0.0418666
-0.353333,0.0335358,0.0320092,0.0423318
-0.346667,0.0337947,0.0322507,0.0427976
-0.34,0.0340524,0.0324911,0.0432639
-0.333333,0.0343089,0.0327304,0.0437303
-0.326667,0.0345641,0.0329684,0.0441967
-0.32,0.0348179,0.033205,0.0446629
-0.313333,0.03507,0.0334401,0.0451286
-0.306667,0.0353205,0.0336737,0.0455937
-0.3,0.0355691,0.0339055,0.0460578
-0.293333,0.0358158,0.0341355,0.0465208
-0.286667,0.0360605,0.0343636,0.0469823
-0.28,0.0363029,0.0345896,0.0474421
-0.273333,0.036543,0.0348134,0.0478999
-0.266667,0.0367807,0.0350349,0.0483554
-0.26,0.0370157,0.035254,0.0488083
-0.253333,0.037248,0.0354705,0.0492584
-0.246667,0.0374774,0.0356843,0.0497052
-0.24,0.0377038,0.0358952,0.0501485
-0.233333,0.0379269,0.0361032,0.050588
-0.226667,0.0381468,0.036308,0.0510232
-0.22,0.0383631,0.0365096,0.0514538
-0.213333,0.0385758,0.0367077,0.0518795
-0.206667,0.0387846,0.0369023,0.0522999
-0.2,0.0389895,0.0370932,0.0527145
-0.193333,0.0391902,0.0372802,0.0531229
-0.186667,0.0393866,0.0374632,0.0535249
-0.18,0.0395785,0.0376419,0.0539198
-0.173333,0.0397657,0.0378163,0.0543073
-0.166667,0.039948,0.0379862,0.0546869
-0.16,0.0401254,0.0381515,0.0550582
-0.153333,0.0402975,0.0383118,0.0554206
-0.146667,0.0404643,0.0384671,0.0557737
-0.14,0.0406254,0.0386173,0.0561169
-0.133333,0.0407808,0.038762,0.0564498
-0.126667,0.0409302,0.0389012,0.0567718
-0.12,0.0410735,0.0390347,0.0570823
-0.113333,0.0412105,0.0391622,0.0573809
-0.106667,0.0413409,0.0392837,0.0576668
-0.1,0.0414646,0.039399,0.0579396
-0.0933333,0.0415814,0.0395078,0.0581987
-0.0866667,0.0416911,0.03961,0.0584434
-0.08,0.0417935,0.0397054,0.0586731
-0.0733333,0.0418885,0.0397939,0.0588873
-0.0666667,0.0419759,0.0398753,0.0590854
-0.06,0.0420555,0.0399495,0.0592668
-0.0533333,0.0421272,0.0400162,0.0594308
-0.0466667,0.0421908,0.0400755,0.0595771
-0.04,0.0422462,0.0401271,0.059705
-0.0333333,0.0422933,0.040171,0.0598141
-0.0266667,0.042332,0.040207,0.059904
-0.02,0.0423622,0.0402352,0.0599743
-0.0133333,0.0423838,0.0402553,0.0600247
-0.00666667,0.0423968,0.0402674,0.0600551
2.48239e-15,0.0424011,0.0402714,0.0600652
0.00666667,0.0423968,0.0402674,0.0600551
0.0133333,0.0423838,0.0402553,0.0600247
0.02,0.0423622,0.0402352,0.0599743
0.0266667,0.042332,0.040207,0.059904
0.0333333,0.0422933,0.040171,0.0598141
0.04,0.0422462,0.0401271,0.059705
0.0466667,0.0421908,0.0400755,0.0595771
0.0533333,0.0421272,0.0400162,0.0594308
0.06,0.0420555,0.0399495,0.0592668
0.0666667,0.0419759,0.0398753,0.0590854
0.0733333,0.0418885,0.0397939,0.0588873
0.08,0.0417935,0.0397054,0.0586731
0.0866667,0.0416911,0.03961,0.0584434
0.0933333,0.0415814,0.0395078,0.0581987
0.1,0.0414646,0.039399,0.0579396
0.106667,0.0413409,0.0392837,0.0576668
0.113333,0.0412105,0.0391622,0.0573809
0.12,0.0410735,0.0390347,0.0570823
