phi,Alice,CMS,ATLAS
-1,0.012345,0.0121094,0.0109452
-0.993333,0.0124877,0.0122449,0.0111165
-0.986667,0.0126321,0.0123819,0.0112907
-0.98,0.0127781,0.0125205,0.0114677
-0.973333,0.0129257,0.0126605,0.0116477
-0.966667,0.0130749,0.0128021,0.0118306
-0.96,0.0132258,0.0129452,0.0120164
-0.953333,0.0133784,0.0130898,0.0122053
-0.946667,0.0135326,0.013236,0.0123973
-0.94,0.0136885,0.0133837,0.0125924
-0.933333,0.0138461,0.013533,0.0127907
-0.926667,0.0140054,0.0136838,0.0129921
-0.92,0.0141664,0.0138363,0.0131968
-0.913333,0.0143291,0.0139903,0.0134048
-0.906667,0.0144935,0.0141459,0.0136162
-0.9,0.0146597,0.0143032,0.0138309
-0.893333,0.0148276,0.014462,0.0140491
-0.886667,0.0149972,0.0146224,0.0142707
-0.88,0.0151687,0.0147845,0.0144958
-0.873333,0.0153418,0.0149482,0.0147245
-0.866667,0.0155167,0.0151135,0.0149568
-0.86,0.0156934,0.0152805,0.0151928
-0.853333,0.0158719,0.015449,0.0154325
-0.846667,0.0160522,0.0156193,0.0156759
-0.84,0.0162342,0.0157912,0.0159231
-0.833333,0.016418,0.0159647,0.0161741
-0.826667,0.0166036,0.0161399,0.0164291
-0.82,0.016791,0.0163167,0.0166879
-0.813333,0.0169802,0.0164952,0.0169508
-0.806667,0.0171712,0.0166753,0.0172176
-0.8,0.017364,0.0168571,0.0174885
-0.793333,0.0175586,0.0170405,0.0177635
-0.786667,0.017755,0.0172256,0.0180427
-0.78,0.0179531,0.0174124,0.018326
-0.773333,0.0181531,0.0176008,0.0186136
-0.766667,0.0183549,0.0177908,0.0189055
-0.76,0.0185584,0.0179825,0.0192017
-0.753333,0.0187637,0.0181758,0.0195022
-0.746667,0.0189709,0.0183708,0.0198072
-0.74,0.0191797,0.0185674,0.0201166
-0.733333,0.0193904,0.0187656,0.0204305
-0.726667,0.0196028,0.0189654,0.0207489
-0.72,0.0198169,0.0191668,0.0210718
-0.713333,0.0200328,0.0193699,0.0213994
-0.706667,0.0202505,0.0195745,0.0217316
-0.7,0.0204698,0.0197807,0.0220684
-0.693333,0.0206909,0.0199884,0.02241
-0.686667,0.0209136,0.0201978,0.0227563
-0.68,0.0211381,0.0204086,0.0231073
-0.673333,0.0213642,0.020621,0.0234631
-0.666667,0.0215919,0.0208349,0.0238238
-0.66,0.0218213,0.0210503,0.0241893
