ptf,yi,yf,cosh(yf)/cosh(yi)
0.7814,2.94726,2.98428,1.03751
0.78525,2.94633,2.98443,1.03863
0.7891,2.94537,2.98458,1.03977
0.79295,2.94439,2.98473,1.04094
0.7968,2.94338,2.98487,1.04213
0.80065,2.94235,2.98502,1.04336
0.8045,2.94128,2.98516,1.04461
0.80835,2.94019,2.9853,1.04589
0.8122,2.93907,2.98543,1.0472
0.81605,2.93791,2.98557,1.04854
0.8199,2.93673,2.9857,1.04992
0.82375,2.93551,2.98583,1.05133
0.8276,2.93425,2.98596,1.05278
0.83145,2.93296,2.98609,1.05427
0.8353,2.93163,2.98622,1.05579
0.83915,2.93026,2.98634,1.05736
0.843,2.92886,2.98646,1.05897
0.84685,2.9274,2.98659,1.06063
0.8507,2.92591,2.98671,1.06233
0.85455,2.92437,2.98682,1.06408
0.8584,2.92278,2.98694,1.06589
0.86225,2.92115,2.98705,1.06775
0.8661,2.91946,2.98717,1.06966
0.86995,2.91772,2.98728,1.07163
0.8738,2.91592,2.98739,1.07367
0.87765,2.91407,2.9875,1.07576
0.8815,2.91215,2.98761,1.07793
0.88535,2.91017,2.98771,1.08016
0.8892,2.90813,2.98782,1.08247
0.89305,2.90602,2.98792,1.08486
0.8969,2.90384,2.98802,1.08733
0.90075,2.90158,2.98812,1.08988
0.9046,2.89924,2.98822,1.09252
0.90845,2.89683,2.98832,1.09526
0.9123,2.89432,2.98842,1.09809
0.91615,2.89173,2.98852,1.10103
0.92,2.88905,2.98861,1.10407
0.92385,2.88626,2.9887,1.10724
0.9277,2.88338,2.9888,1.11052
0.93155,2.88039,2.98889,1.11392
0.9354,2.87728,2.98898,1.11747
0.93925,2.87406,2.98907,1.12115
0.9431,2.87071,2.98916,1.12498
0.94695,2.86724,2.98924,1.12897
0.9508,2.86363,2.98933,1.13313
0.95465,2.85987,2.98941,1.13746
0.9585,2.85597,2.9895,1.14198
0.96235,2.8519,2.98958,1.14669
0.9662,2.84767,2.98966,1.15161
0.97005,2.84326,2.98974,1.15676
0.9739,2.83867,2.98982,1.16214
0.97775,2.83389,2.9899,1.16777
0.9816,2.8289,2.98998,1.17366
0.98545,2.82369,2.99006,1.17984
0.9893,2.81825,2.99014,1.18632
0.99315,2.81257,2.99021,1.19311
0.997,2.80663,2.99029,1.20025
1.00085,2.80043,2.99036,1.20776
1.0047,2.79393,2.99043,1.21566
1.00855,2.78714,2.9905,1.22397
1.0124,2.78002,2.99058,1.23274
1.01625,2.77256,2.99065,1.24198
1.0201,2.76474,2.99072,1.25174
1.02395,2.75654,2.99079,1.26206
1.0278,2.74793,2.99085,1.27297
1.03165,2.73888,2.99092,1.28453
1.0355,2.72937,2.99099,1.29678
1.03935,2.71937,2.99105,1.30979
1.0432,2.70885,2.99112,1.32361
1.04705,2.69777,2.99118,1.33831
1.0509,2.6861,2.99125,1.35397
1.05475,2.67378,2.99131,1.37067
1.0586,2.66079,2.99137,1.3885
1.06245,2.64707,2.99144,1.40758
1.0663,2.63257,2.9915,1.42801
1.07015,2.61724,2.99156,1.44993
1.074,2.60101,2.99162,1.47348
1.07785,2.58383,2.99168,1.49883
1.0817,2.5656,2.99174,1.52616
1.08555,2.54627,2.99179,1.55568
1.0894,2.52574,2.99185,1.58764
1.09325,2.50392,2.99191,1.6223
1.0971,2.4807,2.99196,1.65998
1.10095,2.45597,2.99202,1.70103
1.1048,2.4296,2.99207,1.74588
1.10865,2.40146,2.99213,1.79501
1.1125,2.37139,2.99218,1.84897
1.11635,2.33921,2.99224,1.90844
1.1202,2.30474,2.99229,1.97419
1.12405,2.26774,2.99234,2.04715
1.1279,2.22798,2.99239,2.12843
1.13175,2.18517,2.99244,2.21936
1.1356,2.13899,2.9925,2.32158
1.13945,2.08905,2.99255,2.43706
1.1433,2.03494,2.9926,2.56828
1.14715,1.97612,2.99264,2.7183
1.151,1.912,2.99269,2.891
1.15485,1.84184,2.99274,3.09129
1.1587,1.76477,2.99279,3.32554
1.16255,1.6797,2.99284,3.60197
1.1664,1.58529,2.99288,3.93136
1.17025,1.47985,2.99293,4.32779
1.1741,1.36126,2.99298,4.80947
1.17795,1.22684,2.99302,5.39901
1.1818,1.07323,2.99307,6.1214
1.18565,0.896481,2.99311,6.99476
1.1895,0.692536,2.99316,8.0024
1.19335,0.459023,2.9932,9.03147
1.1972,0.199001,2.99324,9.8054
1.20105,0.0750614,2.99329,9.97252
1.2049,0.34361,2.99333,9.43836
1.20875,0.590057,2.99337,8.48162
1.2126,0.807364,2.99341,7.44181
1.21645,0.996013,2.99345,6.50172
1.2203,1.15962,2.99349,5.71203
1.22415,1.30231,2.99354,5.06528
1.228,1.42772,2.99358,4.53772
1.23185,1.53884,2.99362,4.10515
1.2357,1.63804,2.99365,3.74734
1.23955,1.72717,2.99369,3.44841
1.2434,1.80773,2.99373,3.1962
1.24725,1.88091,2.99377,2.9814
1.2511,1.94767,2.99381,2.7969
1.25495,2.00882,2.99385,2.63715
1.2588,2.065,2.99388,2.49786
1.26265,2.11678,2.99392,2.3756
1.2665,2.16462,2.99396,2.26767
1.27035,2.20892,2.99399,2.17188
1.2742,2.25003,2.99403,2.08644
1.27805,2.28825,2.99407,2.0099
1.2819,2.32384,2.9941,1.94105
1.28575,2.35704,2.99414,1.87888
1.2896,2.38804,2.99417,1.82255
1.29345,2.41704,2.99421,1.77136
1.2973,2.44419,2.99424,1.72468
1.30115,2.46965,2.99427,1.68201
1.305,2.49354,2.99431,1.64291
1.30885,2.51599,2.99434,1.60697
1.3127,2.53709,2.99437,1.57389
1.31655,2.55696,2.99441,1.54335
1.3204,2.57568,2.99444,1.51511
1.32425,2.59333,2.99447,1.48895
1.3281,2.60998,2.9945,1.46467
1.33195,2.62571,2.99453,1.4421
1.3358,2.64058,2.99456,1.42107
1.33965,2.65465,2.9946,1.40146
1.3435,2.66797,2.99463,1.38314
1.34735,2.68058,2.99466,1.36601
1.3512,2.69254,2.99469,1.34996
1.35505,2.70389,2.99472,1.33491
1.3589,2.71466,2.99475,1.32077
1.36275,2.72489,2.99478,1.30748
1.3666,2.73462,2.99481,1.29497
1.37045,2.74387,2.99483,1.28318
1.3743,2.75268,2.99486,1.27205
1.37815,2.76106,2.99489,1.26155
1.382,2.76905,2.99492,1.25162
1.38585,2.77667,2.99495,1.24223
1.3897,2.78394,2.99498,1.23334
1.39355,2.79088,2.995,1.2249
1.3974,2.79751,2.99503,1.2169
1.40125,2.80385,2.99506,1.20931
1.4051,2.8099,2.99509,1.20209
1.40895,2.8157,2.99511,1.19523
1.4128,2.82124,2.99514,1.1887
1.41665,2.82656,2.99516,1.18247
1.4205,2.83164,2.99519,1.17654
1.42435,2.83652,2.99522,1.17089
1.4282,2.8412,2.99524,1.16549
1.43205,2.84569,2.99527,1.16033
1.4359,2.85,2.99529,1.15541
1.43975,2.85414,2.99532,1.15069
1.4436,2.85812,2.99534,1.14619
1.44745,2.86194,2.99537,1.14187
1.4513,2.86561,2.99539,1.13773
1.45515,2.86915,2.99542,1.13377
1.459,2.87255,2.99544,1.12997
1.46285,2.87583,2.99546,1.12632
1.4667,2.87899,2.99549,1.12282
1.47055,2.88203,2.99551,1.11946
1.4744,2.88496,2.99553,1.11622
1.47825,2.88779,2.99556,1.11312
1.4821,2.89052,2.99558,1.11013
1.48595,2.89316,2.9956,1.10725
1.4898,2.8957,2.99563,1.10448
1.49365,2.89815,2.99565,1.10181
1.4975,2.90053,2.99567,1.09924
1.50135,2.90282,2.99569,1.09676
1.5052,2.90504,2.99571,1.09437
1.50905,2.90718,2.99574,1.09207
1.5129,2.90925,2.99576,1.08984
1.51675,2.91126,2.99578,1.08769
1.5206,2.9132,2.9958,1.08562
1.52445,2.91509,2.99582,1.08361
1.5283,2.91691,2.99584,1.08167
1.53215,2.91867,2.99586,1.0798
1.536,2.92039,2.99588,1.07798
1.53985,2.92205,2.9959,1.07623
1.5437,2.92366,2.99592,1.07453
1.54755,2.92522,2.99594,1.07288
1.5514,2.92673,2.99596,1.07129
1.55525,2.9282,2.99598,1.06975
1.5591,2.92963,2.996,1.06825
1.56295,2.93101,2.99602,1.0668
1.5668,2.93236,2.99604,1.06539
1.57065,2.93367,2.99606,1.06403
1.5745,2.93494,2.99608,1.0627
1.57835,2.93618,2.9961,1.06142
1.5822,2.93738,2.99612,1.06017
1.58605,2.93855,2.99614,1.05896
1.5899,2.93968,2.99616,1.05778
1.59375,2.94079,2.99618,1.05664
1.5976,2.94187,2.99619,1.05553
1.60145,2.94292,2.99621,1.05445
1.6053,2.94394,2.99623,1.0534
1.60915,2.94493,2.99625,1.05238
1.613,2.9459,2.99627,1.05138
1.61685,2.94684,2.99628,1.05041
1.6207,2.94776,2.9963,1.04947
1.62455,2.94866,2.99632,1.04856
1.6284,2.94953,2.99634,1.04766
1.63225,2.95038,2.99635,1.04679
1.6361,2.95121,2.99637,1.04595
1.63995,2.95202,2.99639,1.04512
1.6438,2.95281,2.9964,1.04432
1.64765,2.95358,2.99642,1.04354
1.6515,2.95434,2.99644,1.04277
1.65535,2.95507,2.99645,1.04203
1.6592,2.95579,2.99647,1.0413
1.66305,2.95649,2.99649,1.04059
1.6669,2.95717,2.9965,1.0399
1.67075,2.95784,2.99652,1.03923
1.6746,2.9585,2.99653,1.03857
1.67845,2.95914,2.99655,1.03792
1.6823,2.95976,2.99657,1.0373
1.68615,2.96037,2.99658,1.03668
1.69,2.96097,2.9966,1.03608
1.69385,2.96155,2.99661,1.0355
1.6977,2.96212,2.99663,1.03493
1.70155,2.96268,2.99664,1.03437
1.7054,2.96322,2.99666,1.03382
1.70925,2.96376,2.99667,1.03329
1.7131,2.96428,2.99669,1.03277
1.71695,2.96479,2.9967,1.03226
1.7208,2.96529,2.99672,1.03176
1.72465,2.96578,2.99673,1.03127
1.7285,2.96626,2.99675,1.03079
1.73235,2.96673,2.99676,1.03032
1.7362,2.96719,2.99678,1.02987
1.74005,2.96765,2.99679,1.02942
1.7439,2.96809,2.9968,1.02898
1.74775,2.96852,2.99682,1.02855
1.7516,2.96895,2.99683,1.02813
1.75545,2.96936,2.99685,1.02772
1.7593,2.96977,2.99686,1.02732
1.76315,2.97017,2.99687,1.02692
1.767,2.97056,2.99689,1.02654
1.77085,2.97095,2.9969,1.02616
1.7747,2.97132,2.99691,1.02579
1.77855,2.97169,2.99693,1.02542
1.7824,2.97205,2.99694,1.02507
1.78625,2.97241,2.99695,1.02472
1.7901,2.97276,2.99697,1.02438
1.79395,2.9731,2.99698,1.02404
1.7978,2.97344,2.99699,1.02371
1.80165,2.97377,2.997,1.02339
1.8055,2.97409,2.99702,1.02307
1.80935,2.97441,2.99703,1.02276
1.8132,2.97472,2.99704,1.02246
1.81705,2.97503,2.99706,1.02216
1.8209,2.97533,2.99707,1.02186
1.82475,2.97563,2.99708,1.02157
1.8286,2.97592,2.99709,1.02129
1.83245,2.9762,2.9971,1.02101
1.8363,2.97648,2.99712,1.02074
1.84015,2.97676,2.99713,1.02047
1.844,2.97703,2.99714,1.02021
1.84785,2.97729,2.99715,1.01995
1.8517,2.97756,2.99716,1.0197
1.85555,2.97781,2.99718,1.01945
1.8594,2.97807,2.99719,1.01921
1.86325,2.97831,2.9972,1.01897
1.8671,2.97856,2.99721,1.01873
1.87095,2.9788,2.99722,1.0185
1.8748,2.97904,2.99723,1.01827
1.87865,2.97927,2.99724,1.01805
1.8825,2.9795,2.99726,1.01783
1.88635,2.97972,2.99727,1.01761
1.8902,2.97994,2.99728,1.0174
1.89405,2.98016,2.99729,1.01719
1.8979,2.98037,2.9973,1.01698
1.90175,2.98058,2.99731,1.01678
1.9056,2.98079,2.99732,1.01658
1.90945,2.981,2.99733,1.01639
1.9133,2.9812,2.99734,1.0162
1.91715,2.98139,2.99735,1.01601
1.921,2.98159,2.99736,1.01582
1.92485,2.98178,2.99738,1.01564
1.9287,2.98197,2.99739,1.01546
1.93255,2.98215,2.9974,1.01528
1.9364,2.98234,2.99741,1.01511
1.94025,2.98252,2.99742,1.01494
1.9441,2.98269,2.99743,1.01477
1.94795,2.98287,2.99744,1.0146
1.9518,2.98304,2.99745,1.01444
1.95565,2.98321,2.99746,1.01428
1.9595,2.98338,2.99747,1.01412
1.96335,2.98354,2.99748,1.01396
1.9672,2.9837,2.99749,1.01381
1.97105,2.98386,2.9975,1.01366
1.9749,2.98402,2.99751,1.01351
1.97875,2.98418,2.99752,1.01336
1.9826,2.98433,2.99753,1.01322
1.98645,2.98448,2.99753,1.01307
1.9903,2.98463,2.99754,1.01293
1.99415,2.98477,2.99755,1.0128
1.998,2.98492,2.99756,1.01266
2.00185,2.98506,2.99757,1.01253
2.0057,2.9852,2.99758,1.01239
2.00955,2.98534,2.99759,1.01226
2.0134,2.98548,2.9976,1.01214
2.01725,2.98561,2.99761,1.01201
2.0211,2.98574,2.99762,1.01189
2.02495,2.98587,2.99763,1.01176
2.0288,2.986,2.99764,1.01164
2.03265,2.98613,2.99765,1.01152
2.0365,2.98626,2.99765,1.01141
2.04035,2.98638,2.99766,1.01129
2.0442,2.9865,2.99767,1.01118
2.04805,2.98662,2.99768,1.01106
2.0519,2.98674,2.99769,1.01095
2.05575,2.98686,2.9977,1.01084
2.0596,2.98698,2.99771,1.01073
2.06345,2.98709,2.99772,1.01063
2.0673,2.9872,2.99772,1.01052
2.07115,2.98731,2.99773,1.01042
2.075,2.98742,2.99774,1.01032
2.07885,2.98753,2.99775,1.01022
2.0827,2.98764,2.99776,1.01012
2.08655,2.98775,2.99777,1.01002
2.0904,2.98785,2.99777,1.00992
2.09425,2.98795,2.99778,1.00983
2.0981,2.98806,2.99779,1.00973
2.10195,2.98816,2.9978,1.00964
2.1058,2.98826,2.99781,1.00955
2.10965,2.98835,2.99781,1.00946
2.1135,2.98845,2.99782,1.00937
2.11735,2.98855,2.99783,1.00928
2.1212,2.98864,2.99784,1.00919
2.12505,2.98873,2.99785,1.00911
2.1289,2.98883,2.99785,1.00902
2.13275,2.98892,2.99786,1.00894
2.1366,2.98901,2.99787,1.00886
2.14045,2.9891,2.99788,1.00877
2.1443,2.98918,2.99788,1.00869
2.14815,2.98927,2.99789,1.00862
2.152,2.98936,2.9979,1.00854
2.15585,2.98944,2.99791,1.00846
2.1597,2.98952,2.99791,1.00838
2.16355,2.98961,2.99792,1.00831
2.1674,2.98969,2.99793,1.00823
2.17125,2.98977,2.99794,1.00816
2.1751,2.98985,2.99794,1.00809
2.17895,2.98993,2.99795,1.00801
2.1828,2.99001,2.99796,1.00794
2.18665,2.99008,2.99796,1.00787
2.1905,2.99016,2.99797,1.0078
2.19435,2.99023,2.99798,1.00774
2.1982,2.99031,2.99799,1.00767
2.20205,2.99038,2.99799,1.0076
2.2059,2.99046,2.998,1.00754
2.20975,2.99053,2.99801,1.00747
2.2136,2.9906,2.99801,1.00741
2.21745,2.99067,2.99802,1.00734
2.2213,2.99074,2.99803,1.00728
2.22515,2.99081,2.99803,1.00722
2.229,2.99087,2.99804,1.00716
2.23285,2.99094,2.99805,1.0071
2.2367,2.99101,2.99805,1.00704
2.24055,2.99107,2.99806,1.00698
2.2444,2.99114,2.99807,1.00692
2.24825,2.9912,2.99807,1.00686
2.2521,2.99127,2.99808,1.0068
2.25595,2.99133,2.99809,1.00675
2.2598,2.99139,2.99809,1.00669
2.26365,2.99145,2.9981,1.00663
2.2675,2.99152,2.99811,1.00658
2.27135,2.99158,2.99811,1.00653
2.2752,2.99164,2.99812,1.00647
2.27905,2.99169,2.99813,1.00642
2.2829,2.99175,2.99813,1.00637
2.28675,2.99181,2.99814,1.00632
2.2906,2.99187,2.99814,1.00626
2.29445,2.99193,2.99815,1.00621
2.2983,2.99198,2.99816,1.00616
2.30215,2.99204,2.99816,1.00611
2.306,2.99209,2.99817,1.00607
2.30985,2.99215,2.99818,1.00602
2.3137,2.9922,2.99818,1.00597
2.31755,2.99225,2.99819,1.00592
2.3214,2.99231,2.99819,1.00588
2.32525,2.99236,2.9982,1.00583
2.3291,2.99241,2.99821,1.00578
2.33295,2.99246,2.99821,1.00574
2.3368,2.99251,2.99822,1.00569
2.34065,2.99256,2.99822,1.00565
2.3445,2.99261,2.99823,1.00561
2.34835,2.99266,2.99823,1.00556
2.3522,2.99271,2.99824,1.00552
2.35605,2.99276,2.99825,1.00548
2.3599,2.9928,2.99825,1.00544
2.36375,2.99285,2.99826,1.00539
2.3676,2.9929,2.99826,1.00535
2.37145,2.99294,2.99827,1.00531
2.3753,2.99299,2.99827,1.00527
2.37915,2.99304,2.99828,1.00523
2.383,2.99308,2.99829,1.00519
2.38685,2.99313,2.99829,1.00515
2.3907,2.99317,2.9983,1.00511
2.39455,2.99321,2.9983,1.00508
2.3984,2.99326,2.99831,1.00504
2.40225,2.9933,2.99831,1.005
2.4061,2.99334,2.99832,1.00496
2.40995,2.99338,2.99832,1.00493
2.4138,2.99343,2.99833,1.00489
2.41765,2.99347,2.99833,1.00486
2.4215,2.99351,2.99834,1.00482
2.42535,2.99355,2.99834,1.00478
2.4292,2.99359,2.99835,1.00475
2.43305,2.99363,2.99836,1.00472
2.4369,2.99367,2.99836,1.00468
2.44075,2.99371,2.99837,1.00465
2.4446,2.99374,2.99837,1.00461
2.44845,2.99378,2.99838,1.00458
2.4523,2.99382,2.99838,1.00455
2.45615,2.99386,2.99839,1.00452
2.46,2.9939,2.99839,1.00448
2.46385,2.99393,2.9984,1.00445
2.4677,2.99397,2.9984,1.00442
2.47155,2.99401,2.99841,1.00439
2.4754,2.99404,2.99841,1.00436
2.47925,2.99408,2.99842,1.00433
2.4831,2.99411,2.99842,1.0043
2.48695,2.99415,2.99843,1.00427
2.4908,2.99418,2.99843,1.00424
2.49465,2.99422,2.99844,1.00421
2.4985,2.99425,2.99844,1.00418
2.50235,2.99428,2.99845,1.00415
2.5062,2.99432,2.99845,1.00412
2.51005,2.99435,2.99845,1.00409
2.5139,2.99438,2.99846,1.00406
2.51775,2.99442,2.99846,1.00404
2.5216,2.99445,2.99847,1.00401
2.52545,2.99448,2.99847,1.00398
2.5293,2.99451,2.99848,1.00395
2.53315,2.99454,2.99848,1.00393
2.537,2.99457,2.99849,1.0039
2.54085,2.99461,2.99849,1.00387
2.5447,2.99464,2.9985,1.00385
2.54855,2.99467,2.9985,1.00382
2.5524,2.9947,2.99851,1.0038
2.55625,2.99473,2.99851,1.00377
2.5601,2.99476,2.99851,1.00375
2.56395,2.99479,2.99852,1.00372
2.5678,2.99481,2.99852,1.0037
2.57165,2.99484,2.99853,1.00367
2.5755,2.99487,2.99853,1.00365
2.57935,2.9949,2.99854,1.00362
2.5832,2.99493,2.99854,1.0036
2.58705,2.99496,2.99855,1.00358
2.5909,2.99498,2.99855,1.00355
2.59475,2.99501,2.99855,1.00353
2.5986,2.99504,2.99856,1.00351
2.60245,2.99507,2.99856,1.00348
2.6063,2.99509,2.99857,1.00346
2.61015,2.99512,2.99857,1.00344
2.614,2.99515,2.99857,1.00342
2.61785,2.99517,2.99858,1.0034
2.6217,2.9952,2.99858,1.00337
2.62555,2.99522,2.99859,1.00335
2.6294,2.99525,2.99859,1.00333
2.63325,2.99528,2.9986,1.00331
2.6371,2.9953,2.9986,1.00329
2.64095,2.99533,2.9986,1.00327
2.6448,2.99535,2.99861,1.00325
2.64865,2.99537,2.99861,1.00323
2.6525,2.9954,2.99862,1.00321
2.65635,2.99542,2.99862,1.00319
2.6602,2.99545,2.99862,1.00317
2.66405,2.99547,2.99863,1.00315
2.6679,2.99549,2.99863,1.00313
2.67175,2.99552,2.99864,1.00311
2.6756,2.99554,2.99864,1.00309
2.67945,2.99556,2.99864,1.00307
2.6833,2.99559,2.99865,1.00305
2.68715,2.99561,2.99865,1.00303
2.691,2.99563,2.99866,1.00301
2.69485,2.99566,2.99866,1.00299
2.6987,2.99568,2.99866,1.00298
2.70255,2.9957,2.99867,1.00296
2.7064,2.99572,2.99867,1.00294
2.71025,2.99574,2.99867,1.00292
2.7141,2.99576,2.99868,1.0029
2.71795,2.99579,2.99868,1.00289
2.7218,2.99581,2.99869,1.00287
2.72565,2.99583,2.99869,1.00285
2.7295,2.99585,2.99869,1.00283
2.73335,2.99587,2.9987,1.00282
2.7372,2.99589,2.9987,1.0028
2.74105,2.99591,2.9987,1.00278
2.7449,2.99593,2.99871,1.00277
2.74875,2.99595,2.99871,1.00275
2.7526,2.99597,2.99871,1.00273
2.75645,2.99599,2.99872,1.00272
2.7603,2.99601,2.99872,1.0027
2.76415,2.99603,2.99873,1.00269
2.768,2.99605,2.99873,1.00267
2.77185,2.99607,2.99873,1.00265
2.7757,2.99609,2.99874,1.00264
2.77955,2.99611,2.99874,1.00262
2.7834,2.99613,2.99874,1.00261
2.78725,2.99614,2.99875,1.00259
2.7911,2.99616,2.99875,1.00258
2.79495,2.99618,2.99875,1.00256
2.7988,2.9962,2.99876,1.00255
2.80265,2.99622,2.99876,1.00253
2.8065,2.99624,2.99876,1.00252
2.81035,2.99625,2.99877,1.0025
2.8142,2.99627,2.99877,1.00249
2.81805,2.99629,2.99877,1.00248
2.8219,2.99631,2.99878,1.00246
2.82575,2.99632,2.99878,1.00245
2.8296,2.99634,2.99878,1.00243
2.83345,2.99636,2.99879,1.00242
2.8373,2.99638,2.99879,1.00241
