eta,phi,E/Ei
-5,-1,0.0100003
-5,-0.98,0.0100003
-5,-0.96,0.0100003
-5,-0.94,0.0100003
-5,-0.92,0.0100003
-5,-0.9,0.0100003
-5,-0.88,0.0100004
-5,-0.86,0.0100004
-5,-0.84,0.0100004
-5,-0.82,0.0100004
-5,-0.8,0.0100004
-5,-0.78,0.0100004
-5,-0.76,0.0100004
-5,-0.74,0.0100004
-5,-0.72,0.0100005
-5,-0.7,0.0100005
-5,-0.68,0.0100005
-5,-0.66,0.0100005
-5,-0.64,0.0100005
-5,-0.62,0.0100005
-5,-0.6,0.0100005
-5,-0.58,0.0100005
-5,-0.56,0.0100005
-5,-0.54,0.0100006
-5,-0.52,0.0100006
-5,-0.5,0.0100006
-5,-0.48,0.0100006
-5,-0.46,0.0100006
-5,-0.44,0.0100006
-5,-0.42,0.0100006
-5,-0.4,0.0100006
-5,-0.38,0.0100006
-5,-0.36,0.0100006
-5,-0.34,0.0100006
-5,-0.32,0.0100006
-5,-0.3,0.0100006
-5,-0.28,0.0100006
-5,-0.26,0.0100007
-5,-0.24,0.0100007
-5,-0.22,0.0100007
-5,-0.2,0.0100007
-5,-0.18,0.0100007
-5,-0.16,0.0100007
-5,-0.14,0.0100007
-5,-0.12,0.0100007
-5,-0.1,0.0100007
-5,-0.08,0.0100007
-5,-0.06,0.0100007
-5,-0.04,0.0100007
-5,-0.02,0.0100007
-5,6.17562e-16,0.0100007
-5,0.02,0.0100007
-5,0.04,0.0100007
-5,0.06,0.0100007
-5,0.08,0.0100007
-5,0.1,0.0100007
-5,0.12,0.0100007
-5,0.14,0.0100007
-5,0.16,0.0100007
-5,0.18,0.0100007
-5,0.2,0.0100007
-5,0.22,0.0100007
-5,0.24,0.0100007
-5,0.26,0.0100007
-5,0.28,0.0100006
-5,0.3,0.0100006
-5,0.32,0.0100006
-5,0.34,0.0100006
-5,0.36,0.0100006
-5,0.38,0.0100006
-5,0.4,0.0100006
-5,0.42,0.0100006
-5,0.44,0.0100006
-5,0.46,0.0100006
-5,0.48,0.0100006
-5,0.5,0.0100006
-5,0.52,0.0100006
-5,0.54,0.0100006
-5,0.56,0.0100005
-5,0.58,0.0100005
-5,0.6,0.0100005
-5,0.62,0.0100005
-5,0.64,0.0100005
-5,0.66,0.0100005
-5,0.68,0.0100005
-5,0.7,0.0100005
-5,0.72,0.0100005
-5,0.74,0.0100004
-5,0.76,0.0100004
-5,0.78,0.0100004
-5,0.8,0.0100004
-5,0.82,0.0100004
-5,0.84,0.0100004
-5,0.86,0.0100004
-5,0.88,0.0100004
-5,0.9,0.0100003
-5,0.92,0.0100003
-5,0.94,0.0100003
-5,0.96,0.0100003
-5,0.98,0.0100003
-5,1,0.0100003
-4.9,-1,0.0100003
-4.9,-0.98,0.0100003
-4.9,-0.96,0.0100004
-4.9,-0.94,0.0100004
-4.9,-0.92,0.0100004
-4.9,-0.9,0.0100004
-4.9,-0.88,0.0100004
-4.9,-0.86,0.0100004
-4.9,-0.84,0.0100005
-4.9,-0.82,0.0100005
-4.9,-0.8,0.0100005
-4.9,-0.78,0.0100005
-4.9,-0.76,0.0100005
-4.9,-0.74,0.0100005
-4.9,-0.72,0.0100006
-4.9,-0.7,0.0100006
-4.9,-0.68,0.0100006
-4.9,-0.66,0.0100006
-4.9,-0.64,0.0100006
-4.9,-0.62,0.0100006
-4.9,-0.6,0.0100006
-4.9,-0.58,0.0100007
-4.9,-0.56,0.0100007
-4.9,-0.54,0.0100007
-4.9,-0.52,0.0100007
-4.9,-0.5,0.0100007
-4.9,-0.48,0.0100007
-4.9,-0.46,0.0100007
-4.9,-0.44,0.0100007
-4.9,-0.42,0.0100007
-4.9,-0.4,0.0100007
-4.9,-0.38,0.0100008
-4.9,-0.36,0.0100008
-4.9,-0.34,0.0100008
-4.9,-0.32,0.0100008
-4.9,-0.3,0.0100008
-4.9,-0.28,0.0100008
-4.9,-0.26,0.0100008
-4.9,-0.24,0.0100008
-4.9,-0.22,0.0100008
-4.9,-0.2,0.0100008
-4.9,-0.18,0.0100008
-4.9,-0.16,0.0100008
-4.9,-0.14,0.0100008
-4.9,-0.12,0.0100008
-4.9,-0.1,0.0100008
-4.9,-0.08,0.0100008
-4.9,-0.06,0.0100008
-4.9,-0.04,0.0100008
-4.9,-0.02,0.0100008
-4.9,6.17562e-16,0.0100008
-4.9,0.02,0.0100008
-4.9,0.04,0.0100008
-4.9,0.06,0.0100008
-4.9,0.08,0.0100008
-4.9,0.1,0.0100008
-4.9,0.12,0.0100008
-4.9,0.14,0.0100008
-4.9,0.16,0.0100008
-4.9,0.18,0.0100008
-4.9,0.2,0.0100008
-4.9,0.22,0.0100008
-4.9,0.24,0.0100008
-4.9,0.26,0.0100008
-4.9,0.28,0.0100008
-4.9,0.3,0.0100008
-4.9,0.32,0.0100008
-4.9,0.34,0.0100008
-4.9,0.36,0.0100008
-4.9,0.38,0.0100008
-4.9,0.4,0.0100007
-4.9,0.42,0.0100007
-4.9,0.44,0.0100007
-4.9,0.46,0.0100007
-4.9,0.48,0.0100007
-4.9,0.5,0.0100007
-4.9,0.52,0.0100007
-4.9,0.54,0.0100007
-4.9,0.56,0.0100007
-4.9,0.58,0.0100007
-4.9,0.6,0.0100006
-4.9,0.62,0.0100006
-4.9,0.64,0.0100006
-4.9,0.66,0.0100006
-4.9,0.68,0.0100006
-4.9,0.7,0.0100006
-4.9,0.72,0.0100006
-4.9,0.74,0.0100005
-4.9,0.76,0.0100005
-4.9,0.78,0.0100005
-4.9,0.8,0.0100005
-4.9,0.82,0.0100005
-4.9,0.84,0.0100005
-4.9,0.86,0.0100004
-4.9,0.88,0.0100004
-4.9,0.9,0.0100004
-4.9,0.92,0.0100004
-4.9,0.94,0.0100004
-4.9,0.96,0.0100004
-4.9,0.98,0.0100003
-4.9,1,0.0100003
-4.8,-1,0.0100004
-4.8,-0.98,0.0100004
-4.8,-0.96,0.0100004
-4.8,-0.94,0.0100005
-4.8,-0.92,0.0100005
-4.8,-0.9,0.0100005
-4.8,-0.88,0.0100005
-4.8,-0.86,0.0100005
-4.8,-0.84,0.0100006
-4.8,-0.82,0.0100006
-4.8,-0.8,0.0100006
-4.8,-0.78,0.0100006
-4.8,-0.76,0.0100006
-4.8,-0.74,0.0100007
-4.8,-0.72,0.0100007
-4.8,-0.7,0.0100007
-4.8,-0.68,0.0100007
-4.8,-0.66,0.0100007
-4.8,-0.64,0.0100007
-4.8,-0.62,0.0100008
-4.8,-0.6,0.0100008
-4.8,-0.58,0.0100008
-4.8,-0.56,0.0100008
-4.8,-0.54,0.0100008
-4.8,-0.52,0.0100008
-4.8,-0.5,0.0100009
-4.8,-0.48,0.0100009
-4.8,-0.46,0.0100009
-4.8,-0.44,0.0100009
-4.8,-0.42,0.0100009
-4.8,-0.4,0.0100009
-4.8,-0.38,0.0100009
-4.8,-0.36,0.0100009
-4.8,-0.34,0.0100009
-4.8,-0.32,0.0100009
-4.8,-0.3,0.010001
-4.8,-0.28,0.010001
-4.8,-0.26,0.010001
-4.8,-0.24,0.010001
-4.8,-0.22,0.010001
-4.8,-0.2,0.010001
-4.8,-0.18,0.010001
-4.8,-0.16,0.010001
-4.8,-0.14,0.010001
-4.8,-0.12,0.010001
-4.8,-0.1,0.010001
-4.8,-0.08,0.010001
-4.8,-0.06,0.010001
-4.8,-0.04,0.010001
-4.8,-0.02,0.010001
-4.8,6.17562e-16,0.010001
-4.8,0.02,0.010001
-4.8,0.04,0.010001
-4.8,0.06,0.010001
-4.8,0.08,0.010001
-4.8,0.1,0.010001
-4.8,0.12,0.010001
-4.8,0.14,0.010001
-4.8,0.16,0.010001
-4.8,0.18,0.010001
-4.8,0.2,0.010001
-4.8,0.22,0.010001
-4.8,0.24,0.010001
-4.8,0.26,0.010001
-4.8,0.28,0.010001
-4.8,0.3,0.010001
-4.8,0.32,0.0100009
-4.8,0.34,0.0100009
-4.8,0.36,0.0100009
-4.8,0.38,0.0100009
-4.8,0.4,0.0100009
-4.8,0.42,0.0100009
-4.8,0.44,0.0100009
-4.8,0.46,0.0100009
-4.8,0.48,0.0100009
-4.8,0.5,0.0100009
-4.8,0.52,0.0100008
-4.8,0.54,0.0100008
-4.8,0.56,0.0100008
-4.8,0.58,0.0100008
-4.8,0.6,0.0100008
-4.8,0.62,0.0100008
-4.8,0.64,0.0100007
-4.8,0.66,0.0100007
-4.8,0.68,0.0100007
-4.8,0.7,0.0100007
-4.8,0.72,0.0100007
-4.8,0.74,0.0100007
-4.8,0.76,0.0100006
-4.8,0.78,0.0100006
-4.8,0.8,0.0100006
-4.8,0.82,0.0100006
-4.8,0.84,0.0100006
-4.8,0.86,0.0100005
-4.8,0.88,0.0100005
-4.8,0.9,0.0100005
-4.8,0.92,0.0100005
-4.8,0.94,0.0100005
-4.8,0.96,0.0100004
-4.8,0.98,0.0100004
-4.8,1,0.0100004
-4.7,-1,0.0100005
-4.7,-0.98,0.0100005
-4.7,-0.96,0.0100005
-4.7,-0.94,0.0100006
-4.7,-0.92,0.0100006
-4.7,-0.9,0.0100006
-4.7,-0.88,0.0100006
-4.7,-0.86,0.0100007
-4.7,-0.84,0.0100007
-4.7,-0.82,0.0100007
-4.7,-0.8,0.0100007
-4.7,-0.78,0.0100008
-4.7,-0.76,0.0100008
-4.7,-0.74,0.0100008
-4.7,-0.72,0.0100008
-4.7,-0.7,0.0100009
-4.7,-0.68,0.0100009
-4.7,-0.66,0.0100009
-4.7,-0.64,0.0100009
-4.7,-0.62,0.0100009
-4.7,-0.6,0.010001
-4.7,-0.58,0.010001
-4.7,-0.56,0.010001
-4.7,-0.54,0.010001
-4.7,-0.52,0.010001
-4.7,-0.5,0.010001
-4.7,-0.48,0.0100011
-4.7,-0.46,0.0100011
-4.7,-0.44,0.0100011
-4.7,-0.42,0.0100011
-4.7,-0.4,0.0100011
-4.7,-0.38,0.0100011
-4.7,-0.36,0.0100011
-4.7,-0.34,0.0100011
-4.7,-0.32,0.0100012
-4.7,-0.3,0.0100012
-4.7,-0.28,0.0100012
-4.7,-0.26,0.0100012
-4.7,-0.24,0.0100012
-4.7,-0.22,0.0100012
-4.7,-0.2,0.0100012
-4.7,-0.18,0.0100012
-4.7,-0.16,0.0100012
-4.7,-0.14,0.0100012
-4.7,-0.12,0.0100012
-4.7,-0.1,0.0100012
-4.7,-0.08,0.0100012
-4.7,-0.06,0.0100012
-4.7,-0.04,0.0100012
-4.7,-0.02,0.0100012
-4.7,6.17562e-16,0.0100012
-4.7,0.02,0.0100012
-4.7,0.04,0.0100012
-4.7,0.06,0.0100012
-4.7,0.08,0.0100012
-4.7,0.1,0.0100012
-4.7,0.12,0.0100012
-4.7,0.14,0.0100012
-4.7,0.16,0.0100012
-4.7,0.18,0.0100012
-4.7,0.2,0.0100012
-4.7,0.22,0.0100012
-4.7,0.24,0.0100012
-4.7,0.26,0.0100012
-4.7,0.28,0.0100012
-4.7,0.3,0.0100012
-4.7,0.32,0.0100012
-4.7,0.34,0.0100011
-4.7,0.36,0.0100011
-4.7,0.38,0.0100011
-4.7,0.4,0.0100011
-4.7,0.42,0.0100011
-4.7,0.44,0.0100011
-4.7,0.46,0.0100011
-4.7,0.48,0.0100011
-4.7,0.5,0.010001
-4.7,0.52,0.010001
-4.7,0.54,0.010001
-4.7,0.56,0.010001
-4.7,0.58,0.010001
-4.7,0.6,0.010001
-4.7,0.62,0.0100009
-4.7,0.64,0.0100009
-4.7,0.66,0.0100009
-4.7,0.68,0.0100009
-4.7,0.7,0.0100009
-4.7,0.72,0.0100008
-4.7,0.74,0.0100008
-4.7,0.76,0.0100008
-4.7,0.78,0.0100008
-4.7,0.8,0.0100007
-4.7,0.82,0.0100007
-4.7,0.84,0.0100007
-4.7,0.86,0.0100007
-4.7,0.88,0.0100006
-4.7,0.9,0.0100006
-4.7,0.92,0.0100006
-4.7,0.94,0.0100006
-4.7,0.96,0.0100005
-4.7,0.98,0.0100005
-4.7,1,0.0100005
-4.6,-1,0.0100006
-4.6,-0.98,0.0100006
-4.6,-0.96,0.0100007
-4.6,-0.94,0.0100007
-4.6,-0.92,0.0100007
-4.6,-0.9,0.0100008
-4.6,-0.88,0.0100008
-4.6,-0.86,0.0100008
-4.6,-0.84,0.0100008
-4.6,-0.82,0.0100009
-4.6,-0.8,0.0100009
-4.6,-0.78,0.0100009
-4.6,-0.76,0.010001
-4.6,-0.74,0.010001
-4.6,-0.72,0.010001
-4.6,-0.7,0.010001
-4.6,-0.68,0.0100011
-4.6,-0.66,0.0100011
-4.6,-0.64,0.0100011
-4.6,-0.62,0.0100011
-4.6,-0.6,0.0100012
-4.6,-0.58,0.0100012
-4.6,-0.56,0.0100012
-4.6,-0.54,0.0100012
-4.6,-0.52,0.0100012
-4.6,-0.5,0.0100013
-4.6,-0.48,0.0100013
-4.6,-0.46,0.0100013
-4.6,-0.44,0.0100013
-4.6,-0.42,0.0100013
-4.6,-0.4,0.0100014
-4.6,-0.38,0.0100014
-4.6,-0.36,0.0100014
-4.6,-0.34,0.0100014
-4.6,-0.32,0.0100014
-4.6,-0.3,0.0100014
-4.6,-0.28,0.0100014
-4.6,-0.26,0.0100014
-4.6,-0.24,0.0100015
-4.6,-0.22,0.0100015
-4.6,-0.2,0.0100015
-4.6,-0.18,0.0100015
-4.6,-0.16,0.0100015
-4.6,-0.14,0.0100015
-4.6,-0.12,0.0100015
-4.6,-0.1,0.0100015
-4.6,-0.08,0.0100015
-4.6,-0.06,0.0100015
-4.6,-0.04,0.0100015
-4.6,-0.02,0.0100015
-4.6,6.17562e-16,0.0100015
-4.6,0.02,0.0100015
-4.6,0.04,0.0100015
-4.6,0.06,0.0100015
-4.6,0.08,0.0100015
-4.6,0.1,0.0100015
-4.6,0.12,0.0100015
-4.6,0.14,0.0100015
-4.6,0.16,0.0100015
-4.6,0.18,0.0100015
-4.6,0.2,0.0100015
-4.6,0.22,0.0100015
-4.6,0.24,0.0100015
-4.6,0.26,0.0100014
-4.6,0.28,0.0100014
-4.6,0.3,0.0100014
-4.6,0.32,0.0100014
-4.6,0.34,0.0100014
-4.6,0.36,0.0100014
-4.6,0.38,0.0100014
-4.6,0.4,0.0100014
-4.6,0.42,0.0100013
-4.6,0.44,0.0100013
-4.6,0.46,0.0100013
-4.6,0.48,0.0100013
-4.6,0.5,0.0100013
-4.6,0.52,0.0100012
-4.6,0.54,0.0100012
-4.6,0.56,0.0100012
-4.6,0.58,0.0100012
-4.6,0.6,0.0100012
-4.6,0.62,0.0100011
-4.6,0.64,0.0100011
-4.6,0.66,0.0100011
-4.6,0.68,0.0100011
-4.6,0.7,0.010001
-4.6,0.72,0.010001
-4.6,0.74,0.010001
-4.6,0.76,0.010001
-4.6,0.78,0.0100009
-4.6,0.8,0.0100009
-4.6,0.82,0.0100009
-4.6,0.84,0.0100008
-4.6,0.86,0.0100008
-4.6,0.88,0.0100008
-4.6,0.9,0.0100008
-4.6,0.92,0.0100007
-4.6,0.94,0.0100007
-4.6,0.96,0.0100007
-4.6,0.98,0.0100006
-4.6,1,0.0100006
-4.5,-1,0.0100007
-4.5,-0.98,0.0100008
-4.5,-0.96,0.0100008
-4.5,-0.94,0.0100008
-4.5,-0.92,0.0100009
-4.5,-0.9,0.0100009
-4.5,-0.88,0.010001
-4.5,-0.86,0.010001
-4.5,-0.84,0.010001
-4.5,-0.82,0.0100011
-4.5,-0.8,0.0100011
-4.5,-0.78,0.0100011
-4.5,-0.76,0.0100012
-4.5,-0.74,0.0100012
-4.5,-0.72,0.0100012
-4.5,-0.7,0.0100013
-4.5,-0.68,0.0100013
-4.5,-0.66,0.0100013
-4.5,-0.64,0.0100014
-4.5,-0.62,0.0100014
-4.5,-0.6,0.0100014
-4.5,-0.58,0.0100014
-4.5,-0.56,0.0100015
-4.5,-0.54,0.0100015
-4.5,-0.52,0.0100015
-4.5,-0.5,0.0100015
-4.5,-0.48,0.0100016
-4.5,-0.46,0.0100016
-4.5,-0.44,0.0100016
-4.5,-0.42,0.0100016
-4.5,-0.4,0.0100017
-4.5,-0.38,0.0100017
-4.5,-0.36,0.0100017
-4.5,-0.34,0.0100017
-4.5,-0.32,0.0100017
-4.5,-0.3,0.0100017
-4.5,-0.28,0.0100018
-4.5,-0.26,0.0100018
-4.5,-0.24,0.0100018
-4.5,-0.22,0.0100018
-4.5,-0.2,0.0100018
-4.5,-0.18,0.0100018
-4.5,-0.16,0.0100018
-4.5,-0.14,0.0100018
-4.5,-0.12,0.0100018
-4.5,-0.1,0.0100018
-4.5,-0.08,0.0100018
-4.5,-0.06,0.0100018
-4.5,-0.04,0.0100018
-4.5,-0.02,0.0100019
-4.5,6.17562e-16,0.0100019
-4.5,0.02,0.0100019
-4.5,0.04,0.0100018
-4.5,0.06,0.0100018
-4.5,0.08,0.0100018
-4.5,0.1,0.0100018
-4.5,0.12,0.0100018
-4.5,0.14,0.0100018
-4.5,0.16,0.0100018
-4.5,0.18,0.0100018
-4.5,0.2,0.0100018
-4.5,0.22,0.0100018
-4.5,0.24,0.0100018
-4.5,0.26,0.0100018
-4.5,0.28,0.0100018
-4.5,0.3,0.0100017
-4.5,0.32,0.0100017
-4.5,0.34,0.0100017
-4.5,0.36,0.0100017
-4.5,0.38,0.0100017
-4.5,0.4,0.0100017
-4.5,0.42,0.0100016
-4.5,0.44,0.0100016
-4.5,0.46,0.0100016
-4.5,0.48,0.0100016
-4.5,0.5,0.0100015
-4.5,0.52,0.0100015
-4.5,0.54,0.0100015
-4.5,0.56,0.0100015
-4.5,0.58,0.0100014
-4.5,0.6,0.0100014
-4.5,0.62,0.0100014
-4.5,0.64,0.0100014
-4.5,0.66,0.0100013
-4.5,0.68,0.0100013
-4.5,0.7,0.0100013
-4.5,0.72,0.0100012
-4.5,0.74,0.0100012
-4.5,0.76,0.0100012
-4.5,0.78,0.0100011
-4.5,0.8,0.0100011
-4.5,0.82,0.0100011
-4.5,0.84,0.010001
-4.5,0.86,0.010001
-4.5,0.88,0.010001
-4.5,0.9,0.0100009
-4.5,0.92,0.0100009
-4.5,0.94,0.0100008
-4.5,0.96,0.0100008
-4.5,0.98,0.0100008
-4.5,1,0.0100007
-4.4,-1,0.0100009
-4.4,-0.98,0.0100009
-4.4,-0.96,0.010001
-4.4,-0.94,0.010001
-4.4,-0.92,0.0100011
-4.4,-0.9,0.0100011
-4.4,-0.88,0.0100012
-4.4,-0.86,0.0100012
-4.4,-0.84,0.0100013
-4.4,-0.82,0.0100013
-4.4,-0.8,0.0100013
-4.4,-0.78,0.0100014
-4.4,-0.76,0.0100014
-4.4,-0.74,0.0100015
-4.4,-0.72,0.0100015
-4.4,-0.7,0.0100016
-4.4,-0.68,0.0100016
-4.4,-0.66,0.0100016
-4.4,-0.64,0.0100017
-4.4,-0.62,0.0100017
-4.4,-0.6,0.0100017
-4.4,-0.58,0.0100018
-4.4,-0.56,0.0100018
-4.4,-0.54,0.0100018
-4.4,-0.52,0.0100019
-4.4,-0.5,0.0100019
-4.4,-0.48,0.0100019
-4.4,-0.46,0.0100019
-4.4,-0.44,0.010002
-4.4,-0.42,0.010002
-4.4,-0.4,0.010002
-4.4,-0.38,0.010002
-4.4,-0.36,0.0100021
-4.4,-0.34,0.0100021
-4.4,-0.32,0.0100021
-4.4,-0.3,0.0100021
-4.4,-0.28,0.0100021
-4.4,-0.26,0.0100022
-4.4,-0.24,0.0100022
-4.4,-0.22,0.0100022
-4.4,-0.2,0.0100022
-4.4,-0.18,0.0100022
-4.4,-0.16,0.0100022
-4.4,-0.14,0.0100022
-4.4,-0.12,0.0100022
-4.4,-0.1,0.0100022
-4.4,-0.08,0.0100023
-4.4,-0.06,0.0100023
-4.4,-0.04,0.0100023
-4.4,-0.02,0.0100023
-4.4,6.17562e-16,0.0100023
-4.4,0.02,0.0100023
-4.4,0.04,0.0100023
-4.4,0.06,0.0100023
-4.4,0.08,0.0100023
-4.4,0.1,0.0100022
-4.4,0.12,0.0100022
-4.4,0.14,0.0100022
-4.4,0.16,0.0100022
-4.4,0.18,0.0100022
-4.4,0.2,0.0100022
-4.4,0.22,0.0100022
-4.4,0.24,0.0100022
-4.4,0.26,0.0100022
-4.4,0.28,0.0100021
-4.4,0.3,0.0100021
-4.4,0.32,0.0100021
-4.4,0.34,0.0100021
-4.4,0.36,0.0100021
-4.4,0.38,0.010002
-4.4,0.4,0.010002
-4.4,0.42,0.010002
-4.4,0.44,0.010002
-4.4,0.46,0.0100019
-4.4,0.48,0.0100019
-4.4,0.5,0.0100019
-4.4,0.52,0.0100019
-4.4,0.54,0.0100018
-4.4,0.56,0.0100018
-4.4,0.58,0.0100018
-4.4,0.6,0.0100017
-4.4,0.62,0.0100017
-4.4,0.64,0.0100017
-4.4,0.66,0.0100016
-4.4,0.68,0.0100016
-4.4,0.7,0.0100016
-4.4,0.72,0.0100015
-4.4,0.74,0.0100015
-4.4,0.76,0.0100014
-4.4,0.78,0.0100014
-4.4,0.8,0.0100013
-4.4,0.82,0.0100013
-4.4,0.84,0.0100013
-4.4,0.86,0.0100012
-4.4,0.88,0.0100012
-4.4,0.9,0.0100011
-4.4,0.92,0.0100011
-4.4,0.94,0.010001
-4.4,0.96,0.010001
-4.4,0.98,0.0100009
-4.4,1,0.0100009
-4.3,-1,0.0100011
-4.3,-0.98,0.0100011
-4.3,-0.96,0.0100012
-4.3,-0.94,0.0100013
-4.3,-0.92,0.0100013
-4.3,-0.9,0.0100014
-4.3,-0.88,0.0100014
-4.3,-0.86,0.0100015
-4.3,-0.84,0.0100015
-4.3,-0.82,0.0100016
-4.3,-0.8,0.0100016
-4.3,-0.78,0.0100017
-4.3,-0.76,0.0100017
-4.3,-0.74,0.0100018
-4.3,-0.72,0.0100018
-4.3,-0.7,0.0100019
-4.3,-0.68,0.0100019
-4.3,-0.66,0.010002
-4.3,-0.64,0.010002
-4.3,-0.62,0.0100021
-4.3,-0.6,0.0100021
-4.3,-0.58,0.0100022
-4.3,-0.56,0.0100022
-4.3,-0.54,0.0100022
-4.3,-0.52,0.0100023
-4.3,-0.5,0.0100023
-4.3,-0.48,0.0100023
-4.3,-0.46,0.0100024
-4.3,-0.44,0.0100024
-4.3,-0.42,0.0100024
-4.3,-0.4,0.0100025
-4.3,-0.38,0.0100025
-4.3,-0.36,0.0100025
-4.3,-0.34,0.0100026
-4.3,-0.32,0.0100026
-4.3,-0.3,0.0100026
-4.3,-0.28,0.0100026
-4.3,-0.26,0.0100026
-4.3,-0.24,0.0100027
-4.3,-0.22,0.0100027
-4.3,-0.2,0.0100027
-4.3,-0.18,0.0100027
-4.3,-0.16,0.0100027
-4.3,-0.14,0.0100027
-4.3,-0.12,0.0100027
-4.3,-0.1,0.0100027
-4.3,-0.08,0.0100027
-4.3,-0.06,0.0100028
-4.3,-0.04,0.0100028
-4.3,-0.02,0.0100028
-4.3,6.17562e-16,0.0100028
-4.3,0.02,0.0100028
-4.3,0.04,0.0100028
-4.3,0.06,0.0100028
-4.3,0.08,0.0100027
-4.3,0.1,0.0100027
-4.3,0.12,0.0100027
-4.3,0.14,0.0100027
-4.3,0.16,0.0100027
-4.3,0.18,0.0100027
-4.3,0.2,0.0100027
-4.3,0.22,0.0100027
-4.3,0.24,0.0100027
-4.3,0.26,0.0100026
-4.3,0.28,0.0100026
-4.3,0.3,0.0100026
-4.3,0.32,0.0100026
-4.3,0.34,0.0100026
-4.3,0.36,0.0100025
-4.3,0.38,0.0100025
-4.3,0.4,0.0100025
-4.3,0.42,0.0100024
-4.3,0.44,0.0100024
-4.3,0.46,0.0100024
-4.3,0.48,0.0100023
-4.3,0.5,0.0100023
-4.3,0.52,0.0100023
-4.3,0.54,0.0100022
-4.3,0.56,0.0100022
-4.3,0.58,0.0100022
-4.3,0.6,0.0100021
-4.3,0.62,0.0100021
-4.3,0.64,0.010002
-4.3,0.66,0.010002
-4.3,0.68,0.0100019
-4.3,0.7,0.0100019
-4.3,0.72,0.0100018
-4.3,0.74,0.0100018
-4.3,0.76,0.0100017
-4.3,0.78,0.0100017
-4.3,0.8,0.0100016
-4.3,0.82,0.0100016
-4.3,0.84,0.0100015
-4.3,0.86,0.0100015
-4.3,0.88,0.0100014
-4.3,0.9,0.0100014
-4.3,0.92,0.0100013
-4.3,0.94,0.0100013
-4.3,0.96,0.0100012
-4.3,0.98,0.0100011
-4.3,1,0.0100011
-4.2,-1,0.0100013
-4.2,-0.98,0.0100014
-4.2,-0.96,0.0100015
-4.2,-0.94,0.0100015
-4.2,-0.92,0.0100016
-4.2,-0.9,0.0100017
-4.2,-0.88,0.0100017
-4.2,-0.86,0.0100018
-4.2,-0.84,0.0100019
-4.2,-0.82,0.0100019
-4.2,-0.8,0.010002
-4.2,-0.78,0.0100021
-4.2,-0.76,0.0100021
-4.2,-0.74,0.0100022
-4.2,-0.72,0.0100023
-4.2,-0.7,0.0100023
-4.2,-0.68,0.0100024
-4.2,-0.66,0.0100024
-4.2,-0.64,0.0100025
-4.2,-0.62,0.0100025
-4.2,-0.6,0.0100026
-4.2,-0.58,0.0100026
-4.2,-0.56,0.0100027
-4.2,-0.54,0.0100027
-4.2,-0.52,0.0100028
-4.2,-0.5,0.0100028
-4.2,-0.48,0.0100029
-4.2,-0.46,0.0100029
-4.2,-0.44,0.0100029
-4.2,-0.42,0.010003
-4.2,-0.4,0.010003
-4.2,-0.38,0.0100031
-4.2,-0.36,0.0100031
-4.2,-0.34,0.0100031
-4.2,-0.32,0.0100031
-4.2,-0.3,0.0100032
-4.2,-0.28,0.0100032
-4.2,-0.26,0.0100032
-4.2,-0.24,0.0100032
-4.2,-0.22,0.0100033
-4.2,-0.2,0.0100033
-4.2,-0.18,0.0100033
-4.2,-0.16,0.0100033
-4.2,-0.14,0.0100033
-4.2,-0.12,0.0100033
-4.2,-0.1,0.0100034
-4.2,-0.08,0.0100034
-4.2,-0.06,0.0100034
-4.2,-0.04,0.0100034
-4.2,-0.02,0.0100034
-4.2,6.17562e-16,0.0100034
-4.2,0.02,0.0100034
-4.2,0.04,0.0100034
-4.2,0.06,0.0100034
-4.2,0.08,0.0100034
-4.2,0.1,0.0100034
-4.2,0.12,0.0100033
-4.2,0.14,0.0100033
-4.2,0.16,0.0100033
-4.2,0.18,0.0100033
-4.2,0.2,0.0100033
-4.2,0.22,0.0100033
-4.2,0.24,0.0100032
-4.2,0.26,0.0100032
-4.2,0.28,0.0100032
-4.2,0.3,0.0100032
-4.2,0.32,0.0100031
-4.2,0.34,0.0100031
-4.2,0.36,0.0100031
-4.2,0.38,0.0100031
-4.2,0.4,0.010003
-4.2,0.42,0.010003
-4.2,0.44,0.0100029
-4.2,0.46,0.0100029
-4.2,0.48,0.0100029
-4.2,0.5,0.0100028
-4.2,0.52,0.0100028
-4.2,0.54,0.0100027
-4.2,0.56,0.0100027
-4.2,0.58,0.0100026
-4.2,0.6,0.0100026
-4.2,0.62,0.0100025
-4.2,0.64,0.0100025
-4.2,0.66,0.0100024
-4.2,0.68,0.0100024
-4.2,0.7,0.0100023
-4.2,0.72,0.0100023
-4.2,0.74,0.0100022
-4.2,0.76,0.0100021
-4.2,0.78,0.0100021
-4.2,0.8,0.010002
-4.2,0.82,0.0100019
-4.2,0.84,0.0100019
-4.2,0.86,0.0100018
-4.2,0.88,0.0100017
-4.2,0.9,0.0100017
-4.2,0.92,0.0100016
-4.2,0.94,0.0100015
-4.2,0.96,0.0100015
-4.2,0.98,0.0100014
-4.2,1,0.0100013
-4.1,-1,0.0100016
-4.1,-0.98,0.0100017
-4.1,-0.96,0.0100018
-4.1,-0.94,0.0100019
-4.1,-0.92,0.010002
-4.1,-0.9,0.010002
-4.1,-0.88,0.0100021
-4.1,-0.86,0.0100022
-4.1,-0.84,0.0100023
-4.1,-0.82,0.0100024
-4.1,-0.8,0.0100025
