eta,phi,E/Ei
2.5,-0.46,0.010087
2.5,-0.44,0.0100882
2.5,-0.42,0.0100893
2.5,-0.4,0.0100904
2.5,-0.38,0.0100915
2.5,-0.36,0.0100925
2.5,-0.34,0.0100934
2.5,-0.32,0.0100943
2.5,-0.3,0.0100951
2.5,-0.28,0.0100959
2.5,-0.26,0.0100966
2.5,-0.24,0.0100973
2.5,-0.22,0.0100979
2.5,-0.2,0.0100985
2.5,-0.18,0.010099
2.5,-0.16,0.0100995
2.5,-0.14,0.0100999
2.5,-0.12,0.0101002
2.5,-0.1,0.0101005
2.5,-0.08,0.0101008
2.5,-0.06,0.010101
2.5,-0.04,0.0101011
2.5,-0.02,0.0101012
2.5,6.17562e-16,0.0101012
2.5,0.02,0.0101012
2.5,0.04,0.0101011
2.5,0.06,0.010101
2.5,0.08,0.0101008
2.5,0.1,0.0101005
2.5,0.12,0.0101002
2.5,0.14,0.0100999
2.5,0.16,0.0100995
2.5,0.18,0.010099
2.5,0.2,0.0100985
2.5,0.22,0.0100979
2.5,0.24,0.0100973
2.5,0.26,0.0100966
2.5,0.28,0.0100959
2.5,0.3,0.0100951
2.5,0.32,0.0100943
2.5,0.34,0.0100934
2.5,0.36,0.0100925
2.5,0.38,0.0100915
2.5,0.4,0.0100904
2.5,0.42,0.0100893
2.5,0.44,0.0100882
2.5,0.46,0.010087
2.5,0.48,0.0100858
2.5,0.5,0.0100845
2.5,0.52,0.0100832
2.5,0.54,0.0100818
2.5,0.56,0.0100804
2.5,0.58,0.0100789
2.5,0.6,0.0100774
2.5,0.62,0.0100758
2.5,0.64,0.0100742
2.5,0.66,0.0100726
2.5,0.68,0.0100709
2.5,0.7,0.0100692
2.5,0.72,0.0100674
2.5,0.74,0.0100656
2.5,0.76,0.0100637
2.5,0.78,0.0100618
2.5,0.8,0.0100599
2.5,0.82,0.010058
2.5,0.84,0.010056
2.5,0.86,0.0100539
2.5,0.88,0.0100519
2.5,0.9,0.0100498
2.5,0.92,0.0100476
2.5,0.94,0.0100455
2.5,0.96,0.0100433
2.5,0.98,0.0100411
2.5,1,0.0100388
2.6,-1,0.0100318
2.6,-0.98,0.0100337
2.6,-0.96,0.0100355
2.6,-0.94,0.0100373
2.6,-0.92,0.0100391
2.6,-0.9,0.0100408
2.6,-0.88,0.0100425
2.6,-0.86,0.0100442
2.6,-0.84,0.0100459
2.6,-0.82,0.0100475
2.6,-0.8,0.0100491
2.6,-0.78,0.0100507
2.6,-0.76,0.0100522
2.6,-0.74,0.0100537
2.6,-0.72,0.0100552
2.6,-0.7,0.0100567
2.6,-0.68,0.0100581
2.6,-0.66,0.0100594
2.6,-0.64,0.0100608
2.6,-0.62,0.0100621
2.6,-0.6,0.0100634
2.6,-0.58,0.0100646
2.6,-0.56,0.0100658
2.6,-0.54,0.010067
2.6,-0.52,0.0100681
2.6,-0.5,0.0100692
2.6,-0.48,0.0100702
2.6,-0.46,0.0100712
2.6,-0.44,0.0100722
2.6,-0.42,0.0100731
2.6,-0.4,0.010074
2.6,-0.38,0.0100749
2.6,-0.36,0.0100757
2.6,-0.34,0.0100765
2.6,-0.32,0.0100772
2.6,-0.3,0.0100779
2.6,-0.28,0.0100785
2.6,-0.26,0.0100791
2.6,-0.24,0.0100796
2.6,-0.22,0.0100802
2.6,-0.2,0.0100806
2.6,-0.18,0.010081
2.6,-0.16,0.0100814
2.6,-0.14,0.0100818
2.6,-0.12,0.010082
2.6,-0.1,0.0100823
2.6,-0.08,0.0100825
2.6,-0.06,0.0100827
2.6,-0.04,0.0100828
2.6,-0.02,0.0100828
2.6,6.17562e-16,0.0100829
2.6,0.02,0.0100828
2.6,0.04,0.0100828
2.6,0.06,0.0100827
2.6,0.08,0.0100825
2.6,0.1,0.0100823
2.6,0.12,0.010082
2.6,0.14,0.0100818
2.6,0.16,0.0100814
2.6,0.18,0.010081
2.6,0.2,0.0100806
2.6,0.22,0.0100802
2.6,0.24,0.0100796
2.6,0.26,0.0100791
2.6,0.28,0.0100785
2.6,0.3,0.0100779
2.6,0.32,0.0100772
2.6,0.34,0.0100765
2.6,0.36,0.0100757
2.6,0.38,0.0100749
2.6,0.4,0.010074
2.6,0.42,0.0100731
2.6,0.44,0.0100722
2.6,0.46,0.0100712
2.6,0.48,0.0100702
2.6,0.5,0.0100692
2.6,0.52,0.0100681
2.6,0.54,0.010067
2.6,0.56,0.0100658
2.6,0.58,0.0100646
2.6,0.6,0.0100634
2.6,0.62,0.0100621
2.6,0.64,0.0100608
2.6,0.66,0.0100594
2.6,0.68,0.0100581
2.6,0.7,0.0100567
2.6,0.72,0.0100552
2.6,0.74,0.0100537
2.6,0.76,0.0100522
2.6,0.78,0.0100507
2.6,0.8,0.0100491
2.6,0.82,0.0100475
2.6,0.84,0.0100459
2.6,0.86,0.0100442
2.6,0.88,0.0100425
2.6,0.9,0.0100408
2.6,0.92,0.0100391
2.6,0.94,0.0100373
2.6,0.96,0.0100355
2.6,0.98,0.0100337
2.6,1,0.0100318
2.7,-1,0.0100261
2.7,-0.98,0.0100276
2.7,-0.96,0.0100291
2.7,-0.94,0.0100306
2.7,-0.92,0.010032
2.7,-0.9,0.0100334
2.7,-0.88,0.0100348
2.7,-0.86,0.0100362
2.7,-0.84,0.0100376
2.7,-0.82,0.0100389
2.7,-0.8,0.0100402
2.7,-0.78,0.0100415
2.7,-0.76,0.0100428
2.7,-0.74,0.010044
2.7,-0.72,0.0100452
2.7,-0.7,0.0100464
2.7,-0.68,0.0100476
2.7,-0.66,0.0100487
2.7,-0.64,0.0100498
2.7,-0.62,0.0100509
2.7,-0.6,0.0100519
2.7,-0.58,0.0100529
2.7,-0.56,0.0100539
2.7,-0.54,0.0100548
2.7,-0.52,0.0100558
2.7,-0.5,0.0100567
2.7,-0.48,0.0100575
2.7,-0.46,0.0100583
2.7,-0.44,0.0100591
2.7,-0.42,0.0100599
2.7,-0.4,0.0100606
2.7,-0.38,0.0100613
2.7,-0.36,0.010062
2.7,-0.34,0.0100626
2.7,-0.32,0.0100632
2.7,-0.3,0.0100637
2.7,-0.28,0.0100643
2.7,-0.26,0.0100647
2.7,-0.24,0.0100652
2.7,-0.22,0.0100656
2.7,-0.2,0.010066
2.7,-0.18,0.0100663
2.7,-0.16,0.0100667
2.7,-0.14,0.0100669
2.7,-0.12,0.0100672
2.7,-0.1,0.0100674
2.7,-0.08,0.0100675
2.7,-0.06,0.0100677
2.7,-0.04,0.0100677
2.7,-0.02,0.0100678
2.7,6.17562e-16,0.0100678
2.7,0.02,0.0100678
2.7,0.04,0.0100677
2.7,0.06,0.0100677
2.7,0.08,0.0100675
2.7,0.1,0.0100674
2.7,0.12,0.0100672
2.7,0.14,0.0100669
2.7,0.16,0.0100667
2.7,0.18,0.0100663
2.7,0.2,0.010066
2.7,0.22,0.0100656
2.7,0.24,0.0100652
2.7,0.26,0.0100647
2.7,0.28,0.0100643
2.7,0.3,0.0100637
2.7,0.32,0.0100632
2.7,0.34,0.0100626
2.7,0.36,0.010062
2.7,0.38,0.0100613
2.7,0.4,0.0100606
2.7,0.42,0.0100599
2.7,0.44,0.0100591
2.7,0.46,0.0100583
2.7,0.48,0.0100575
2.7,0.5,0.0100567
2.7,0.52,0.0100558
2.7,0.54,0.0100548
2.7,0.56,0.0100539
2.7,0.58,0.0100529
2.7,0.6,0.0100519
2.7,0.62,0.0100509
2.7,0.64,0.0100498
2.7,0.66,0.0100487
2.7,0.68,0.0100476
2.7,0.7,0.0100464
2.7,0.72,0.0100452
2.7,0.74,0.010044
2.7,0.76,0.0100428
2.7,0.78,0.0100415
2.7,0.8,0.0100402
2.7,0.82,0.0100389
2.7,0.84,0.0100376
2.7,0.86,0.0100362
2.7,0.88,0.0100348
2.7,0.9,0.0100334
2.7,0.92,0.010032
2.7,0.94,0.0100306
2.7,0.96,0.0100291
2.7,0.98,0.0100276
2.7,1,0.0100261
2.8,-1,0.0100214
2.8,-0.98,0.0100226
2.8,-0.96,0.0100238
2.8,-0.94,0.010025
2.8,-0.92,0.0100262
2.8,-0.9,0.0100274
2.8,-0.88,0.0100285
2.8,-0.86,0.0100297
2.8,-0.84,0.0100308
2.8,-0.82,0.0100319
2.8,-0.8,0.010033
2.8,-0.78,0.010034
2.8,-0.76,0.010035
2.8,-0.74,0.0100361
2.8,-0.72,0.010037
2.8,-0.7,0.010038
2.8,-0.68,0.010039
2.8,-0.66,0.0100399
2.8,-0.64,0.0100408
2.8,-0.62,0.0100417
2.8,-0.6,0.0100425
2.8,-0.58,0.0100433
2.8,-0.56,0.0100441
2.8,-0.54,0.0100449
2.8,-0.52,0.0100457
2.8,-0.5,0.0100464
2.8,-0.48,0.0100471
2.8,-0.46,0.0100478
2.8,-0.44,0.0100484
2.8,-0.42,0.010049
2.8,-0.4,0.0100496
2.8,-0.38,0.0100502
2.8,-0.36,0.0100507
2.8,-0.34,0.0100512
2.8,-0.32,0.0100517
2.8,-0.3,0.0100522
2.8,-0.28,0.0100526
2.8,-0.26,0.010053
2.8,-0.24,0.0100534
2.8,-0.22,0.0100537
2.8,-0.2,0.010054
2.8,-0.18,0.0100543
2.8,-0.16,0.0100546
2.8,-0.14,0.0100548
2.8,-0.12,0.010055
2.8,-0.1,0.0100551
2.8,-0.08,0.0100553
2.8,-0.06,0.0100554
2.8,-0.04,0.0100555
2.8,-0.02,0.0100555
2.8,6.17562e-16,0.0100555
2.8,0.02,0.0100555
2.8,0.04,0.0100555
2.8,0.06,0.0100554
2.8,0.08,0.0100553
2.8,0.1,0.0100551
2.8,0.12,0.010055
2.8,0.14,0.0100548
2.8,0.16,0.0100546
2.8,0.18,0.0100543
2.8,0.2,0.010054
2.8,0.22,0.0100537
2.8,0.24,0.0100534
2.8,0.26,0.010053
2.8,0.28,0.0100526
2.8,0.3,0.0100522
2.8,0.32,0.0100517
2.8,0.34,0.0100512
2.8,0.36,0.0100507
2.8,0.38,0.0100502
2.8,0.4,0.0100496
2.8,0.42,0.010049
2.8,0.44,0.0100484
2.8,0.46,0.0100478
2.8,0.48,0.0100471
2.8,0.5,0.0100464
2.8,0.52,0.0100457
2.8,0.54,0.0100449
2.8,0.56,0.0100441
2.8,0.58,0.0100433
2.8,0.6,0.0100425
2.8,0.62,0.0100417
2.8,0.64,0.0100408
2.8,0.66,0.0100399
2.8,0.68,0.010039
2.8,0.7,0.010038
2.8,0.72,0.010037
2.8,0.74,0.0100361
2.8,0.76,0.010035
2.8,0.78,0.010034
2.8,0.8,0.010033
2.8,0.82,0.0100319
2.8,0.84,0.0100308
2.8,0.86,0.0100297
2.8,0.88,0.0100285
2.8,0.9,0.0100274
2.8,0.92,0.0100262
2.8,0.94,0.010025
2.8,0.96,0.0100238
2.8,0.98,0.0100226
2.8,1,0.0100214
2.9,-1,0.0100175
2.9,-0.98,0.0100185
2.9,-0.96,0.0100195
2.9,-0.94,0.0100205
2.9,-0.92,0.0100215
2.9,-0.9,0.0100224
2.9,-0.88,0.0100234
2.9,-0.86,0.0100243
2.9,-0.84,0.0100252
2.9,-0.82,0.0100261
2.9,-0.8,0.010027
2.9,-0.78,0.0100279
2.9,-0.76,0.0100287
2.9,-0.74,0.0100295
2.9,-0.72,0.0100303
2.9,-0.7,0.0100311
2.9,-0.68,0.0100319
2.9,-0.66,0.0100327
2.9,-0.64,0.0100334
2.9,-0.62,0.0100341
2.9,-0.6,0.0100348
2.9,-0.58,0.0100355
2.9,-0.56,0.0100361
2.9,-0.54,0.0100368
2.9,-0.52,0.0100374
2.9,-0.5,0.010038
2.9,-0.48,0.0100386
2.9,-0.46,0.0100391
2.9,-0.44,0.0100396
2.9,-0.42,0.0100401
2.9,-0.4,0.0100406
2.9,-0.38,0.0100411
2.9,-0.36,0.0100415
2.9,-0.34,0.010042
2.9,-0.32,0.0100423
2.9,-0.3,0.0100427
2.9,-0.28,0.0100431
2.9,-0.26,0.0100434
2.9,-0.24,0.0100437
2.9,-0.22,0.010044
2.9,-0.2,0.0100442
2.9,-0.18,0.0100445
2.9,-0.16,0.0100447
2.9,-0.14,0.0100448
2.9,-0.12,0.010045
2.9,-0.1,0.0100451
2.9,-0.08,0.0100452
2.9,-0.06,0.0100453
2.9,-0.04,0.0100454
2.9,-0.02,0.0100454
2.9,6.17562e-16,0.0100454
2.9,0.02,0.0100454
2.9,0.04,0.0100454
2.9,0.06,0.0100453
2.9,0.08,0.0100452
2.9,0.1,0.0100451
2.9,0.12,0.010045
2.9,0.14,0.0100448
2.9,0.16,0.0100447
2.9,0.18,0.0100445
2.9,0.2,0.0100442
2.9,0.22,0.010044
2.9,0.24,0.0100437
2.9,0.26,0.0100434
2.9,0.28,0.0100431
2.9,0.3,0.0100427
2.9,0.32,0.0100423
2.9,0.34,0.010042
2.9,0.36,0.0100415
2.9,0.38,0.0100411
2.9,0.4,0.0100406
2.9,0.42,0.0100401
2.9,0.44,0.0100396
2.9,0.46,0.0100391
2.9,0.48,0.0100386
2.9,0.5,0.010038
2.9,0.52,0.0100374
2.9,0.54,0.0100368
2.9,0.56,0.0100361
2.9,0.58,0.0100355
2.9,0.6,0.0100348
2.9,0.62,0.0100341
2.9,0.64,0.0100334
2.9,0.66,0.0100327
2.9,0.68,0.0100319
2.9,0.7,0.0100311
2.9,0.72,0.0100303
2.9,0.74,0.0100295
2.9,0.76,0.0100287
2.9,0.78,0.0100279
2.9,0.8,0.010027
2.9,0.82,0.0100261
2.9,0.84,0.0100252
2.9,0.86,0.0100243
2.9,0.88,0.0100234
2.9,0.9,0.0100224
2.9,0.92,0.0100215
2.9,0.94,0.0100205
2.9,0.96,0.0100195
2.9,0.98,0.0100185
2.9,1,0.0100175
3,-1,0.0100144
3,-0.98,0.0100152
3,-0.96,0.010016
3,-0.94,0.0100168
3,-0.92,0.0100176
3,-0.9,0.0100184
3,-0.88,0.0100192
3,-0.86,0.0100199
3,-0.84,0.0100207
3,-0.82,0.0100214
3,-0.8,0.0100221
3,-0.78,0.0100228
3,-0.76,0.0100235
3,-0.74,0.0100242
3,-0.72,0.0100248
3,-0.7,0.0100255
3,-0.68,0.0100261
3,-0.66,0.0100267
3,-0.64,0.0100273
3,-0.62,0.0100279
3,-0.6,0.0100285
3,-0.58,0.0100291
3,-0.56,0.0100296
3,-0.54,0.0100301
3,-0.52,0.0100306
3,-0.5,0.0100311
3,-0.48,0.0100316
3,-0.46,0.010032
3,-0.44,0.0100325
3,-0.42,0.0100329
3,-0.4,0.0100333
3,-0.38,0.0100336
3,-0.36,0.010034
3,-0.34,0.0100343
3,-0.32,0.0100347
3,-0.3,0.010035
3,-0.28,0.0100353
3,-0.26,0.0100355
3,-0.24,0.0100358
3,-0.22,0.010036
3,-0.2,0.0100362
3,-0.18,0.0100364
3,-0.16,0.0100366
3,-0.14,0.0100367
3,-0.12,0.0100368
3,-0.1,0.010037
3,-0.08,0.010037
3,-0.06,0.0100371
3,-0.04,0.0100372
3,-0.02,0.0100372
3,6.17562e-16,0.0100372
3,0.02,0.0100372
3,0.04,0.0100372
3,0.06,0.0100371
3,0.08,0.010037
3,0.1,0.010037
3,0.12,0.0100368
3,0.14,0.0100367
3,0.16,0.0100366
3,0.18,0.0100364
3,0.2,0.0100362
3,0.22,0.010036
3,0.24,0.0100358
3,0.26,0.0100355
3,0.28,0.0100353
3,0.3,0.010035
3,0.32,0.0100347
3,0.34,0.0100343
3,0.36,0.010034
3,0.38,0.0100336
3,0.4,0.0100333
3,0.42,0.0100329
3,0.44,0.0100325
3,0.46,0.010032
3,0.48,0.0100316
3,0.5,0.0100311
3,0.52,0.0100306
3,0.54,0.0100301
3,0.56,0.0100296
3,0.58,0.0100291
3,0.6,0.0100285
3,0.62,0.0100279
3,0.64,0.0100273
3,0.66,0.0100267
3,0.68,0.0100261
3,0.7,0.0100255
3,0.72,0.0100248
3,0.74,0.0100242
3,0.76,0.0100235
3,0.78,0.0100228
3,0.8,0.0100221
3,0.82,0.0100214
3,0.84,0.0100207
3,0.86,0.0100199
3,0.88,0.0100192
3,0.9,0.0100184
3,0.92,0.0100176
3,0.94,0.0100168
3,0.96,0.010016
3,0.98,0.0100152
3,1,0.0100144
3.1,-1,0.0100118
3.1,-0.98,0.0100124
3.1,-0.96,0.0100131
3.1,-0.94,0.0100138
3.1,-0.92,0.0100144
3.1,-0.9,0.0100151
3.1,-0.88,0.0100157
3.1,-0.86,0.0100163
3.1,-0.84,0.0100169
3.1,-0.82,0.0100175
3.1,-0.8,0.0100181
3.1,-0.78,0.0100187
3.1,-0.76,0.0100192
3.1,-0.74,0.0100198
3.1,-0.72,0.0100203
3.1,-0.7,0.0100209
3.1,-0.68,0.0100214
3.1,-0.66,0.0100219
3.1,-0.64,0.0100224
3.1,-0.62,0.0100229
3.1,-0.6,0.0100233
3.1,-0.58,0.0100238
3.1,-0.56,0.0100242
3.1,-0.54,0.0100247
3.1,-0.52,0.0100251
3.1,-0.5,0.0100255
3.1,-0.48,0.0100258
3.1,-0.46,0.0100262
3.1,-0.44,0.0100266
3.1,-0.42,0.0100269
3.1,-0.4,0.0100272
3.1,-0.38,0.0100275
3.1,-0.36,0.0100278
3.1,-0.34,0.0100281
3.1,-0.32,0.0100284
3.1,-0.3,0.0100286
3.1,-0.28,0.0100289
3.1,-0.26,0.0100291
3.1,-0.24,0.0100293
3.1,-0.22,0.0100295
3.1,-0.2,0.0100296
3.1,-0.18,0.0100298
3.1,-0.16,0.0100299
3.1,-0.14,0.0100301
3.1,-0.12,0.0100302
3.1,-0.1,0.0100303
3.1,-0.08,0.0100303
3.1,-0.06,0.0100304
3.1,-0.04,0.0100304
3.1,-0.02,0.0100304
3.1,6.17562e-16,0.0100305
3.1,0.02,0.0100304
3.1,0.04,0.0100304
3.1,0.06,0.0100304
3.1,0.08,0.0100303
3.1,0.1,0.0100303
3.1,0.12,0.0100302
3.1,0.14,0.0100301
3.1,0.16,0.0100299
3.1,0.18,0.0100298
3.1,0.2,0.0100296
3.1,0.22,0.0100295
3.1,0.24,0.0100293
3.1,0.26,0.0100291
3.1,0.28,0.0100289
3.1,0.3,0.0100286
3.1,0.32,0.0100284
3.1,0.34,0.0100281
3.1,0.36,0.0100278
3.1,0.38,0.0100275
3.1,0.4,0.0100272
3.1,0.42,0.0100269
3.1,0.44,0.0100266
3.1,0.46,0.0100262
3.1,0.48,0.0100258
3.1,0.5,0.0100255
3.1,0.52,0.0100251
3.1,0.54,0.0100247
3.1,0.56,0.0100242
3.1,0.58,0.0100238
3.1,0.6,0.0100233
3.1,0.62,0.0100229
3.1,0.64,0.0100224
3.1,0.66,0.0100219
3.1,0.68,0.0100214
3.1,0.7,0.0100209
3.1,0.72,0.0100203
3.1,0.74,0.0100198
3.1,0.76,0.0100192
3.1,0.78,0.0100187
3.1,0.8,0.0100181
3.1,0.82,0.0100175
3.1,0.84,0.0100169
3.1,0.86,0.0100163
3.1,0.88,0.0100157
3.1,0.9,0.0100151
3.1,0.92,0.0100144
3.1,0.94,0.0100138
3.1,0.96,0.0100131
3.1,0.98,0.0100124
3.1,1,0.0100118
3.2,-1,0.0100096
3.2,-0.98,0.0100102
3.2,-0.96,0.0100107
3.2,-0.94,0.0100113
3.2,-0.92,0.0100118
3.2,-0.9,0.0100123
3.2,-0.88,0.0100128
3.2,-0.86,0.0100134
3.2,-0.84,0.0100139
3.2,-0.82,0.0100143
3.2,-0.8,0.0100148
3.2,-0.78,0.0100153
3.2,-0.76,0.0100158
3.2,-0.74,0.0100162
3.2,-0.72,0.0100167
3.2,-0.7,0.0100171
3.2,-0.68,0.0100175
3.2,-0.66,0.0100179
3.2,-0.64,0.0100183
3.2,-0.62,0.0100187
3.2,-0.6,0.0100191
3.2,-0.58,0.0100195
3.2,-0.56,0.0100198
3.2,-0.54,0.0100202
3.2,-0.52,0.0100205
3.2,-0.5,0.0100209
3.2,-0.48,0.0100212
3.2,-0.46,0.0100215
3.2,-0.44,0.0100218
3.2,-0.42,0.010022
3.2,-0.4,0.0100223
3.2,-0.38,0.0100226
3.2,-0.36,0.0100228
3.2,-0.34,0.010023
3.2,-0.32,0.0100232
3.2,-0.3,0.0100234
3.2,-0.28,0.0100236
3.2,-0.26,0.0100238
3.2,-0.24,0.010024
3.2,-0.22,0.0100241
3.2,-0.2,0.0100243
3.2,-0.18,0.0100244
3.2,-0.16,0.0100245
3.2,-0.14,0.0100246
3.2,-0.12,0.0100247
3.2,-0.1,0.0100248
3.2,-0.08,0.0100248
3.2,-0.06,0.0100249
3.2,-0.04,0.0100249
3.2,-0.02,0.0100249
3.2,6.17562e-16,0.0100249
3.2,0.02,0.0100249
3.2,0.04,0.0100249
3.2,0.06,0.0100249
3.2,0.08,0.0100248
3.2,0.1,0.0100248
3.2,0.12,0.0100247
3.2,0.14,0.0100246
3.2,0.16,0.0100245
3.2,0.18,0.0100244
3.2,0.2,0.0100243
3.2,0.22,0.0100241
3.2,0.24,0.010024
3.2,0.26,0.0100238
3.2,0.28,0.0100236
3.2,0.3,0.0100234
3.2,0.32,0.0100232
3.2,0.34,0.010023
3.2,0.36,0.0100228
3.2,0.38,0.0100226
3.2,0.4,0.0100223
3.2,0.42,0.010022
3.2,0.44,0.0100218
3.2,0.46,0.0100215
3.2,0.48,0.0100212
3.2,0.5,0.0100209
3.2,0.52,0.0100205
3.2,0.54,0.0100202
3.2,0.56,0.0100198
3.2,0.58,0.0100195
3.2,0.6,0.0100191
3.2,0.62,0.0100187
3.2,0.64,0.0100183
3.2,0.66,0.0100179
3.2,0.68,0.0100175
3.2,0.7,0.0100171
3.2,0.72,0.0100167
3.2,0.74,0.0100162
3.2,0.76,0.0100158
3.2,0.78,0.0100153
3.2,0.8,0.0100148
3.2,0.82,0.0100143
3.2,0.84,0.0100139
3.2,0.86,0.0100134
3.2,0.88,0.0100128
3.2,0.9,0.0100123
3.2,0.92,0.0100118
3.2,0.94,0.0100113
3.2,0.96,0.0100107
3.2,0.98,0.0100102
3.2,1,0.0100096
3.3,-1,0.0100079
3.3,-0.98,0.0100083
3.3,-0.96,0.0100088
3.3,-0.94,0.0100092
3.3,-0.92,0.0100097
3.3,-0.9,0.0100101
3.3,-0.88,0.0100105
3.3,-0.86,0.0100109
3.3,-0.84,0.0100113
3.3,-0.82,0.0100117
3.3,-0.8,0.0100121
3.3,-0.78,0.0100125
3.3,-0.76,0.0100129
3.3,-0.74,0.0100133
3.3,-0.72,0.0100136
3.3,-0.7,0.010014
3.3,-0.68,0.0100143
3.3,-0.66,0.0100147
3.3,-0.64,0.010015
3.3,-0.62,0.0100153
3.3,-0.6,0.0100156
3.3,-0.58,0.010016
3.3,-0.56,0.0100162
3.3,-0.54,0.0100165
3.3,-0.52,0.0100168
3.3,-0.5,0.0100171
3.3,-0.48,0.0100173
3.3,-0.46,0.0100176
3.3,-0.44,0.0100178
3.3,-0.42,0.010018
3.3,-0.4,0.0100183
3.3,-0.38,0.0100185
3.3,-0.36,0.0100187
3.3,-0.34,0.0100188
3.3,-0.32,0.010019
3.3,-0.3,0.0100192
3.3,-0.28,0.0100193
3.3,-0.26,0.0100195
3.3,-0.24,0.0100196
3.3,-0.22,0.0100198
3.3,-0.2,0.0100199
3.3,-0.18,0.01002
3.3,-0.16,0.0100201
3.3,-0.14,0.0100201
3.3,-0.12,0.0100202
3.3,-0.1,0.0100203
3.3,-0.08,0.0100203
3.3,-0.06,0.0100204
3.3,-0.04,0.0100204
3.3,-0.02,0.0100204
3.3,6.17562e-16,0.0100204
3.3,0.02,0.0100204
3.3,0.04,0.0100204
3.3,0.06,0.0100204
3.3,0.08,0.0100203
3.3,0.1,0.0100203
3.3,0.12,0.0100202
3.3,0.14,0.0100201
3.3,0.16,0.0100201
3.3,0.18,0.01002
3.3,0.2,0.0100199
3.3,0.22,0.0100198
3.3,0.24,0.0100196
3.3,0.26,0.0100195
3.3,0.28,0.0100193
3.3,0.3,0.0100192
3.3,0.32,0.010019
3.3,0.34,0.0100188
3.3,0.36,0.0100187
3.3,0.38,0.0100185
3.3,0.4,0.0100183
3.3,0.42,0.010018
3.3,0.44,0.0100178
3.3,0.46,0.0100176
3.3,0.48,0.0100173
3.3,0.5,0.0100171
3.3,0.52,0.0100168
3.3,0.54,0.0100165
3.3,0.56,0.0100162
3.3,0.58,0.010016
3.3,0.6,0.0100156
3.3,0.62,0.0100153
3.3,0.64,0.010015
3.3,0.66,0.0100147
3.3,0.68,0.0100143
3.3,0.7,0.010014
3.3,0.72,0.0100136
3.3,0.74,0.0100133
3.3,0.76,0.0100129
3.3,0.78,0.0100125
3.3,0.8,0.0100121
3.3,0.82,0.0100117
3.3,0.84,0.0100113
3.3,0.86,0.0100109
3.3,0.88,0.0100105
3.3,0.9,0.0100101
3.3,0.92,0.0100097
3.3,0.94,0.0100092
3.3,0.96,0.0100088
3.3,0.98,0.0100083
3.3,1,0.0100079
3.4,-1,0.0100065
3.4,-0.98,0.0100068
3.4,-0.96,0.0100072
3.4,-0.94,0.0100076
3.4,-0.92,0.0100079
3.4,-0.9,0.0100083
3.4,-0.88,0.0100086
3.4,-0.86,0.010009
3.4,-0.84,0.0100093
3.4,-0.82,0.0100096
3.4,-0.8,0.0100099
3.4,-0.78,0.0100103
3.4,-0.76,0.0100106
3.4,-0.74,0.0100109
3.4,-0.72,0.0100112
3.4,-0.7,0.0100115
3.4,-0.68,0.0100117
3.4,-0.66,0.010012
3.4,-0.64,0.0100123
3.4,-0.62,0.0100126
3.4,-0.6,0.0100128
3.4,-0.58,0.0100131
3.4,-0.56,0.0100133
3.4,-0.54,0.0100135
3.4,-0.52,0.0100138
3.4,-0.5,0.010014
3.4,-0.48,0.0100142
3.4,-0.46,0.0100144
3.4,-0.44,0.0100146
3.4,-0.42,0.0100148
3.4,-0.4,0.0100149
3.4,-0.38,0.0100151
3.4,-0.36,0.0100153
3.4,-0.34,0.0100154
3.4,-0.32,0.0100156
3.4,-0.3,0.0100157
3.4,-0.28,0.0100158
3.4,-0.26,0.010016
3.4,-0.24,0.0100161
3.4,-0.22,0.0100162
3.4,-0.2,0.0100163
3.4,-0.18,0.0100164
3.4,-0.16,0.0100164
3.4,-0.14,0.0100165
3.4,-0.12,0.0100166
3.4,-0.1,0.0100166
3.4,-0.08,0.0100166
3.4,-0.06,0.0100167
3.4,-0.04,0.0100167
3.4,-0.02,0.0100167
3.4,6.17562e-16,0.0100167
3.4,0.02,0.0100167
3.4,0.04,0.0100167
3.4,0.06,0.0100167
3.4,0.08,0.0100166
3.4,0.1,0.0100166
3.4,0.12,0.0100166
3.4,0.14,0.0100165
3.4,0.16,0.0100164
3.4,0.18,0.0100164
3.4,0.2,0.0100163
3.4,0.22,0.0100162
3.4,0.24,0.0100161
3.4,0.26,0.010016
3.4,0.28,0.0100158
3.4,0.3,0.0100157
3.4,0.32,0.0100156
3.4,0.34,0.0100154
3.4,0.36,0.0100153
3.4,0.38,0.0100151
3.4,0.4,0.0100149
3.4,0.42,0.0100148
3.4,0.44,0.0100146
3.4,0.46,0.0100144
3.4,0.48,0.0100142
3.4,0.5,0.010014
3.4,0.52,0.0100138
3.4,0.54,0.0100135
3.4,0.56,0.0100133
3.4,0.58,0.0100131
3.4,0.6,0.0100128
3.4,0.62,0.0100126
3.4,0.64,0.0100123
3.4,0.66,0.010012
3.4,0.68,0.0100117
3.4,0.7,0.0100115
3.4,0.72,0.0100112
3.4,0.74,0.0100109
3.4,0.76,0.0100106
3.4,0.78,0.0100103
3.4,0.8,0.0100099
3.4,0.82,0.0100096
3.4,0.84,0.0100093
3.4,0.86,0.010009
3.4,0.88,0.0100086
3.4,0.9,0.0100083
3.4,0.92,0.0100079
3.4,0.94,0.0100076
3.4,0.96,0.0100072
3.4,0.98,0.0100068
3.4,1,0.0100065
3.5,-1,0.0100053
3.5,-0.98,0.0100056
3.5,-0.96,0.0100059
