ptf,yi,yf,cosh(yf)/cosh(yi)
1.2511,0,0,1
1.25495,0,0,1
1.2588,0,0,1
1.26265,0,0,1
1.2665,0,0,1
1.27035,0,0,1
1.2742,0,0,1
1.27805,0,0,1
1.2819,0,0,1
1.28575,0,0,1
1.2896,0,0,1
1.29345,0,0,1
1.2973,0,0,1
1.30115,0,0,1
1.305,0,0,1
1.30885,0,0,1
1.3127,0,0,1
1.31655,0,0,1
1.3204,0,0,1
1.32425,0,0,1
1.3281,0,0,1
1.33195,0,0,1
1.3358,0,0,1
1.33965,0,0,1
1.3435,0,0,1
1.34735,0,0,1
1.3512,0,0,1
1.35505,0,0,1
1.3589,0,0,1
1.36275,0,0,1
1.3666,0,0,1
1.37045,0,0,1
1.3743,0,0,1
1.37815,0,0,1
1.382,0,0,1
1.38585,0,0,1
1.3897,0,0,1
1.39355,0,0,1
1.3974,0,0,1
1.40125,0,0,1
1.4051,0,0,1
1.40895,0,0,1
1.4128,0,0,1
1.41665,0,0,1
1.4205,0,0,1
1.42435,0,0,1
1.4282,0,0,1
1.43205,0,0,1
1.4359,0,0,1
1.43975,0,0,1
1.4436,0,0,1
1.44745,0,0,1
1.4513,0,0,1
1.45515,0,0,1
1.459,0,0,1
1.46285,0,0,1
1.4667,0,0,1
1.47055,0,0,1
1.4744,0,0,1
1.47825,0,0,1
1.4821,0,0,1
1.48595,0,0,1
1.4898,0,0,1
1.49365,0,0,1
1.4975,0,0,1
1.50135,0,0,1
1.5052,0,0,1
1.50905,0,0,1
1.5129,0,0,1
1.51675,0,0,1
1.5206,0,0,1
1.52445,0,0,1
1.5283,0,0,1
1.53215,0,0,1
1.536,0,0,1
1.53985,0,0,1
1.5437,0,0,1
1.54755,0,0,1
1.5514,0,0,1
1.55525,0,0,1
1.5591,0,0,1
1.56295,0,0,1
1.5668,0,0,1
1.57065,0,0,1
1.5745,0,0,1
1.57835,0,0,1
1.5822,0,0,1
1.58605,0,0,1
1.5899,0,0,1
1.59375,0,0,1
1.5976,0,0,1
1.60145,0,0,1
1.6053,0,0,1
1.60915,0,0,1
1.613,0,0,1
1.61685,0,0,1
1.6207,0,0,1
1.62455,0,0,1
1.6284,0,0,1
1.63225,0,0,1
1.6361,0,0,1
1.63995,0,0,1
1.6438,0,0,1
1.64765,0,0,1
1.6515,0,0,1
1.65535,0,0,1
1.6592,0,0,1
1.66305,0,0,1
1.6669,0,0,1
1.67075,0,0,1
1.6746,0,0,1
1.67845,0,0,1
1.6823,0,0,1
1.68615,0,0,1
1.69,0,0,1
1.69385,0,0,1
1.6977,0,0,1
1.70155,0,0,1
1.7054,0,0,1
1.70925,0,0,1
1.7131,0,0,1
1.71695,0,0,1
1.7208,0,0,1
1.72465,0,0,1
1.7285,0,0,1
1.73235,0,0,1
1.7362,0,0,1
1.74005,0,0,1
1.7439,0,0,1
1.74775,0,0,1
1.7516,0,0,1
1.75545,0,0,1
1.7593,0,0,1
1.76315,0,0,1
1.767,0,0,1
1.77085,0,0,1
1.7747,0,0,1
1.77855,0,0,1
1.7824,0,0,1
1.78625,0,0,1
1.7901,0,0,1
1.79395,0,0,1
1.7978,0,0,1
1.80165,0,0,1
1.8055,0,0,1
1.80935,0,0,1
1.8132,0,0,1
1.81705,0,0,1
1.8209,0,0,1
1.82475,0,0,1
1.8286,0,0,1
1.83245,0,0,1
1.8363,0,0,1
1.84015,0,0,1
1.844,0,0,1
1.84785,0,0,1
1.8517,0,0,1
1.85555,0,0,1
1.8594,0,0,1
1.86325,0,0,1
1.8671,0,0,1
1.87095,0,0,1
1.8748,0,0,1
1.87865,0,0,1
1.8825,0,0,1
1.88635,0,0,1
1.8902,0,0,1
1.89405,0,0,1
1.8979,0,0,1
1.90175,0,0,1
1.9056,0,0,1
1.90945,0,0,1
1.9133,0,0,1
1.91715,0,0,1
1.921,0,0,1
1.92485,0,0,1
1.9287,0,0,1
1.93255,0,0,1
1.9364,0,0,1
1.94025,0,0,1
1.9441,0,0,1
1.94795,0,0,1
1.9518,0,0,1
1.95565,0,0,1
1.9595,0,0,1
1.96335,0,0,1
1.9672,0,0,1
1.97105,0,0,1
1.9749,0,0,1
1.97875,0,0,1
1.9826,0,0,1
1.98645,0,0,1
1.9903,0,0,1
1.99415,0,0,1
1.998,0,0,1
2.00185,0,0,1
2.0057,0,0,1
2.00955,0,0,1
2.0134,0,0,1
2.01725,0,0,1
2.0211,0,0,1
2.02495,0,0,1
2.0288,0,0,1
2.03265,0,0,1
2.0365,0,0,1
2.04035,0,0,1
2.0442,0,0,1
2.04805,0,0,1
2.0519,0,0,1
2.05575,0,0,1
2.0596,0,0,1
2.06345,0,0,1
2.0673,0,0,1
2.07115,0,0,1
2.075,0,0,1
2.07885,0,0,1
2.0827,0,0,1
2.08655,0,0,1
2.0904,0,0,1
2.09425,0,0,1
2.0981,0,0,1
2.10195,0,0,1
2.1058,0,0,1
2.10965,0,0,1
2.1135,0,0,1
2.11735,0,0,1
2.1212,0,0,1
2.12505,0,0,1
2.1289,0,0,1
2.13275,0,0,1
2.1366,0,0,1
2.14045,0,0,1
2.1443,0,0,1
2.14815,0,0,1
2.152,0,0,1
2.15585,0,0,1
2.1597,0,0,1
2.16355,0,0,1
2.1674,0,0,1
2.17125,0,0,1
2.1751,0,0,1
2.17895,0,0,1
2.1828,0,0,1
2.18665,0,0,1
2.1905,0,0,1
2.19435,0,0,1
2.1982,0,0,1
2.20205,0,0,1
2.2059,0,0,1
2.20975,0,0,1
2.2136,0,0,1
2.21745,0,0,1
2.2213,0,0,1
2.22515,0,0,1
2.229,0,0,1
2.23285,0,0,1
2.2367,0,0,1
2.24055,0,0,1
2.2444,0,0,1
2.24825,0,0,1
2.2521,0,0,1
2.25595,0,0,1
2.2598,0,0,1
2.26365,0,0,1
2.2675,0,0,1
2.27135,0,0,1
2.2752,0,0,1
2.27905,0,0,1
2.2829,0,0,1
2.28675,0,0,1
2.2906,0,0,1
2.29445,0,0,1
2.2983,0,0,1
2.30215,0,0,1
2.306,0,0,1
2.30985,0,0,1
2.3137,0,0,1
2.31755,0,0,1
2.3214,0,0,1
2.32525,0,0,1
2.3291,0,0,1
2.33295,0,0,1
2.3368,0,0,1
2.34065,0,0,1
2.3445,0,0,1
2.34835,0,0,1
2.3522,0,0,1
2.35605,0,0,1
2.3599,0,0,1
2.36375,0,0,1
2.3676,0,0,1
2.37145,0,0,1
2.3753,0,0,1
2.37915,0,0,1
2.383,0,0,1
2.38685,0,0,1
2.3907,0,0,1
2.39455,0,0,1
2.3984,0,0,1
2.40225,0,0,1
2.4061,0,0,1
2.40995,0,0,1
2.4138,0,0,1
2.41765,0,0,1
2.4215,0,0,1
2.42535,0,0,1
2.4292,0,0,1
2.43305,0,0,1
2.4369,0,0,1
2.44075,0,0,1
2.4446,0,0,1
2.44845,0,0,1
2.4523,0,0,1
2.45615,0,0,1
2.46,0,0,1
2.46385,0,0,1
2.4677,0,0,1
2.47155,0,0,1
2.4754,0,0,1
2.47925,0,0,1
2.4831,0,0,1
2.48695,0,0,1
2.4908,0,0,1
2.49465,0,0,1
2.4985,0,0,1
2.50235,0,0,1
2.5062,0,0,1
2.51005,0,0,1
2.5139,0,0,1
2.51775,0,0,1
2.5216,0,0,1
2.52545,0,0,1
2.5293,0,0,1
2.53315,0,0,1
2.537,0,0,1
2.54085,0,0,1
2.5447,0,0,1
2.54855,0,0,1
2.5524,0,0,1
2.55625,0,0,1
2.5601,0,0,1
2.56395,0,0,1
2.5678,0,0,1
2.57165,0,0,1
2.5755,0,0,1
2.57935,0,0,1
2.5832,0,0,1
2.58705,0,0,1
2.5909,0,0,1
2.59475,0,0,1
2.5986,0,0,1
2.60245,0,0,1
2.6063,0,0,1
2.61015,0,0,1
2.614,0,0,1
2.61785,0,0,1
2.6217,0,0,1
2.62555,0,0,1
2.6294,0,0,1
2.63325,0,0,1
2.6371,0,0,1
2.64095,0,0,1
2.6448,0,0,1
2.64865,0,0,1
2.6525,0,0,1
2.65635,0,0,1
2.6602,0,0,1
2.66405,0,0,1
2.6679,0,0,1
2.67175,0,0,1
2.6756,0,0,1
2.67945,0,0,1
2.6833,0,0,1
2.68715,0,0,1
2.691,0,0,1
2.69485,0,0,1
2.6987,0,0,1
2.70255,0,0,1
2.7064,0,0,1
2.71025,0,0,1
2.7141,0,0,1
2.71795,0,0,1
2.7218,0,0,1
2.72565,0,0,1
2.7295,0,0,1
2.73335,0,0,1
2.7372,0,0,1
2.74105,0,0,1
2.7449,0,0,1
2.74875,0,0,1
2.7526,0,0,1
2.75645,0,0,1
2.7603,0,0,1
2.76415,0,0,1
2.768,0,0,1
2.77185,0,0,1
2.7757,0,0,1
2.77955,0,0,1
2.7834,0,0,1
2.78725,0,0,1
2.7911,0,0,1
2.79495,0,0,1
2.7988,0,0,1
2.80265,0,0,1
2.8065,0,0,1
2.81035,0,0,1
2.8142,0,0,1
2.81805,0,0,1
2.8219,0,0,1
2.82575,0,0,1
2.8296,0,0,1
2.83345,0,0,1
2.8373,0,0,1
2.84115,0,0,1
2.845,0,0,1
2.84885,0,0,1
2.8527,0,0,1
2.85655,0,0,1
2.8604,0,0,1
2.86425,0,0,1
2.8681,0,0,1
2.87195,0,0,1
2.8758,0,0,1
2.87965,0,0,1
2.8835,0,0,1
2.88735,0,0,1
2.8912,0,0,1
2.89505,0,0,1
2.8989,0,0,1
2.90275,0,0,1
2.9066,0,0,1
2.91045,0,0,1
2.9143,0,0,1
2.91815,0,0,1
2.922,0,0,1
2.92585,0,0,1
2.9297,0,0,1
2.93355,0,0,1
2.9374,0,0,1
2.94125,0,0,1
2.9451,0,0,1
2.94895,0,0,1
2.9528,0,0,1
2.95665,0,0,1
2.9605,0,0,1
2.96435,0,0,1
2.9682,0,0,1
2.97205,0,0,1
2.9759,0,0,1
2.97975,0,0,1
2.9836,0,0,1
2.98745,0,0,1
2.9913,0,0,1
2.99515,0,0,1
2.999,0,0,1
3.00285,0,0,1
3.0067,0,0,1
3.01055,0,0,1
3.0144,0,0,1
3.01825,0,0,1
3.0221,0,0,1
3.02595,0,0,1
3.0298,0,0,1
3.03365,0,0,1
3.0375,0,0,1
3.04135,0,0,1
3.0452,0,0,1
3.04905,0,0,1
3.0529,0,0,1
3.05675,0,0,1
3.0606,0,0,1
3.06445,0,0,1
3.0683,0,0,1
3.07215,0,0,1
3.076,0,0,1
3.07985,0,0,1
3.0837,0,0,1
3.08755,0,0,1
3.0914,0,0,1
3.09525,0,0,1
3.0991,0,0,1
3.10295,0,0,1
3.1068,0,0,1
3.11065,0,0,1
3.1145,0,0,1
3.11835,0,0,1
3.1222,0,0,1
3.12605,0,0,1
3.1299,0,0,1
3.13375,0,0,1
3.1376,0,0,1
3.14145,0,0,1
3.1453,0,0,1
3.14915,0,0,1
3.153,0,0,1
3.15685,0,0,1
3.1607,0,0,1
3.16455,0,0,1
3.1684,0,0,1
3.17225,0,0,1
3.1761,0,0,1
3.17995,0,0,1
3.1838,0,0,1
3.18765,0,0,1
3.1915,0,0,1
3.19535,0,0,1
3.1992,0,0,1
3.20305,0,0,1
3.2069,0,0,1
3.21075,0,0,1
3.2146,0,0,1
3.21845,0,0,1
3.2223,0,0,1
3.22615,0,0,1
3.23,0,0,1
3.23385,0,0,1
3.2377,0,0,1
3.24155,0,0,1
3.2454,0,0,1
3.24925,0,0,1
3.2531,0,0,1
3.25695,0,0,1
3.2608,0,0,1
3.26465,0,0,1
3.2685,0,0,1
3.27235,0,0,1
3.2762,0,0,1
3.28005,0,0,1
3.2839,0,0,1
3.28775,0,0,1
3.2916,0,0,1
3.29545,0,0,1
3.2993,0,0,1
3.30315,0,0,1
3.307,0,0,1
3.31085,0,0,1
3.3147,0,0,1
3.31855,0,0,1
3.3224,0,0,1
3.32625,0,0,1
3.3301,0,0,1
3.33395,0,0,1
3.3378,0,0,1
3.34165,0,0,1
3.3455,0,0,1
3.34935,0,0,1
3.3532,0,0,1
3.35705,0,0,1
3.3609,0,0,1
3.36475,0,0,1
3.3686,0,0,1
3.37245,0,0,1
3.3763,0,0,1
3.38015,0,0,1
3.384,0,0,1
3.38785,0,0,1
3.3917,0,0,1
3.39555,0,0,1
3.3994,0,0,1
3.40325,0,0,1
3.4071,0,0,1
3.41095,0,0,1
3.4148,0,0,1
3.41865,0,0,1
3.4225,0,0,1
3.42635,0,0,1
3.4302,0,0,1
3.43405,0,0,1
3.4379,0,0,1
3.44175,0,0,1
3.4456,0,0,1
3.44945,0,0,1
3.4533,0,0,1
3.45715,0,0,1
3.461,0,0,1
3.46485,0,0,1
3.4687,0,0,1
3.47255,0,0,1
3.4764,0,0,1
3.48025,0,0,1
3.4841,0,0,1
3.48795,0,0,1
3.4918,0,0,1
3.49565,0,0,1
3.4995,0,0,1
3.50335,0,0,1
3.5072,0,0,1
3.51105,0,0,1
3.5149,0,0,1
3.51875,0,0,1
3.5226,0,0,1
3.52645,0,0,1
3.5303,0,0,1
3.53415,0,0,1
3.538,0,0,1
3.54185,0,0,1
3.5457,0,0,1
3.54955,0,0,1
3.5534,0,0,1
3.55725,0,0,1
3.5611,0,0,1
3.56495,0,0,1
3.5688,0,0,1
3.57265,0,0,1
3.5765,0,0,1
3.58035,0,0,1
3.5842,0,0,1
3.58805,0,0,1
3.5919,0,0,1
3.59575,0,0,1
3.5996,0,0,1
3.60345,0,0,1
3.6073,0,0,1
3.61115,0,0,1
3.615,0,0,1
3.61885,0,0,1
3.6227,0,0,1
3.62655,0,0,1
3.6304,0,0,1
3.63425,0,0,1
3.6381,0,0,1
3.64195,0,0,1
3.6458,0,0,1
3.64965,0,0,1
3.6535,0,0,1
3.65735,0,0,1
3.6612,0,0,1
3.66505,0,0,1
3.6689,0,0,1
3.67275,0,0,1
3.6766,0,0,1
3.68045,0,0,1
3.6843,0,0,1
3.68815,0,0,1
3.692,0,0,1
3.69585,0,0,1
3.6997,0,0,1
3.70355,0,0,1
3.7074,0,0,1
3.71125,0,0,1
3.7151,0,0,1
3.71895,0,0,1
3.7228,0,0,1
3.72665,0,0,1
3.7305,0,0,1
3.73435,0,0,1
3.7382,0,0,1
3.74205,0,0,1
3.7459,0,0,1
3.74975,0,0,1
3.7536,0,0,1
3.75745,0,0,1
3.7613,0,0,1
3.76515,0,0,1
3.769,0,0,1
3.77285,0,0,1
3.7767,0,0,1
3.78055,0,0,1
3.7844,0,0,1
3.78825,0,0,1
3.7921,0,0,1
3.79595,0,0,1
3.7998,0,0,1
3.80365,0,0,1
3.8075,0,0,1
3.81135,0,0,1
3.8152,0,0,1
3.81905,0,0,1
3.8229,0,0,1
3.82675,0,0,1
3.8306,0,0,1
3.83445,0,0,1
3.8383,0,0,1
3.84215,0,0,1
3.846,0,0,1
3.84985,0,0,1
3.8537,0,0,1
3.85755,0,0,1
3.8614,0,0,1
3.86525,0,0,1
3.8691,0,0,1
3.87295,0,0,1
3.8768,0,0,1
3.88065,0,0,1
3.8845,0,0,1
3.88835,0,0,1
3.8922,0,0,1
3.89605,0,0,1
3.8999,0,0,1
3.90375,0,0,1
3.9076,0,0,1
3.91145,0,0,1
3.9153,0,0,1
3.91915,0,0,1
3.923,0,0,1
3.92685,0,0,1
3.9307,0,0,1
3.93455,0,0,1
3.9384,0,0,1
3.94225,0,0,1
3.9461,0,0,1
3.94995,0,0,1
3.9538,0,0,1
3.95765,0,0,1
3.9615,0,0,1
3.96535,0,0,1
3.9692,0,0,1
3.97305,0,0,1
3.9769,0,0,1
3.98075,0,0,1
3.9846,0,0,1
3.98845,0,0,1
3.9923,0,0,1
3.99615,0,0,1
