ptf,yi,yf,cosh(yf)/cosh(yi)
2.8296,1.49737,1.4989,1.00138
2.83345,1.49739,1.4989,1.00137
2.8373,1.4974,1.49891,1.00137
2.84115,1.49741,1.49891,1.00136
2.845,1.49742,1.49891,1.00135
2.84885,1.49743,1.49892,1.00135
2.8527,1.49744,1.49892,1.00134
2.85655,1.49745,1.49892,1.00133
2.8604,1.49746,1.49892,1.00132
2.86425,1.49747,1.49893,1.00132
2.8681,1.49748,1.49893,1.00131
2.87195,1.49749,1.49893,1.0013
2.8758,1.4975,1.49894,1.0013
2.87965,1.49751,1.49894,1.00129
2.8835,1.49752,1.49894,1.00128
2.88735,1.49753,1.49894,1.00128
2.8912,1.49754,1.49895,1.00127
2.89505,1.49755,1.49895,1.00126
2.8989,1.49756,1.49895,1.00126
2.90275,1.49757,1.49896,1.00125
2.9066,1.49758,1.49896,1.00125
2.91045,1.49759,1.49896,1.00124
2.9143,1.4976,1.49896,1.00123
2.91815,1.49761,1.49897,1.00123
2.922,1.49762,1.49897,1.00122
2.92585,1.49763,1.49897,1.00121
2.9297,1.49764,1.49897,1.00121
2.93355,1.49765,1.49898,1.0012
2.9374,1.49766,1.49898,1.0012
2.94125,1.49767,1.49898,1.00119
2.9451,1.49768,1.49898,1.00118
2.94895,1.49769,1.49899,1.00118
2.9528,1.49769,1.49899,1.00117
2.95665,1.4977,1.49899,1.00117
2.9605,1.49771,1.499,1.00116
2.96435,1.49772,1.499,1.00116
2.9682,1.49773,1.499,1.00115
2.97205,1.49774,1.499,1.00114
2.9759,1.49775,1.49901,1.00114
2.97975,1.49776,1.49901,1.00113
2.9836,1.49777,1.49901,1.00113
2.98745,1.49777,1.49901,1.00112
2.9913,1.49778,1.49902,1.00112
2.99515,1.49779,1.49902,1.00111
2.999,1.4978,1.49902,1.00111
3.00285,1.49781,1.49902,1.0011
3.0067,1.49782,1.49903,1.0011
3.01055,1.49782,1.49903,1.00109
3.0144,1.49783,1.49903,1.00108
3.01825,1.49784,1.49903,1.00108
3.0221,1.49785,1.49904,1.00107
3.02595,1.49786,1.49904,1.00107
3.0298,1.49787,1.49904,1.00106
3.03365,1.49787,1.49904,1.00106
3.0375,1.49788,1.49905,1.00105
3.04135,1.49789,1.49905,1.00105
3.0452,1.4979,1.49905,1.00104
3.04905,1.49791,1.49905,1.00104
3.0529,1.49791,1.49906,1.00103
3.05675,1.49792,1.49906,1.00103
3.0606,1.49793,1.49906,1.00102
3.06445,1.49794,1.49906,1.00102
3.0683,1.49794,1.49906,1.00101
3.07215,1.49795,1.49907,1.00101
3.076,1.49796,1.49907,1.001
3.07985,1.49797,1.49907,1.001
3.0837,1.49797,1.49907,1.001
3.08755,1.49798,1.49908,1.00099
3.0914,1.49799,1.49908,1.00099
3.09525,1.498,1.49908,1.00098
3.0991,1.498,1.49908,1.00098
3.10295,1.49801,1.49909,1.00097
3.1068,1.49802,1.49909,1.00097
3.11065,1.49803,1.49909,1.00096
3.1145,1.49803,1.49909,1.00096
3.11835,1.49804,1.49909,1.00095
3.1222,1.49805,1.4991,1.00095
3.12605,1.49805,1.4991,1.00095
3.1299,1.49806,1.4991,1.00094
3.13375,1.49807,1.4991,1.00094
3.1376,1.49808,1.49911,1.00093
3.14145,1.49808,1.49911,1.00093
3.1453,1.49809,1.49911,1.00092
3.14915,1.4981,1.49911,1.00092
3.153,1.4981,1.49911,1.00092
3.15685,1.49811,1.49912,1.00091
3.1607,1.49812,1.49912,1.00091
3.16455,1.49812,1.49912,1.0009
3.1684,1.49813,1.49912,1.0009
3.17225,1.49814,1.49912,1.0009
3.1761,1.49814,1.49913,1.00089
3.17995,1.49815,1.49913,1.00089
3.1838,1.49816,1.49913,1.00088
3.18765,1.49816,1.49913,1.00088
3.1915,1.49817,1.49914,1.00088
3.19535,1.49817,1.49914,1.00087
3.1992,1.49818,1.49914,1.00087
3.20305,1.49819,1.49914,1.00086
3.2069,1.49819,1.49914,1.00086
3.21075,1.4982,1.49915,1.00086
3.2146,1.49821,1.49915,1.00085
3.21845,1.49821,1.49915,1.00085
3.2223,1.49822,1.49915,1.00084
3.22615,1.49822,1.49915,1.00084
3.23,1.49823,1.49916,1.00084
3.23385,1.49824,1.49916,1.00083
3.2377,1.49824,1.49916,1.00083
3.24155,1.49825,1.49916,1.00083
3.2454,1.49826,1.49916,1.00082
3.24925,1.49826,1.49917,1.00082
3.2531,1.49827,1.49917,1.00082
3.25695,1.49827,1.49917,1.00081
3.2608,1.49828,1.49917,1.00081
3.26465,1.49828,1.49917,1.0008
3.2685,1.49829,1.49918,1.0008
3.27235,1.4983,1.49918,1.0008
3.2762,1.4983,1.49918,1.00079
3.28005,1.49831,1.49918,1.00079
3.2839,1.49831,1.49918,1.00079
3.28775,1.49832,1.49919,1.00078
3.2916,1.49832,1.49919,1.00078
3.29545,1.49833,1.49919,1.00078
3.2993,1.49834,1.49919,1.00077
3.30315,1.49834,1.49919,1.00077
3.307,1.49835,1.49919,1.00077
3.31085,1.49835,1.4992,1.00076
3.3147,1.49836,1.4992,1.00076
3.31855,1.49836,1.4992,1.00076
3.3224,1.49837,1.4992,1.00075
3.32625,1.49837,1.4992,1.00075
3.3301,1.49838,1.49921,1.00075
3.33395,1.49838,1.49921,1.00074
3.3378,1.49839,1.49921,1.00074
3.34165,1.4984,1.49921,1.00074
3.3455,1.4984,1.49921,1.00074
3.34935,1.49841,1.49921,1.00073
3.3532,1.49841,1.49922,1.00073
3.35705,1.49842,1.49922,1.00073
3.3609,1.49842,1.49922,1.00072
3.36475,1.49843,1.49922,1.00072
3.3686,1.49843,1.49922,1.00072
3.37245,1.49844,1.49923,1.00071
3.3763,1.49844,1.49923,1.00071
3.38015,1.49845,1.49923,1.00071
3.384,1.49845,1.49923,1.00071
3.38785,1.49846,1.49923,1.0007
3.3917,1.49846,1.49923,1.0007
3.39555,1.49847,1.49924,1.0007
3.3994,1.49847,1.49924,1.00069
3.40325,1.49848,1.49924,1.00069
3.4071,1.49848,1.49924,1.00069
3.41095,1.49849,1.49924,1.00069
3.4148,1.49849,1.49924,1.00068
3.41865,1.4985,1.49925,1.00068
3.4225,1.4985,1.49925,1.00068
3.42635,1.49851,1.49925,1.00067
3.4302,1.49851,1.49925,1.00067
3.43405,1.49851,1.49925,1.00067
3.4379,1.49852,1.49925,1.00067
3.44175,1.49852,1.49926,1.00066
3.4456,1.49853,1.49926,1.00066
3.44945,1.49853,1.49926,1.00066
3.4533,1.49854,1.49926,1.00066
3.45715,1.49854,1.49926,1.00065
3.461,1.49855,1.49926,1.00065
3.46485,1.49855,1.49927,1.00065
3.4687,1.49856,1.49927,1.00064
3.47255,1.49856,1.49927,1.00064
3.4764,1.49856,1.49927,1.00064
3.48025,1.49857,1.49927,1.00064
3.4841,1.49857,1.49927,1.00063
3.48795,1.49858,1.49928,1.00063
3.4918,1.49858,1.49928,1.00063
3.49565,1.49859,1.49928,1.00063
3.4995,1.49859,1.49928,1.00062
3.50335,1.4986,1.49928,1.00062
3.5072,1.4986,1.49928,1.00062
3.51105,1.4986,1.49929,1.00062
3.5149,1.49861,1.49929,1.00061
3.51875,1.49861,1.49929,1.00061
3.5226,1.49862,1.49929,1.00061
3.52645,1.49862,1.49929,1.00061
3.5303,1.49863,1.49929,1.0006
3.53415,1.49863,1.49929,1.0006
3.538,1.49863,1.4993,1.0006
3.54185,1.49864,1.4993,1.0006
3.5457,1.49864,1.4993,1.0006
3.54955,1.49865,1.4993,1.00059
3.5534,1.49865,1.4993,1.00059
3.55725,1.49865,1.4993,1.00059
3.5611,1.49866,1.49931,1.00059
3.56495,1.49866,1.49931,1.00058
3.5688,1.49867,1.49931,1.00058
3.57265,1.49867,1.49931,1.00058
3.5765,1.49867,1.49931,1.00058
3.58035,1.49868,1.49931,1.00057
3.5842,1.49868,1.49931,1.00057
3.58805,1.49869,1.49932,1.00057
3.5919,1.49869,1.49932,1.00057
3.59575,1.49869,1.49932,1.00057
3.5996,1.4987,1.49932,1.00056
3.60345,1.4987,1.49932,1.00056
3.6073,1.49871,1.49932,1.00056
3.61115,1.49871,1.49932,1.00056
3.615,1.49871,1.49933,1.00056
3.61885,1.49872,1.49933,1.00055
3.6227,1.49872,1.49933,1.00055
3.62655,1.49872,1.49933,1.00055
3.6304,1.49873,1.49933,1.00055
3.63425,1.49873,1.49933,1.00054
3.6381,1.49874,1.49933,1.00054
3.64195,1.49874,1.49934,1.00054
3.6458,1.49874,1.49934,1.00054
3.64965,1.49875,1.49934,1.00054
3.6535,1.49875,1.49934,1.00053
3.65735,1.49875,1.49934,1.00053
3.6612,1.49876,1.49934,1.00053
3.66505,1.49876,1.49934,1.00053
3.6689,1.49876,1.49935,1.00053
3.67275,1.49877,1.49935,1.00052
3.6766,1.49877,1.49935,1.00052
3.68045,1.49877,1.49935,1.00052
3.6843,1.49878,1.49935,1.00052
3.68815,1.49878,1.49935,1.00052
3.692,1.49879,1.49935,1.00051
3.69585,1.49879,1.49936,1.00051
3.6997,1.49879,1.49936,1.00051
3.70355,1.4988,1.49936,1.00051
3.7074,1.4988,1.49936,1.00051
3.71125,1.4988,1.49936,1.00051
3.7151,1.49881,1.49936,1.0005
3.71895,1.49881,1.49936,1.0005
3.7228,1.49881,1.49936,1.0005
3.72665,1.49882,1.49937,1.0005
3.7305,1.49882,1.49937,1.0005
3.73435,1.49882,1.49937,1.00049
3.7382,1.49883,1.49937,1.00049
3.74205,1.49883,1.49937,1.00049
3.7459,1.49883,1.49937,1.00049
3.74975,1.49884,1.49937,1.00049
3.7536,1.49884,1.49937,1.00049
3.75745,1.49884,1.49938,1.00048
3.7613,1.49885,1.49938,1.00048
3.76515,1.49885,1.49938,1.00048
3.769,1.49885,1.49938,1.00048
3.77285,1.49885,1.49938,1.00048
3.7767,1.49886,1.49938,1.00047
3.78055,1.49886,1.49938,1.00047
3.7844,1.49886,1.49938,1.00047
3.78825,1.49887,1.49939,1.00047
3.7921,1.49887,1.49939,1.00047
3.79595,1.49887,1.49939,1.00047
3.7998,1.49888,1.49939,1.00046
3.80365,1.49888,1.49939,1.00046
3.8075,1.49888,1.49939,1.00046
3.81135,1.49889,1.49939,1.00046
3.8152,1.49889,1.49939,1.00046
3.81905,1.49889,1.4994,1.00046
3.8229,1.4989,1.4994,1.00045
3.82675,1.4989,1.4994,1.00045
3.8306,1.4989,1.4994,1.00045
3.83445,1.4989,1.4994,1.00045
3.8383,1.49891,1.4994,1.00045
3.84215,1.49891,1.4994,1.00045
3.846,1.49891,1.4994,1.00044
3.84985,1.49892,1.49941,1.00044
3.8537,1.49892,1.49941,1.00044
3.85755,1.49892,1.49941,1.00044
3.8614,1.49892,1.49941,1.00044
3.86525,1.49893,1.49941,1.00044
3.8691,1.49893,1.49941,1.00044
3.87295,1.49893,1.49941,1.00043
3.8768,1.49894,1.49941,1.00043
3.88065,1.49894,1.49941,1.00043
3.8845,1.49894,1.49942,1.00043
3.88835,1.49894,1.49942,1.00043
3.8922,1.49895,1.49942,1.00043
3.89605,1.49895,1.49942,1.00042
3.8999,1.49895,1.49942,1.00042
3.90375,1.49896,1.49942,1.00042
3.9076,1.49896,1.49942,1.00042
3.91145,1.49896,1.49942,1.00042
3.9153,1.49896,1.49943,1.00042
3.91915,1.49897,1.49943,1.00042
3.923,1.49897,1.49943,1.00041
3.92685,1.49897,1.49943,1.00041
3.9307,1.49897,1.49943,1.00041
3.93455,1.49898,1.49943,1.00041
3.9384,1.49898,1.49943,1.00041
3.94225,1.49898,1.49943,1.00041
3.9461,1.49899,1.49943,1.00041
3.94995,1.49899,1.49944,1.0004
3.9538,1.49899,1.49944,1.0004
3.95765,1.49899,1.49944,1.0004
3.9615,1.499,1.49944,1.0004
3.96535,1.499,1.49944,1.0004
3.9692,1.499,1.49944,1.0004
3.97305,1.499,1.49944,1.0004
3.9769,1.49901,1.49944,1.0004
3.98075,1.49901,1.49944,1.00039
3.9846,1.49901,1.49945,1.00039
3.98845,1.49901,1.49945,1.00039
3.9923,1.49902,1.49945,1.00039
3.99615,1.49902,1.49945,1.00039
