pt,Ridge,Jet
0.15,0.00838435,1.16936e-222
0.186167,0.0108543,1.07945e-222
0.222333,0.0133396,9.90495e-223
0.2585,0.0158091,9.05056e-223
0.294667,0.0182541,8.24479e-223
0.330833,0.0206764,7.49384e-223
0.367,0.0230804,6.79959e-223
0.403167,0.0254667,6.16136e-223
0.439333,0.0278298,5.57703e-223
0.4755,0.0301553,5.04367e-223
0.511667,0.0324187,4.55796e-223
0.547833,0.0345834,4.11646e-223
0.584,0.0365992,3.71572e-223
0.620167,0.0384019,3.35242e-223
0.656333,0.0399171,3.02337e-223
0.6925,0.0410735,2.7256e-223
0.728667,0.0418264,2.45631e-223
0.764833,0.0421758,2.21294e-223
0.801,0.0421617,1.9931e-223
0.837167,0.0418427,1.79462e-223
0.873333,0.0412782,1.6155e-223
0.9095,0.0405209,1.45391e-223
0.945667,0.0396143,1.30818e-223
0.981833,0.0385946,1.1768e-223
1.018,0.0374912,1.0584e-223
1.05417,0.0363282,9.51717e-224
1.09033,0.0351256,8.55621e-224
1.1265,0.0338997,7.69083e-224
1.16267,0.0326639,6.91171e-224
1.19883,0.0314293,6.2104e-224
1.235,0.0302048,5.57927e-224
1.27117,0.0289976,5.01142e-224
1.30733,0.0278135,4.50061e-224
1.3435,0.026657,4.04119e-224
1.37967,0.0255315,3.62807e-224
1.41583,0.0244395,3.25666e-224
1.452,0.023383,2.92281e-224
1.48817,0.022363,2.62277e-224
1.52433,0.0213803,2.35316e-224
1.5605,0.0204351,2.11094e-224
1.59667,0.0195272,1.89337e-224
1.63283,0.0186564,1.69796e-224
1.669,0.017822,1.52249e-224
1.70517,0.0170233,1.36495e-224
1.74133,0.0162593,1.22353e-224
1.7775,0.015529,1.0966e-224
1.81367,0.0148313,9.82693e-225
1.84983,0.0141651,8.8049e-225
1.886,0.0135292,7.88802e-225
1.92217,0.0129225,7.06559e-225
1.95833,0.0123437,6.328e-225
1.9945,0.0117918,5.66659e-225
2.03067,0.0112655,5.07359e-225
2.06683,0.0107637,4.542e-225
2.103,0.0102853,4.06553e-225
2.13917,0.00982927,3.63852e-225
2.17533,0.00939456,3.25591e-225
2.2115,0.00898018,2.91311e-225
2.24767,0.00858515,2.60605e-225
2.28383,0.00820857,2.33102e-225
2.32,0.00784955,2.08472e-225
2.35617,0.00750724,1.86419e-225
2.39233,0.00718085,1.66676e-225
2.4285,0.00686959,1.49002e-225
2.46467,0.00657273,1.33185e-225
2.50083,0.00628958,1.1903e-225
2.537,0.00601947,1.06364e-225
2.57317,0.00576176,9.50332e-226
2.60933,0.00551585,8.48976e-226
2.6455,0.00528117,7.58325e-226
2.68167,0.00505717,6.77261e-226
2.71783,0.00484334,6.04779e-226
2.754,0.00463918,5.3998e-226
2.79017,0.00444422,4.82057e-226
2.82633,0.00425803,4.30289e-226
2.8625,0.00408018,3.84027e-226
2.89867,0.00391027,3.42692e-226
2.93483,0.00374792,3.05765e-226
2.971,0.00359277,2.72779e-226
3.00717,0.00344448,2.43319e-226
3.04333,0.00330273,2.1701e-226
3.0795,0.00316719,1.9352e-226
3.11567,0.00303759,1.72549e-226
3.15183,0.00291365,1.53829e-226
3.188,0.00279509,1.37122e-226
3.22417,0.00268167,1.22213e-226
3.26033,0.00257315,1.08909e-226
3.2965,0.0024693,9.70412e-227
3.33267,0.0023699,8.64545e-227
3.36883,0.00227476,7.70123e-227
3.405,0.00218368,6.8592e-227
3.44117,0.00209646,6.10841e-227
3.47733,0.00201294,5.43906e-227
3.5135,0.00193295,4.8424e-227
3.54967,0.00185633,4.31061e-227
3.58583,0.00178292,3.8367e-227
3.622,0.00171259,3.41442e-227
3.65817,0.00164519,3.03822e-227
3.69433,0.0015806,2.70309e-227
3.7305,0.00151868,2.40461e-227
3.76667,0.00145933,2.1388e-227
3.80283,0.00140242,1.90211e-227
3.839,0.00134786,1.69139e-227
3.87517,0.00129553,1.50381e-227
3.91133,0.00124535,1.33685e-227
3.9475,0.00119721,1.18826e-227
3.98367,0.00115103,1.05605e-227
4.01983,0.00110673,9.38425e-228
4.056,0.00106421,8.33786e-228
4.09217,0.00102342,7.40715e-228
4.12833,0.000984264,6.57945e-228
4.1645,0.000946682,5.84344e-228
4.20067,0.000910606,5.18907e-228
4.23683,0.000875972,4.60735e-228
4.273,0.000842719,4.0903e-228
4.30917,0.000810788,3.63078e-228
4.34533,0.000780124,3.22245e-228
4.3815,0.000750673,2.85966e-228
4.41767,0.000722386,2.53737e-228
4.45383,0.000695213,2.2511e-228
4.49,0.000669108,1.99686e-228
4.52617,0.000644028,1.77109e-228
4.56233,0.000619928,1.57064e-228
4.5985,0.00059677,1.39268e-228
4.63467,0.000574515,1.23473e-228
4.67083,0.000553125,1.09454e-228
4.707,0.000532564,9.70134e-229
4.74317,0.0005128,8.59754e-229
4.77933,0.0004938,7.61831e-229
4.8155,0.000475533,6.7497e-229
4.85167,0.000457968,5.97932e-229
4.88783,0.000441079,5.29616e-229
4.924,0.000424837,4.69042e-229
4.96017,0.000409216,4.1534e-229
4.99633,0.000394192,3.67737e-229
5.0325,0.000379741,3.25546e-229
5.06867,0.00036584,2.88157e-229
5.10483,0.000352466,2.55028e-229
5.141,0.0003396,2.25677e-229
5.17717,0.000327221,1.99678e-229
5.21333,0.000315309,1.7665e-229
5.2495,0.000303847,1.56256e-229
5.28567,0.000292816,1.38199e-229
5.32183,0.0002822,1.22211e-229
5.358,0.000271982,1.08059e-229
5.39417,0.000262146,9.55329e-230
5.43033,0.000252679,8.44473e-230
5.4665,0.000243565,7.46381e-230
5.50267,0.000234791,6.59594e-230
5.53883,0.000226344,5.8282e-230
5.575,0.00021821,5.14913e-230
5.61117,0.000210378,4.54857e-230
5.64733,0.000202836,4.01752e-230
5.6835,0.000195574,3.54799e-230
5.71967,0.000188579,3.13291e-230
5.75583,0.000181843,2.76603e-230
5.792,0.000175354,2.44178e-230
5.82817,0.000169104,2.15525e-230
5.86433,0.000163084,1.90208e-230
5.9005,0.000157285,1.67843e-230
5.93667,0.000151697,1.48088e-230
5.97283,0.000146315,1.30641e-230
6.009,0.000141128,1.15233e-230
6.04517,0.000136131,1.01629e-230
6.08133,0.000131316,8.96193e-231
6.1175,0.000126676,7.9018e-231
6.15367,0.000122205,6.96614e-231
6.18983,0.000117896,6.14045e-231
6.226,0.000113743,5.4119e-231
6.26217,0.00010974,4.76915e-231
6.29833,0.000105882,4.20218e-231
6.3345,0.000102163,3.70211e-231
6.37067,9.85783e-05,3.26111e-231
6.40683,9.51227e-05,2.87226e-231
6.443,9.17913e-05,2.52944e-231
6.47917,8.85797e-05,2.22723e-231
6.51533,8.54833e-05,1.96087e-231
6.5515,8.24979e-05,1.72613e-231
6.58767,7.96193e-05,1.51929e-231
6.62383,7.68437e-05,1.33705e-231
6.66,7.41673e-05,1.17652e-231
6.69617,7.15863e-05,1.03512e-231
6.73233,6.90974e-05,9.10593e-232
6.7685,6.6697e-05,8.0094e-232
6.80467,6.43821e-05,7.04396e-232
6.84083,6.21494e-05,6.19406e-232
6.877,5.99959e-05,5.44598e-232
6.91317,5.79187e-05,4.78761e-232
6.94933,5.59152e-05,4.20826e-232
6.9855,5.39825e-05,3.69852e-232
7.02167,5.21181e-05,3.25009e-232
7.05783,5.03196e-05,2.85565e-232
7.094,4.85845e-05,2.50874e-232
7.13017,4.69106e-05,2.20368e-232
7.16633,4.52956e-05,1.93546e-232
7.2025,4.37374e-05,1.69965e-232
7.23867,4.22339e-05,1.49237e-232
7.27483,4.07832e-05,1.3102e-232
7.311,3.93834e-05,1.15011e-232
7.34717,3.80327e-05,1.00944e-232
7.38333,3.67293e-05,8.85863e-233
7.4195,3.54714e-05,7.77308e-233
7.45567,3.42575e-05,6.81965e-233
7.49183,3.3086e-05,5.98235e-233
7.528,3.19553e-05,5.24716e-233
7.56417,3.08641e-05,4.60169e-233
7.60033,2.98108e-05,4.03509e-233
7.6365,2.87942e-05,3.53778e-233
7.67267,2.7813e-05,3.10134e-233
7.70883,2.68658e-05,2.71838e-233
7.745,2.59515e-05,2.38239e-233
7.78117,2.50689e-05,2.08765e-233
7.81733,2.42169e-05,1.82912e-233
7.8535,2.33944e-05,1.6024e-233
7.88967,2.26003e-05,1.40359e-233
7.92583,2.18337e-05,1.22928e-233
7.962,2.10936e-05,1.07648e-233
7.99817,2.0379e-05,9.4254e-234
8.03433,1.9689e-05,8.25157e-234
