a,0.8
T,0.95
q,0.9
pion mass,0.13957
beam mass,0.13957
m_d,2.5
sqrtSnn,7000
A_Ridge,0.0476265
f_R<N_k>(pt=0.1~1),1.3
f_R<N_k>(pt=1~2),0.55
f_R<N_k>(pt=2~3),0.65
f_R<N_k>(pt=3~4),0.8
f_R<N_k>(pt=1~4),0.54
