#: table_doi: 10.17182/hepdata.66784.v1/t18
#: name: Table 18
#: description: The elliptic flow v2(2, $|\Delta\eta| > 2$) extracted for $\Lambda/\bar{\Lambda}$ as a function of $p_{T}$ from the correlation in the 60 $\leq N_{offline}^{trk}$ < 120 multiplicity class in PbPb.

#: data_file: Table18.yaml
#: keyword reactions: PB PB --> $\Lambda/\bar{\Lambda}$ X
#: keyword observables: CORR
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: $|\Delta\eta|$,> 2
#: Muliplicity Class,60 $\leq N_{offline}^{trk}$ < 120
#: RE,PB PB --> $\Lambda/\bar{\Lambda}$ X
#: SQRT(S)/NUCLEON [GeV],2760.0
$p_{T}$ [GEV],"v2(2, $|\Delta\eta| > 2$)",stat +,stat -,sys +,sys -
0.846,0.0574,0.00663,-0.00663,0.00379,-0.00379
1.18,0.104,0.00525,-0.00525,0.00684,-0.00684
1.58,0.138,0.00566,-0.00566,0.00914,-0.00914
1.98,0.174,0.0069,-0.0069,0.0115,-0.0115
2.45,0.174,0.00785,-0.00785,0.0115,-0.0115
3.12,0.191,0.0115,-0.0115,0.0126,-0.0126
3.99,0.24,0.0216,-0.0216,0.0159,-0.0159
5.15,0.177,0.0395,-0.0395,0.0117,-0.0117

