#: table_doi: 10.17182/hepdata.66784.v1/t8
#: name: Table 8
#: description: The elliptic flow v2(2, $|\Delta\eta| > 2$) extracted for $\Lambda/\bar{\Lambda}$ as a function of $p_{T}$ from the correlation in the 35 $\leq N_{offline}^{trk}$ < 60 multiplicity class in pPb.

#: data_file: Table8.yaml
#: keyword reactions: P PB --> $\Lambda/\bar{\Lambda}$ X
#: keyword observables: CORR
#: keyword phrases: Inclusive
#: keyword cmenergies: 5020.0
#: $|\Delta\eta|$,> 2
#: Muliplicity Class,35 $\leq N_{offline}^{trk}$ < 60
#: RE,P PB --> $\Lambda/\bar{\Lambda}$ X
#: SQRT(S)/NUCLEON [GeV],5020.0
$p_{T}$ [GEV],"v2(2, $|\Delta\eta| > 2$)",stat +,stat -,sys +,sys -
0.994,0.0583,0.0111,-0.0111,0.00402,-0.00402
1.47,0.0998,0.00722,-0.00722,0.00688,-0.00688
2.13,0.122,0.00761,-0.00761,0.00843,-0.00843
3.0,0.178,0.0114,-0.0114,0.0123,-0.0123
4.0,0.213,0.0229,-0.0229,0.0147,-0.0147
5.15,0.197,0.0422,-0.0422,0.0136,-0.0136

