#: table_doi: 10.17182/hepdata.66784.v1/t56
#: name: Table 56
#: description: The elliptic flow per constituent quark v2(2, $|\Delta\eta| > 2$)/$n_{q}$ extracted for $\Lambda/\bar{\Lambda}$ as a function of transverse kinetic energy per constituent quark $KE_{T}/n_{q}$ from the correlation in the 150 $\leq N_{offline}^{trk}$ < 185 multiplicity class in PbPb.

#: data_file: Table56.yaml
#: keyword reactions: PB PB --> $\Lambda/\bar{\Lambda}$ X
#: keyword observables: CORR
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: $|\Delta\eta|$,> 2
#: Muliplicity Class,150 $\leq N_{offline}^{trk}$ < 185
#: RE,PB PB --> $\Lambda/\bar{\Lambda}$ X
#: SQRT(S)/NUCLEON [GeV],2760.0
$KE_{T}/n_{q}$ [GEV],"v2(2, $|\Delta\eta| > 2$)/$n_{q}$",stat +,stat -,sys +,sys -
0.0956,0.0238,0.00203,-0.00203,0.00157,-0.00157
0.172,0.037,0.00146,-0.00146,0.00244,-0.00244
0.272,0.0543,0.00149,-0.00149,0.00358,-0.00358
0.386,0.0635,0.00175,-0.00175,0.00419,-0.00419
0.526,0.0758,0.00194,-0.00194,0.005,-0.005
0.731,0.0757,0.00287,-0.00287,0.00499,-0.00499
1.01,0.0525,0.0052,-0.0052,0.00346,-0.00346
1.38,0.0704,0.0107,-0.0107,0.00465,-0.00465

