#: table_doi: 10.17182/hepdata.66784.v1/t29
#: name: Table 29
#: description: The elliptic flow v2(2, $|\Delta\eta| > 2$) extracted for $\Lambda/\bar{\Lambda}$ as a function of $p_{T}$ from the correlation in the 185 $\leq N_{offline}^{trk}$ < 220 multiplicity class in pPb.

#: data_file: Table29.yaml
#: keyword reactions: P PB --> $\Lambda/\bar{\Lambda}$ X
#: keyword observables: CORR
#: keyword phrases: Inclusive
#: keyword cmenergies: 5020.0
#: $|\Delta\eta|$,> 2
#: Muliplicity Class,185 $\leq N_{offline}^{trk}$ < 220
#: RE,P PB --> $\Lambda/\bar{\Lambda}$ X
#: SQRT(S)/NUCLEON [GeV],5020.0
$p_{T}$ [GEV],"v2(2, $|\Delta\eta| > 2$)",stat +,stat -,sys +,sys -
0.883,0.031,0.00472,-0.00472,0.00214,-0.00214
1.21,0.0567,0.00202,-0.00202,0.00391,-0.00391
1.59,0.0811,0.00168,-0.00168,0.00559,-0.00559
1.99,0.104,0.00171,-0.00171,0.00718,-0.00718
2.47,0.144,0.00164,-0.00164,0.0099,-0.0099
3.14,0.17,0.00201,-0.00201,0.0118,-0.0118
4.0,0.196,0.0031,-0.0031,0.0135,-0.0135
5.15,0.186,0.00556,-0.00556,0.0129,-0.0129

