#: table_doi: 10.17182/hepdata.66784.v1/t48
#: name: Table 48
#: description: The elliptic flow v2(2, $|\Delta\eta| > 2$) extracted for $\Lambda/\bar{\Lambda}$ as a function of $p_{T}$ from the correlation in the 150 $\leq N_{offline}^{trk}$ < 185 multiplicity class in PbPb.

#: data_file: Table48.yaml
#: keyword reactions: PB PB --> $\Lambda/\bar{\Lambda}$ X
#: keyword observables: CORR
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: $|\Delta\eta|$,> 2
#: Muliplicity Class,150 $\leq N_{offline}^{trk}$ < 185
#: RE,PB PB --> $\Lambda/\bar{\Lambda}$ X
#: SQRT(S)/NUCLEON [GeV],2760.0
$p_{T}$ [GEV],"v2(2, $|\Delta\eta| > 2$)",stat +,stat -,sys +,sys -
0.847,0.0715,0.0061,-0.0061,0.00472,-0.00472
1.19,0.111,0.00439,-0.00439,0.00733,-0.00733
1.58,0.163,0.00446,-0.00446,0.0107,-0.0107
1.98,0.191,0.00525,-0.00525,0.0126,-0.0126
2.45,0.227,0.00581,-0.00581,0.015,-0.015
3.11,0.227,0.00862,-0.00862,0.015,-0.015
3.98,0.157,0.0156,-0.0156,0.0104,-0.0104
5.14,0.211,0.0321,-0.0321,0.0139,-0.0139

