#: table_doi: 10.17182/hepdata.66784.v1/t5
#: name: Table 5
#: description: The elliptic flow v2(2, $|\Delta\eta| > 2$) extracted for $K_{S}^{0}$ as a function of $p_{T}$ from the correlation in the 35 $\leq N_{offline}^{trk}$ < 60 multiplicity class in pPb.

#: data_file: Table5.yaml
#: keyword reactions: P PB --> $K^{0}_{S}$ X
#: keyword observables: CORR
#: keyword phrases: Inclusive
#: keyword cmenergies: 5020.0
#: $|\Delta\eta|$,> 2
#: Muliplicity Class,35 $\leq N_{offline}^{trk}$ < 60
#: RE,P PB --> $K^{0}_{S}$ X
#: SQRT(S)/NUCLEON [GeV],5020.0
$p_{T}$ [GEV],"v2(2, $|\Delta\eta| > 2$)",stat +,stat -,sys +,sys -
0.497,0.0322,0.00865,-0.00865,0.00222,-0.00222
0.896,0.0589,0.00327,-0.00327,0.00407,-0.00407
1.46,0.0981,0.00377,-0.00377,0.00677,-0.00677
2.12,0.129,0.00514,-0.00514,0.00891,-0.00891
3.0,0.169,0.00858,-0.00858,0.0117,-0.0117
4.01,0.201,0.0165,-0.0165,0.0139,-0.0139
5.19,0.234,0.0269,-0.0269,0.0162,-0.0162

