phi,ALICE,CMS
-1.28,0.000932256,0.00091055
-1.2544,0.000973963,0.000950618
-1.2288,0.00101751,0.00099243
-1.2032,0.00106295,0.00103603
-1.1776,0.00111033,0.00108146
-1.152,0.00115968,0.00112876
-1.1264,0.00121105,0.00117797
-1.1008,0.00126447,0.0012291
-1.0752,0.00131996,0.0012822
-1.0496,0.00137754,0.00133726
-1.024,0.00143724,0.00139431
-0.9984,0.00149904,0.00145334
-0.9728,0.00156295,0.00151436
-0.9472,0.00162895,0.00157733
-0.9216,0.00169701,0.00164224
-0.896,0.00176709,0.00170904
-0.8704,0.00183914,0.00177768
-0.8448,0.00191309,0.0018481
-0.8192,0.00198885,0.00192021
-0.7936,0.00206633,0.00199392
-0.768,0.0021454,0.00206912
-0.7424,0.00222594,0.00214567
-0.7168,0.00230779,0.00222343
-0.6912,0.00239076,0.00230223
-0.6656,0.00247468,0.0023819
-0.64,0.00255932,0.00246222
-0.6144,0.00264446,0.00254298
-0.5888,0.00272984,0.00262394
-0.5632,0.00281518,0.00270484
-0.5376,0.00290021,0.00278541
-0.512,0.00298461,0.00286536
-0.4864,0.00306806,0.00294438
-0.4608,0.00315022,0.00302217
-0.4352,0.00323076,0.00309839
-0.4096,0.0033093,0.00317271
-0.384,0.0033855,0.00324479
-0.3584,0.00345898,0.00331428
-0.3328,0.00352937,0.00338084
-0.3072,0.00359631,0.00344412
-0.2816,0.00365944,0.00350379
-0.256,0.00371842,0.00355953
-0.2304,0.00377292,0.00361101
-0.2048,0.0038226,0.00365795
-0.1792,0.0038672,0.00370007
-0.1536,0.00390642,0.00373712
-0.128,0.00394004,0.00376886
-0.1024,0.00396784,0.00379511
-0.0768,0.00398964,0.00381571
-0.0512,0.00400532,0.00383051
-0.0256,0.00401477,0.00383943
-6.245e-17,0.00401793,0.00384241
0.0256,0.00401477,0.00383943
0.0512,0.00400532,0.00383051
0.0768,0.00398964,0.00381571
0.1024,0.00396784,0.00379511
0.128,0.00394004,0.00376886
0.1536,0.00390642,0.00373712
0.1792,0.0038672,0.00370007
0.2048,0.0038226,0.00365795
0.2304,0.00377292,0.00361101
0.256,0.00371842,0.00355953
0.2816,0.00365944,0.00350379
0.3072,0.00359631,0.00344412
0.3328,0.00352937,0.00338084
0.3584,0.00345898,0.00331428
0.384,0.0033855,0.00324479
0.4096,0.0033093,0.00317271
0.4352,0.00323076,0.00309839
0.4608,0.00315022,0.00302217
0.4864,0.00306806,0.00294438
0.512,0.00298461,0.00286536
0.5376,0.00290021,0.00278541
0.5632,0.00281518,0.00270484
0.5888,0.00272984,0.00262394
0.6144,0.00264446,0.00254298
0.64,0.00255932,0.00246222
0.6656,0.00247468,0.0023819
0.6912,0.00239076,0.00230223
0.7168,0.00230779,0.00222343
0.7424,0.00222594,0.00214567
0.768,0.0021454,0.00206912
0.7936,0.00206633,0.00199392
0.8192,0.00198885,0.00192021
0.8448,0.00191309,0.0018481
0.8704,0.00183914,0.00177768
0.896,0.00176709,0.00170904
0.9216,0.00169701,0.00164224
0.9472,0.00162895,0.00157733
0.9728,0.00156295,0.00151436
0.9984,0.00149904,0.00145334
1.024,0.00143724,0.00139431
1.0496,0.00137754,0.00133726
1.0752,0.00131996,0.0012822
1.1008,0.00126447,0.0012291
1.1264,0.00121105,0.00117797
1.152,0.00115968,0.00112876
1.1776,0.00111033,0.00108146
1.2032,0.00106295,0.00103603
1.2288,0.00101751,0.00099243
1.2544,0.000973963,0.000950618
1.28,0.000932256,0.00091055
