phi,Ridge,Jet
-1.28,0.00401977,0
-1.2544,0.00418608,0
-1.2288,0.00436016,0
-1.2032,0.00454232,0
-1.1776,0.00473286,0
-1.152,0.0049321,0
-1.1264,0.00514033,0
-1.1008,0.00535785,0
-1.0752,0.00558496,0
-1.0496,0.00582193,0
-1.024,0.00606905,0
-0.9984,0.00632656,0
-0.9728,0.0065947,0
-0.9472,0.00687366,0
-0.9216,0.00716364,0
-0.896,0.00746477,0
-0.8704,0.00777715,0
-0.8448,0.00810082,0
-0.8192,0.00843578,0
-0.7936,0.00878196,0
-0.768,0.0091392,0
-0.7424,0.00950729,0
-0.7168,0.00988589,0
-0.6912,0.0102746,0
-0.6656,0.0106729,0
-0.64,0.0110801,0
-0.6144,0.0114954,0
-0.5888,0.0119179,0
-0.5632,0.0123466,0
-0.5376,0.0127801,0
-0.512,0.0132171,0
-0.4864,0.0136561,0
-0.4608,0.0140952,0
-0.4352,0.0145326,0
-0.4096,0.0149661,0
-0.384,0.0153934,0
-0.3584,0.0158122,0
-0.3328,0.0162197,0
-0.3072,0.0166134,0
-0.2816,0.0169903,0
-0.256,0.0173477,0
-0.2304,0.0176824,0
-0.2048,0.0179917,0
-0.1792,0.0182727,0
-0.1536,0.0185226,0
-0.128,0.0187389,0
-0.1024,0.0189193,0
-0.0768,0.0190619,0
-0.0512,0.0191649,0
-0.0256,0.0192271,0
-6.245e-17,0.019248,0
0.0256,0.0192271,0
0.0512,0.0191649,0
0.0768,0.0190619,0
0.1024,0.0189193,0
0.128,0.0187389,0
0.1536,0.0185226,0
0.1792,0.0182727,0
0.2048,0.0179917,0
0.2304,0.0176824,0
0.256,0.0173477,0
0.2816,0.0169903,0
0.3072,0.0166134,0
0.3328,0.0162197,0
0.3584,0.0158122,0
0.384,0.0153934,0
0.4096,0.0149661,0
0.4352,0.0145326,0
0.4608,0.0140952,0
0.4864,0.0136561,0
0.512,0.0132171,0
0.5376,0.0127801,0
0.5632,0.0123466,0
0.5888,0.0119179,0
0.6144,0.0114954,0
0.64,0.0110801,0
0.6656,0.0106729,0
0.6912,0.0102746,0
0.7168,0.00988589,0
0.7424,0.00950729,0
0.768,0.0091392,0
0.7936,0.00878196,0
0.8192,0.00843578,0
0.8448,0.00810082,0
0.8704,0.00777715,0
0.896,0.00746477,0
0.9216,0.00716364,0
0.9472,0.00687366,0
0.9728,0.0065947,0
0.9984,0.00632656,0
1.024,0.00606905,0
1.0496,0.00582193,0
1.0752,0.00558496,0
1.1008,0.00535785,0
1.1264,0.00514033,0
1.152,0.0049321,0
1.1776,0.00473286,0
1.2032,0.00454232,0
1.2288,0.00436016,0
1.2544,0.00418608,0
1.28,0.00401977,0
