phi,Ridge,Jet
-1.28,0.00795237,0
-1.2544,0.00827384,0
-1.2288,0.00860914,0
-1.2032,0.00895868,0
-1.1776,0.00932288,0
-1.152,0.00970212,0
-1.1264,0.0100968,0
-1.1008,0.0105073,0
-1.0752,0.0109339,0
-1.0496,0.0113769,0
-1.024,0.0118365,0
-0.9984,0.0123131,0
-0.9728,0.0128067,0
-0.9472,0.0133175,0
-0.9216,0.0138454,0
-0.896,0.0143905,0
-0.8704,0.0149527,0
-0.8448,0.0155316,0
-0.8192,0.0161271,0
-0.7936,0.0167386,0
-0.768,0.0173655,0
-0.7424,0.0180073,0
-0.7168,0.018663,0
-0.6912,0.0193317,0
-0.6656,0.0200122,0
-0.64,0.0207031,0
-0.6144,0.021403,0
-0.5888,0.02211,0
-0.5632,0.0228222,0
-0.5376,0.0235375,0
-0.512,0.0242536,0
-0.4864,0.0249679,0
-0.4608,0.0256775,0
-0.4352,0.0263794,0
-0.4096,0.0270705,0
-0.384,0.0277474,0
-0.3584,0.0284064,0
-0.3328,0.0290439,0
-0.3072,0.029656,0
-0.2816,0.0302388,0
-0.256,0.0307883,0
-0.2304,0.0313005,0
-0.2048,0.0317716,0
-0.1792,0.0321977,0
-0.1536,0.0325752,0
-0.128,0.0329009,0
-0.1024,0.0331718,0
-0.0768,0.0333852,0
-0.0512,0.0335392,0
-0.0256,0.0336323,0
-6.245e-17,0.0336634,0
0.0256,0.0336323,0
0.0512,0.0335392,0
0.0768,0.0333852,0
0.1024,0.0331718,0
0.128,0.0329009,0
0.1536,0.0325752,0
0.1792,0.0321977,0
0.2048,0.0317716,0
0.2304,0.0313005,0
0.256,0.0307883,0
0.2816,0.0302388,0
0.3072,0.029656,0
0.3328,0.0290439,0
0.3584,0.0284064,0
0.384,0.0277474,0
0.4096,0.0270705,0
0.4352,0.0263794,0
0.4608,0.0256775,0
0.4864,0.0249679,0
0.512,0.0242536,0
0.5376,0.0235375,0
0.5632,0.0228222,0
0.5888,0.02211,0
0.6144,0.021403,0
0.64,0.0207031,0
0.6656,0.0200122,0
0.6912,0.0193317,0
0.7168,0.018663,0
0.7424,0.0180073,0
0.768,0.0173655,0
0.7936,0.0167386,0
0.8192,0.0161271,0
0.8448,0.0155316,0
0.8704,0.0149527,0
0.896,0.0143905,0
0.9216,0.0138454,0
0.9472,0.0133175,0
0.9728,0.0128067,0
0.9984,0.0123131,0
1.024,0.0118365,0
1.0496,0.0113769,0
1.0752,0.0109339,0
1.1008,0.0105073,0
1.1264,0.0100968,0
1.152,0.00970212,0
1.1776,0.00932288,0
1.2032,0.00895868,0
1.2288,0.00860914,0
1.2544,0.00827384,0
1.28,0.00795237,0
