phi,Ridge,Jet
-1.28,0.00256955,0
-1.2544,0.00267263,0
-1.2288,0.00277989,0
-1.2032,0.00289142,0
-1.1776,0.00300731,0
-1.152,0.00312763,0
-1.1264,0.00325246,0
-1.1008,0.00338185,0
-1.0752,0.00351584,0
-1.0496,0.00365447,0
-1.024,0.00379774,0
-0.9984,0.00394564,0
-0.9728,0.00409816,0
-0.9472,0.00425524,0
-0.9216,0.00441679,0
-0.896,0.00458272,0
-0.8704,0.0047529,0
-0.8448,0.00492715,0
-0.8192,0.00510528,0
-0.7936,0.00528705,0
-0.768,0.00547218,0
-0.7424,0.00566037,0
-0.7168,0.00585127,0
-0.6912,0.00604446,0
-0.6656,0.00623952,0
-0.64,0.00643597,0
-0.6144,0.00663327,0
-0.5888,0.00683086,0
-0.5632,0.00702814,0
-0.5376,0.00722444,0
-0.512,0.00741909,0
-0.4864,0.00761136,0
-0.4608,0.0078005,0
-0.4352,0.00798574,0
-0.4096,0.00816626,0
-0.384,0.00834127,0
-0.3584,0.00850993,0
-0.3328,0.00867143,0
-0.3072,0.00882494,0
-0.2816,0.00896965,0
-0.256,0.0091048,0
-0.2304,0.00922962,0
-0.2048,0.00934341,0
-0.1792,0.0094455,0
-0.1536,0.00953529,0
-0.128,0.00961223,0
-0.1024,0.00967585,0
-0.0768,0.00972575,0
-0.0512,0.00976163,0
-0.0256,0.00978324,0
-6.245e-17,0.00979046,0
0.0256,0.00978324,0
0.0512,0.00976163,0
0.0768,0.00972575,0
0.1024,0.00967585,0
0.128,0.00961223,0
0.1536,0.00953529,0
0.1792,0.0094455,0
0.2048,0.00934341,0
0.2304,0.00922962,0
0.256,0.0091048,0
0.2816,0.00896965,0
0.3072,0.00882494,0
0.3328,0.00867143,0
0.3584,0.00850993,0
0.384,0.00834127,0
0.4096,0.00816626,0
0.4352,0.00798574,0
0.4608,0.0078005,0
0.4864,0.00761136,0
0.512,0.00741909,0
0.5376,0.00722444,0
0.5632,0.00702814,0
0.5888,0.00683086,0
0.6144,0.00663327,0
0.64,0.00643597,0
0.6656,0.00623952,0
0.6912,0.00604446,0
0.7168,0.00585127,0
0.7424,0.00566037,0
0.768,0.00547218,0
0.7936,0.00528705,0
0.8192,0.00510528,0
0.8448,0.00492715,0
0.8704,0.0047529,0
0.896,0.00458272,0
0.9216,0.00441679,0
0.9472,0.00425524,0
0.9728,0.00409816,0
0.9984,0.00394564,0
1.024,0.00379774,0
1.0496,0.00365447,0
1.0752,0.00351584,0
1.1008,0.00338185,0
1.1264,0.00325246,0
1.152,0.00312763,0
1.1776,0.00300731,0
1.2032,0.00289142,0
1.2288,0.00277989,0
1.2544,0.00267263,0
1.28,0.00256955,0
