-1.1781, 0
-0.9817, 0.0797
-0.7854, 0.1358
-0.589, 0.2067
-0.3927, 0.2801
-0.1963, 0.3392
0, 0.3829
0.1963, 0.3392
0.3927, 0.2801
0.589, 0.2067
0.7854, 0.1358
0.9817, 0.0797
1.1781, 0
