phi,Ridge,Jet
-1.1781,0.00360739,0
-1.15454,0.0037294,0
-1.13097,0.00385517,0
-1.10741,0.00398471,0
-1.08385,0.00411804,0
-1.06029,0.00425515,0
-1.03673,0.00439603,0
-1.01316,0.00454064,0
-0.989601,0.00468893,0
-0.96604,0.00484085,0
-0.942478,0.00499631,0
-0.918916,0.00515521,0
-0.895354,0.00531744,0
-0.871792,0.00548286,0
-0.84823,0.0056513,0
-0.824668,0.00582257,0
-0.801106,0.00599648,0
-0.777544,0.00617278,0
-0.753982,0.00635121,0
-0.73042,0.0065315,0
-0.706858,0.00671331,0
-0.683296,0.00689633,0
-0.659734,0.00708017,0
-0.636172,0.00726445,0
-0.61261,0.00744874,0
-0.589048,0.00763261,0
-0.565487,0.00781559,0
-0.541925,0.00799717,0
-0.518363,0.00817686,0
-0.494801,0.00835411,0
-0.471239,0.00852838,0
-0.447677,0.00869911,0
-0.424115,0.00886573,0
-0.400553,0.00902765,0
-0.376991,0.00918428,0
-0.353429,0.00933506,0
-0.329867,0.00947938,0
-0.306305,0.00961669,0
-0.282743,0.00974642,0
-0.259181,0.00986802,0
-0.235619,0.00998099,0
-0.212057,0.0100848,0
-0.188496,0.0101791,0
-0.164934,0.0102633,0
-0.141372,0.0103371,0
-0.11781,0.0104002,0
-0.0942478,0.0104522,0
-0.0706858,0.0104929,0
-0.0471239,0.0105221,0
-0.0235619,0.0105397,0
2.15106e-16,0.0105456,0
0.0235619,0.0105397,0
0.0471239,0.0105221,0
0.0706858,0.0104929,0
0.0942478,0.0104522,0
0.11781,0.0104002,0
0.141372,0.0103371,0
0.164934,0.0102633,0
0.188496,0.0101791,0
0.212057,0.0100848,0
0.235619,0.00998099,0
0.259181,0.00986802,0
0.282743,0.00974642,0
0.306305,0.00961669,0
0.329867,0.00947938,0
0.353429,0.00933506,0
0.376991,0.00918428,0
0.400553,0.00902765,0
0.424115,0.00886573,0
0.447677,0.00869911,0
0.471239,0.00852838,0
0.494801,0.00835411,0
0.518363,0.00817686,0
0.541925,0.00799717,0
0.565487,0.00781559,0
0.589049,0.00763261,0
0.61261,0.00744874,0
0.636172,0.00726445,0
0.659734,0.00708017,0
0.683296,0.00689633,0
0.706858,0.00671331,0
0.73042,0.0065315,0
0.753982,0.00635121,0
0.777544,0.00617278,0
0.801106,0.00599648,0
0.824668,0.00582257,0
0.84823,0.0056513,0
0.871792,0.00548286,0
0.895354,0.00531744,0
0.918916,0.00515521,0
0.942478,0.00499631,0
0.96604,0.00484085,0
0.989601,0.00468893,0
1.01316,0.00454064,0
1.03673,0.00439603,0
1.06029,0.00425515,0
1.08385,0.00411804,0
1.10741,0.00398471,0
1.13097,0.00385517,0
1.15454,0.0037294,0
1.1781,0.00360739,0
