phi,Ridge,Jet
-1.1781,0.0130919,0
-1.15454,0.0135515,0
-1.13097,0.0140279,0
-1.10741,0.0145214,0
-1.08385,0.0150323,0
-1.06029,0.0155609,0
-1.03673,0.0161076,0
-1.01316,0.0166725,0
-0.989601,0.0172558,0
-0.96604,0.0178578,0
-0.942478,0.0184785,0
-0.918916,0.019118,0
-0.895354,0.0197762,0
-0.871792,0.020453,0
-0.84823,0.0211482,0
-0.824668,0.0218616,0
-0.801106,0.0225926,0
-0.777544,0.023341,0
-0.753982,0.0241059,0
-0.73042,0.0248867,0
-0.706858,0.0256824,0
-0.683296,0.026492,0
-0.659734,0.0273144,0
-0.636172,0.028148,0
-0.61261,0.0289913,0
-0.589048,0.0298427,0
-0.565487,0.0307001,0
-0.541925,0.0315613,0
-0.518363,0.0324241,0
-0.494801,0.0332858,0
-0.471239,0.0341437,0
-0.447677,0.0349947,0
-0.424115,0.0358358,0
-0.400553,0.0366634,0
-0.376991,0.0374741,0
-0.353429,0.0382641,0
-0.329867,0.0390295,0
-0.306305,0.0397664,0
-0.282743,0.0404706,0
-0.259181,0.0411381,0
-0.235619,0.0417647,0
-0.212057,0.0423465,0
-0.188496,0.0428794,0
-0.164934,0.0433598,0
-0.141372,0.043784,0
-0.11781,0.044149,0
-0.0942478,0.0444517,0
-0.0706858,0.0446898,0
-0.0471239,0.0448613,0
-0.0235619,0.0449648,0
2.15106e-16,0.0449994,0
0.0235619,0.0449648,0
0.0471239,0.0448613,0
0.0706858,0.0446898,0
0.0942478,0.0444517,0
0.11781,0.044149,0
0.141372,0.043784,0
0.164934,0.0433598,0
0.188496,0.0428794,0
0.212057,0.0423465,0
0.235619,0.0417647,0
0.259181,0.0411381,0
0.282743,0.0404706,0
0.306305,0.0397664,0
0.329867,0.0390295,0
0.353429,0.0382641,0
0.376991,0.0374741,0
0.400553,0.0366634,0
0.424115,0.0358358,0
0.447677,0.0349947,0
0.471239,0.0341437,0
0.494801,0.0332858,0
0.518363,0.0324241,0
0.541925,0.0315613,0
0.565487,0.0307001,0
0.589049,0.0298427,0
0.61261,0.0289913,0
0.636172,0.028148,0
0.659734,0.0273144,0
0.683296,0.026492,0
0.706858,0.0256824,0
0.73042,0.0248867,0
0.753982,0.0241059,0
0.777544,0.023341,0
0.801106,0.0225926,0
0.824668,0.0218616,0
0.84823,0.0211482,0
0.871792,0.020453,0
0.895354,0.0197762,0
0.918916,0.019118,0
0.942478,0.0184785,0
0.96604,0.0178578,0
0.989601,0.0172558,0
1.01316,0.0166725,0
1.03673,0.0161076,0
1.06029,0.0155609,0
1.08385,0.0150323,0
1.10741,0.0145214,0
1.13097,0.0140279,0
1.15454,0.0135515,0
1.1781,0.0130919,0
