phi,Ridge,Jet
-1.1781,0.000221229,0
-1.15454,0.000217702,0
-1.13097,0.00021429,0
-1.10741,0.000210989,0
-1.08385,0.000207798,0
-1.06029,0.000204711,0
-1.03673,0.000201728,0
-1.01316,0.000198845,0
-0.989601,0.00019606,0
-0.96604,0.00019337,0
-0.942478,0.000190773,0
-0.918916,0.000188267,0
-0.895354,0.000185849,0
-0.871792,0.000183517,0
-0.84823,0.00018127,0
-0.824668,0.000179105,0
-0.801106,0.00017702,0
-0.777544,0.000175014,0
-0.753982,0.000173084,0
-0.73042,0.00017123,0
-0.706858,0.000169449,0
-0.683296,0.000167741,0
-0.659734,0.000166103,0
-0.636172,0.000164534,0
-0.61261,0.000163033,0
-0.589048,0.000161599,0
-0.565487,0.00016023,0
-0.541925,0.000158925,0
-0.518363,0.000157683,0
-0.494801,0.000156504,0
-0.471239,0.000155386,0
-0.447677,0.000154328,0
-0.424115,0.000153329,0
-0.400553,0.000152389,0
-0.376991,0.000151506,0
-0.353429,0.00015068,0
-0.329867,0.000149911,0
-0.306305,0.000149198,0
-0.282743,0.00014854,0
-0.259181,0.000147936,0
-0.235619,0.000147386,0
-0.212057,0.00014689,0
-0.188496,0.000146448,0
-0.164934,0.000146058,0
-0.141372,0.000145721,0
-0.11781,0.000145436,0
-0.0942478,0.000145203,0
-0.0706858,0.000145022,0
-0.0471239,0.000144893,0
-0.0235619,0.000144816,0
2.15106e-16,0.00014479,0
0.0235619,0.000144816,0
0.0471239,0.000144893,0
0.0706858,0.000145022,0
0.0942478,0.000145203,0
0.11781,0.000145436,0
0.141372,0.000145721,0
0.164934,0.000146058,0
0.188496,0.000146448,0
0.212057,0.00014689,0
0.235619,0.000147386,0
0.259181,0.000147936,0
0.282743,0.00014854,0
0.306305,0.000149198,0
0.329867,0.000149911,0
0.353429,0.00015068,0
0.376991,0.000151506,0
0.400553,0.000152389,0
0.424115,0.000153329,0
0.447677,0.000154328,0
0.471239,0.000155386,0
0.494801,0.000156504,0
0.518363,0.000157683,0
0.541925,0.000158925,0
0.565487,0.00016023,0
0.589049,0.000161599,0
0.61261,0.000163033,0
0.636172,0.000164534,0
0.659734,0.000166103,0
0.683296,0.000167741,0
0.706858,0.000169449,0
0.73042,0.00017123,0
0.753982,0.000173084,0
0.777544,0.000175014,0
0.801106,0.00017702,0
0.824668,0.000179105,0
0.84823,0.00018127,0
0.871792,0.000183517,0
0.895354,0.000185849,0
0.918916,0.000188267,0
0.942478,0.000190773,0
0.96604,0.00019337,0
0.989601,0.00019606,0
1.01316,0.000198845,0
1.03673,0.000201728,0
1.06029,0.000204711,0
1.08385,0.000207798,0
1.10741,0.000210989,0
1.13097,0.00021429,0
1.15454,0.000217702,0
