phi,Ridge,Jet
-1.1781,0.00172404,0
-1.15454,0.00177917,0
-1.13097,0.00183576,0
-1.10741,0.0018938,0
-1.08385,0.00195328,0
-1.06029,0.00201416,0
-1.03673,0.00207643,0
-1.01316,0.00214005,0
-0.989601,0.00220499,0
-0.96604,0.00227119,0
-0.942478,0.0023386,0
-0.918916,0.00240716,0
-0.895354,0.00247681,0
-0.871792,0.00254746,0
-0.84823,0.00261903,0
-0.824668,0.00269143,0
-0.801106,0.00276456,0
-0.777544,0.00283831,0
-0.753982,0.00291255,0
-0.73042,0.00298716,0
-0.706858,0.00306201,0
-0.683296,0.00313696,0
-0.659734,0.00321184,0
-0.636172,0.00328651,0
-0.61261,0.0033608,0
-0.589048,0.00343452,0
-0.565487,0.00350752,0
-0.541925,0.00357959,0
-0.518363,0.00365056,0
-0.494801,0.00372022,0
-0.471239,0.00378839,0
-0.447677,0.00385486,0
-0.424115,0.00391944,0
-0.400553,0.00398192,0
-0.376991,0.0040421,0
-0.353429,0.0040998,0
-0.329867,0.00415482,0
-0.306305,0.00420698,0
-0.282743,0.00425608,0
-0.259181,0.00430196,0
-0.235619,0.00434445,0
-0.212057,0.0043834,0
-0.188496,0.00441866,0
-0.164934,0.0044501,0
-0.141372,0.0044776,0
-0.11781,0.00450105,0
-0.0942478,0.00452037,0
-0.0706858,0.00453547,0
-0.0471239,0.0045463,0
-0.0235619,0.00455282,0
2.15106e-16,0.00455499,0
0.0235619,0.00455282,0
0.0471239,0.0045463,0
0.0706858,0.00453547,0
0.0942478,0.00452037,0
0.11781,0.00450105,0
0.141372,0.0044776,0
0.164934,0.0044501,0
0.188496,0.00441866,0
0.212057,0.0043834,0
0.235619,0.00434445,0
0.259181,0.00430196,0
0.282743,0.00425608,0
0.306305,0.00420698,0
0.329867,0.00415482,0
0.353429,0.0040998,0
0.376991,0.0040421,0
0.400553,0.00398192,0
0.424115,0.00391944,0
0.447677,0.00385486,0
0.471239,0.00378839,0
0.494801,0.00372022,0
0.518363,0.00365056,0
0.541925,0.00357959,0
0.565487,0.00350752,0
0.589049,0.00343452,0
0.61261,0.0033608,0
0.636172,0.00328651,0
0.659734,0.00321184,0
0.683296,0.00313696,0
0.706858,0.00306201,0
0.73042,0.00298716,0
0.753982,0.00291255,0
0.777544,0.00283831,0
0.801106,0.00276456,0
0.824668,0.00269143,0
0.84823,0.00261903,0
0.871792,0.00254746,0
0.895354,0.00247681,0
0.918916,0.00240716,0
0.942478,0.0023386,0
0.96604,0.00227119,0
0.989601,0.00220499,0
1.01316,0.00214005,0
1.03673,0.00207643,0
1.06029,0.00201416,0
1.08385,0.00195328,0
1.10741,0.0018938,0
1.13097,0.00183576,0
1.15454,0.00177917,0
1.1781,0.00172404,0
