phi,Ridge,Jet
-1.1781,0.00144439,0
-1.15454,0.00149522,0
-1.13097,0.00154758,0
-1.10741,0.00160147,0
-1.08385,0.00165689,0
-1.06029,0.00171382,0
-1.03673,0.00177226,1.38684e-319
-1.01316,0.00183217,2.19871e-315
-0.989601,0.00189353,2.78852e-311
-0.96604,0.00195631,2.83161e-307
-0.942478,0.00202046,2.30223e-303
-0.918916,0.00208592,1.49871e-299
-0.895354,0.00215265,7.81165e-296
-0.871792,0.00222058,3.26003e-292
-0.84823,0.00228962,1.08932e-288
-0.824668,0.00235969,2.91436e-285
-0.801106,0.0024307,6.2429e-282
-0.777544,0.00250254,1.07074e-278
-0.753982,0.00257511,1.4704e-275
-0.73042,0.00264826,1.61675e-272
-0.706858,0.00272188,1.42332e-269
-0.683296,0.00279582,1.00327e-266
-0.659734,0.00286993,5.6622e-264
-0.636172,0.00294404,2.55864e-261
-0.61261,0.00301798,9.25733e-259
-0.589048,0.00309158,2.68174e-256
-0.565487,0.00316464,6.22017e-254
-0.541925,0.00323698,1.15516e-251
-0.518363,0.00330839,1.71765e-249
-0.494801,0.00337867,2.04494e-247
-0.471239,0.00344761,1.94932e-245
-0.447677,0.003515,1.48777e-243
-0.424115,0.00358061,9.09171e-242
-0.400553,0.00364422,4.44844e-240
-0.376991,0.00370564,1.74271e-238
-0.353429,0.00376463,5.4663e-237
-0.329867,0.00382098,1.37283e-235
-0.306305,0.00387449,2.76054e-234
-0.282743,0.00392496,4.44452e-233
-0.259181,0.00397218,5.7294e-232
-0.235619,0.00401598,5.91354e-231
-0.212057,0.00405618,4.88696e-230
-0.188496,0.00409261,3.23358e-229
-0.164934,0.00412514,1.7131e-228
-0.141372,0.00415361,7.26666e-228
-0.11781,0.00417791,2.46797e-227
-0.0942478,0.00419793,6.71119e-227
-0.0706858,0.0042136,1.46121e-226
-0.0471239,0.00422484,2.54729e-226
-0.0235619,0.0042316,3.55548e-226
2.15106e-16,0.00423386,3.97349e-226
0.0235619,0.0042316,3.55548e-226
0.0471239,0.00422484,2.54729e-226
0.0706858,0.0042136,1.46121e-226
0.0942478,0.00419793,6.71119e-227
0.11781,0.00417791,2.46797e-227
0.141372,0.00415361,7.26666e-228
0.164934,0.00412514,1.7131e-228
0.188496,0.00409261,3.23358e-229
0.212057,0.00405618,4.88696e-230
0.235619,0.00401598,5.91354e-231
0.259181,0.00397218,5.7294e-232
0.282743,0.00392496,4.44452e-233
0.306305,0.00387449,2.76054e-234
0.329867,0.00382098,1.37283e-235
0.353429,0.00376463,5.4663e-237
0.376991,0.00370564,1.74271e-238
0.400553,0.00364422,4.44844e-240
0.424115,0.00358061,9.09171e-242
0.447677,0.003515,1.48777e-243
0.471239,0.00344761,1.94932e-245
0.494801,0.00337867,2.04494e-247
0.518363,0.00330839,1.71765e-249
0.541925,0.00323698,1.15516e-251
0.565487,0.00316464,6.22017e-254
0.589049,0.00309158,2.68174e-256
0.61261,0.00301798,9.25733e-259
0.636172,0.00294404,2.55864e-261
0.659734,0.00286993,5.6622e-264
0.683296,0.00279582,1.00327e-266
0.706858,0.00272188,1.42332e-269
0.73042,0.00264826,1.61675e-272
0.753982,0.00257511,1.4704e-275
0.777544,0.00250254,1.07074e-278
0.801106,0.0024307,6.2429e-282
0.824668,0.00235969,2.91436e-285
0.84823,0.00228962,1.08932e-288
0.871792,0.00222058,3.26003e-292
0.895354,0.00215265,7.81165e-296
0.918916,0.00208592,1.49871e-299
0.942478,0.00202046,2.30223e-303
0.96604,0.00195631,2.83161e-307
0.989601,0.00189353,2.78852e-311
1.01316,0.00183217,2.19871e-315
1.03673,0.00177226,1.38684e-319
1.06029,0.00171382,0
1.08385,0.00165689,0
1.10741,0.00160147,0
1.13097,0.00154758,0
1.15454,0.00149522,0
1.1781,0.00144439,0
