phi,dN/dphi
-1.18,0.00408401
-1.175,0.00411107
-1.17,0.00413832
-1.165,0.00416576
-1.16,0.0041934
-1.155,0.00422123
-1.15,0.00424926
-1.145,0.00427748
-1.14,0.00430591
-1.135,0.00433453
-1.13,0.00436336
-1.125,0.00439238
-1.12,0.0044216
-1.115,0.00445103
-1.11,0.00448066
-1.105,0.00451049
-1.1,0.00454053
-1.095,0.00457077
-1.09,0.00460121
-1.085,0.00463186
-1.08,0.00466272
-1.075,0.00469379
-1.07,0.00472506
-1.065,0.00475654
-1.06,0.00478822
-1.055,0.00482012
-1.05,0.00485223
-1.045,0.00488454
-1.04,0.00491707
-1.035,0.00494981
-1.03,0.00498276
-1.025,0.00501592
-1.02,0.00504929
-1.015,0.00508287
-1.01,0.00511667
-1.005,0.00515068
-1,0.0051849
-0.995,0.00521934
-0.99,0.00525398
-0.985,0.00528885
-0.98,0.00532392
-0.975,0.00535921
-0.97,0.00539471
-0.965,0.00543043
-0.96,0.00546636
-0.955,0.0055025
-0.95,0.00553886
-0.945,0.00557543
-0.94,0.00561221
-0.935,0.00564921
-0.93,0.00568642
-0.925,0.00572384
-0.92,0.00576147
-0.915,0.00579932
-0.91,0.00583738
-0.905,0.00587564
-0.9,0.00591412
-0.895,0.00595281
-0.89,0.00599171
-0.885,0.00603081
-0.88,0.00607012
-0.875,0.00610964
-0.87,0.00614937
-0.865,0.0061893
-0.86,0.00622944
-0.855,0.00626978
-0.85,0.00631032
-0.845,0.00635106
-0.84,0.00639201
-0.835,0.00643315
-0.83,0.00647449
-0.825,0.00651603
-0.82,0.00655777
-0.815,0.0065997
-0.81,0.00664182
-0.805,0.00668413
-0.8,0.00672663
-0.795,0.00676932
-0.79,0.00681219
-0.785,0.00685525
-0.78,0.00689849
-0.775,0.00694191
-0.77,0.00698551
-0.765,0.00702928
-0.76,0.00707323
-0.755,0.00711736
-0.75,0.00716165
-0.745,0.0072061
-0.74,0.00725073
-0.735,0.00729551
-0.73,0.00734046
-0.725,0.00738556
-0.72,0.00743081
-0.715,0.00747622
-0.71,0.00752177
-0.705,0.00756747
-0.7,0.00761332
-0.695,0.0076593
-0.69,0.00770541
-0.685,0.00775166
-0.68,0.00779804
-0.675,0.00784454
-0.67,0.00789117
-0.665,0.00793791
-0.66,0.00798477
-0.655,0.00803173
-0.65,0.00807881
-0.645,0.00812598
-0.64,0.00817325
-0.635,0.00822062
-0.63,0.00826807
-0.625,0.00831561
-0.62,0.00836323
-0.615,0.00841093
-0.61,0.00845869
-0.605,0.00850653
-0.6,0.00855442
-0.595,0.00860237
-0.59,0.00865036
-0.585,0.00869841
-0.58,0.00874649
-0.575,0.00879461
-0.57,0.00884275
-0.565,0.00889092
-0.56,0.00893911
-0.555,0.00898731
-0.55,0.00903551
-0.545,0.00908371
-0.54,0.00913191
-0.535,0.00918009
-0.53,0.00922825
-0.525,0.00927639
-0.52,0.00932449
-0.515,0.00937255
-0.51,0.00942057
-0.505,0.00946853
-0.5,0.00951644
-0.495,0.00956427
-0.49,0.00961203
-0.485,0.00965971
-0.48,0.00970731
-0.475,0.0097548
-0.47,0.00980219
-0.465,0.00984947
-0.46,0.00989662
-0.455,0.00994365
-0.45,0.00999055
-0.445,0.0100373
-0.44,0.0100839
-0.435,0.0101303
-0.43,0.0101766
-0.425,0.0102227
-0.42,0.0102686
-0.415,0.0103143
-0.41,0.0103598
-0.405,0.0104051
-0.4,0.0104502
-0.395,0.0104951
-0.39,0.0105397
-0.385,0.0105841
-0.38,0.0106282
-0.375,0.0106721
-0.37,0.0107156
-0.365,0.0107589
-0.36,0.0108019
-0.355,0.0108446
-0.35,0.010887
-0.345,0.0109291
-0.34,0.0109709
-0.335,0.0110123
-0.33,0.0110534
-0.325,0.0110941
-0.32,0.0111344
-0.315,0.0111744
-0.31,0.011214
-0.305,0.0112531
-0.3,0.0112919
-0.295,0.0113303
-0.29,0.0113682
-0.285,0.0114058
-0.28,0.0114428
-0.275,0.0114795
-0.27,0.0115156
-0.265,0.0115513
-0.26,0.0115865
-0.255,0.0116213
-0.25,0.0116555
-0.245,0.0116892
-0.24,0.0117225
-0.235,0.0117551
-0.23,0.0117873
-0.225,0.0118189
-0.22,0.01185
-0.215,0.0118805
-0.21,0.0119104
