phi,dN/dphi
-1.18,0.00199581
-1.175,0.00200807
-1.17,0.00202039
-1.165,0.00203279
-1.16,0.00204527
-1.155,0.00205781
-1.15,0.00207042
-1.145,0.0020831
-1.14,0.00209585
-1.135,0.00210868
-1.13,0.00212157
-1.125,0.00213454
-1.12,0.00214757
-1.115,0.00216068
-1.11,0.00217385
-1.105,0.0021871
-1.1,0.00220042
-1.095,0.0022138
-1.09,0.00222726
-1.085,0.00224079
-1.08,0.00225438
-1.075,0.00226805
-1.07,0.00228179
-1.065,0.00229559
-1.06,0.00230946
-1.055,0.00232341
-1.05,0.00233742
-1.045,0.0023515
-1.04,0.00236565
-1.035,0.00237986
-1.03,0.00239415
-1.025,0.0024085
-1.02,0.00242292
-1.015,0.0024374
-1.01,0.00245195
-1.005,0.00246657
-1,0.00248126
-0.995,0.002496
-0.99,0.00251082
-0.985,0.0025257
-0.98,0.00254064
-0.975,0.00255565
-0.97,0.00257072
-0.965,0.00258586
-0.96,0.00260105
-0.955,0.00261631
-0.95,0.00263164
-0.945,0.00264702
-0.94,0.00266246
-0.935,0.00267796
-0.93,0.00269353
-0.925,0.00270915
-0.92,0.00272483
-0.915,0.00274057
-0.91,0.00275636
-0.905,0.00277222
-0.9,0.00278812
-0.895,0.00280409
-0.89,0.0028201
-0.885,0.00283618
-0.88,0.0028523
-0.875,0.00286848
-0.87,0.00288471
-0.865,0.00290098
-0.86,0.00291731
-0.855,0.00293369
-0.85,0.00295012
-0.845,0.00296659
-0.84,0.00298311
-0.835,0.00299968
-0.83,0.00301629
-0.825,0.00303294
-0.82,0.00304964
-0.815,0.00306638
-0.81,0.00308316
-0.805,0.00309998
-0.8,0.00311684
-0.795,0.00313373
-0.79,0.00315067
-0.785,0.00316763
-0.78,0.00318463
-0.775,0.00320167
-0.77,0.00321874
-0.765,0.00323584
-0.76,0.00325296
-0.755,0.00327012
-0.75,0.0032873
-0.745,0.00330451
-0.74,0.00332174
-0.735,0.003339
-0.73,0.00335628
-0.725,0.00337358
-0.72,0.00339089
-0.715,0.00340823
-0.71,0.00342558
-0.705,0.00344295
-0.7,0.00346033
-0.695,0.00347772
-0.69,0.00349512
-0.685,0.00351253
-0.68,0.00352995
-0.675,0.00354737
-0.67,0.0035648
-0.665,0.00358223
-0.66,0.00359966
-0.655,0.00361709
-0.65,0.00363451
-0.645,0.00365194
-0.64,0.00366935
-0.635,0.00368676
-0.63,0.00370416
-0.625,0.00372155
-0.62,0.00373893
-0.615,0.00375629
-0.61,0.00377363
-0.605,0.00379095
-0.6,0.00380826
-0.595,0.00382554
-0.59,0.0038428
-0.585,0.00386003
-0.58,0.00387723
-0.575,0.00389441
-0.57,0.00391155
-0.565,0.00392865
-0.56,0.00394572
-0.555,0.00396276
-0.55,0.00397975
-0.545,0.0039967
-0.54,0.00401361
-0.535,0.00403047
-0.53,0.00404728
-0.525,0.00406404
-0.52,0.00408074
-0.515,0.0040974
-0.51,0.00411399
-0.505,0.00413053
-0.5,0.004147
-0.495,0.00416341
-0.49,0.00417976
