phi,dN/dphi
-1.18,0.015069
-1.175,0.0151597
-1.17,0.0152509
-1.165,0.0153428
-1.16,0.0154353
-1.155,0.0155283
-1.15,0.015622
-1.145,0.0157162
-1.14,0.0158111
-1.135,0.0159066
-1.13,0.0160027
-1.125,0.0160994
-1.12,0.0161967
-1.115,0.0162946
-1.11,0.0163932
-1.105,0.0164923
-1.1,0.0165921
-1.095,0.0166925
-1.09,0.0167935
-1.085,0.0168952
-1.08,0.0169975
-1.075,0.0171004
-1.07,0.0172039
-1.065,0.0173081
-1.06,0.0174129
-1.055,0.0175183
-1.05,0.0176244
-1.045,0.0177311
-1.04,0.0178385
-1.035,0.0179465
-1.03,0.0180551
-1.025,0.0181644
-1.02,0.0182743
-1.015,0.0183848
-1.01,0.018496
-1.005,0.0186079
-1,0.0187203
-0.995,0.0188335
-0.99,0.0189472
-0.985,0.0190617
-0.98,0.0191767
-0.975,0.0192924
-0.97,0.0194088
-0.965,0.0195258
-0.96,0.0196434
-0.955,0.0197617
-0.95,0.0198807
-0.945,0.0200003
-0.94,0.0201205
-0.935,0.0202414
-0.93,0.0203629
-0.925,0.0204851
-0.92,0.0206079
-0.915,0.0207313
-0.91,0.0208554
-0.905,0.0209802
-0.9,0.0211055
-0.895,0.0212316
-0.89,0.0213582
-0.885,0.0214855
-0.88,0.0216134
-0.875,0.0217419
-0.87,0.0218711
-0.865,0.0220009
-0.86,0.0221314
-0.855,0.0222624
-0.85,0.0223941
-0.845,0.0225264
-0.84,0.0226593
-0.835,0.0227928
-0.83,0.0229269
-0.825,0.0230617
-0.82,0.023197
-0.815,0.023333
-0.81,0.0234695
-0.805,0.0236066
-0.8,0.0237444
-0.795,0.0238827
-0.79,0.0240216
-0.785,0.024161
-0.78,0.0243011
-0.775,0.0244417
-0.77,0.0245829
-0.765,0.0247246
-0.76,0.0248669
-0.755,0.0250097
-0.75,0.0251531
-0.745,0.025297
-0.74,0.0254415
-0.735,0.0255865
-0.73,0.025732
-0.725,0.025878
-0.72,0.0260245
-0.715,0.0261715
-0.71,0.026319
-0.705,0.026467
-0.7,0.0266155
-0.695,0.0267644
-0.69,0.0269139
-0.685,0.0270637
-0.68,0.027214
-0.675,0.0273648
-0.67,0.027516
-0.665,0.0276676
-0.66,0.0278196
-0.655,0.027972
-0.65,0.0281248
-0.645,0.028278
-0.64,0.0284316
-0.635,0.0285856
-0.63,0.0287399
-0.625,0.0288945
-0.62,0.0290495
-0.615,0.0292047
-0.61,0.0293603
-0.605,0.0295162
-0.6,0.0296724
-0.595,0.0298289
-0.59,0.0299856
-0.585,0.0301425
-0.58,0.0302997
-0.575,0.0304572
-0.57,0.0306148
-0.565,0.0307726
-0.56,0.0309306
-0.555,0.0310888
-0.55,0.0312471
-0.545,0.0314055
-0.54,0.0315641
-0.535,0.0317228
-0.53,0.0318816
-0.525,0.0320404
-0.52,0.0321993
-0.515,0.0323582
-0.51,0.0325172
-0.505,0.0326762
-0.5,0.0328351
-0.495,0.032994
-0.49,0.0331529
-0.485,0.0333117
-0.48,0.0334704
-0.475,0.0336291
-0.47,0.0337875
-0.465,0.0339459
-0.46,0.034104
-0.455,0.034262
-0.45,0.0344198
-0.445,0.0345774
-0.44,0.0347347
-0.435,0.0348917
-0.43,0.0350484
-0.425,0.0352048
-0.42,0.0353609
-0.415,0.0355166
-0.41,0.0356719
-0.405,0.0358268
-0.4,0.0359812
-0.395,0.0361352
-0.39,0.0362887
-0.385,0.0364417
-0.38,0.0365942
-0.375,0.0367461
-0.37,0.0368974
-0.365,0.037048
-0.36,0.037198
-0.355,0.0373474
-0.35,0.037496
-0.345,0.0376439
-0.34,0.037791
-0.335,0.0379374
-0.33,0.0380829
-0.325,0.0382275
-0.32,0.0383713
-0.315,0.0385141
-0.31,0.038656
-0.305,0.0387969
-0.3,0.0389368
-0.295,0.0390757
-0.29,0.0392134
-0.285,0.0393501
-0.28,0.0394856
-0.275,0.0396199
-0.27,0.0397529
-0.265,0.0398847
-0.26,0.0400153
-0.255,0.0401445
-0.25,0.0402723
-0.245,0.0403987
-0.24,0.0405236
-0.235,0.0406471
-0.23,0.040769
-0.225,0.0408894
-0.22,0.0410081
-0.215,0.0411252
-0.21,0.0412407
-0.205,0.0413543
-0.2,0.0414662
-0.195,0.0415763
-0.19,0.0416845
-0.185,0.0417908
-0.18,0.0418951
-0.175,0.0419975
-0.17,0.0420977
-0.165,0.0421959
-0.16,0.0422919
-0.155,0.0423858
-0.15,0.0424774
-0.145,0.0425667
-0.14,0.0426536
-0.135,0.0427382
-0.13,0.0428203
-0.125,0.0428999
-0.12,0.042977
-0.115,0.0430514
-0.11,0.0431233
-0.105,0.0431924
-0.1,0.0432587
-0.095,0.0433222
-0.09,0.0433829
-0.085,0.0434407
-0.08,0.0434955
-0.075,0.0435472
-0.07,0.043596
-0.065,0.0436415
-0.06,0.043684
-0.055,0.0437232
-0.05,0.0437592
-0.045,0.0437919
-0.04,0.0438212
-0.035,0.0438472
-0.03,0.0438698
-0.025,0.043889
-0.02,0.0439047
-0.015,0.0439169
-0.01,0.0439257
-0.005,0.0439309
-2.95423e-15,0.0439327
0.005,0.0439309
0.01,0.0439257
0.015,0.0439169
0.02,0.0439047
0.025,0.043889
0.03,0.0438698
0.035,0.0438472
0.04,0.0438212
0.045,0.0437919
0.05,0.0437592
0.055,0.0437232
0.06,0.043684
0.065,0.0436415
0.07,0.043596
0.075,0.0435472
0.08,0.0434955
0.085,0.0434407
0.09,0.0433829
0.095,0.0433222
0.1,0.0432587
0.105,0.0431924
0.11,0.0431233
0.115,0.0430514
0.12,0.042977
0.125,0.0428999
0.13,0.0428203
0.135,0.0427382
0.14,0.0426536
0.145,0.0425667
0.15,0.0424774
0.155,0.0423858
0.16,0.0422919
0.165,0.0421959
0.17,0.0420977
0.175,0.0419975
0.18,0.0418951
0.185,0.0417908
0.19,0.0416845
0.195,0.0415763
0.2,0.0414662
0.205,0.0413543
0.21,0.0412407
0.215,0.0411252
0.22,0.0410081
0.225,0.0408894
0.23,0.040769
0.235,0.0406471
0.24,0.0405236
0.245,0.0403987
0.25,0.0402723
0.255,0.0401445
0.26,0.0400153
0.265,0.0398847
0.27,0.0397529
0.275,0.0396199
0.28,0.0394856
0.285,0.0393501
0.29,0.0392134
0.295,0.0390757
0.3,0.0389368
0.305,0.0387969
0.31,0.038656
0.315,0.0385141
0.32,0.0383713
0.325,0.0382275
0.33,0.0380829
0.335,0.0379374
0.34,0.037791
0.345,0.0376439
0.35,0.037496
0.355,0.0373474
0.36,0.037198
0.365,0.037048
0.37,0.0368974
0.375,0.0367461
0.38,0.0365942
0.385,0.0364417
0.39,0.0362887
0.395,0.0361352
0.4,0.0359812
0.405,0.0358268
0.41,0.0356719
0.415,0.0355166
0.42,0.0353609
0.425,0.0352048
0.43,0.0350484
0.435,0.0348917
0.44,0.0347347
0.445,0.0345774
0.45,0.0344198
0.455,0.034262
0.46,0.034104
0.465,0.0339459
0.47,0.0337875
0.475,0.0336291
0.48,0.0334704
0.485,0.0333117
0.49,0.0331529
0.495,0.032994
0.5,0.0328351
0.505,0.0326762
0.51,0.0325172
0.515,0.0323582
0.52,0.0321993
0.525,0.0320404
0.53,0.0318816
0.535,0.0317228
0.54,0.0315641
0.545,0.0314055
0.55,0.0312471
0.555,0.0310888
0.56,0.0309306
0.565,0.0307726
0.57,0.0306148
0.575,0.0304572
0.58,0.0302997
0.585,0.0301425
0.59,0.0299856
0.595,0.0298289
0.6,0.0296724
0.605,0.0295162
0.61,0.0293603
0.615,0.0292047
0.62,0.0290495
0.625,0.0288945
0.63,0.0287399
0.635,0.0285856
0.64,0.0284316
0.645,0.028278
0.65,0.0281248
0.655,0.027972
0.66,0.0278196
0.665,0.0276676
0.67,0.027516
0.675,0.0273648
0.68,0.027214
0.685,0.0270637
0.69,0.0269139
0.695,0.0267644
0.7,0.0266155
0.705,0.026467
0.71,0.026319
0.715,0.0261715
0.72,0.0260245
0.725,0.025878
0.73,0.025732
0.735,0.0255865
0.74,0.0254415
0.745,0.025297
0.75,0.0251531
0.755,0.0250097
0.76,0.0248669
0.765,0.0247246
0.77,0.0245829
0.775,0.0244417
0.78,0.0243011
0.785,0.024161
0.79,0.0240216
0.795,0.0238827
0.8,0.0237444
0.805,0.0236066
0.81,0.0234695
0.815,0.023333
0.82,0.023197
0.825,0.0230617
0.83,0.0229269
0.835,0.0227928
0.84,0.0226593
0.845,0.0225264
0.85,0.0223941
0.855,0.0222624
0.86,0.0221314
0.865,0.0220009
0.87,0.0218711
0.875,0.0217419
0.88,0.0216134
0.885,0.0214855
0.89,0.0213582
0.895,0.0212316
0.9,0.0211055
0.905,0.0209802
0.91,0.0208554
0.915,0.0207313
0.92,0.0206079
0.925,0.0204851
0.93,0.0203629
0.935,0.0202414
0.94,0.0201205
0.945,0.0200003
0.95,0.0198807
0.955,0.0197617
0.96,0.0196434
0.965,0.0195258
0.97,0.0194088
0.975,0.0192924
0.98,0.0191767
0.985,0.0190617
0.99,0.0189472
0.995,0.0188335
1,0.0187203
1.005,0.0186079
1.01,0.018496
1.015,0.0183848
1.02,0.0182743
1.025,0.0181644
1.03,0.0180551
1.035,0.0179465
1.04,0.0178385
1.045,0.0177311
1.05,0.0176244
1.055,0.0175183
1.06,0.0174129
1.065,0.0173081
1.07,0.0172039
1.075,0.0171004
1.08,0.0169975
1.085,0.0168952
1.09,0.0167935
1.095,0.0166925
1.1,0.0165921
1.105,0.0164923
1.11,0.0163932
1.115,0.0162946
1.12,0.0161967
1.125,0.0160994
1.13,0.0160027
1.135,0.0159066
1.14,0.0158111
1.145,0.0157162
1.15,0.015622
1.155,0.0155283
1.16,0.0154353
1.165,0.0153428
1.17,0.0152509
1.175,0.0151597
1.18,0.015069
