phi,dN/dphi
-1.18,0.00213465
-1.175,0.00214775
-1.17,0.00216092
-1.165,0.00217417
-1.16,0.00218749
-1.155,0.00220088
-1.15,0.00221435
-1.145,0.0022279
-1.14,0.00224152
-1.135,0.00225522
-1.13,0.00226899
-1.125,0.00228284
-1.12,0.00229676
-1.115,0.00231076
-1.11,0.00232483
-1.105,0.00233898
-1.1,0.0023532
-1.095,0.00236749
-1.09,0.00238186
-1.085,0.00239631
-1.08,0.00241082
-1.075,0.00242542
-1.07,0.00244008
-1.065,0.00245482
-1.06,0.00246964
-1.055,0.00248452
-1.05,0.00249948
-1.045,0.00251451
-1.04,0.00252962
-1.035,0.00254479
-1.03,0.00256004
-1.025,0.00257536
-1.02,0.00259075
-1.015,0.00260621
-1.01,0.00262175
-1.005,0.00263735
-1,0.00265302
-0.995,0.00266877
-0.99,0.00268458
-0.985,0.00270046
-0.98,0.00271641
-0.975,0.00273242
-0.97,0.00274851
-0.965,0.00276466
-0.96,0.00278088
-0.955,0.00279716
-0.95,0.00281351
-0.945,0.00282992
-0.94,0.0028464
-0.935,0.00286294
-0.93,0.00287955
-0.925,0.00289622
-0.92,0.00291295
-0.915,0.00292974
-0.91,0.00294659
-0.905,0.0029635
-0.9,0.00298047
-0.895,0.0029975
-0.89,0.00301458
-0.885,0.00303173
-0.88,0.00304892
-0.875,0.00306618
-0.87,0.00308349
-0.865,0.00310085
-0.86,0.00311827
-0.855,0.00313573
-0.85,0.00315325
-0.845,0.00317082
-0.84,0.00318844
-0.835,0.0032061
-0.83,0.00322381
-0.825,0.00324157
-0.82,0.00325938
-0.815,0.00327722
-0.81,0.00329511
-0.805,0.00331305
-0.8,0.00333102
-0.795,0.00334903
-0.79,0.00336708
-0.785,0.00338517
-0.78,0.0034033
-0.775,0.00342146
-0.77,0.00343965
-0.765,0.00345787
-0.76,0.00347613
-0.755,0.00349441
-0.75,0.00351273
-0.745,0.00353107
-0.74,0.00354944
-0.735,0.00356783
-0.73,0.00358624
-0.725,0.00360467
-0.72,0.00362313
-0.715,0.0036416
-0.71,0.00366009
-0.705,0.00367859
-0.7,0.00369711
-0.695,0.00371564
-0.69,0.00373418
-0.685,0.00375273
-0.68,0.00377128
-0.675,0.00378985
-0.67,0.00380841
-0.665,0.00382698
-0.66,0.00384555
-0.655,0.00386411
-0.65,0.00388267
-0.645,0.00390123
-0.64,0.00391978
-0.635,0.00393832
-0.63,0.00395685
-0.625,0.00397537
-0.62,0.00399388
-0.615,0.00401236
-0.61,0.00403083
-0.605,0.00404928
-0.6,0.00406771
-0.595,0.00408611
-0.59,0.00410449
-0.585,0.00412283
-0.58,0.00414115
-0.575,0.00415943
-0.57,0.00417768
-0.565,0.00419589
-0.56,0.00421407
-0.555,0.0042322
-0.55,0.00425029
-0.545,0.00426833
-0.54,0.00428633
-0.535,0.00430427
-0.53,0.00432217
-0.525,0.00434001
-0.52,0.00435779
-0.515,0.00437551
-0.51,0.00439317
-0.505,0.00441077
-0.5,0.0044283
-0.495,0.00444577
-0.49,0.00446316
-0.485,0.00448048
-0.48,0.00449773
-0.475,0.0045149
-0.47,0.00453198
-0.465,0.00454899
-0.46,0.00456591
-0.455,0.00458274
-0.45,0.00459949
-0.445,0.00461614
-0.44,0.0046327
-0.435,0.00464916
-0.43,0.00466552
-0.425,0.00468178
-0.42,0.00469793
-0.415,0.00471398
-0.41,0.00472992
-0.405,0.00474575
-0.4,0.00476146
-0.395,0.00477706
-0.39,0.00479254
-0.385,0.00480789
-0.38,0.00482313
-0.375,0.00483824
-0.37,0.00485321
-0.365,0.00486806
-0.36,0.00488278
-0.355,0.00489736
-0.35,0.0049118
-0.345,0.0049261
-0.34,0.00494026
-0.335,0.00495427
-0.33,0.00496813
-0.325,0.00498185
-0.32,0.00499541
-0.315,0.00500882
-0.31,0.00502207
-0.305,0.00503516
-0.3,0.00504809
-0.295,0.00506085
-0.29,0.00507345
-0.285,0.00508589
-0.28,0.00509815
-0.275,0.00511024
-0.27,0.00512215
-0.265,0.00513389
-0.26,0.00514544
-0.255,0.00515682
-0.25,0.00516801
-0.245,0.00517902
-0.24,0.00518984
-0.235,0.00520047
-0.23,0.00521091
-0.225,0.00522116
-0.22,0.00523121
-0.215,0.00524106
-0.21,0.00525072
-0.205,0.00526017
