phi,ALICE,CMS
-1.28,0.00193429,0.00190076
-1.2544,0.00202499,0.00198791
-1.2288,0.0021202,0.00207933
-1.2032,0.00222009,0.00217516
-1.1776,0.00232484,0.00227557
-1.152,0.0024346,0.00238072
-1.1264,0.00254957,0.00249075
-1.1008,0.00266988,0.00260582
-1.0752,0.0027957,0.00272607
-1.0496,0.00292718,0.00285162
-1.024,0.00306444,0.00298261
-0.9984,0.0032076,0.00311913
-0.9728,0.00335677,0.00326127
-0.9472,0.00351202,0.00340911
-0.9216,0.00367342,0.0035627
-0.896,0.00384099,0.00372205
-0.8704,0.00401472,0.00388716
-0.8448,0.0041946,0.00405799
-0.8192,0.00438052,0.00423446
-0.7936,0.00457239,0.00441646
-0.768,0.00477002,0.00460381
-0.7424,0.00497321,0.00479632
-0.7168,0.00518166,0.00499371
-0.6912,0.00539505,0.00519566
-0.6656,0.00561297,0.00540179
-0.64,0.00583494,0.00561164
-0.6144,0.00606042,0.00582471
-0.5888,0.00628879,0.0060404
-0.5632,0.00651934,0.00625806
-0.5376,0.00675131,0.00647696
-0.512,0.00698385,0.00669629
-0.4864,0.00721601,0.00691519
-0.4608,0.00744681,0.00713272
-0.4352,0.00767517,0.00734787
-0.4096,0.00789995,0.00755958
-0.384,0.00811997,0.00776673
-0.3584,0.00833398,0.00796817
-0.3328,0.00854074,0.00816272
-0.3072,0.00873893,0.00834917
-0.2816,0.00892727,0.0085263
-0.256,0.00910448,0.00869292
-0.2304,0.00926928,0.00884785
-0.2048,0.00942048,0.00898996
-0.1792,0.00955691,0.00911818
-0.1536,0.00967751,0.0092315
-0.128,0.00978131,0.00932902
-0.1024,0.00986746,0.00940995
-0.0768,0.00993524,0.00947362
-0.0512,0.00998408,0.00951949
-0.0256,0.0100136,0.00954717
-6.245e-17,0.0100234,0.00955642
0.0256,0.0100136,0.00954717
0.0512,0.00998408,0.00951949
0.0768,0.00993524,0.00947362
0.1024,0.00986746,0.00940995
0.128,0.00978131,0.00932902
0.1536,0.00967751,0.0092315
0.1792,0.00955691,0.00911818
0.2048,0.00942048,0.00898996
0.2304,0.00926928,0.00884785
0.256,0.00910448,0.00869292
0.2816,0.00892727,0.0085263
0.3072,0.00873893,0.00834917
0.3328,0.00854074,0.00816272
0.3584,0.00833398,0.00796817
0.384,0.00811997,0.00776673
0.4096,0.00789995,0.00755958
0.4352,0.00767517,0.00734787
0.4608,0.00744681,0.00713272
0.4864,0.00721601,0.00691519
0.512,0.00698385,0.00669629
0.5376,0.00675131,0.00647696
0.5632,0.00651934,0.00625806
0.5888,0.00628879,0.0060404
0.6144,0.00606042,0.00582471
0.64,0.00583494,0.00561164
0.6656,0.00561297,0.00540179
0.6912,0.00539505,0.00519566
0.7168,0.00518166,0.00499371
0.7424,0.00497321,0.00479632
0.768,0.00477002,0.00460381
0.7936,0.00457239,0.00441646
0.8192,0.00438052,0.00423446
0.8448,0.0041946,0.00405799
0.8704,0.00401472,0.00388716
0.896,0.00384099,0.00372205
0.9216,0.00367342,0.0035627
0.9472,0.00351202,0.00340911
0.9728,0.00335677,0.00326127
0.9984,0.0032076,0.00311913
1.024,0.00306444,0.00298261
1.0496,0.00292718,0.00285162
1.0752,0.0027957,0.00272607
1.1008,0.00266988,0.00260582
1.1264,0.00254957,0.00249075
1.152,0.0024346,0.00238072
1.1776,0.00232484,0.00227557
1.2032,0.00222009,0.00217516
1.2288,0.0021202,0.00207933
1.2544,0.00202499,0.00198791
1.28,0.00193429,0.00190076
