phi,Ridge,Jet
-1,0.0155186,5.44033e-06
-0.995,0.0157307,5.97425e-06
-0.99,0.0159456,6.55796e-06
-0.985,0.0161633,7.19583e-06
-0.98,0.016384,7.8926e-06
-0.975,0.0166075,8.65339e-06
-0.97,0.016834,9.48374e-06
-0.965,0.0170634,1.03896e-05
-0.96,0.0172958,1.13775e-05
-0.955,0.0175313,1.24544e-05
-0.95,0.0177697,1.36278e-05
-0.945,0.0180113,1.49059e-05
-0.94,0.018256,1.62973e-05
-0.935,0.0185038,1.78115e-05
-0.93,0.0187548,1.94587e-05
-0.925,0.0190089,2.12498e-05
-0.92,0.0192663,2.31966e-05
-0.915,0.019527,2.53117e-05
-0.91,0.0197909,2.76087e-05
-0.905,0.0200582,3.01022e-05
-0.9,0.0203288,3.2808e-05
-0.895,0.0206027,3.57428e-05
-0.89,0.02088,3.89248e-05
-0.885,0.0211608,4.23733e-05
-0.88,0.021445,4.61091e-05
-0.875,0.0217327,5.01544e-05
-0.87,0.0220239,5.4533e-05
-0.865,0.0223187,5.92706e-05
-0.86,0.022617,6.43943e-05
-0.855,0.0229188,6.99333e-05
-0.85,0.0232243,7.59189e-05
-0.845,0.0235334,8.23842e-05
-0.84,0.0238462,8.9365e-05
-0.835,0.0241627,9.6899e-05
-0.83,0.0244828,0.000105027
-0.825,0.0248067,0.000113792
-0.82,0.0251343,0.00012324
-0.815,0.0254657,0.000133419
-0.81,0.0258009,0.000144383
-0.805,0.02614,0.000156186
-0.8,0.0264828,0.000168888
-0.795,0.0268295,0.000182551
-0.79,0.0271801,0.000197242
-0.785,0.0275345,0.000213032
-0.78,0.0278929,0.000229996
-0.775,0.0282552,0.000248212
-0.77,0.0286214,0.000267767
-0.765,0.0289916,0.000288749
-0.76,0.0293657,0.000311253
-0.755,0.0297439,0.000335379
-0.75,0.030126,0.000361234
-0.745,0.0305121,0.000388929
-0.74,0.0309022,0.000418585
-0.735,0.0312963,0.000450325
-0.73,0.0316945,0.000484282
-0.725,0.0320967,0.000520596
-0.72,0.0325029,0.000559414
-0.715,0.0329132,0.000600891
-0.71,0.0333275,0.000645191
-0.705,0.0337458,0.000692487
-0.7,0.0341682,0.000742958
-0.695,0.0345946,0.000796797
-0.69,0.0350251,0.000854204
-0.685,0.0354596,0.000915388
-0.68,0.0358981,0.000980572
-0.675,0.0363406,0.00104999
-0.67,0.0367872,0.00112388
-0.665,0.0372377,0.0012025
-0.66,0.0376922,0.00128611
-0.655,0.0381507,0.001375
-0.65,0.0386132,0.00146947
-0.645,0.0390795,0.0015698
-0.64,0.0395498,0.00167634
-0.635,0.040024,0.0017894
-0.63,0.040502,0.00190935
-0.625,0.0409839,0.00203653
-0.62,0.0414696,0.00217134
-0.615,0.041959,0.00231417
-0.61,0.0424522,0.00246543
-0.605,0.0429491,0.00262554
-0.6,0.0434497,0.00279496
-0.595,0.043954,0.00297414
-0.59,0.0444618,0.00316358
-0.585,0.0449732,0.00336375
-0.58,0.0454881,0.00357519
-0.575,0.0460064,0.00379843
-0.57,0.0465281,0.00403402
-0.565,0.0470532,0.00428253
-0.56,0.0475816,0.00454457
-0.555,0.0481132,0.00482074
-0.55,0.048648,0.00511167
-0.545,0.0491858,0.00541802
-0.54,0.0497268,0.00574046
-0.535,0.0502707,0.00607969
-0.53,0.0508174,0.0064364
-0.525,0.051367,0.00681135
-0.52,0.0519194,0.00720527
-0.515,0.0524744,0.00761893
-0.51,0.053032,0.00805313
-0.505,0.053592,0.00850868
-0.5,0.0541545,0.0089864
-0.495,0.0547193,0.00948713
-0.49,0.0552863,0.0100117
-0.485,0.0558553,0.0105611
-0.48,0.0564264,0.0111361
-0.475,0.0569994,0.0117376
-0.47,0.0575742,0.0123667
-0.465,0.0581507,0.0130241
-0.46,0.0587287,0.0137109
-0.455,0.0593082,0.014428
-0.45,0.059889,0.0151763
-0.445,0.060471,0.0159569
-0.44,0.0610541,0.0167707
-0.435,0.0616382,0.0176187
-0.43,0.062223,0.0185018
-0.425,0.0628085,0.019421
-0.42,0.0633946,0.0203774
-0.415,0.0639811,0.0213718
-0.41,0.0645678,0.0224053
-0.405,0.0651546,0.0234787
-0.4,0.0657414,0.0245929
-0.395,0.0663279,0.025749
-0.39,0.0669142,0.0269478
-0.385,0.0674998,0.0281901
-0.38,0.0680849,0.0294767
-0.375,0.068669,0.0308085
-0.37,0.0692522,0.0321862
-0.365,0.0698341,0.0336105
-0.36,0.0704148,0.0350822
-0.355,0.0709938,0.0366017
-0.35,0.0715712,0.0381697
-0.345,0.0721467,0.0397867
-0.34,0.0727201,0.041453
-0.335,0.0732912,0.0431691
-0.33,0.0738599,0.0449353
-0.325,0.074426,0.0467516
-0.32,0.0749893,0.0486184
-0.315,0.0755495,0.0505355
